id	class	subclass	sound_override_subclassid	material	displayid	inventorytype	sheatheType	
5331	15	0	-1	0	6522	0	0
5332	15	0	-1	0	8289	0	0
5333	12	0	-1	0	13990	0	0
5334	12	0	-1	0	18079	0	0
5335	15	0	-1	1	1168	0	0
5336	12	0	-1	0	9849	0	0
5337	4	1	-1	7	19899	10	0
5338	12	0	-1	0	7572	0	0
5339	12	0	-1	0	7346	0	0
5340	2	10	-1	2	20417	17	2
5341	4	2	-1	8	8717	5	0
5342	0	5	-1	0	18099	0	0
5343	4	1	-1	7	70716	16	0
5344	2	0	-1	1	8485	13	3
5345	2	5	-1	2	8594	17	1
5346	2	2	-1	2	20719	15	0
5347	2	19	-1	2	21022	26	0
5348	12	0	-1	0	3331	0	0
5349	0	5	-1	0	6342	0	0
5350	0	5	-1	7	18081	0	0
5351	4	0	-1	4	3666	11	0
5352	12	0	-1	0	1317	0	0
5353	12	0	-1	0	7630	0	0
5354	12	0	-1	0	3029	0	0
5355	4	2	-1	8	7662	6	0
5356	2	19	-1	2	20834	26	0
5357	4	6	-1	1	1685	14	4
5358	4	3	-1	5	7670	1	0
5359	12	0	-1	0	7798	0	0
5360	12	0	-1	0	7697	0	0
5361	15	0	-1	4	6651	0	0
5362	15	0	-1	4	1504	0	1
5363	15	0	-1	4	7067	0	1
5364	15	0	-1	4	4718	0	1
5365	15	0	-1	0	6700	0	1
5366	12	0	-1	0	6014	0	0
5367	15	0	-1	4	4717	0	1
5368	15	0	-1	4	7718	0	1
5369	15	0	-1	4	7251	0	1
5370	15	0	-1	4	7716	0	1
5371	15	0	-1	4	6652	0	0
5372	12	0	-1	0	8051	0	0
5373	15	0	-1	0	15026	0	1
5374	15	0	-1	4	1270	0	1
5375	15	0	-1	4	928	0	1
5376	15	0	-1	4	7268	0	1
5377	15	0	-1	4	7177	0	1
5379	15	0	-1	1	20781	0	0
5380	12	0	-1	0	7726	0	0
5381	12	0	-1	0	7733	0	0
5382	12	0	-1	0	6494	0	0
5383	12	0	-1	0	7164	0	0
5385	12	0	-1	0	3671	0	0
5386	12	0	-1	0	5086	0	0
5387	4	1	-1	7	28613	16	0
5388	12	0	-1	0	7741	0	0
5389	12	0	-1	0	7299	0	0
5390	12	0	-1	0	7744	0	0
5391	12	0	-1	0	2480	0	0
5392	2	15	-1	1	2738	13	3
5393	2	10	-1	2	5108	17	2
5394	4	2	-1	8	4470	10	0
5395	4	6	-1	1	18671	14	4
5398	4	2	-1	8	16951	7	0
5399	4	3	-1	5	7835	8	0
5400	12	0	-1	0	292	0	0
5401	12	0	-1	0	292	0	0
5402	12	0	-1	0	292	0	0
5403	12	0	-1	0	292	0	0
5404	4	2	-1	8	6729	3	0
5405	4	1	-1	7	70683	16	0
5406	0	8	-1	1	6007	0	0
5407	0	8	-1	1	6007	0	0
5408	4	0	-1	1	6007	23	0
5409	4	0	-1	1	6007	23	0
5410	2	14	-1	0	7867	0	0
5411	4	0	-1	2	7866	0	2
5412	12	0	-1	0	1504	0	0
5413	12	0	-1	0	7886	0	0
5414	12	0	-1	0	6683	0	0
5415	12	0	-1	2	7866	0	2
5416	12	0	-1	2	7866	0	2
5417	15	0	-1	0	7627	0	0
5418	15	0	-1	0	7625	0	0
5419	4	2	-1	8	67027	9	0
5420	4	1	-1	7	8635	5	0
5421	0	0	-1	8	6337	0	0
5422	4	2	-1	8	16974	7	0
5423	2	1	-1	1	19221	17	1
5424	12	0	-1	4	37458	0	0
5425	4	3	-1	5	7932	6	0
5426	2	0	-1	1	19396	13	3
5427	15	0	-1	4	8118	0	1
5428	15	0	-1	4	8117	0	1
5429	15	0	-1	4	6659	0	1
5430	15	0	-1	4	8120	0	1
5431	15	0	-1	4	18058	0	1
5432	15	0	-1	4	6509	0	1
5433	15	0	-1	4	6358	0	1
5434	15	0	-1	0	7612	0	1
5435	15	0	-1	4	8115	0	1
5436	15	0	-1	0	7612	0	1
5437	12	0	-1	0	50454	0	0
5438	12	0	-1	0	1288	0	0
5439	1	0	-1	4	21318	18	0
5440	12	0	-1	0	1288	0	0
5441	1	0	-1	4	1816	18	0
5442	12	0	-1	0	3918	0	0
5443	4	6	-1	1	18523	14	4
5444	4	1	-1	7	15046	16	0
5445	12	0	-1	0	9832	0	0
5446	15	0	-1	0	7083	0	0
5447	15	0	-1	0	7083	0	0
5448	15	0	-1	0	7083	0	0
5449	12	0	-1	0	7083	0	0
5450	12	0	-1	0	7083	0	0
5451	15	0	-1	0	7083	0	0
5453	12	0	-1	0	7083	0	0
5454	12	0	-1	0	7083	0	0
5455	12	0	-1	0	1013	0	0
5456	12	0	-1	0	7956	0	0
5457	0	0	-1	0	1496	0	0
5458	4	1	-1	7	68825	6	0
5459	2	0	-1	1	5014	13	3
5460	12	0	-1	0	16836	0	0
5461	12	0	-1	0	9659	0	0
5462	12	0	-1	0	7143	0	0
5463	12	0	-1	0	1659	0	0
5464	12	0	-1	0	59793	0	0
5465	7	8	-1	4	7345	0	0
5466	7	8	-1	4	7987	0	0
5467	7	8	-1	4	2599	0	0
5468	7	8	-1	4	4823	0	0
5469	7	8	-1	4	1116	0	0
5470	7	8	-1	4	3915	0	0
5471	7	8	-1	4	7990	0	0
5472	0	5	-1	0	25473	0	0
5473	0	5	-1	0	6342	0	0
5474	0	5	-1	0	25481	0	0
5475	13	0	-1	0	8951	0	0
5476	0	5	-1	0	4810	0	0
5477	0	5	-1	0	6347	0	0
5478	0	5	-1	0	557	0	0
5479	0	5	-1	0	3397	0	0
5480	0	5	-1	0	1438	0	0
5481	12	0	-1	0	7999	0	0
5482	9	5	-1	0	811	0	0
5483	9	5	-1	0	811	0	0
5484	9	5	-1	0	811	0	0
5485	9	5	-1	2	811	0	0
5486	9	5	-1	2	811	0	0
5487	9	5	-1	2	811	0	0
5488	9	5	-1	2	811	0	0
5489	9	5	-1	2	811	0	0
5490	12	0	-1	0	8009	0	0
5491	2	5	-1	2	2839	17	1
5493	12	0	-1	4	12310	0	0
5494	12	0	-1	0	8014	0	0
5495	2	4	-1	2	8011	13	3
5498	3	7	-1	3	12309	0	0
5500	3	7	-1	3	12310	0	0
5502	2	7	-1	1	8016	13	3
5503	7	8	-1	4	22193	0	0
5504	7	8	-1	4	22193	0	0
5505	12	0	-1	0	1143	0	0
5506	15	0	-1	3	1504	0	0
5507	7	3	-1	8	7365	0	0
5508	12	0	-1	4	8025	0	0
5509	0	8	-1	1	104827	0	0
5510	0	8	-1	1	6007	0	0
5511	0	8	-1	1	6007	0	0
5512	0	8	-1	1	104827	0	0
5513	0	0	-1	1	7393	0	0
5514	4	0	-1	1	6851	0	0
5515	12	0	-1	0	6668	0	0
5516	2	15	-1	1	6455	13	3
5517	15	1	-1	0	16454	0	0
5518	15	1	-1	0	8902	0	0
5519	12	0	-1	0	3667	0	0
5520	12	0	-1	0	1143	0	0
5521	12	0	-1	0	7737	0	0
5522	4	0	-1	1	21610	28	7
5523	7	11	-1	4	7177	0	0
5524	7	11	-1	4	16212	0	0
5525	0	5	-1	0	8048	0	0
5526	0	5	-1	0	3161	0	0
5527	0	5	-1	0	7177	0	0
5528	9	5	-1	2	811	0	0
5529	15	0	-1	7	6371	0	0
5530	15	0	-1	7	44344	0	0
5531	12	0	-1	0	1310	0	0
5532	2	14	-1	1	8078	13	3
5533	12	0	-1	0	7139	0	0
5534	12	0	-1	0	2474	0	0
5535	12	0	-1	0	8093	0	0
5536	12	0	-1	0	1134	0	0
5537	12	0	-1	0	3486	0	0
5538	12	0	-1	0	224	0	0
5539	12	0	-1	0	3032	0	0
5540	2	15	-1	1	2765	13	3
5541	2	4	-1	2	19801	13	3
5542	4	1	-1	7	26027	16	0
5543	9	4	-1	0	15274	0	0
5544	12	0	-1	0	15692	0	0
5545	2	6	-1	1	5290	17	1
5546	2	18	-1	2	10673	26	5
5547	12	0	-1	0	8122	0	0
5548	2	2	-1	2	3187	15	0
5549	2	15	-1	1	2738	13	3
5550	2	3	-1	1	2413	26	0
5551	2	0	-1	1	1386	21	3
5552	2	1	-1	1	5509	17	1
5553	2	4	-1	2	5194	21	3
5554	2	5	-1	2	47303	17	1
5555	2	7	-1	1	47449	21	3
5556	2	8	-1	1	1628	17	1
5557	2	6	-1	1	5638	17	2
5558	2	10	-1	2	1716	17	2
5559	15	0	-1	2	16762	0	0
5560	2	19	-1	2	6097	26	0
5561	2	14	-1	1	8127	21	7
5562	15	0	-1	0	6506	0	0
5563	15	0	-1	0	6506	0	0
5564	15	1	-1	0	6506	0	0
5565	15	1	-1	4	6504	0	0
5566	15	0	-1	3	7999	0	0
5567	15	0	-1	2	8233	0	0
5568	15	0	-1	2	2418	24	0
5569	15	0	-1	4	3427	0	0
5570	12	0	-1	0	18050	0	0
5571	1	0	-1	8	1281	18	0
5572	1	0	-1	8	1277	18	0
5573	1	0	-1	8	3565	18	0
5574	1	0	-1	8	3237	18	0
5575	1	0	-1	8	3568	18	0
5576	1	0	-1	8	1168	18	0
5577	9	4	-1	0	15274	0	0
5578	9	4	-1	0	15274	0	0
5579	2	5	-1	2	19544	17	1
5580	2	4	-1	2	19777	21	3
5581	2	10	-1	2	20446	17	2
5582	12	0	-1	0	2637	0	0
5583	12	0	-1	0	8284	0	0
5584	12	0	-1	0	18096	0	0
5585	12	0	-1	0	1504	0	0
5586	2	7	-1	1	1547	21	3
5587	2	4	-1	2	19648	13	3
5588	12	0	-1	0	3664	0	0
5589	4	3	-1	5	66325	10	0
5590	4	1	-1	7	68819	9	0
5591	4	1	-1	7	23065	16	0
5592	4	3	-1	5	8295	6	0
5593	4	6	-1	2	68782	14	4
5594	12	0	-1	0	7649	0	0
5595	2	5	-1	2	8298	17	1
5596	2	2	-1	2	20720	15	0
5597	2	0	-1	1	8376	13	4
5598	2	0	-1	1	8377	13	7
5599	2	0	-1	1	8378	13	3
5600	2	13	-1	1	8379	13	7
5601	15	0	-1	8	18053	0	0
5602	15	0	-1	4	18597	0	0
5603	1	0	-1	8	1625	18	0
5604	2	19	-1	2	28159	26	0
5605	2	15	-1	1	3550	13	3
5606	4	1	-1	7	68824	10	0
5607	4	3	-1	5	8399	3	0
5608	4	1	-1	7	15278	1	0
5609	4	2	-1	8	6755	6	0
5610	4	1	-1	7	70682	16	0
5611	4	0	-1	0	8436	23	7
5612	4	2	-1	8	17010	9	0
5613	2	10	-1	2	20384	17	2
5614	2	8	-1	1	20182	17	1
5615	2	8	-1	1	20121	17	1
5616	2	15	-1	1	20376	13	3
5617	4	2	-1	8	6718	7	0
5618	4	1	-1	7	70681	16	0
5619	12	0	-1	0	8518	0	0
5620	12	0	-1	0	2351	0	0
5621	12	0	-1	0	8543	0	0
5622	4	0	-1	4	14432	11	0
5623	12	0	-1	0	8547	0	0
5624	4	1	-1	7	15905	1	0
5625	4	2	-1	8	8446	1	0
5626	2	1	-1	1	19246	17	1
5627	2	15	-1	1	20354	13	3
5628	12	0	-1	0	6639	0	0
5629	4	2	-1	8	8450	10	0
5630	4	2	-1	8	8449	10	0
5631	0	1	-1	3	15741	0	0
5632	0	1	-1	3	2533	0	0
5633	0	1	-1	4	15791	0	0
5634	0	1	-1	3	2348	0	0
5635	7	11	-1	1	1496	0	0
5636	15	0	-1	4	19568	0	0
5637	7	11	-1	1	2460	0	0
5638	12	0	-1	0	8471	0	0
5639	12	0	-1	0	3664	0	0
5640	9	6	-1	0	811	0	0
5641	9	6	-1	0	811	0	0
5642	9	6	-1	0	811	0	0
5643	9	6	-1	0	811	0	0
5644	9	0	-1	0	1103	0	0
5645	12	0	-1	0	4134	0	0
5646	12	0	-1	0	21672	0	0
5647	9	0	-1	0	1103	0	0
5648	9	0	-1	0	1103	0	0
5649	9	0	-1	0	1103	0	0
5650	9	0	-1	0	1103	0	0
5651	12	0	-1	0	8555	0	0
5652	12	0	-1	0	8556	0	0
5653	12	0	-1	0	8557	0	0
5654	15	1	-1	3	1288	0	0
5655	15	5	-1	4	13108	0	0
5656	15	5	-1	4	13108	0	0
5657	9	0	-1	0	6270	0	0
5658	9	0	-1	0	1155	0	0
5659	12	0	-1	0	8560	0	0
5660	9	0	-1	0	1155	0	0
5661	9	0	-1	0	1155	0	0
5662	9	0	-1	0	1155	0	0
5663	15	0	-1	0	16208	0	0
5664	12	0	-1	0	7064	0	0
5665	15	5	-1	4	16207	0	0
5666	9	0	-1	0	1155	0	0
5667	9	0	-1	0	1155	0	0
5668	15	5	-1	4	16208	0	0
5669	12	0	-1	0	2480	0	0
5670	9	0	-1	0	1155	0	0
5671	9	0	-1	0	1155	0	0
5672	9	0	-1	0	1155	0	0
5673	9	0	-1	0	1155	0	0
5674	9	0	-1	0	1155	0	0
5675	12	0	-1	0	3124	0	0
5676	9	0	-1	0	1155	0	0
5677	9	0	-1	0	1155	0	0
5679	9	0	-1	0	1155	0	0
5680	9	0	-1	0	1155	0	0
5681	12	0	-1	0	2637	0	0
5682	9	0	-1	0	1155	0	0
5683	9	0	-1	0	1155	0	0
5684	9	0	-1	0	1155	0	0
5685	9	0	-1	0	1155	0	0
5686	12	0	-1	0	7164	0	0
5687	12	0	-1	0	6014	0	0
5688	9	0	-1	0	7706	0	0
5689	12	0	-1	0	8031	0	0
5690	12	0	-1	0	7737	0	0
5691	12	0	-1	0	7827	0	0
5692	12	0	-1	0	7841	0	0
5693	12	0	-1	0	7841	0	0
5694	12	0	-1	0	7626	0	0
5695	12	0	-1	0	7626	0	0
5696	9	0	-1	0	5563	0	0
5697	9	0	-1	0	5563	0	0
5698	9	0	-1	0	5563	0	0
5699	9	0	-1	0	5563	0	0
5700	9	0	-1	0	5563	0	0
5701	9	0	-1	0	5563	0	0
5702	9	0	-1	0	5563	0	0
5703	9	0	-1	0	5563	0	0
5704	9	0	-1	0	5563	0	0
5705	9	0	-1	0	5563	0	0
5706	9	0	-1	0	5563	0	0
5707	9	0	-1	0	5563	0	0
5708	9	0	-1	0	5563	0	0
5709	9	0	-1	0	5563	0	0
5710	9	0	-1	0	5563	0	0
5711	9	0	-1	0	5563	0	0
5712	9	0	-1	0	5563	0	0
5713	9	0	-1	0	5563	0	0
5714	9	0	-1	0	5563	0	0
5715	9	0	-1	0	5563	0	0
5716	9	0	-1	0	5563	0	0
5717	12	0	-1	0	8623	0	0
5718	12	0	-1	0	811	0	0
5719	9	0	-1	0	1246	0	0
5720	9	0	-1	0	1246	0	0
5721	9	0	-1	0	1246	0	0
5722	9	0	-1	0	1246	0	0
5723	9	0	-1	0	1246	0	0
5724	9	0	-1	0	1246	0	0
5725	9	0	-1	0	1246	0	0
5726	9	0	-1	0	1246	0	0
5727	9	0	-1	0	1246	0	0
5728	9	0	-1	0	1246	0	0
5729	9	0	-1	0	1246	0	0
5730	9	0	-1	0	1317	0	0
5731	12	0	-1	0	3331	0	0
5732	12	0	-1	0	3664	0	0
5733	12	0	-1	0	4690	0	0
5734	12	0	-1	0	8628	0	0
5735	12	0	-1	0	3048	0	0
5736	12	0	-1	0	8629	0	0
5737	12	0	-1	0	3020	0	0
5738	15	0	-1	0	1281	0	0
5739	4	2	-1	8	12368	5	0
5740	0	8	-1	0	8733	0	0
5741	15	0	-1	0	4719	0	0
5742	2	15	-1	1	20569	13	3
5743	4	0	-1	0	9842	11	0
5744	2	7	-1	1	8279	13	3
5745	2	6	-1	1	8745	17	2
5746	2	6	-1	1	8746	17	2
5747	2	6	-1	1	8747	17	2
5748	2	2	-1	2	20713	15	0
5749	2	1	-1	1	19291	17	1
5750	4	3	-1	5	7006	6	0
5751	4	1	-1	7	23078	16	0
5752	2	15	-1	1	20596	13	3
5753	4	2	-1	8	8753	1	0
5754	4	0	-1	3	4841	2	0
5755	4	3	-1	5	8719	5	0
5756	2	15	-1	1	20591	13	3
5757	2	4	-1	2	8803	13	7
5758	15	0	-1	1	9515	0	0
5759	15	0	-1	1	9515	0	0
5760	15	0	-1	1	9515	0	0
5761	2	5	-1	2	68755	17	1
5762	1	0	-1	8	981	18	0
5763	1	0	-1	8	4056	18	0
5764	1	0	-1	8	1280	18	0
5765	1	0	-1	8	1283	18	0
5766	4	1	-1	7	12397	20	0
5767	4	1	-1	7	16611	20	0
5768	12	0	-1	0	16037	0	0
5769	12	0	-1	0	1097	0	0
5770	4	1	-1	7	12695	20	0
5771	9	2	-1	0	811	0	0
5772	9	2	-1	0	811	0	0
5773	9	2	-1	0	15274	0	0
5774	9	2	-1	0	15274	0	0
5775	9	2	-1	0	15274	0	0
5776	2	10	-1	2	20449	17	2
5777	2	1	-1	1	8899	17	1
5778	2	10	-1	2	2397	17	2
5779	2	8	-1	1	5184	17	1
5780	4	2	-1	8	8905	6	0
5781	4	2	-1	8	8908	5	0
5782	4	2	-1	8	22393	5	0
5783	4	2	-1	8	8912	9	0
5784	7	6	-1	0	3124	0	0
5785	7	6	-1	0	3563	0	0
5786	9	1	-1	0	811	0	0
5787	9	1	-1	0	811	0	0
5788	9	1	-1	0	811	0	0
5789	9	1	-1	0	811	0	0
5790	12	0	-1	0	1143	0	0
5791	12	0	-1	0	1143	0	0
5792	12	0	-1	0	8918	0	0
5793	12	0	-1	0	3422	0	0
5794	12	0	-1	0	4836	0	0
5795	12	0	-1	0	8923	0	0
5796	12	0	-1	0	10043	0	0
5797	12	0	-1	0	9110	0	0
5798	12	0	-1	0	8926	0	0
5799	12	0	-1	0	8927	0	0
5800	12	0	-1	0	8928	0	0
5801	12	0	-1	0	13715	0	0
5802	12	0	-1	0	8931	0	0
5803	12	0	-1	0	8932	0	0
5804	12	0	-1	0	3029	0	0
5805	12	0	-1	0	4045	0	0
5806	12	0	-1	0	8382	0	0
5807	12	0	-1	0	3020	0	0
5808	12	0	-1	0	8940	0	0
5809	12	0	-1	0	8940	0	0
5810	12	0	-1	0	8942	0	0
5811	12	0	-1	0	8952	0	0
5812	4	1	-1	7	12694	20	0
5813	2	8	-1	1	9055	17	1
5814	4	2	-1	8	16899	5	0
5815	2	5	-1	2	9057	17	1
5816	0	1	-1	3	2357	0	0
5817	2	2	-1	2	9060	15	0
5818	2	19	-1	2	21026	26	0
5819	4	3	-1	5	15810	1	0
5820	4	1	-1	7	9077	3	0
5821	4	2	-1	8	16982	8	0
5822	4	3	-1	5	9082	10	0
5823	0	8	-1	0	15856	0	0
5824	12	0	-1	0	9106	0	0
5825	12	0	-1	0	6539	0	0
5826	12	0	-1	0	7629	0	0
5827	12	0	-1	0	3029	0	0
5828	4	0	-1	5	4284	11	0
5829	15	0	-1	4	6625	0	0
5830	12	0	-1	0	15706	0	0
5831	12	0	-1	0	3918	0	0
5832	12	0	-1	0	3918	0	0
5833	12	0	-1	0	4691	0	0
5834	12	0	-1	0	8381	0	0
5835	12	0	-1	0	18078	0	0
5836	12	0	-1	0	12644	0	0
5837	12	0	-1	0	3233	0	0
5838	12	0	-1	0	7595	0	0
5839	15	0	-1	0	7798	0	0
5840	12	0	-1	0	20952	0	0
5841	12	0	-1	0	3422	0	0
5842	12	0	-1	0	18107	0	0
5843	12	0	-1	0	3596	0	0
5844	12	0	-1	0	4722	0	0
5845	0	0	-1	0	2599	0	0
5846	12	0	-1	0	3048	0	0
5847	12	0	-1	0	9150	0	0
5848	12	0	-1	0	6668	0	0
5849	12	0	-1	0	9151	0	0
5850	12	0	-1	0	3023	0	0
5851	13	0	-1	0	9154	0	0
5852	12	0	-1	0	9155	0	0
5853	12	0	-1	0	9158	0	0
5854	12	0	-1	0	9157	0	0
5855	12	0	-1	0	4045	0	0
5856	2	16	-1	1	16751	25	0
5857	12	0	-1	0	9162	0	0
5858	12	0	-1	0	9161	0	0
5859	0	8	-1	0	9163	0	0
5860	12	0	-1	0	1143	0	0
5861	12	0	-1	0	1155	0	0
5862	12	0	-1	0	9166	0	0
5863	15	0	-1	0	16161	0	0
5864	15	5	-1	4	17343	0	0
5865	12	0	-1	0	9166	0	0
5866	12	0	-1	0	4691	0	0
5867	12	0	-1	0	1249	0	0
5868	12	0	-1	0	2357	0	0
5869	12	0	-1	0	9209	0	0
5870	2	16	-1	1	98910	25	0
5871	15	0	-1	3	7296	0	0
5872	15	5	-1	4	17343	0	0
5873	15	5	-1	4	17343	0	0
5874	15	0	-1	0	17343	0	0
5875	15	0	-1	0	17343	0	0
5876	12	0	-1	0	6380	0	0
5877	12	0	-1	0	9284	0	0
5878	0	8	-1	0	8932	0	0
5879	12	0	-1	0	9285	0	0
5880	0	0	-1	0	9288	0	0
5881	12	0	-1	0	1310	0	0
5882	12	0	-1	0	9467	0	0
5883	12	0	-1	0	9291	0	0
5884	12	0	-1	0	9292	0	0
5896	12	0	-1	0	9310	0	0
5897	12	0	-1	0	8117	0	0
5917	12	0	-1	0	811	0	0
5918	12	0	-1	0	1310	0	0
5919	12	0	-1	0	9354	0	0
5936	4	2	-1	8	9365	6	0
5938	12	0	-1	0	7345	0	0
5939	4	2	-1	8	9374	10	0
5940	4	6	-1	1	2916	14	4
5941	4	3	-1	5	4339	7	0
5942	12	0	-1	0	9377	0	0
5943	4	3	-1	5	9378	9	0
5944	4	3	-1	5	6947	8	0
5945	12	0	-1	0	7886	0	0
5946	12	0	-1	0	3048	0	0
5947	12	0	-1	0	3033	0	0
5948	12	0	-1	0	3048	0	0
5949	12	0	-1	0	7798	0	0
5950	12	0	-1	0	9429	0	0
5951	0	0	-1	0	9430	0	0
5952	12	0	-1	0	10923	0	0
5953	2	7	-1	1	15804	13	3
5954	2	7	-1	1	9465	13	3
5956	2	14	-1	1	8568	21	0
5957	4	2	-1	8	2104	5	0
5958	4	2	-1	8	2628	7	0
5959	12	0	-1	0	2637	0	0
5960	12	0	-1	0	3023	0	0
5961	4	2	-1	8	12402	7	0
5962	4	2	-1	8	9535	7	0
5963	4	2	-1	8	17212	7	0
5964	4	2	-1	8	9544	3	0
5965	4	1	-1	7	23033	16	0
5966	4	2	-1	8	9549	10	0
5967	4	1	-1	7	9552	6	0
5968	4	2	-1	8	6777	8	0
5969	4	1	-1	7	23059	16	0
5970	4	1	-1	7	19128	10	0
5971	4	1	-1	7	23026	16	0
5972	9	1	-1	0	15274	0	0
5973	9	1	-1	0	811	0	0
5974	9	1	-1	0	15274	0	0
5975	4	2	-1	8	9584	6	0
5976	4	0	-1	0	20621	19	0
5996	0	2	-1	3	4836	0	0
5997	0	2	-1	3	15732	0	0
5998	12	0	-1	0	3029	0	0
6016	12	0	-1	0	4045	0	0
6036	2	15	-1	1	6475	13	3
6037	7	7	-1	4	20656	0	0
6038	0	5	-1	0	9633	0	0
6039	9	5	-1	0	811	0	0
6040	4	3	-1	5	9634	9	0
6041	0	6	-1	8	9635	0	0
6042	0	6	-1	8	9637	0	0
6043	0	6	-1	8	6564	0	0
6044	9	4	-1	0	15274	0	0
6045	9	4	-1	0	15274	0	0
6046	9	4	-1	0	15274	0	0
6047	9	4	-1	0	811	0	0
6048	0	1	-1	3	15774	0	0
6049	0	1	-1	3	1215	0	0
6050	0	1	-1	3	2357	0	0
6051	0	1	-1	3	983	0	0
6052	0	1	-1	3	3152	0	0
6053	9	6	-1	0	811	0	0
6054	9	6	-1	0	811	0	0
6055	9	6	-1	0	811	0	0
6056	9	6	-1	0	811	0	0
6057	9	6	-1	0	811	0	0
6058	4	2	-1	8	8419	6	0
6059	4	2	-1	8	9930	5	0
6060	4	1	-1	7	68833	9	0
6061	4	3	-1	5	68848	9	0
6062	4	1	-1	7	16805	9	0
6063	4	3	-1	5	6842	10	0
6064	12	0	-1	0	16265	0	0
6065	12	0	-1	0	3018	0	0
6066	12	0	-1	0	9666	0	0
6067	12	0	-1	0	9668	0	0
6068	9	6	-1	0	811	0	0
6069	12	0	-1	0	1116	0	0
6070	4	2	-1	8	17173	9	0
6071	12	0	-1	0	6563	0	0
6072	12	0	-1	0	9666	0	0
6073	12	0	-1	0	9666	0	0
6074	0	0	-1	0	6509	0	0
6075	12	0	-1	0	3018	0	0
6076	4	1	-1	7	16843	7	0
6077	12	0	-1	0	9728	0	0
6078	4	6	-1	1	68769	14	4
6079	12	0	-1	0	9730	0	0
6080	12	0	-1	0	3422	0	0
6081	12	0	-1	0	3427	0	0
6082	12	0	-1	0	47459	0	0
6083	12	0	-1	0	6614	0	0
6084	4	3	-1	5	68841	7	0
6085	4	2	-1	8	67035	5	0
6086	12	0	-1	0	3152	0	0
6087	4	3	-1	5	3083	7	0
6088	2	16	-1	2	19805	25	7
6089	12	0	-1	0	18117	0	0
6090	12	0	-1	0	10453	0	0
6091	12	0	-1	0	7918	0	0
6092	4	2	-1	8	49990	8	0
6093	2	5	-1	2	19646	17	1
6094	2	1	-1	1	19390	17	1
6095	4	1	-1	7	11548	8	0
6096	4	0	-1	7	2163	4	0
6097	4	0	-1	7	2470	4	0
6098	4	1	-1	7	12679	20	0
6116	4	1	-1	7	12648	20	0
6117	4	0	-1	7	9972	4	0
6118	4	1	-1	7	9974	7	0
6119	4	1	-1	7	12681	20	0
6120	4	0	-1	7	9983	4	0
6121	4	1	-1	7	9984	7	0
6122	4	1	-1	7	9985	8	0
6123	4	1	-1	7	12683	20	0
6124	4	1	-1	7	9724	7	0
6125	4	0	-1	7	9995	4	0
6126	4	1	-1	7	10002	7	0
6127	4	1	-1	7	10003	8	0
6129	4	1	-1	7	12646	20	0
6130	4	0	-1	7	17462	4	0
6131	4	1	-1	7	10244	7	0
6132	9	0	-1	0	1155	0	0
6133	9	0	-1	0	1155	0	0
6134	4	0	-1	7	10108	4	0
6135	4	2	-1	8	10109	7	0
6136	4	0	-1	7	10112	4	0
6137	4	1	-1	7	10114	7	0
6138	4	1	-1	7	10115	8	0
6139	4	1	-1	7	12684	20	0
6140	4	1	-1	7	12649	20	0
6144	4	1	-1	7	12680	20	0
6145	12	0	-1	0	6539	0	0
6146	12	0	-1	0	929	0	0
6147	4	2	-1	8	9508	6	0
6148	4	1	-1	7	16853	8	0
6149	0	1	-1	3	15718	0	0
6150	15	0	-1	0	10301	0	0
6166	12	0	-1	0	10345	0	0
6167	12	0	-1	0	4110	0	0
6168	12	0	-1	0	9157	0	0
6169	12	0	-1	0	2599	0	0
6170	12	0	-1	0	10353	0	0
6171	4	2	-1	8	73730	10	0
6172	12	0	-1	0	12927	0	0
6173	4	1	-1	7	73732	8	0
6174	2	14	-1	6	13583	17	3
6175	12	0	-1	0	10365	0	0
6176	4	6	-1	1	2181	14	4
6177	4	3	-1	5	6934	9	0
6178	12	0	-1	0	8928	0	0
6179	4	1	-1	7	18968	16	0
6180	4	3	-1	5	11563	5	0
6181	12	0	-1	0	4262	0	0
6182	4	0	-1	2	12312	23	7
6183	0	8	-1	0	12311	0	0
6184	12	0	-1	0	10399	0	0
6185	4	1	-1	7	70680	16	0
6186	2	8	-1	1	20119	17	1
6187	4	6	-1	1	18658	14	4
6188	4	3	-1	5	6942	8	0
6189	4	3	-1	5	10448	3	0
6190	12	0	-1	0	7045	0	0
6191	4	1	-1	7	10454	8	0
6192	12	0	-1	0	9666	0	0
6193	12	0	-1	0	10481	0	0
6194	2	0	-1	1	19404	13	3
6195	4	3	-1	5	12944	5	0
6196	2	4	-1	2	6794	13	3
6197	4	2	-1	8	2644	5	0
6198	4	2	-1	8	10529	9	0
6199	4	0	-1	5	10530	11	0
6200	4	3	-1	5	10532	6	0
6201	4	2	-1	8	5992	8	0
6202	4	1	-1	7	10535	10	0
6203	4	6	-1	1	18669	14	4
6204	4	2	-1	8	10537	1	0
6205	2	5	-1	2	7495	17	1
6206	2	1	-1	1	10538	17	1
6211	9	6	-1	0	811	0	0
6212	12	0	-1	0	10546	0	0
6213	0	8	-1	0	4717	0	0
6214	2	5	-1	2	10642	17	1
6215	2	10	-1	2	1768	17	2
6216	7	12	-1	7	7127	0	0
6217	7	12	-1	1	21205	0	5
6218	7	12	-1	1	21207	0	5
6219	2	14	-1	1	7494	21	3
6220	2	15	-1	1	20536	13	3
6222	9	8	-1	0	7798	0	0
