id	iname	type	flags	unk4	isPvp	name	linkedZone	hordeIntro	allianceIntro	multimap_id (10)	BattlefieldMapIconScale	ghost_entrance_map	ghost_entrance_x	ghost_entrance_y	timeOfDayOverride	addon	unkTime	maxPlayers	unk400	
736	"TwilightHighlandsDragonmawPhase"	0	1565	1	0	"Twilight Highlands Dragonmaw Phase"	0	""	""	0	1	NaN	0	0	-1	0	0	0	0
738	"Transport200100"	0	1553	3	0	"Ship to Vashj\'ir (Orgrimmar -> Vashj\'ir)"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
739	"Transport200101"	0	1553	3	0	"Vashj\'ir Sub - Horde"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
740	"Transport200102"	0	1553	3	0	"Vashj\'ir Sub - Alliance"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
741	"Transport200103"	0	1553	3	0	"Twilight Highlands Horde Transport"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
742	"Transport203729"	0	1553	3	0	"Vashj\'ir Sub - Horde - Circling Abyssal Maw"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
743	"Transport203730"	0	1553	3	0	"Vashj\'ir Sub - Alliance circling Abyssal Maw"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
746	"UldumPhaseOasis"	0	1629	1	0	"Uldum Phase Oasis"	0	""	""	0	1	NaN	0	0	-1	0	0	0	1
747	"Transport 203732"	0	1553	3	0	"Transport: Deepholm Gunship"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
748	"Transport203858"	0	1537	3	0	"Transport: Onyxia/Nefarian Elevator"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
749	"Transport203859"	0	1553	3	0	"Transport: Gilneas Moving Gunship"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
750	"Transport203860"	0	1553	3	0	"Transport: Gilneas Static Gunship"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
751	"RedgridgeOrcBomb"	0	1629	1	0	"Redridge - Orc Bomb"	0	""	""	0	1	NaN	0	0	-1	0	0	0	0
752	"RedridgeBridgePhaseOne"	0	1629	1	0	"Redridge - Bridge Phase One"	0	""	""	0	1	NaN	0	0	-1	0	0	0	-1
753	"RedridgeBridgePhaseTwo"	0	1629	1	0	"Redridge - Bridge Phase Two"	0	""	""	0	1	NaN	0	0	-1	0	0	0	-1
754	"SkywallRaid"	2	34589	1	0	"Throne of the Four Winds"	0	""	""	271	1	1.401298E-45	-11360.6	72.08334	-1	3	0	0	-1
755	"UldumDungeon"	1	1565	1	0	"Lost City of the Tol\'vir"	0	""	""	264	1	1.401298E-45	-10686.15	-1308.623	-1	3	0	0	-1
757	"BaradinHold"	2	36413	1	0	"Baradin Hold"	0	""	""	269	1	NaN	0	0	-1	3	0	0	-1
759	"UldumPhasedEntrance"	0	3677	1	0	"Uldum Phased Entrance"	0	""	""	0	1	NaN	0	0	-1	0	0	0	1
760	"TwilightHighlandsPhasedEntrance"	0	3677	1	0	"Twilight Highlands Phased Entrance"	0	""	""	0	1	NaN	0	0	-1	0	0	0	0
761	"Gilneas_BG_2"	3	3677	1	1	"The Battle for Gilneas"	0	"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible."	"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible."	270	1	NaN	0	0	1110	0	0	0	-1
762	"Transport 203861"	0	3585	3	0	"Twilight Highlands Zeppelin 1"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
763	"Transport 203862"	0	3585	3	0	"Twilight Highlands Zeppelin 2"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
764	"UldumPhaseWreckedCamp"	0	7773	1	0	"Uldum - Phase Wrecked Camp"	0	""	""	0	1	NaN	0	0	-1	0	0	0	1
765	"Transport203863"	0	7681	3	0	"Krazzworks Attack Zeppelin"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
766	"Transport 2033864"	0	7681	3	0	"Transport: Gilneas Moving Gunship 02"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
767	"Transport 2033865"	0	7681	3	0	"Transport: Gilneas Moving Gunship 03"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
859	"Zul_Gurub5Man"	1	7701	1	0	"Zul\'Gurub"	0	""	""	161	1	0	-11916.23	-1219.839	720	3	0	0	-1
860	"NewRaceStartZone"	0	8404509	1	0	"The Wandering Isle"	0	""	""	289	1	NaN	0	0	960	4	0	0	-1
861	"FirelandsDailies"	0	2104861	1	0	"Molten Front"	0	""	""	274	1	NaN	0	0	720	3	0	0	-1
870	"HawaiiMainLand"	0	8404573	1	0	"Pandaria"	0	""	""	0	1	NaN	0	0	-1	4	0	0	-1
930	"ScenarioAlcazIsland"	1	15965	1	0	"Scenario: Alcaz Island"	0	""	""	3	1	NaN	0	0	-1	4	0	0	-1
938	"COTDragonblight"	1	15957	1	0	"End Time"	0	""	""	286	1	1.401298E-45	-8288.604	-4454.092	0	3	0	0	-1
939	"COTWarOfTheAncients"	1	7773	1	0	"Well of Eternity"	0	""	""	287	1	1.401298E-45	-8595.837	-3994.936	-1	3	0	0	-1
940	"TheHourOfTwilight"	1	15957	1	0	"Hour of Twilight"	0	""	""	288	1	1.401298E-45	-8291.132	-4590.438	-1	3	0	0	-1
951	"NexusLegendary"	1	7701	1	0	"Nexus Legendary"	0	""	""	227	1	8.001414E-43	3899.93	6985.44	-1	3	0	0	-1
959	"ShadowpanHideout"	1	8404509	1	0	"Shado-Pan Monastery"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
960	"EastTemple"	1	8404573	1	0	"Temple of the Jade Serpent"	0	""	""	-1	1	1.21913E-42	957.706	-2473.41	-1	4	0	0	-1
961	"StormstoutBrewery"	1	8404501	1	0	"Stormstout Brewery"	0	""	""	0	1	1.21913E-42	-688.7051	1267.454	-1	4	0	0	-1
962	"TheGreatWall"	1	8396317	1	0	"Gate of the Setting Sun"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
967	"DeathwingBack"	2	48989	1	0	"Dragon Soul"	0	""	""	279	1	1.401298E-45	-8263.276	-4512.688	1080	3	0	0	-1
968	"EyeoftheStorm2.0"	3	7701	1	1	"Rated Eye of the Storm"	0	"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru\'s mysterious vessel, Tempest Keep."	"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru\'s mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits."	210	1	NaN	0	0	-1	0	0	0	-1
971	"JadeForestAllianceHubPhase"	0	8396381	1	0	"Jade Forest Alliance Hub Phase"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	870
972	"JadeForestBattlefieldPhase"	0	8396381	1	0	"Jade Forest Battlefield Phase"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	870
974	"DarkmoonFaire"	0	15893	1	0	"Darkmoon Faire"	0	""	""	278	1	NaN	0	0	-1	0	0	0	-1
975	"TurtleShipPhase01"	0	8404573	1	0	"Turtle Ship Phase 01"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	860
976	"TurtleShipPhase02"	0	8404509	1	0	"Turtle Ship Phase 02"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	860
977	"MaelstromDeathwingFight"	1	7709	1	0	"Maelstrom Deathwing Fight"	0	""	""	-1	1	NaN	0	0	-1	3	0	0	-1
980	"TolVirArena"	4	15967	1	0	"Tol\'Vir Arena"	0	""	""	0	1	NaN	0	0	-1	3	0	0	-1
994	"MoguDungeon"	1	7709	1	0	"Mogu\'shan Palace"	0	""	""	223	1	NaN	0	0	-1	4	0	0	-1
995	"MoguInteriorRaid"	1	7709	1	0	"The Depths [UNUSED]"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
996	"MoguExteriorRaid"	2	9444957	1	0	"Terrace of Endless Spring"	0	""	""	214	1	NaN	0	0	-1	4	0	0	-1
998	"ValleyOfPower"	3	7709	1	1	"Valley of Power"	0	"The Horde and Alliance wage battle for the ancient Mogu artifact that is foretold to hold great powers."	"The Horde and Alliance wage battle for the ancient Mogu artifact that is foretold to hold great powers."	251	1	NaN	0	0	-1	4	0	0	-1
999	"BFTAllianceScenario"	0	15965	1	0	"The Battle For Theramore - Alliance (Scenario)"	0	""	""	3	1	NaN	0	0	0	4	0	0	-1
1000	"BFTHordeScenario"	0	15965	1	0	"The Battle For Theramore - Horde (Scenario)"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1001	"ScarletSanctuaryArmoryAndLibrary"	1	9444957	1	0	"Scarlet Halls"	0	""	""	190	1	NaN	0	0	-1	4	0	0	-1
1004	"ScarletMonasteryCathedralGY"	1	9444957	1	0	"Scarlet Monastery"	0	""	""	190	1	NaN	0	0	-1	4	0	0	-1
1005	"BrewmasterScenario01"	1	8396381	1	0	"Brewmaster Scenario 01"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1007	"NewScholomance"	1	8396381	1	0	"Scholomance"	0	""	""	102	1	0	1274.78	-2552.56	-1	4	0	0	-1
1008	"MogushanPalace"	2	8437597	1	0	"Mogu\'shan Vaults"	0	""	""	256	1	1.21913E-42	3982.997	1121.291	-1	4	0	0	-1
1009	"MantidRaid"	1	7709	1	0	"Heart of Fear"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1010	"MistsCTF3"	3	7711	1	1	"CTF3"	0	"This new map has yet to be created. Horde guys, go beat up those Alliance jerks."	"This new map has yet to be created. Alliance guys, go beat up those Horde jerks."	262	1	NaN	0	0	-1	4	0	0	-1
1011	"MantidDungeon"	1	9453149	1	0	"Siege of Niuzao Temple"	0	""	""	207	1	NaN	0	0	-1	4	0	0	-1
1014	"MonkAreaScenario"	1	9453149	1	0	"Monk Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1019	"RuinsOfTheramore"	0	15965	1	0	"Ruins of Theramore"	0	""	""	3	1	NaN	0	0	-1	4	0	0	1
1024	"PandaFishingVillageScenario"	1	8404573	1	0	"Panda Fishing Village - Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1028	"MoguRuinsScenario"	1	8404573	1	0	"Jade Forest - Mogu Ruins - Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1029	"AncientMoguCryptScenario"	1	7709	1	0	"Ancient Mogu Crypt - Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1030	"AncientMoguCyptDestroyedScenario"	1	7709	1	0	"Ancient Mogu Cypt (Destroyed) - Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1031	"ProvingGroundsScenario"	1	8396381	1	0	"Proving Grounds - Scenario"	0	""	""	0	1	NaN	0	0	-1	4	0	0	-1
1032	"PetBattleJadeForest"	1	8404573	1	0	"Pet Battle - Jade Forest"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
1035	"ValleyOfPowerScenario"	0	8396381	1	0	"Valley Of Power - Scenario"	0	""	""	-1	1	NaN	0	0	-1	4	0	0	-1
