id	map	pos_x	pos_y	pos_z	m_name_lang	
1143	530	2943.656	3056.638	112.724	"Netherstorm - Corpse Catcher 009"
1144	530	2846.521	2955.54	113.5076	"Netherstorm - Corpse Catcher 010"
1145	530	2815.297	2830.886	76.01709	"Netherstorm - Corpse Catcher 011"
1146	530	2695.051	2940.241	94.98325	"Netherstorm - Corpse Catcher 012"
1147	530	2570.5	3135.964	107.7492	"Netherstorm - Corpse Catcher 013"
1148	530	2511.976	3275.155	99.74904	"Netherstorm - Corpse Catcher 014"
1149	530	2449.934	3377.494	115.3031	"Netherstorm - Corpse Catcher 015"
1150	530	2519.661	3538.7	120.5744	"Netherstorm - Corpse Catcher 016"
1151	530	2479.837	3695.679	106.2091	"Netherstorm - Corpse Catcher 017"
1152	530	2433.441	3835.277	94.94009	"Netherstorm - Corpse Catcher 018"
1153	530	2403.43	3995.291	99.26665	"Netherstorm - Corpse Catcher 019"
1154	530	2477.41	4151.272	113.6951	"Netherstorm - Corpse Catcher 020"
1155	530	2535.257	4396.421	103.3217	"Netherstorm - Corpse Catcher 021"
1156	530	2710.519	4440.323	105.852	"Netherstorm - Corpse Catcher 022"
1157	530	2916.155	4444.488	111.4421	"Netherstorm - Corpse Catcher 023"
1158	530	3069.101	4357.14	119.0686	"Netherstorm - Corpse Catcher 024"
1159	530	3091.804	4146.839	126.1623	"Netherstorm - Corpse Catcher 025"
1160	530	3221.168	4069.098	103.2939	"Netherstorm - Corpse Catcher 026"
1161	530	3355.789	4149.285	137.7834	"Netherstorm - Corpse Catcher 027"
1162	530	3980.612	4262.213	130.0588	"Netherstorm - Corpse Catcher 028"
1163	530	3802.701	4204.433	108.9109	"Netherstorm - Corpse Catcher 029"
1164	530	3766.714	4008.229	116.7881	"Netherstorm - Corpse Catcher 030"
1165	530	3796.267	3772.185	100.5451	"Netherstorm - Corpse Catcher 031"
1166	530	4049.615	3692.781	101.5729	"Netherstorm - Corpse Catcher 032"
1167	530	4152.527	3886.205	121.3041	"Netherstorm - Corpse Catcher 033"
1168	530	4235.157	4080.622	95.36748	"Netherstorm - Corpse Catcher 034"
1169	530	4169.833	4209.064	118.7108	"Netherstorm - Corpse Catcher 035"
1170	530	3836.078	3477.26	75.52634	"Netherstorm - Corpse Catcher 036"
1171	530	3994.947	3538.268	122.0083	"Netherstorm - Corpse Catcher 037"
1172	530	4211.398	3632.001	124.1094	"Netherstorm - Corpse Catcher 038"
1173	530	4395.243	3708.615	96.61596	"Netherstorm - Corpse Catcher 039"
1174	530	4580.691	3584	94.00021	"Netherstorm - Corpse Catcher 040"
1175	530	4793.192	3527.374	102.1635	"Netherstorm - Corpse Catcher 041"
1176	530	4903.714	3323.859	101.0886	"Netherstorm - Corpse Catcher 042"
1177	530	4945.869	3110.829	98.21889	"Netherstorm - Corpse Catcher 043"
1178	530	5156.753	2974.214	75.55501	"Netherstorm - Corpse Catcher 044"
1179	530	5204.699	2868.108	54.30418	"Netherstorm - Corpse Catcher 045"
1180	530	5019.972	2798.727	52.08936	"Netherstorm - Corpse Catcher 046"
1181	530	4885.182	2663.13	85.24051	"Netherstorm - Corpse Catcher 047"
1182	530	4853.174	2354.017	101.2794	"Netherstorm - Corpse Catcher 048"
1183	530	4680.812	2287.479	129.446	"Netherstorm - Corpse Catcher 049"
1184	530	4522.445	2280.277	136.924	"Netherstorm - Corpse Catcher 050"
1185	530	4436.573	2485.477	90.37124	"Netherstorm - Corpse Catcher 051"
1186	530	4448.295	2658.147	111.3556	"Netherstorm - Corpse Catcher 052"
1187	530	4285.063	2837.04	100.7998	"Netherstorm - Corpse Catcher 053"
1188	530	4136.619	2699.332	101.0249	"Netherstorm - Corpse Catcher 054"
1189	530	3975.243	2807.436	115.8797	"Netherstorm - Corpse Catcher 055"
1190	530	3931.786	3020.667	104.8025	"Netherstorm - Corpse Catcher 056"
1191	530	3895.876	3257.64	120.552	"Netherstorm - Corpse Catcher 057"
1192	530	3629.359	3095.109	112.2381	"Netherstorm - Corpse Catcher 058"
1193	530	3476.446	3293.56	94.86618	"Netherstorm - Corpse Catcher 059"
1194	530	3348.41	3172.063	91.68885	"Netherstorm - Corpse Catcher 060"
1195	530	3216.284	2992.535	124.7638	"Netherstorm - Corpse Catcher 061"
1196	530	3022.813	2892.907	90.2431	"Netherstorm - Corpse Catcher 062"
1197	530	2860.469	2735.281	86.17997	"Netherstorm - Corpse Catcher 063"
1198	530	2863.803	2537.41	105.193	"Netherstorm - Corpse Catcher 064"
1199	530	2856.084	2297.04	98.81595	"Netherstorm - Corpse Catcher 065"
1200	530	2834.86	2040.241	92.68917	"Netherstorm - Corpse Catcher 066"
1201	530	2868.811	1848.694	96.86122	"Netherstorm - Corpse Catcher 067"
1202	530	2895.752	1708.091	105.7903	"Netherstorm - Corpse Catcher 068"
1203	530	3110.675	1624.432	112.8165	"Netherstorm - Corpse Catcher 069"
1204	530	3276.015	1726.586	101.6283	"Netherstorm - Corpse Catcher 070"
1205	530	3332.26	1986.97	94.53391	"Netherstorm - Corpse Catcher 071"
1206	530	3315.851	2185.522	108.3917	"Netherstorm - Corpse Catcher 072"
1207	530	3384.582	2376.219	73.51157	"Netherstorm - Corpse Catcher 073"
1208	530	3492.838	2570.839	138.4844	"Netherstorm - Corpse Catcher 074"
1209	530	3590.413	2677.079	134.9675	"Netherstorm - Corpse Catcher 075"
1210	530	3740.939	2696.993	112.4955	"Netherstorm - Corpse Catcher 076"
1211	530	3737.85	2894.691	100.4607	"Netherstorm - Corpse Catcher 077"
1212	530	3862.946	2554.456	80.62118	"Netherstorm - Corpse Catcher 078"
1213	530	3648.265	2414.609	75.89886	"Netherstorm - Corpse Catcher 079"
1214	530	3546.971	2219.758	92.16543	"Netherstorm - Corpse Catcher 080"
1215	530	3550.01	2002.349	92.28361	"Netherstorm - Corpse Catcher 081"
1216	530	3509.692	1762.49	75.38235	"Netherstorm - Corpse Catcher 082"
1217	530	3645.263	1712.665	106.5186	"Netherstorm - Corpse Catcher 083"
1218	530	3681.177	1558.56	103.0637	"Netherstorm - Corpse Catcher 084"
1219	530	3775.548	1437.536	-152.8722	"Netherstorm - Corpse Catcher 085"
1220	530	3969.014	1336.414	-143.4687	"Netherstorm - Corpse Catcher 086"
1221	530	4166.448	1329.147	-149.7438	"Netherstorm - Corpse Catcher 087"
1222	530	4199.538	1484.236	-127.523	"Netherstorm - Corpse Catcher 088"
1223	530	4258.283	1672.845	113.5015	"Netherstorm - Corpse Catcher 089"
1224	530	4362.233	1927.158	95.64145	"Netherstorm - Corpse Catcher 090"
1225	530	4347.15	2143.361	116.9266	"Netherstorm - Corpse Catcher 091"
1226	530	4246.958	2450.754	91.29505	"Netherstorm - Corpse Catcher 092"
1227	530	4117.149	2332.295	103.1074	"Netherstorm - Corpse Catcher 093"
1228	530	3975.805	2437.473	114.278	"Netherstorm - Corpse Catcher 094"
1229	530	2501.339	1983.391	84.33974	"Netherstorm - Corpse Catcher 095"
1230	530	2573.346	2127.095	98.82225	"Netherstorm - Corpse Catcher 096"
1231	530	2648.163	2353.629	93.28333	"Netherstorm - Corpse Catcher 097"
1232	530	2659.245	2547.139	110.0842	"Netherstorm - Corpse Catcher 098"
1233	530	2587.893	2711.604	110.0371	"Netherstorm - Corpse Catcher 099"
1234	530	2473.627	2964.976	106.7415	"Netherstorm - Corpse Catcher 100"
1235	530	2209.183	2901.677	93.66354	"Netherstorm - Corpse Catcher 101"
1236	530	2164.32	2667.395	78.44787	"Netherstorm - Corpse Catcher 102"
1237	530	2078.212	2405.502	65.87785	"Netherstorm - Corpse Catcher 103"
1238	530	2079.816	2227.039	67.65511	"Netherstorm - Corpse Catcher 104"
1239	530	2240.179	2067.796	61.74947	"Netherstorm - Corpse Catcher 105"
1240	530	552.188	1995.149	103.7015	"Hellfire Peninsula, Force Camps (Alliance)"
1241	530	3065.004	5426.416	148.3897	"Blade\'s Edge, Evergrove GY"
1242	530	3872.659	5514.406	271.9772	"Blade\'s Edge, North Ridge GY"
1243	530	2296.352	7023.231	364.1174	"Blade\'s Edge, West Ridge GY"
1244	530	2312.272	5083.93	272.4486	"Blade\'s Edge, East Ridge GY"
1245	628	1212.036	-762.6962	48.91625	"Icecrown BG - Horde Zone In"
1246	0	101.144	-184.934	127.344	"Alterac Valley, Alliance Exit"
1247	530	2980.192	1869.825	143.6069	"Netherstorm, Cosmowrench GY"
1248	530	-1272.425	2436.846	64.09721	"Hellfire Peninsula, Spinebreaker GY"
1249	1	-8557.234	-4470.853	-213.4834	"Tanaris, CoT GY"
1250	530	-3134.536	719.4841	-20.63626	"Shadowmoon Valley, Altar GY"
1251	530	-4117.032	1058.258	31.56562	"Shadowmoon Valley, Sanctum GY"
1252	530	2362.672	2327.414	106.1803	"Netherstorm, Kirin\'Var GY"
1253	530	2011.386	5575.786	262.7174	"Blade\'s Edge, Toshley GY"
1254	530	3522.843	6821.624	140.8789	"Blade\'s Edge, Raven Wood GY"
1255	530	3447.313	4803.822	260.2125	"Blade\'s Edge, NE Ridge GY"
1256	0	-382.9115	1117.416	84.37037	"Silverpine Forest, South GY"
1257	530	-1148.085	5897.62	188.3365	"Terokkar Forest, Ogre GY"
1258	572	1277.869	1744.902	32.5	"Lordaeron, PVP - Team 1 Start"
1259	572	1295.126	1586.444	32.5	"Lordaeron, PVP - Team 2 Start"
1260	572	1285.811	1667.897	39.95764	"Lordaeron, PVP - Graveyard"
1261	530	-3524.267	619.5283	4.665331	"Black Temple, Alliance GY"
1262	530	-3624.933	600.007	11.669	"Black Temple, Horde GY"
1263	530	3621.868	6519.529	124.339	"Blade\'s Edge, Corpse Location 031"
1264	1	-4032.191	-3413.807	38.5331	"Dustwallow Marsh, Tabetha\'s GY"
1265	1	-4632.75	-3129.429	34.94302	"Dustwallow Marsh, Mudsprocket GY"
1266	571	1958.13	-3682.219	171.9103	"Howling Fjord, Northwest GY"
1267	571	728.2656	-2992.265	24.98347	"Howling Fjord, Tuskarr GY"
1268	571	117.0234	-3698.801	0.683407	"Howling Fjord, Island GY"
1269	571	1191.767	-4115.084	149.6887	"Howling Fjord, Central GY"
1270	571	2243.119	-4650.643	218.9613	"Howling Fjord, North GY"
1271	571	1923.724	-5986.354	9.052793	"Howling Fjord, Vengance GY"
1272	571	717.7784	-5878.414	287.0005	"Howling Fjord, Southeast GY"
1273	571	205.0035	-5944.015	7.374708	"Howling Fjord, South Beach GY"
1274	571	57.91775	-4649.077	283.569	"Howling Fjord, South GY"
1275	571	668.0245	-4931.679	3.909327	"Howling Fjord, Valgarde GY"
1276	571	1808.77	-5608.61	219.419	"Howling Fjord, Northeast GY"
1277	1	-7353.196	-1315.427	-262.2133	"Un\'Goro Crater, Central GY"
1278	1	-6160.104	-1142.502	-217.7739	"Un\'Goro Crater, Marshal\'s GY"
1279	1	476.1875	1469.839	9.513799	"Stonetalon Mountains, Charred Vale GY"
1280	1	2730.088	1286.925	292.4213	"Stonetalon Mountains, Peak GY"
1281	1	-7754.59	-4972.01	3.63681	"Tanaris, Pirate GY"
1282	1	-8642.4	-4036.93	43.1698	"Tanaris, Central GY"
1283	1	5633.32	-4758.878	777.7094	"Winterspring, South GY"
1284	1	6499.684	-2383.901	589.5654	"Winterspring, West GY"
1285	571	5537.462	2904.91	517.6645	"Wintergrasp, Fortress (East)"
1286	0	1839.768	-2149.685	67.49348	"Western Plaguelands, Central GY"
1287	0	-6867.313	-1539.838	241.8154	"Searing Gorge, SE GY"
1288	0	-7101.035	-3488.314	242.0658	"Badlands, South GY"
1289	1	-3971.573	-2014.045	96.58076	"The Barrens, South GY"
1290	571	3041.212	4314.904	29.07615	"Borean Tundra, Tuskar GY"
1291	530	-1424.37	4359.581	241.5661	"Terokkar Forest, Razorthorn Rise GY"
1292	530	12851.75	-6854.801	11.86118	"Isle of Quel\'Danas, Staging Area GY"
1293	530	12851.75	-6854.801	11.86118	"Isle of Quel\'Danas, Staging Area GY"
1294	530	12851.75	-6854.801	110.8612	"Isle of Quel\'Danas, Staging Area GY"
1295	451	-10425.29	7329.169	313.9674	"Development Land, Theresa\'s Test Land GY"
1296	451	-10431.21	7377.978	313.9674	"Development Land, Theresa\'s Test Land 2 GY"
1297	451	-10414.65	7414.449	312.9574	"Development Land, Theresa\'s Test land 3 GY"
1298	530	-2433.643	4660.969	160.8826	"Terokkar Forest, Lake Jorune GY"
1299	628	347.6406	-836.1614	48.91625	"Icecrown BG - Alliance Zone In"
1300	571	3100.183	-1983.396	83.3072	"Grizzly Hills, Vileprey GY"
1301	571	3534.13	-2882.061	204.6249	"Grizzly Hills, Amberpine GY"
1302	571	4352.775	-4247.986	162.3178	"Grizzly Hills, Westfall GY"
1303	571	4117.909	-4816.409	76.0073	"Grizzly Hills, Eastern GY"
1304	571	3967.283	-2316.644	213.8734	"Grizzly Hills, Northwestern GY"
1305	571	2933.637	-2836.777	73.69391	"Grizzly Hills, Southwestern GY"
1306	571	4323.393	-3606.845	247.9998	"Grizzly Hills, Central GY"
1307	571	4604.763	-976.6495	169.5398	"Dragonblight, Northeastern GY"
1308	571	3667.906	-1044.362	130.5621	"Dragonblight, Wintergarde GY"
1309	571	3218.74	-700.3675	167.4821	"Dragonblight, Forsaken East GY"
1310	571	3843.015	1425.518	90.64106	"Dragonblight, Agmar\'s Hammer GY"
1311	571	3498.378	2100.416	69.50249	"Dragonblight, Star\'s Rest GY"
1312	571	2772.184	1042.399	25.04501	"Dragonblight, Moa\'ki Harbor GY"
1313	571	3599.17	2846.069	70.95234	"Dragonblight, Borean Border GY"
1314	571	3538.17	275.5101	45.61191	"Dragonblight, Wyrmrest GY"
1315	571	4812.895	1022.494	144.8142	"Dragonblight, Wrathgate Horde GY"
1316	571	4466.174	1257.022	140.7904	"Dragonblight, Wrathgate Alliance GY"
1317	571	2842	5973.158	114.1959	"Borean Tundra, Warsong Hold GY"
1318	571	2007.962	5936.552	37.40332	"Borean Tundra, Riplash GY"
1319	571	3621.885	6805.535	171.7057	"Borean Tundra, Coldarra GY"
1320	571	3559.929	5818.794	128.9395	"Borean Tundra, Amber Ledge GY"
1321	571	4223.438	5335.884	30.65223	"Borean Tundra, Fizzcrank GY"
1322	571	4514.808	5661.557	82.03075	"Borean Tundra, Bor\'Gorok GY"
1323	571	3041.141	3843.493	3.757794	"Borean Tundra, Death\'s Stand GY"
1324	571	3576.159	4087.61	22.33119	"Borean Tundra, Taunka\'le GY"
1325	571	2842.964	6655.172	36.41266	"Borean Tundra, Coast of Echoes GY"
1326	571	2478.593	5289.409	32.38382	"Borean Tundra, Valiance Keep GY"
1327	0	791.4324	-419.4488	136.5722	"Alterac Valley - DO NOT EDIT"
1328	571	5537.569	2905.035	517.7237	"Wintergrasp, Fortress (West)"
1329	571	5104.354	2302.234	368.4847	"Wintergrasp, Siege Factory (Defense NE)"
1330	571	5101.043	3461.448	368.4847	"Wintergrasp, Siege Factory (Defense NW)"
1331	571	5031.505	3710.427	372.3638	"Wintergrasp, Horde Starting Area"
1332	571	5140.354	2182.008	390.7513	"Wintergrasp, Alliance Starting Area"
1333	571	4317.971	2407.425	392.619	"Wintergrasp, Siege Factory (SE)"
1334	571	4335.81	3234.559	390.2507	"Wintergrasp, Siege Factory (SW)"
1336	571	4826.361	5467.171	-54.77472	"Sholazar Basin, South GY"
1337	571	1335.472	-4785.18	188.0767	"Howling Fjord, Utgarde GY"
1341	571	5620.522	5840.974	-63.47269	"Sholazar Basin, Nesingwary GY"
1342	571	5538.257	4851.613	-196.9791	"Sholazar Basin, Central GY"
1343	571	6246.948	5164.337	-83.20306	"Sholazar Basin, Northwest GY"
1344	571	6274.768	4409.439	-68.90105	"Sholazar Basin, Northeast GY"
1345	571	5519.071	3593.277	-14.21861	"Sholazar Basin, East GY"
1346	607	1388.804	203.3549	32.15267	"Northrend BG - Controlled - South"
1347	607	1396.06	-288.0369	32.08151	"Northrend BG - Controlled - South West"
1348	607	1122.278	4.416178	68.93583	"Northrend BG - Controlled - Central"
1349	607	964.5953	-189.784	90.6605	"Northrend BG - Defender - Final"
1350	607	1457.194	-53.71327	5.181094	"Northrend BG - Offense - Beach"
1351	607	1618.809	31.28293	8.347077	"Northrend BG - Offense - Boat"
1352	571	5703.967	-2467.939	287.5502	"Zul\'Drak, Western GY"
1353	571	5557.911	-1615.608	242.2469	"Zul\'Drak, Northwestern GY"
1354	571	5244.652	-2133.331	244.7526	"Zul\'Drak, Southwestern GY"
1355	571	4939.807	-2958.487	289.5351	"Zul\'Drak, Southern GY"
1356	571	5798.515	-3286.553	363.3794	"Zul\'Drak, Central GY"
1357	571	5522.765	-4101.729	364.3581	"Zul\'Drak, Southeastern GY"
1358	571	6618.709	-4795.516	450.5219	"Zul\'Drak, Gun\'Drak GY"
1359	571	5849.214	763.3107	641.0529	"Crystalsong Forest, Dalaran GY"
1360	609	2364.417	-5771.316	151.3669	"Ebon Hold GY - Chapter I"
1361	617	1292.135	790.993	8.114627	"Dalaran Arena - PvP Graveyard"
1362	617	1218.007	764.7952	14.72972	"Dalaran Arena - Team 1 Spawn"
1363	617	1361.76	817.3368	14.84489	"Dalaran Arena - Team 2 Spawn"
1364	618	830.314	-303.432	28.2938	"Orgrimmar Arena - Team 1 Spawn"
1365	618	694.547	-261.914	28.4074	"Orgrimmar Arena - Team 2 Spawn"
1366	618	762.9094	-284.2815	28.27667	"Orgrimmar Arena - Graveyard"
1367	607	1623.703	-94.8278	12.35112	"Sands of Ulduran - Alliance Spawn"
1368	607	1617.169	67.12505	8.058133	"Sands of Ulduran - Horde Spawn"
1369	0	2366.633	-5774.417	151.5433	"Eastern Plaguelands, Ebon Hold GY"
1370	609	1886.777	-5784.586	102.8608	"Ebon Hold GY - Chapter II/III"
1371	609	2116.195	-5286.937	81.21513	"Ebon Hold GY - Chapter IV"
1372	1	-6115.443	-1339.497	-179.5762	"Un\'Goro Crater, Shaper\'s Terrace GY"
1373	1	-3769.468	-4883.156	5.516703	"Dustwallow Marsh, Theramore Safe"
1375	0	-8290.622	1403.522	4.730405	"Stormwind City, Stormwind Safe"
1376	571	1103.077	-4977.503	32.32247	"Howling Fjord, Utgarde 2 GY"
1377	0	977.851	1283.7	46.1984	"The Great Sea - Safe Point Tirisfal"
1378	1	1339.99	-4477.61	25.5879	"Durotar, Orgrimmar Safe 2"
1379	571	6351.793	5643.561	70.54187	"Sholazar Basin, Stormwright GY"
1380	571	5041.855	-642.7242	225.2069	"Crystalsong Forest, Alliance GY"
1381	571	6070.447	85.97041	369.6164	"Icecrown, Argent Vanguard"
1383	571	7080.438	-141.2238	783.2315	"Storm Peaks, Valkyrion GY"
1384	571	9021.61	-1166.619	1058.798	"Storm Peaks, Ulduar GY"
1385	571	7915.029	-2453.762	1137.962	"Storm Peaks, Temple East GY"
1387	571	8105.496	-996.5812	936.7095	"Storm Peaks, Temple West GY"
1388	571	7463.8	-3320.1	898.228	"Storm Peaks, Frostfield GY"
1391	571	5882.892	666.8057	169.5078	"Crystalsong Forest, West GY"
1392	571	5597.147	-595.5306	190.9971	"Crystalsong Forest, Horde GY"
1393	571	3421.199	-1280.934	125.9729	"Dragonblight, Naxxramas GY"
1394	571	3793.732	2064.345	93.65121	"Dragonblight, Icemist GY"
1395	571	8188.079	2859.481	604.0756	"Icecrown Glacier, Quarry GY"
1396	571	7233.664	2159.704	564.7039	"Icecrown Glacier, Vrykul Central GY"
1397	571	7886.051	718.7763	519.1957	"Icecrown Glacier, Northeast Ice GY"
1398	571	4421.295	-1981.248	158.1663	"Grizzly Hills, Drak\'tharon GY"
1399	607	1232.386	-65.72933	70.08428	"Northrend BG - Defender Start"
1400	571	7825.225	-2023.124	1225.399	"Storm Peaks, Temple of the Makers GY"
1401	571	8387.584	-214.278	839.4457	"Storm Peaks, Snowdrift GY"
1402	571	6947.002	-545.4081	914.9273	"Storm Peaks, Temple of Storms GY"
1403	571	6422.349	-1184.347	446.5326	"Storm Peaks, K3 GY"
1404	571	5036.333	4494.317	-93.32903	"Sholazar Basin, Frenzyheart GY"
1405	0	2359.22	-5661.06	382.262	"Eastern Plaguelands: Acherus"
1407	571	7149.745	3691.576	817.8516	"Icecrown Glacier, Jotunheim GY"
1408	571	7092.462	-1440.91	922.6363	"Storm Peaks, Foot Steppes GY"
1409	0	1773.33	768.8083	55.68528	"Undercity - Alliance - Wrath Gate"
1410	0	791.4324	-419.4488	136.5722	"AAAAA Test Port Loc"
1411	0	801.33	-429.95	135.419	"Alterac Mountains - Central GY"
1416	1	7766.875	-4100.874	697.019	"Winterspring, Wintersaber GY"
1417	1	6620.385	-3541.752	681.7675	"Winterspring, Crossroad GY"
1418	1	4451.993	-4289.874	908.6771	"Winterspring, Darkwhisper GY"
1419	1	2706.121	-6097.327	106.8724	"Azshara, Southern Azshara GY"
1420	1	3529.199	-6580.022	51.74048	"Azshara, Bilgewater Harbor GY"
1421	1	-1436.58	1972.8	86.0455	"Desolace, Ghost Walker Post GY"
1422	1	-1783.512	2857.268	56.6694	"Desolace, Sar\'theris Strand GY"
1423	1	-1967.222	1723.911	61.66676	"Desolace, Mannoroc Coven GY"
1424	1	-1554.8	982.22	90.2945	"Desolace, Magram Village GY"
1425	1	-479.875	1223.39	96.8448	"Desolace, Roadside GY"
1426	1	2928.992	380.2511	91.66671	"Ashenvale, Shrine of Aessina GY"
1427	1	2291.299	-1731.708	118.3589	"Ashenvale, Nightsong GY"
1428	1	1284.358	-298.8889	5.51002	"Stonetalon Mountains, Windshear Crag GY"
1429	1	1697.927	1043.953	148.4598	"Stonetalon Mountains, Mirkfallon GY"
1430	1	161.3863	-1693.858	93.55161	"The Barrens, Forgotten Pools"
1431	1	790.0622	-2541.626	91.66666	"The Barrens, North GY"
1432	1	-1887.987	-3055.972	91.66666	"The Barrens, Raptor Grounds"
1433	1	-1480.132	-2143.873	92.82063	"The Barrens, Central GY"
1434	1	271.8383	-3313.755	56.02663	"The Barrens, East GY"
1435	1	-2725.266	-1115.392	20.18697	"Mulgore, Southeast GY"
1436	1	-1171.67	-1129.757	27.79482	"Mulgore, Red Rocks GY"
1437	1	-5433.42	-2290.76	89.7694	"Thousand Needles, Freewind Post GY (MOVED)"
1438	1	-6182.59	-3990.9	1.32481	"Thousand Needles, Speed Barge GY (MOVED)"
1439	1	-9044.899	-2721.878	37.3756	"Tanaris, Southwest GY"
1440	1	-7751.655	-3010.436	41.70992	"Tanaris, Abyssal Sands GY"
1441	1	-5526.98	1450.47	23.8653	"Feralas, Ruins of Isildien GY"
1442	1	-4336.79	-383.486	36.5027	"Feralas, Lower Wilds GY"
1443	1	-3332.57	2276.82	27.5557	"Feralas, Twin Colossals GY"
1444	1	-7967.792	784.5016	-1.014318	"Silithus, Hive\'Regal"
1445	1	-7051.925	1290.273	5.885428	"Silithus, Twilight Base Camp"
1446	0	-1343.262	-2046.726	70.67328	"Arathi Highlands, Stromgarde"
1447	0	-898.726	-1473.563	58.08033	"Hillsbrad Foothills, Thoradin\'s Wall"
1448	0	3120.06	-4811.37	100.849	"Eastern Plaguelands, Northdale"
1449	0	3339.802	-3229.785	142.8126	"Eastern Plaguelands, Stratholme"
1450	0	2208.665	-2923.057	107.9296	"Eastern Plaguelands, West GY"
1451	0	2663.412	-1725.173	123.8891	"Western Plaguelands, Hearthglen"
1452	0	-567.583	124.726	53.7744	"Hillsbrad Foothills, Hillsbrad Fields GY"
1453	0	581.7966	-3827.57	119.9147	"The Hinterlands, Seradane"
1454	0	-192.3868	-3043.903	120.1364	"The Hinterlands, Shadra\'Alor"
1455	0	-2953.305	-1758.103	9.413156	"Wetlands, Sundown Marsh GY"
1456	0	-3949.807	-2876.526	12.99467	"Wetlands, South Road GY"
1457	0	-3343.098	-3424.86	64.47942	"Wetlands, Raptor Ridge GY"
1458	0	-13323.21	154.6892	17.58772	"Stranglethorn Vale, Gurubashi Arena GY"
1459	0	-12549.05	-587.8281	39.17309	"Stranglethorn Vale, Central GY"
1460	0	-12000.87	429.6371	2.8964	"Stranglethorn Vale, Savage Coast GY"
1461	0	-10839.23	-480.7642	42.46022	"Duskwood, Central GY"
1462	0	-11218.66	1711.246	39.02911	"Westfall, Dagger Hills GY"
1463	0	-9979.971	1757.778	37.11521	"Westfall, Longshore"
1464	0	-11806.7	-2962.67	7.66107	"Blasted Lands, Dark Portal GY"
1465	0	-9955.63	-3918.54	23.2837	"Swamp of Sorrows, Alliance Hub GY"
1466	0	-10347.2	-2585.03	23.5991	"Swamp of Sorrows, Splinterspear GY"
1467	0	-9473.004	-3009.032	134.8253	"Redridge Mountains, Stonewatch"
1468	0	-9564.74	-605.882	58.44093	"Elwynn Forest, Tower of Azora"
1469	0	-7923.563	-1353.225	134.0787	"Burning Steppes, Blackrock Mountain"
1470	0	-7596.94	-1103.78	250.207	"Burning Steppes, East GY"
1471	0	-5280.52	317.756	396.86	"Dun Morogh, Iceflow Lake"
1472	0	-5475.18	-1845.844	399.7857	"Dun Morogh, East Road"
1473	0	-5329.976	-3779.335	310.2138	"Loch Modan, The Loch"
1474	571	5463.844	2840.68	418.6751	"Wintergrasp, Fortress Graveyard (Indoors)"
1475	1	6252.282	240.4221	21.22143	"Darkshore, Central GY"
1476	1	-103.0851	-694.2118	4.355535	"Stonetalon Mountains, Southeast GY"
1477	571	4680.722	51.01665	73.2117	"Dragonblight, Crystal Vice GY"
1478	571	8466.049	450.3702	596.0718	"Icecrown, Argent Tournament GY"
1480	628	635.3854	-279.658	11.38361	"Icecrown BG - GY - Docks"
1481	628	774.1788	-1094.281	135.4128	"Icecrown BG - GY - Airport"
1482	628	774.8386	-660.2188	8.884678	"Icecrown BG - GY - Workshop"
1483	628	455.2066	-314.5938	50.99097	"Icecrown BG - GY - Alliance Default"
1484	628	1141.49	-1226.222	14.94727	"Icecrown BG - GY - Horde Default"
1485	628	278.3559	-876.9653	48.91626	"Icecrown BG - GY - Alliance Keep"
1486	628	1302.604	-814.6511	48.91629	"Icecrown BG - GY - Horde Keep"
1488	648	631.2604	3116.997	3.234979	"The Lost Isles - Shipwreck Shore GY"
1489	648	516.533	2706.77	105.894	"The Lost Isles - Orc Camp GY"
1491	648	871.4827	2780.2	114.6622	"The Lost Isles - Wild Overlook GY"
1492	648	1004.783	3310.497	3.385223	"The Lost Isles - Alliance Beachhead GY"
1493	1	-647.207	-1118.61	211.598	"The Barrens, Honor\'s Stand (disabled)"
1494	654	-1891.672	2322.45	39.55667	"Gilneas - Duskhaven"
1495	654	-1917.62	2571.775	1.391919	"Gilneas - Farmstead GY"
1496	648	971.0938	3802.981	14.3921	"The Lost Isles - Vengeance Wake - Phase 3 GY"
1497	648	983.0156	3827.412	9.015012	"The Lost Isles - Vengeance Wake - Phase 4 GY"
1681	1	-4556.135	-3599.677	41.31478	"Dustwallow Marsh, The Wyrmbog GY"
1682	571	6447.487	2060.856	564.0303	"Icecrown Glacier, Citadel GY"
1683	580	1620.946	624.7014	32.89679	"Sunwell - Quel\'Delar Entrance"
1689	648	-8387.839	1289.51	92.78459	"Kezan - KTC Headquarters GY"
1690	648	-8122.601	1519.74	10.55246	"Kezan - Bilgewater Port GY"
1691	0	-13205.57	272.7031	21.85707	"AAA - Arena (Dev Test)"
1692	654	-1389.887	1370.141	35.994	"Gilneas City - Merchant Quarter Graveyard"
1693	654	-1763.561	1410.759	20.88947	"Gilneas City - Military District Graveyard"
1694	654	-1765.411	1658.104	21.3336	"Gilneas City - Greymane Square Graveyard"
1695	654	-1561.542	1596.163	28.10107	"Gilneas City - Cathedral Graveyard"
1696	654	-2496.998	1468.094	16.80906	"Gilneas - Stormglen Graveyard"
1697	654	-2161.649	1672.226	-38.08928	"Gilneas - Blackwald Graveyard"
1698	654	-1951.29	967.6649	77.00562	"Gilneas - Tempest\'s Reach Graveyard 2"
