field0	field1	field2	field3	field4	field5	field6	field7	field8	field9
5888	31368	0	0	1	0	12	2	0	0
5890	31378	0	19	3	0	0	2	0	0
5891	31381	0	0	1	3	0	1	0	0
5892	31389	0	0	2	0	0	2	0	0
5893	31390	0	0	0	0	12	0	0	0
5894	31394	0	0	1	1	0	1	0	0
5895	31396	0	0	1	1	0	1	0	0
5896	31397	0	0	1	1	0	1	0	0
5897	31398	0	0	1	1	0	1	0	0
5898	31399	0	0	1	1	0	1	0	0
5899	31401	0	0	1	1	0	1	133	0
5900	31402	0	0	2	0	0	2	0	0
5901	31403	0	43	1	0	0	1	0	0
5902	31404	0	0	1	1	5	1	133	0
5904	31406	0	22	1	0	0	1	0	0
5905	31407	0	0	3	4	0	2	133	0
5906	31408	0	32	1	0	12	1	0	0
5907	31409	0	99	1	1	7	1	133	0
5908	31410	0	0	2	0	15	2	0	0
5909	31422	0	0	1	0	12	1	0	0
5910	31423	0	18	1	3	0	1	0	0
5911	31424	0	0	1	3	0	1	0	0
5912	31425	0	51	1	0	0	1	133	0
5913	31426	0	44	0	0	0	2	133	0
5914	31427	0	0	1	0	0	1	0	0
5915	31429	0	43	1	0	0	1	0	0
5916	31436	0	0	2	0	0	2	0	0
5917	31439	0	44	1	0	0	1	133	0
5918	31445	0	0	1	0	0	1	133	0
5919	31447	0	0	1	0	0	1	0	0
5920	31457	0	0	1	0	0	1	0	0
5921	31458	0	0	0	1	0	0	0	0
5922	31463	0	0	1	2	0	1	0	0
5923	31464	0	0	2	0	0	2	0	0
5924	31465	0	44	1	0	0	1	133	0
5925	31467	0	0	1	1	11	1	133	0
5926	31472	0	0	1	0	0	1	0	0
5927	31473	0	0	1	0	11	1	0	0
5928	31475	0	0	1	0	0	2	0	0
5929	31476	0	0	1	0	0	1	0	0
5930	31477	0	22	1	0	0	1	0	0
5931	31478	0	0	0	0	11	0	0	0
5932	31480	0	32	1	0	12	1	0	0
5933	31481	0	0	0	1	0	0	0	0
5934	31485	0	0	1	0	0	0	0	0
5936	31516	0	19	1	0	0	1	133	0
5938	31519	0	38	1	0	0	1	0	0
5939	31526	0	38	0	5	0	0	0	0
5940	31532	0	0	1	0	0	1	133	0
5941	31537	0	1152	0	0	0	0	0	0
5943	31540	0	1152	1	9	0	1	0	0
5944	31541	0	0	1	1	10	1	133	0
5945	31548	0	0	0	0	0	0	133	0
5946	31551	0	36	2	0	0	2	0	0
5947	31552	0	0	1	3	0	1	0	0
5948	31553	0	0	2	0	11	2	0	0
5949	31555	0	0	1	1	0	1	133	0
5951	31566	0	0	2	0	0	2	0	0
5953	31581	0	0	1	0	0	1	133	0
5956	31589	0	0	1	1	0	1	133	0
5957	31591	0	0	0	0	0	2	0	0
5959	31595	0	0	1	0	0	1	0	0
5960	31596	0	88	1	0	26	1	0	0
5961	31598	0	0	1	0	0	1	0	0
5962	31600	0	0	0	0	0	2	0	0
5963	31601	0	0	0	0	0	2	0	0
5965	31604	0	0	1	1	0	1	0	0
5966	31608	0	0	1	0	0	1	0	0
5967	31610	0	0	2	0	12	2	0	0
5968	31613	0	0	1	0	0	1	0	0
5969	31615	0	0	0	1	0	0	133	0
5970	31617	0	23	1	0	0	1	0	0
5971	31618	0	0	1	0	0	1	133	0
5972	31620	0	0	1	0	0	1	133	0
5973	31622	0	0	1	1	0	1	0	0
5974	31623	0	2	3	0	0	2	133	0
5975	31624	0	23	1	0	0	1	0	0
5976	31625	0	23	1	0	0	1	0	0
5977	31626	0	55	1	1	0	1	0	0
5978	31627	0	0	1	0	0	1	133	0
5979	31629	0	0	2	0	0	2	0	0
5981	31633	0	0	1	0	0	1	133	0
5982	31634	0	0	1	0	0	1	0	0
5985	31643	0	0	0	1	0	0	0	0
5986	31651	0	0	1	2	0	1	0	0
5987	31661	0	1215	1	1	0	1	133	0
5989	31664	0	0	1	0	0	1	0	0
5990	31673	0	0	1	1	0	1	133	0
5991	31687	0	0	1	0	0	1	133	0
5992	31688	0	0	1	1	0	1	0	0
5995	31697	0	0	1	0	0	1	0	0
5996	31700	0	330	0	0	21	0	0	0
5997	31707	0	0	1	0	0	1	133	0
5998	31713	0	0	1	0	0	1	133	0
5999	31715	0	0	0	0	0	0	1152	0
6000	31717	0	85	1	0	0	1	1152	0
6001	31718	0	99	1	1	12	1	0	0
6002	31719	0	99	1	1	12	1	0	0
6003	31722	0	0	1	0	0	0	0	0
6004	31723	0	0	1	0	0	0	0	0
6005	31724	0	0	1	1	0	1	0	0
6006	31729	0	0	1	0	0	1	0	0
6007	31730	0	0	1	0	0	1	133	0
6008	31731	0	0	2	0	0	2	0	0
6009	31732	0	43	1	0	0	1	0	0
6010	31733	0	44	0	0	0	0	0	0
6011	31734	0	0	1	1	0	1	0	0
6012	31735	0	0	1	1	0	1	0	0
6013	31737	0	49	2	0	0	2	0	0
6014	31738	0	0	2	0	0	2	0	0
6015	31739	0	0	1	0	0	1	133	0
6016	31740	0	0	1	0	0	1	0	0
6017	31741	0	51	1	1	11	1	133	0
6018	31742	0	0	0	0	0	1	0	0
6019	31743	0	0	1	0	0	1	0	0
6020	31747	0	35	1	4	0	3	0	0
6021	31749	0	0	1	0	0	1	133	0
6022	31754	0	0	2	0	0	2	0	0
6023	31755	0	32	1	0	12	1	0	0
6024	31756	0	0	3	0	0	0	0	0
6025	31758	0	0	3	0	0	2	0	0
6026	31759	0	0	1	0	0	1	0	0
6027	31760	0	23	1	0	0	1	0	0
6028	31764	0	0	1	0	0	1	133	0
6029	31765	0	0	1	1	0	1	0	0
6030	31771	0	0	1	0	0	0	0	0
6031	31772	0	0	3	0	0	2	0	0
6032	31779	0	0	2	0	0	2	0	0
6033	31782	0	0	1	1	0	1	133	0
6034	31784	0	0	1	0	0	1	133	0
6035	31789	0	0	0	0	0	1	0	0
6037	31792	0	39	0	0	0	0	0	0
6038	31794	0	0	1	1	0	0	133	0
6039	31797	0	0	1	0	18	1	133	0
6040	31801	0	47	1	0	0	1	133	0
6041	31803	0	0	2	0	0	0	0	0
6042	31804	0	0	2	0	0	0	0	0
6043	31807	0	0	1	1	0	1	133	0
6044	31808	0	0	1	1	0	1	133	0
6045	31810	0	0	1	1	0	1	133	0
6046	31811	0	0	1	1	0	1	133	0
6047	31812	0	0	1	1	0	1	133	0
6048	31813	0	0	1	1	0	1	133	0
6049	31814	0	0	1	1	0	1	133	0
6050	31815	0	0	1	1	0	1	133	0
6051	31817	0	0	0	1	0	0	0	0
6052	31819	0	32	0	0	12	0	0	0
6053	31827	0	0	2	0	0	2	0	0
6054	31834	0	0	1	1	0	1	0	0
6055	31842	0	0	1	1	0	1	0	0
6056	31843	0	32	0	0	12	0	0	0
6057	31863	0	1158	1	1	0	2	133	0
6058	31864	0	0	1	1	12	2	0	0
6059	31865	0	36	1	1	1	1	0	0
6060	31884	0	0	0	0	0	1	0	0
6061	31898	0	0	2	0	0	0	0	0
6062	31900	0	0	1	0	0	1	0	0
6063	31901	0	0	0	0	0	2	0	0
6064	31903	0	0	1	0	0	1	0	0
6065	31904	0	0	1	0	0	1	0	0
6066	31907	0	0	2	0	0	2	0	0
6067	31909	0	49	2	0	0	0	0	0
6068	31910	0	0	2	0	0	2	0	0
6069	31911	0	22	2	0	0	2	133	0
6070	31914	0	0	1	0	0	1	0	0
6071	31915	0	0	0	9	0	0	0	0
6072	31916	0	0	1	0	0	1	0	0
6073	31920	0	99	1	0	0	0	0	0
6074	31932	0	0	1	1	0	1	0	0
6075	31933	0	411	0	0	0	1	133	0
6076	31935	0	0	1	1	0	6	133	0
6077	31942	0	0	3	0	0	2	133	0
6078	31943	0	0	0	0	0	1	0	0
6080	31955	0	0	2	0	3	2	0	0
6081	31956	0	0	0	0	15	2	0	0
6083	31962	0	0	1	0	0	0	0	0
6084	31964	0	0	1	0	12	2	0	0
6085	31965	0	0	1	0	0	1	0	0
6086	31969	0	0	0	0	0	1	0	0
6087	31970	0	1152	0	1	5	1	0	0
6088	31971	0	85	1	0	0	1	133	0
6089	31972	0	0	0	2	0	1	0	0
6090	31973	0	0	0	0	0	0	1164	0
6091	31974	0	0	1	0	0	1	0	0
6092	31975	0	0	3	4	0	2	133	0
6094	31977	0	0	1	2	0	1	0	0
6095	31983	0	0	0	0	7	0	0	0
6096	31984	0	1152	0	0	0	1	0	0
6097	31985	0	0	0	0	0	1	0	0
6098	31986	0	0	1	0	0	1	0	0
6099	31991	0	0	0	0	0	0	133	0
6100	31992	0	0	1	0	0	1	0	0
6101	31994	0	44	0	0	12	0	0	0
6102	31996	0	65	2	0	0	2	133	0
6103	31997	0	0	2	0	0	2	0	0
6104	31998	0	0	2	0	0	2	0	0
6105	31999	0	88	1	0	26	1	0	0
6106	32000	0	0	1	0	11	1	0	0
6107	32001	0	1167	0	0	0	0	0	0
6108	32003	0	0	1	0	0	1	0	0
6109	32004	0	0	2	0	0	2	0	0
6110	32005	0	0	2	0	0	2	0	0
6111	32006	0	0	2	0	0	2	0	0
6112	32008	0	0	1	0	0	0	0	0
6113	32009	0	0	2	0	0	2	0	0
6114	32010	0	0	1	0	0	1	0	0
6115	32011	0	0	1	0	0	1	0	0
6116	32012	0	44	0	0	0	0	0	0
6117	32013	0	0	1	4	11	0	0	0
6118	32014	0	1152	0	0	0	1	0	0
6119	32015	0	0	0	0	12	0	0	0
6120	32016	0	49	2	0	0	2	0	0
6121	32017	0	36	1	1	0	2	0	0
6122	32019	0	0	2	0	15	2	0	0
6123	32020	0	0	2	0	0	2	0	0
6124	32021	0	44	0	0	0	0	0	0
6125	32022	0	52	2	0	0	2	0	0
6126	32023	0	0	0	0	12	0	0	0
6127	32024	0	0	1	0	11	1	0	0
6128	32025	0	0	1	1	0	1	133	0
6129	32026	0	1165	1	0	0	1	133	0
6130	32040	0	0	1	1	5	1	133	0
6135	32053	0	95	1	0	0	1	0	0
6136	32054	0	95	2	0	0	1	0	0
6137	32055	0	0	2	0	0	2	0	0
6138	32056	0	32	2	1	0	2	0	0
6139	32057	0	95	1	0	0	1	0	0
6140	32062	0	35	1	0	0	1	133	0
6142	32064	0	43	1	0	0	1	0	0
6143	32065	0	18	1	3	11	1	0	0
6147	32076	0	0	1	0	0	1	0	0
6148	32077	0	0	2	0	0	2	0	0
6149	32079	0	0	1	0	0	1	0	0
6150	32082	0	44	0	0	0	2	0	0
6151	32087	0	571	1	0	0	1	0	0
6153	32093	0	18	1	4	0	1	0	0
6157	32103	0	0	3	0	0	2	0	0
6158	32109	0	0	1	0	12	2	0	0
6159	32110	0	0	1	0	0	1	0	0
6160	32111	0	0	1	0	0	1	0	0
6163	32120	0	0	0	0	0	1	0	0
6164	32125	0	0	0	1	0	0	133	0
6165	32129	0	0	1	1	0	1	0	0
6166	32130	0	0	1	0	0	1	133	0
6167	32131	0	0	1	1	0	1	133	0
6168	32132	0	85	1	0	0	1	133	0
6169	32133	0	19	1	0	0	1	0	0
6170	32134	0	35	1	0	0	1	0	0
6171	32135	0	0	0	0	0	1	0	0
6172	32136	0	0	1	0	0	1	0	0
6173	32137	0	0	0	0	0	1	0	0
6174	32138	0	0	1	0	0	1	0	0
6175	32139	0	18	1	4	0	1	0	0
6176	32154	0	65	2	0	0	2	133	0
6183	32167	0	0	1	0	0	1	0	0
6184	32168	0	0	3	0	0	2	0	0
6185	32173	0	99	1	1	7	1	133	0
6186	32175	0	0	2	0	0	0	0	0
6187	32176	0	0	2	0	0	0	0	0
6188	32182	0	0	0	1	0	1	133	0
6190	32190	0	0	3	0	0	2	0	0
6191	32192	0	0	1	1	7	1	0	0
6192	32193	0	35	1	0	0	1	0	0
6193	32194	0	23	1	0	0	1	0	0
6195	32199	0	38	0	5	0	0	0	0
6196	32202	0	73	1	0	0	1	133	0
6200	32235	0	0	0	0	21	0	0	0
6201	32239	0	0	0	0	21	0	330	0
6202	32240	0	0	0	0	21	0	0	0
6203	32241	0	0	0	0	5	0	133	0
6204	32242	0	0	0	0	21	0	0	0
6205	32243	0	0	0	0	21	0	330	0
6206	32244	0	0	0	0	21	0	330	0
6207	32245	0	0	0	0	21	0	330	0
6208	32246	0	0	0	0	21	0	330	0
6209	32247	0	0	0	0	0	2	0	0
6210	32248	0	0	3	0	0	2	0	0
6211	32251	0	0	1	0	0	0	0	0
6212	32253	0	0	0	0	0	0	133	0
6213	32254	0	1	0	0	0	0	0	0
6214	32264	0	0	0	0	0	1	0	0
6215	32265	0	1152	0	0	0	0	0	0
6216	32266	0	0	1	0	0	1	133	0
6217	32267	0	0	1	0	0	1	133	0
6218	32271	0	0	1	0	0	1	133	0
6219	32272	0	0	1	0	0	1	133	0
6220	32278	0	0	1	1	0	0	0	0
6222	32290	0	0	0	0	21	0	0	0
6224	32292	0	0	0	0	21	0	0	0
6225	32295	0	0	0	0	21	0	330	0
6226	32296	0	0	0	0	21	0	330	0
6227	32297	0	0	0	0	21	0	330	0
6228	32298	0	0	0	0	0	0	133	0
6229	32302	0	0	1	0	0	1	0	0
6231	32305	0	0	1	0	0	0	133	0
6232	32309	0	0	1	4	0	1	0	0
6233	32315	0	0	2	0	0	2	133	0
6234	32317	0	0	1	4	11	0	0	0
6235	32319	0	0	2	0	0	2	133	0
6236	32320	0	0	2	0	0	0	0	0
6237	32321	0	0	2	0	0	0	0	0
6238	32322	0	0	1	0	0	1	0	0
6239	32323	0	44	2	0	0	2	0	0
6240	32324	0	0	1	0	0	1	133	0
6241	32325	0	0	1	0	0	1	0	0
6242	32327	0	51	1	0	0	1	133	0
6243	32328	0	51	1	0	0	1	133	0
6244	32329	0	18	1	3	0	1	0	0
6245	32330	0	18	1	4	0	1	0	0
6246	32334	0	0	2	0	0	2	0	0
6249	32337	0	0	1	0	0	1	0	0
6250	32338	0	0	1	0	0	0	0	0
6251	32339	0	0	0	0	0	0	133	0
6252	32345	0	0	0	0	21	0	133	0
6254	32355	0	0	1	0	0	0	0	0
6255	32356	0	39	0	0	0	0	0	0
6256	32357	0	39	0	0	0	0	0	0
6257	32361	0	1152	0	0	12	0	0	0
6258	32363	0	0	1	0	0	1	133	0
6259	32364	0	0	1	1	0	1	0	0
6260	32365	0	0	1	1	7	1	0	0
6261	32366	0	0	1	0	0	1	0	0
6262	32367	0	0	1	0	0	1	0	0
6263	32369	0	0	1	0	0	1	133	0
6264	32370	0	0	1	1	0	1	0	0
6265	32373	0	0	1	1	0	1	133	0
6266	32375	0	0	1	0	0	1	133	0
6267	32376	0	0	2	0	0	2	0	0
6268	32378	0	0	2	0	0	2	133	0
6269	32379	0	1169	1	1	0	1	133	0
6270	32386	0	0	0	1	0	0	0	0
6271	32388	0	0	0	1	0	0	0	0
6272	32389	0	0	0	1	0	0	0	0
6273	32390	0	0	0	1	0	0	0	0
6274	32391	0	0	0	1	0	0	0	0
6275	32400	0	0	1	0	0	1	0	0
6276	32404	0	0	1	0	0	1	0	0
6277	32414	0	0	1	0	0	1	133	0
6278	32415	0	0	1	1	0	1	133	0
6279	32416	0	32	1	1	12	1	0	0
6280	32417	0	0	1	0	11	1	0	0
6281	32418	0	0	1	2	0	1	133	0
6282	32419	0	411	0	0	0	1	133	0
6283	32420	0	0	0	0	21	0	133	0
6284	32421	0	0	1	0	5	1	133	0
6285	32422	0	2	1	0	0	0	133	0
6286	32428	0	0	1	0	0	1	0	0
6287	32441	0	0	1	0	0	1	0	0
6288	32445	0	1152	1	0	0	1	0	0
6289	32447	0	0	1	0	0	1	133	0
6290	32448	0	0	1	0	0	1	0	0
6291	32453	0	25	1	0	0	1	0	0
6292	32491	0	1152	1	0	0	1	1152	0
6293	32492	0	0	1	0	0	0	0	0
6294	32546	0	0	1	0	0	1	133	0
6295	32578	0	0	0	1	0	0	0	0
6296	32588	0	0	2	0	12	2	0	0
6297	32589	0	0	1	0	0	1	133	0
6298	32592	0	0	1	0	0	1	133	0
6299	32595	0	0	1	1	0	1	133	0
6300	32602	0	0	1	0	0	1	0	0
6301	32603	0	0	1	0	0	1	0	0
6302	32612	0	0	0	6	0	0	0	0
6303	32614	0	0	1	1	0	1	0	0
6304	32615	0	38	0	5	0	0	0	0
6305	32640	0	0	0	1	0	0	0	0
6306	32643	0	0	1	4	0	0	0	0
6307	32645	0	0	2	4	0	2	133	0
6308	32647	0	0	1	0	0	1	0	0
6309	32651	0	99	1	1	11	1	0	0
6310	32652	0	0	1	1	0	1	0	0
6311	32654	0	32	1	1	12	1	0	0
6312	32662	0	0	1	0	0	1	0	0
6313	32666	0	0	1	0	0	1	133	0
6314	32674	0	0	1	1	27	2	0	0
6315	32675	0	0	0	0	0	1	133	0
6316	32677	0	0	1	0	0	1	0	0
6317	32682	0	0	1	2	0	1	0	0
6318	32683	0	0	1	2	0	1	0	0
6319	32689	0	0	1	1	0	1	0	0
6320	32690	0	85	1	1	0	1	133	0
6321	32691	0	88	1	0	26	1	0	0
6322	32693	0	0	1	1	0	1	133	0
6324	32709	0	0	1	0	0	1	133	0
6325	32711	0	0	1	0	0	1	0	0
6327	32714	0	0	1	9	0	1	0	0
6328	32716	0	0	3	0	0	2	0	0
6329	32717	0	571	1	0	0	1	133	0
6330	32722	0	0	0	1	0	0	0	0
6331	32724	0	0	0	0	23	0	0	0
6332	32725	0	0	0	0	23	0	0	0
6333	32729	0	0	1	1	0	1	0	0
6334	32731	0	65	2	0	0	2	0	0
6335	32732	0	65	2	0	0	2	0	0
6337	32734	0	0	1	1	0	1	133	0
6338	32735	0	0	3	0	0	2	0	0
6339	32736	0	0	2	0	0	2	133	0
6340	32738	0	36	2	0	0	2	0	0
6341	32739	0	18	1	4	0	1	0	0
6342	32740	0	0	1	1	0	1	133	0
6343	32741	0	1165	1	0	0	1	133	0
6344	32742	0	1165	1	0	0	1	133	0
6345	32747	0	0	0	0	26	0	0	0
6346	32749	0	0	1	1	0	1	0	0
6347	32750	0	0	1	0	0	1	0	0
6348	32751	0	21	1	1	0	1	0	0
6349	32752	0	0	0	0	12	0	0	0
6350	32764	0	0	1	0	1	1	0	0
6351	32765	0	0	0	0	28	0	0	0
6352	32766	0	0	0	0	28	0	0	0
6353	32769	0	0	1	0	0	1	133	0
6354	32770	0	0	1	1	0	1	133	0
6355	32771	0	892	0	0	0	1	133	0
6356	32772	0	1131	3	0	0	1	133	0
6357	32773	0	932	1	0	0	1	133	0
6358	32774	0	1158	1	1	27	2	133	0
6360	32777	0	931	1	1	0	1	133	0
6361	32778	0	0	2	0	0	0	0	0
6362	32779	0	0	0	1	14	0	0	0
6364	32786	0	24	0	0	0	0	0	0
6365	32787	0	0	0	0	0	0	133	0
6366	32788	0	0	0	0	0	0	133	0
6367	32790	0	0	0	0	0	0	133	0
6368	32791	0	0	0	0	0	0	133	0
6369	32792	0	0	0	0	0	0	133	0
6370	32797	0	0	1	0	0	1	0	0
6374	32802	0	1	0	0	0	0	0	0
6375	32803	0	1	0	0	0	0	0	0
6376	32804	0	1	0	0	0	0	0	0
6377	32805	0	1	0	0	0	0	0	0
6378	32806	0	1	0	0	0	0	0	0
6379	32811	0	0	1	6	0	1	0	0
6380	32826	0	0	1	1	17	1	133	0
6381	32829	0	0	0	1	0	0	0	0
6382	32830	0	93	0	0	0	0	0	0
6383	32835	0	0	1	0	0	0	133	0
6384	32838	0	0	3	0	0	2	0	0
6385	32844	0	0	0	0	0	0	133	0
6386	32845	0	0	0	0	0	0	133	0
6387	32846	0	0	2	0	0	2	0	0
6388	32849	0	0	2	0	0	2	0	0
6389	32858	0	0	1	2	0	2	0	0
6390	32859	0	0	1	1	7	1	0	0
6391	32860	0	0	1	0	0	1	0	0
6392	32861	0	0	1	1	0	1	0	0
6393	32862	0	0	1	0	0	1	0	0
6394	32863	0	0	1	1	0	1	133	0
6395	32864	0	0	2	0	12	2	0	0
6396	32865	0	0	1	0	0	1	0	0
6397	32866	0	1154	0	0	0	0	0	0
6398	32867	0	1154	0	0	0	0	0	0
6399	32868	0	1154	0	0	0	0	0	0
6400	32869	0	1154	0	0	0	0	0	0
6401	32870	0	1154	0	0	0	0	0	0
6402	32871	0	1154	0	0	0	0	0	0
6403	32872	0	1154	0	0	0	0	0	0
6404	32873	0	1154	0	0	0	0	0	0
6405	32874	0	1154	0	0	0	0	0	0
6406	32886	0	55	2	0	0	2	0	0
6408	32888	0	19	1	0	0	1	0	0
6409	32897	0	0	1	0	0	1	0	0
6410	32898	0	65	2	0	0	2	0	0
6411	32899	0	0	1	0	0	1	133	0
6412	32900	0	0	1	1	0	1	0	0
6413	32901	0	0	2	0	15	2	0	0
6414	32902	0	18	1	4	0	1	0	0
6415	32903	0	0	1	3	0	1	0	0
6416	32904	0	0	1	1	0	1	0	0
6417	32905	0	36	1	1	12	1	0	0
6418	32906	0	0	2	0	0	2	0	0
6419	32907	0	0	1	0	0	1	0	0
6420	32908	0	0	2	0	0	2	0	0
6421	32909	0	0	2	0	0	2	133	0
6422	32911	0	0	1	0	0	1	133	0
6423	32913	0	0	1	1	0	1	0	0
6424	32914	0	0	1	0	0	2	0	0
6425	32915	0	0	2	0	0	2	0	0
6426	32916	0	0	2	0	0	2	0	0
6427	32917	0	55	0	0	0	0	0	0
6428	32918	0	55	0	0	0	0	0	0
6429	32919	0	0	2	0	0	2	0	0
6430	32920	0	1162	1	0	0	1	0	0
6431	32921	0	51	1	1	11	1	133	0
6432	32922	0	51	1	1	11	1	133	0
6433	32924	0	0	1	1	0	1	0	0
6434	32925	0	0	1	0	0	0	0	0
6435	32926	0	0	1	1	0	1	133	0
6436	32927	0	0	1	0	0	0	0	0
6437	32928	0	0	1	0	0	1	133	0
6438	32929	0	0	1	0	0	1	133	0
6439	32931	0	0	1	1	0	1	133	0
6440	32932	0	0	1	1	0	1	0	0
6441	32935	0	0	1	0	0	1	0	0
6442	32936	0	0	1	1	0	1	133	0
6443	32937	0	44	1	0	0	1	133	0
6444	32938	0	0	1	0	0	1	0	0
6445	32939	0	0	0	1	0	1	0	0
6446	32940	0	0	1	1	0	1	0	0
6447	32943	0	1162	0	0	0	0	0	0
6448	32948	0	0	1	0	0	1	133	0
6449	32950	0	0	1	0	0	1	0	0
6450	32952	0	0	1	0	0	1	133	0
6451	32955	0	0	1	0	0	0	0	0
6452	32956	0	0	1	0	0	0	0	0
6453	32957	0	0	1	0	0	0	0	0
6454	32959	0	0	2	0	0	2	0	0
6455	32960	0	0	1	0	0	1	0	0
6456	32961	0	0	1	2	0	1	0	0
6457	32962	0	0	2	0	0	2	0	0
6458	32963	0	0	1	0	0	1	133	0
6459	32967	0	19	1	1	0	1	133	0
6460	32968	0	0	0	0	0	0	133	0
6461	32969	0	0	1	0	0	1	0	0
6462	32970	0	0	1	0	0	1	0	0
6463	32971	0	18	1	4	0	1	0	0
6464	32974	0	0	1	1	0	1	133	0
6465	32976	0	0	1	1	0	1	133	0
6466	32984	0	0	1	1	0	1	0	0
6467	32990	0	0	1	1	0	1	133	0
6468	32991	0	0	1	0	0	1	133	0
6469	32992	0	0	1	0	0	1	133	0
6470	32993	0	0	1	0	0	1	133	0
6472	33009	0	0	1	0	0	1	0	0
6473	33013	0	0	0	1	0	0	0	0
6474	33015	0	0	0	1	0	0	0	0
6475	33019	0	0	0	1	0	0	0	0
6476	33031	0	0	0	0	0	1	133	0
6477	33045	0	0	0	0	0	1	0	0
6478	33050	0	0	0	0	0	0	133	0
6479	33051	0	0	0	0	0	0	133	0
6481	33054	0	0	1	1	0	1	0	0
6482	33061	0	250	1	0	11	1	133	0
6483	33076	0	1181	0	1	0	1	133	0
6484	33077	0	0	1	1	0	1	133	0
6485	33078	0	0	1	1	0	1	133	0
6486	33079	0	0	1	1	0	1	133	0
6487	33080	0	0	1	1	0	1	133	0
6488	33081	0	0	1	1	0	1	133	0
6489	33082	0	0	1	1	0	1	133	0
6490	33086	0	1152	2	0	0	2	0	0
6491	33090	0	0	1	0	0	1	0	0
6492	33091	0	1152	0	0	0	0	0	0
6493	33110	0	0	1	0	0	0	0	0
6494	33111	0	0	0	0	0	1	0	0
6495	33126	0	0	0	0	3	0	0	0
6496	33127	0	0	1	1	0	1	133	0
6497	33130	0	0	1	0	24	1	133	0
6498	33132	0	0	1	0	0	1	0	0
6501	33144	0	0	1	0	0	1	133	0
6502	33147	0	0	1	0	0	1	133	0
6503	33151	0	0	0	1	0	0	0	0
6504	33152	0	0	1	0	0	1	133	0
6505	33173	0	0	1	0	17	1	0	0
6506	33175	0	19	1	0	0	1	0	0
6510	33206	0	0	0	0	0	1	0	0
6511	33230	0	1152	2	0	0	2	0	0
6512	33237	0	0	1	1	0	1	0	0
6513	33238	0	1152	2	0	0	0	0	0
6514	33239	0	0	2	0	0	0	0	0
6515	33245	0	0	1	1	0	1	133	0
6534	33299	0	0	1	0	0	0	0	0
6535	33324	0	0	1	0	0	1	133	0
6536	33325	0	0	1	0	0	1	133	0
6538	33335	0	0	0	0	0	0	133	0
6540	33370	0	0	1	0	0	0	0	0
6541	33373	0	30	1	0	0	0	0	0
6542	33384	0	0	1	0	0	1	0	0
6543	33385	0	0	1	0	0	1	0	0
6544	33387	0	0	1	0	0	1	133	0
6546	33390	0	0	1	1	9	1	133	0
6548	33395	0	35	1	1	0	1	0	0
6549	33400	0	0	1	0	0	1	0	0
6550	33417	0	0	1	0	0	1	133	0
6551	33418	0	0	1	0	0	1	133	0
6552	33419	0	0	0	0	0	1	133	0
6553	33422	0	32	0	0	0	0	0	0
6554	33452	0	0	1	0	0	1	0	0
6556	33462	0	0	1	0	0	1	0	0
6557	33463	0	0	1	1	0	1	0	0
6558	33479	0	0	1	0	0	0	0	0
6559	33480	0	0	2	0	0	2	0	0
6560	33482	0	99	1	1	0	0	0	0
6561	33483	0	0	1	1	0	1	133	0
6562	33487	0	0	1	1	12	1	133	0
6563	33489	0	0	1	0	0	0	0	0
6564	33493	0	1152	1	0	0	1	0	0
6565	33494	0	0	0	0	0	1	0	0
6566	33499	0	0	1	1	0	1	0	0
6567	33500	0	49	2	0	0	2	0	0
6568	33501	0	0	1	0	0	1	0	0
6569	33502	0	0	1	1	1	1	0	0
6570	33506	0	0	0	0	0	1	0	0
6571	33507	0	0	0	0	0	1	0	0
6572	33508	0	0	1	0	0	1	0	0
6573	33510	0	0	0	0	0	0	133	0
6574	33511	0	0	0	0	0	0	133	0
6575	33522	0	0	0	0	0	0	133	0
6576	33526	0	0	1	1	0	1	0	0
6577	33527	0	0	1	1	0	1	0	0
6578	33528	0	0	1	1	0	1	0	0
6579	33529	0	0	1	1	0	1	0	0
6580	33534	0	19	1	1	0	1	133	0
6581	33542	0	0	2	0	0	2	0	0
6582	33546	0	44	1	0	0	1	0	0
6583	33547	0	0	1	1	5	1	133	0
6584	33548	0	44	1	0	0	1	0	0
6585	33549	0	44	1	0	0	1	0	0
6586	33550	0	44	1	0	0	1	0	0
6587	33551	0	0	1	0	0	1	0	0
6588	33552	0	0	0	0	0	1	133	0
6589	33553	0	0	1	0	0	1	0	0
6590	33554	0	55	0	0	0	0	0	0
6591	33555	0	0	0	1	0	1	133	0
6593	33559	0	932	1	0	0	1	133	0
6594	33560	0	0	1	0	0	1	0	0
6595	33561	0	0	1	0	0	1	0	0
6596	33562	0	0	1	0	0	1	0	0
6597	33563	0	0	0	0	0	1	0	0
6598	33564	0	0	1	1	0	1	133	0
6599	33570	0	0	1	0	0	1	133	0
6600	33571	0	0	1	0	0	1	0	0
6601	33581	0	37	1	0	0	1	133	0
6602	33587	0	0	0	0	0	1	0	0
6603	33617	0	0	1	0	0	1	0	0
6604	33618	0	0	0	0	0	1	0	0
6605	33619	0	0	1	0	0	0	0	0
6606	33620	0	19	1	1	0	1	133	0
6607	33623	0	0	1	1	0	1	0	0
6608	33624	0	0	1	0	0	1	133	0
6609	33625	0	0	1	0	0	1	133	0
6610	33626	0	0	2	0	0	2	0	0
6611	33627	0	0	1	0	0	1	0	0
6612	33628	0	0	1	0	11	1	0	0
