id	mapAreaId	area	unk	mapPointX	mapPointY	texture	width	height	offset_x	offset_y	hitRectTop	hitRectLeft	hitRectBottom	hitRectRight	
1194	477	3631	3630	0	0	"OshuGun"	512	334	168	334	0	0	0	0
1195	477	3622	3621	3672	0	"SunspringPost"	256	256	219	199	264	291	335	380
1196	477	3626	0	0	0	"Telaar"	256	256	387	390	426	479	500	579
1197	477	3638	0	0	0	"RingofTrials"	256	256	533	267	322	619	401	700
1198	477	3615	3636	0	0	"ThroneoftheElements"	256	256	504	53	103	564	180	655
1199	477	3617	0	0	0	"WarmaulHill"	256	256	157	32	110	255	219	339
1200	465	3546	0	0	0	"ExpeditionArmory"	512	255	261	413	524	491	604	597
1201	465	3554	3543	0	0	"FalconWatch"	512	342	183	326	383	244	437	295
1202	465	3545	3670	3671	3669	"HellfireCitadel"	256	458	338	210	324	423	384	523
1203	465	3538	3794	3814	0	"HonorHold"	256	256	469	298	393	495	471	604
1208	465	3555	3801	0	0	"MagharPost"	256	256	206	110	149	256	213	372
1215	465	3553	3799	3810	0	"PoolsofAggonar"	256	512	326	45	189	352	249	473
1216	465	3551	3795	3808	3800	"RuinsofShanaar"	256	378	25	290	359	95	436	172
1217	465	3552	0	0	0	"TempleofTelhamat"	512	512	38	152	235	167	301	305
1218	465	3804	3807	3813	0	"TheLegionFront"	256	512	579	128	278	666	396	738
1219	465	3539	0	0	0	"TheStairofDestiny"	256	512	737	156	216	833	459	926
1220	465	3536	0	0	0	"Thrallmar"	256	256	467	154	226	507	293	602
1221	465	3547	0	0	0	"ThroneofKiljaeden"	512	256	477	6	82	554	158	689
1222	465	3582	3838	3815	0	"ZethGor"	422	238	580	430	451	654	533	751
1225	463	3856	0	0	0	"ElrendarCrossing"	512	256	326	0	0	0	0	0
1226	477	3610	3788	0	0	"BurningBladeRUins"	256	334	660	334	412	725	482	780
1227	477	3611	0	0	0	"ClanWatch"	256	256	532	363	408	602	454	649
1228	477	3625	0	0	0	"ForgeCampHate"	256	256	162	154	223	218	274	302
1229	477	3629	3839	0	0	"SouthwindCleft"	256	256	391	258	349	474	398	524
1230	477	3764	0	0	0	"TwilightRidge"	256	512	10	107	218	68	307	148
1231	477	3762	3673	0	0	"WindyreedPass"	256	256	598	79	226	692	261	758
1232	477	3634	3760	0	0	"WindyreedVillage"	256	256	666	233	324	711	384	776
1233	477	3763	0	0	0	"ZangarRidge"	256	256	277	54	101	317	146	362
1234	467	3651	0	0	0	"AngoroshStronghold"	256	128	124	0	31	164	79	209
1236	467	3818	3653	3905	0	"CoilfangReservoir"	256	512	462	90	251	600	300	655
1237	467	3766	0	0	0	"OreborHarborage"	256	512	329	25	142	407	197	492
1238	467	3647	0	0	0	"TheSpawningGlen"	256	256	31	339	383	108	447	182
1239	467	3645	0	0	0	"ZabraJin"	256	256	175	232	325	281	376	356
1240	463	3823	0	0	0	"IsleofTribulations"	256	256	585	0	22	675	75	718
1241	463	3861	0	0	0	"ThalassiaPass"	256	262	364	406	535	446	593	519
1260	479	3723	0	0	0	"ArklonRuins"	256	256	328	397	472	361	511	436
1261	479	3737	0	0	0	"CelestialRidge"	256	256	644	173	226	695	293	758
1262	479	3740	3739	0	0	"ForgeBaseOG"	256	256	237	22	94	362	150	435
1263	479	3732	3935	3879	3934	"KirinVarVillage"	256	145	490	523	560	538	623	605
1265	479	3850	0	0	0	"Netherstone"	256	256	411	20	97	480	131	513
1266	479	3725	0	0	0	"RuinsofEnkaat"	256	256	253	301	339	297	396	364
1267	479	3837	0	0	0	"SunfuryHold"	256	217	454	451	512	548	529	573
1268	479	3727	3877	0	0	"TheScrapField"	256	256	356	261	355	478	411	539
1269	479	3738	3875	3876	0	"TheStormspire"	256	256	298	134	205	409	275	494
1270	479	3868	0	0	0	"NetherstormBridge"	256	256	132	294	358	194	391	270
1273	473	3754	3753	0	0	"AltarofShatar"	256	256	520	93	140	579	210	652
1274	473	3752	0	0	0	"IlladarPoint"	256	256	143	256	314	266	386	332
1275	473	3758	0	0	0	"NetherwingCliffs"	256	256	554	308	0	0	0	0
1276	478	3860	0	0	0	"RaastokGlade"	256	256	505	154	238	575	300	640
1277	478	3696	0	0	0	"TheBarrierHills"	256	256	116	4	49	194	93	254
1279	467	3841	0	0	0	"BloodscaleEnclave"	256	256	596	412	0	0	0	0
1280	478	3858	0	0	0	"RazorthornShelf"	256	256	478	19	96	575	132	627
1281	465	3556	3798	0	0	"DenofHaalesh"	256	256	182	412	478	237	552	313
1282	465	3797	0	0	0	"FallenSkyRidge"	256	256	34	142	247	114	302	171
1283	465	3548	3541	3549	3803	"ForgeCampRage"	512	512	478	25	186	567	234	614
1285	465	3802	0	0	0	"VoidRidge"	256	256	705	368	421	759	555	823
1286	465	3796	3816	3811	0	"WarpFields"	256	260	308	408	521	423	583	485
1288	475	3864	0	0	0	"BashirLanding"	256	256	422	0	80	489	145	548
1289	475	3867	0	0	0	"BladedGulch"	256	256	623	147	0	0	0	0
1290	475	3773	0	0	0	"BladesipreHold"	256	507	314	161	307	376	403	441
1291	475	3777	0	0	0	"BloodmaulCamp"	256	256	412	95	151	537	201	576
1292	475	3776	3778	0	0	"BloodmaulOutpost"	256	297	342	371	478	422	552	506
1293	475	3863	0	0	0	"BrokenWilds"	256	256	733	109	0	0	0	0
1294	475	3775	0	0	0	"CircleofWrath"	256	256	439	210	281	512	307	561
1295	475	3831	0	0	0	"DeathsDoor"	256	419	512	249	395	628	421	656
1297	475	3787	0	0	0	"ForgeCampAnger"	416	256	586	147	250	709	311	786
1298	475	3784	0	0	0	"ForgeCampTerror"	512	252	144	416	504	250	580	333
1299	475	3785	0	0	0	"ForgeCampWrath"	256	256	254	176	248	285	302	386
1300	475	3781	0	0	0	"Grishnath"	256	256	286	28	107	349	160	444
1301	475	3774	0	0	0	"GruulsLayer"	256	256	527	81	146	657	169	700
1302	475	3768	0	0	0	"JaggedRidge"	256	254	446	414	0	0	0	0
1303	475	3844	0	0	0	"MokNathalVillage"	256	256	658	297	397	712	441	768
1304	475	3830	3780	0	0	"RavensWood"	512	256	214	55	168	266	200	373
1305	475	3833	0	0	0	"RazorRidge"	256	336	533	332	0	0	0	0
1307	475	3828	0	0	0	"RuuanWeald"	256	512	479	98	232	561	257	665
1308	475	3866	0	0	0	"Skald"	256	256	673	71	0	0	0	0
1309	475	3772	0	0	0	"Sylvanaar"	256	318	289	350	408	345	467	395
1310	475	3865	0	0	0	"TheCrystalpine"	256	256	585	0	43	611	103	751
1311	475	3769	0	0	0	"ThunderlordStronghold"	256	396	405	272	349	506	382	558
1312	475	3782	3771	0	0	"VeilLashh"	256	240	271	428	495	340	558	389
1313	475	3829	0	0	0	"VeilRuuan"	256	128	563	151	194	637	230	668
1314	475	3827	0	0	0	"VekhaarStand"	256	256	629	406	480	750	526	795
1315	475	3832	3786	3964	0	"VortexPinnacle"	256	462	166	206	313	276	482	334
1316	478	3685	0	0	0	"BonechewerRuins"	256	256	521	275	330	636	369	697
1317	479	3874	0	0	0	"EcoDomeFarfield"	256	256	396	10	34	430	96	493
1318	479	3878	0	0	0	"EtheriumStagingGrounds"	256	256	481	208	269	524	314	580
1319	479	3742	0	0	0	"SocretharsSeat"	256	256	229	38	75	264	139	336
1320	467	3895	0	0	0	""	0	0	0	0	434	220	457	243
1321	465	3811	0	0	0	""	0	0	0	0	475	431	505	466
1322	465	3541	0	0	0	""	0	0	0	0	188	631	229	673
1323	465	3549	0	0	0	""	0	0	0	0	163	515	201	555
1324	465	3807	0	0	0	""	0	0	0	0	275	639	310	676
1325	465	3543	0	0	0	""	0	0	0	0	384	293	425	378
1326	479	3739	0	0	0	""	0	0	0	0	151	338	203	414
1327	479	3877	0	0	0	""	0	0	0	0	329	422	388	489
1328	476	3597	0	0	0	"AmberwebPass"	256	512	44	62	158	153	256	225
1329	476	3593	0	0	0	"Axxarien"	256	256	297	136	194	384	248	434
1330	476	3594	0	0	0	"BlacksiltShore"	512	242	177	426	567	297	641	370
1331	476	3585	0	0	0	"Bladewood"	256	256	367	209	280	432	324	488
1332	476	3612	0	0	0	"BloodscaleIsle"	239	256	763	256	301	808	406	904
1333	476	3584	0	0	0	"BloodWatch"	256	256	437	258	343	517	399	579
1334	476	3600	0	0	0	"BristlelimbEnclave"	256	256	546	410	492	636	555	706
1335	476	3602	3583	0	0	"KesselsCrossing"	485	141	517	527	577	590	628	650
1336	476	3908	0	0	0	"Middenvale"	256	256	414	406	480	481	546	554
1337	476	3910	0	0	0	"Mystwood"	256	185	309	483	539	402	594	477
1338	476	3592	0	0	0	"Nazzivian"	256	256	250	404	473	345	541	414
1339	476	3601	0	0	0	"RagefeatherRidge"	256	256	481	117	191	524	277	599
1340	476	3591	0	0	0	"RuinsofLorethAran"	256	256	556	216	263	588	342	647
1341	476	3599	0	0	0	"TalonStand"	256	256	657	78	113	704	169	767
1342	476	3603	0	0	0	"TelathionsCamp"	128	128	180	216	250	221	302	269
1343	476	3604	0	0	0	"TheBloodcursedReef"	256	256	729	54	100	774	171	848
1344	476	3906	0	0	0	"TheBloodwash"	256	256	302	27	119	353	176	424
1345	476	3589	0	0	0	"TheCrimsonReach"	256	256	555	87	138	598	203	657
1346	476	3588	0	0	0	"TheCryoCore"	256	256	293	285	367	352	430	420
1347	476	3595	0	0	0	"TheFoulPool"	256	256	221	136	217	260	276	325
1348	476	3596	0	0	0	"TheHiddenReef"	256	256	205	39	114	297	153	360
1349	476	3909	0	0	0	"TheLostFold"	256	198	503	470	522	554	562	597
1350	476	3586	0	0	0	"TheVectorCoil"	512	430	43	238	313	145	402	216
1351	476	3587	0	0	0	"TheWarpPiston"	256	256	451	29	86	516	143	569
1352	476	3907	0	0	0	"VeridianPoint"	256	256	637	0	26	707	76	784
1353	476	3608	0	0	0	"VindicatorsRest"	256	256	232	242	287	276	332	329
1354	476	3590	0	0	0	"WrathscaleLair"	256	256	598	338	416	661	476	722
1355	476	3598	0	0	0	"WyrmscarIsland"	256	256	613	82	163	662	234	783
1356	462	3472	0	0	0	"AzurebreezeCoast"	256	256	669	228	273	701	334	734
1357	462	3558	0	0	0	"ElrendarFalls"	128	256	580	399	477	631	502	663
1358	462	3912	0	0	0	"GoldenboughPass"	256	128	243	469	498	318	540	351
1359	462	3473	0	0	0	"LakeElrendar"	128	197	584	471	497	649	554	672
1360	462	3913	0	0	0	"RunestoneFalithas"	256	172	378	496	559	427	588	457
1361	462	3914	0	0	0	"RunestoneShandor"	256	174	464	494	550	545	576	571
1362	462	3468	0	0	0	"SatherilsHaven"	256	256	324	384	475	366	509	401
1363	464	3857	0	0	0	"AmmenFord"	256	256	515	279	341	598	377	631
1364	464	3526	3560	3559	3530	"AmmenVale"	475	512	527	104	269	755	316	800
1365	464	3576	0	0	0	"AzureWatch"	256	256	383	249	320	473	359	514
1366	464	3571	0	0	0	"BristlelimbVillage"	256	256	174	363	409	239	463	292
1367	464	3564	3578	0	0	"Emberglade"	256	256	488	24	93	560	144	617
1368	464	3915	0	0	0	"FairbridgeStrand"	256	128	356	0	23	432	69	523
1369	464	3577	0	0	0	"GreezlesCamp"	256	256	507	350	432	561	465	607
1370	464	3916	0	0	0	"MoongrazeWoods"	256	256	449	183	262	507	298	549
1371	464	3573	0	0	0	"OdesyusLanding"	256	256	352	378	464	442	504	492
1372	464	3567	0	0	0	"PodCluster"	256	256	281	305	372	349	410	392
1373	464	3568	0	0	0	"PodWreckage"	128	256	462	349	388	506	432	550
1374	464	3575	0	0	0	"SiltingShore"	256	256	291	3	52	324	116	385
1375	464	3639	0	0	0	"SilvermystIsle"	256	222	23	446	494	84	557	171
1376	464	3572	0	0	0	"StillpineHold"	256	256	365	49	108	438	162	484
1377	464	3557	0	0	0	"TheExodar"	512	512	74	85	154	222	317	365
1378	464	3574	0	0	0	"ValaarsBerth"	256	256	176	303	343	209	381	265
1379	464	3570	0	0	0	"WrathscalePoint"	256	247	220	421	505	261	557	380
1380	462	3460	0	0	0	"TheGoldenStrand"	128	253	183	415	441	217	562	254
1381	462	3469	0	0	0	"ThuronsLivery"	256	128	539	305	340	606	375	638
1382	462	3911	0	0	0	"TranquilShore"	256	256	215	298	340	254	434	316
1383	462	3475	0	0	0	"Zebwatha"	128	193	554	475	510	608	551	641
1384	462	3482	0	0	0	""	0	0	0	0	341	485	581	535
1385	464	3578	0	0	0	""	0	0	0	0	86	523	144	549
1386	464	3559	0	0	0	""	0	0	0	0	395	814	478	907
1387	464	3530	0	0	0	""	0	0	0	0	404	680	453	730
1388	464	3579	0	0	0	""	0	0	0	0	551	177	577	206
1389	464	3566	0	0	0	""	0	0	0	0	551	101	594	165
1390	478	3894	0	0	0	"AuchenaiGrounds"	256	234	247	434	0	0	0	0
1391	478	3891	3890	0	0	"CarrionHill"	256	256	377	272	0	0	0	0
1392	478	3887	0	0	0	"RefugeCaravan"	128	256	316	268	330	368	334	384
1393	478	3893	3688	0	0	"RingofObservance"	256	256	310	345	406	355	472	438
1394	478	3888	0	0	0	"SethekkTomb"	256	256	245	289	342	303	360	324
1395	478	3886	0	0	0	"SmolderingCaravan"	256	208	321	460	0	0	0	0
1396	478	3890	0	0	0	""	0	0	0	0	355	462	374	485
1397	478	3889	0	0	0	"VeilRhaze"	256	256	222	362	0	0	0	0
1398	478	3892	0	0	0	"WrithingMound"	256	256	417	327	0	0	0	0
1399	467	3653	0	0	0	""	0	0	0	0	245	399	305	474
1400	467	3905	0	0	0	""	0	0	0	0	247	479	298	529
1401	467	3655	0	0	0	""	0	0	0	0	414	720	536	779
1402	467	3718	0	0	0	""	0	0	0	0	336	839	376	884
1404	467	3640	0	0	0	""	0	0	0	0	135	227	182	278
1405	478	3679	0	0	0	""	0	0	0	0	530	673	591	745
1406	478	3678	0	0	0	""	0	0	0	0	444	527	491	558
1407	475	3918	0	0	0	""	0	0	0	0	450	593	471	613
1408	475	3919	0	0	0	""	0	0	0	0	490	587	534	638
1409	462	3481	0	0	0	""	0	0	0	0	335	673	367	718
1410	465	3920	0	0	0	""	0	0	0	0	215	778	242	808
1411	465	3812	0	0	0	""	0	0	0	0	539	602	567	634
1412	475	3833	0	0	0	"RidgeofMadness"	256	410	554	258	285	663	505	691
1414	462	3485	0	0	0	""	0	0	0	0	167	263	236	329
1415	477	3630	0	0	0	""	0	0	0	0	441	328	512	396
1418	473	3753	0	0	0	""	0	0	0	0	233	564	267	611
1419	473	3945	0	0	0	""	0	0	0	0	454	566	499	607
1420	473	3758	0	0	0	""	0	0	0	0	364	611	419	674
1421	473	3749	0	0	0	""	0	0	0	0	160	517	183	543
1422	473	3927	0	0	0	""	0	0	0	0	146	534	159	550
1423	473	3939	0	0	0	""	0	0	0	0	397	687	430	719
1424	473	3944	0	0	0	""	0	0	0	0	466	572	480	593
1425	473	3928	0	0	0	""	0	0	0	0	296	415	308	435
1426	473	3938	0	0	0	""	0	0	0	0	371	550	410	579
1427	478	3902	0	0	0	""	0	0	0	0	273	629	287	645
1428	478	3901	0	0	0	""	0	0	0	0	292	693	302	703
1429	473	3932	0	0	0	""	0	0	0	0	371	446	392	472
1430	475	3951	0	0	0	""	0	0	0	0	256	612	274	629
1431	463	3510	0	0	0	""	0	0	0	0	176	565	202	676
1432	467	3841	0	0	0	""	0	0	0	0	520	697	549	719
1434	478	3686	0	0	0	""	0	0	0	0	462	228	485	255
1435	478	3677	0	0	0	""	0	0	0	0	271	296	292	316
1436	478	3689	0	0	0	""	0	0	0	0	84	482	126	526
1437	478	3676	0	0	0	""	0	0	0	0	148	574	170	609
1438	473	3933	0	0	0	""	0	0	0	0	195	392	217	416
1440	478	3973	0	0	0	""	0	0	0	0	430	627	457	656
1445	478	3978	0	0	0	""	128	128	0	0	556	708	601	763
1446	478	3976	0	0	0	""	128	128	0	0	519	675	583	708
1447	478	3974	0	0	0	""	128	128	0	0	512	614	570	650
1448	478	3975	0	0	0	""	128	128	0	0	511	653	540	678
1449	478	3697	0	0	0	""	128	128	0	0	332	332	381	448
1454	499	4087	4086	4089	4091	"SunsReachHarbor"	512	416	252	252	0	0	0	0
1455	499	4086	4087	4083	4088	"SunsReachSanctum"	512	512	251	4	0	0	0	0
1456	499	4089	0	0	0	""	0	0	0	0	183	375	219	452
1457	499	4094	0	0	0	""	0	0	0	0	294	345	317	411
1458	499	4095	0	0	0	""	0	0	0	0	152	543	184	617
1459	499	4091	0	0	0	""	0	0	0	0	332	601	362	676
1460	499	4092	0	0	0	""	0	0	0	0	400	509	588	555
1462	486	4125	4042	4125	0	"TempleCityOfEnKilah"	290	292	712	15	123	820	214	935
1463	490	4206	4255	4482	4217	"ConquestHold"	332	294	17	307	409	185	465	242
1464	486	4127	4127	4039	4109	"SteeljawsCaravan"	244	319	397	66	134	474	192	531
1465	490	4210	4199	4209	4251	"DrakTheronKeep"	382	285	0	46	112	132	203	219
1466	490	4216	4244	4266	4212	"DrakilJinRuins"	351	284	607	41	148	679	226	759
1467	486	4028	4028	4029	4269	"RiplashStrand"	382	258	293	383	500	406	585	545
1468	490	4220	4229	4218	4480	"DunArgol"	455	400	547	257	351	733	442	829
1469	486	4041	4041	4113	4043	"Kaskala"	385	316	509	214	297	618	387	709
1470	490	4208	4202	0	0	"GraniteSprings"	356	224	7	207	300	122	362	196
1471	490	395	4267	4238	4262	"GrizzleMaw"	294	227	358	187	240	425	326	539
1472	490	4215	4240	4480	0	"RageFangShrine"	475	362	312	294	351	459	414	548
1473	486	4106	4027	4106	4031	"GarroshsLanding"	267	378	153	238	317	267	375	332
1474	490	4221	4214	0	0	"ThorModan"	329	246	509	0	66	639	133	727
1475	486	4114	4114	4138	4126	"DeathsStand"	289	279	707	181	287	802	335	851
1476	486	4024	4024	4121	4026	"Coldarra"	460	381	50	0	225	172	290	344
1477	490	4242	0	0	0	"VentureBay"	274	207	18	461	525	90	604	200
1478	490	4207	0	0	0	"Voldrune"	283	247	176	421	469	244	554	336
1479	490	4204	4203	4200	0	"AmberpineLodge"	278	290	217	244	359	281	416	347
1480	486	4122	4122	4123	4133	"BorGorokOutpost"	396	203	314	0	44	463	97	543
1481	490	4222	0	0	0	"BlueSkyLoggingGrounds"	249	235	232	129	216	323	292	399
1482	490	4211	4205	4231	0	"CampOneqwah"	324	265	548	137	282	622	328	680
1483	486	4023	4023	4105	0	"AmberLedge"	244	214	325	140	207	434	260	490
1484	486	4129	4129	4020	4021	"WarsongStronghold"	260	278	329	237	321	394	391	476
1485	486	4032	4101	0	4111	"ValianceKeep"	259	302	457	264	426	545	501	615
1486	486	4141	4144	4130	4142	"TorpsFarm"	186	276	272	237	288	341	340	390
1487	486	4035	4035	4037	4108	"TheGeyserFields"	375	342	480	0	126	597	257	732
1488	486	4124	4124	4118	0	"TheDensOfDying"	203	209	662	11	79	734	142	796
1489	488	4168	4168	4165	0	"RubyDragonshrine"	188	211	374	208	288	438	363	511
1490	488	4167	4167	4227	0	"ObsidianDragonshrine"	304	203	256	104	178	341	251	430
1491	488	4180	4180	0	0	"NewHearthglen"	214	261	614	358	458	675	547	749
1492	488	4234	4188	4189	4177	"Naxxramas"	311	272	691	160	255	845	336	936
1493	491	4059	4059	4058	0	"CauldrosIsle"	181	178	490	161	221	557	260	600
1494	488	4191	4191	4194	0	"LightsRest"	299	278	703	7	135	795	209	880
1495	491	4018	4018	4479	0	"CampWinterHoof"	223	209	354	0	55	452	107	506
1496	491	4062	4062	4070	0	"ApothecaryCamp"	263	265	99	37	118	236	169	294
1497	488	4166	4152	4160	4154	"LakeIndule"	356	300	217	313	415	361	482	434
1498	491	4000	4000	4050	4402	"VengeanceLanding"	223	338	664	25	151	748	216	817
1499	488	4163	4163	4164	4158	"IcemistVillage"	235	337	134	165	217	210	308	290
1500	491	3999	3999	0	0	"SteelGate"	222	168	222	100	157	295	191	333
1501	488	4173	4173	0	0	"GalakrondsRest"	258	225	433	118	181	503	258	596
1502	491	3990	3990	3989	4077	"ScalawagPoint"	350	258	168	410	494	304	555	385
1503	491	3984	3984	4261	0	"Nifflevar"	178	208	595	240	322	647	385	713
1504	488	4179	4179	0	0	"EmeraldDragonshrine"	196	218	543	362	450	602	523	670
1505	491	4006	4065	4054	0	"Gjalerbron"	242	189	225	0	25	334	102	400
1506	488	4230	4396	4230	0	"ColdwindHeights"	213	219	403	0	80	456	156	547
1507	491	3997	0	0	0	"ExplorersLeagueOutpost"	232	216	585	336	393	722	446	783
1508	491	4048	4063	0	0	"EmberClutch"	213	256	283	203	310	367	369	432
1509	491	4061	0	0	0	"GiantsRun"	298	306	572	0	148	646	209	728
1510	491	4003	4055	4066	0	"FortWildervar"	251	192	490	0	53	574	120	642
1512	491	4005	0	0	0	"IvaldsRuin"	193	201	668	223	282	758	337	809
1513	491	3994	0	0	0	"Halgrind"	187	263	397	208	329	478	395	526
1514	488	4172	4169	4170	4171	"Angrathar"	306	242	210	0	62	310	140	412
1515	491	3991	4260	4057	0	"NewAgamand"	284	308	415	360	434	498	490	560
1516	488	4165	4165	0	0	"AgmarsHammer"	236	218	258	203	284	334	355	405
1517	491	4002	0	0	0	"Skorn"	238	232	343	108	187	421	258	483
1518	491	4053	4052	4051	0	"TheTwistedGlade"	266	210	420	57	94	523	133	563
1519	488	4161	0	4183	4176	"WyrmrestTemple"	317	353	453	219	273	543	393	654
1520	491	3983	3981	3980	3982	"UtgardeKeep"	248	382	477	216	265	541	350	627
1521	488	4151	4151	4157	4478	"WestwindRefugeeCamp"	229	299	42	187	267	109	351	169
1522	491	3998	4071	0	0	"WestguardKeep"	347	220	90	180	248	250	308	356
1523	488	4186	4186	4232	0	"VenomSpite"	226	212	661	264	378	744	424	801
1524	491	3992	3988	3987	0	"AncientLift"	177	191	342	351	394	386	467	467
1525	488	4185	4185	4241	0	"TheForgottenShore"	301	286	698	332	429	768	517	885
1526	491	3996	0	0	0	"BaelgunsExcavationSite"	244	305	621	327	455	705	499	748
1527	491	4001	4403	4263	0	"Baleheim"	174	173	576	170	234	632	290	702
1528	488	4187	4187	4253	0	"TheCrystalVice"	229	259	487	0	87	576	176	663
1529	488	4193	4193	4175	0	"ScarletPoint"	235	354	569	7	133	689	211	767
1530	496	4375	0	0	0	"GunDrak"	336	297	629	0	62	788	163	888
1531	496	4278	4279	0	0	"DrakSotraFields"	286	265	326	358	491	396	538	441
1532	496	4320	4275	4319	4318	"AmphitheaterOfAnguish"	266	254	289	287	342	448	413	516
1533	496	4276	4294	0	0	"AltarOfSseratus"	237	248	288	168	224	377	297	433
1534	496	4321	4327	4328	0	"AltarOfRhunok"	247	304	431	127	205	503	285	566
1535	496	4325	0	0	0	"AltarOfQuetzLun"	261	288	607	251	361	742	433	799
1536	496	4329	4372	4371	0	"AltarOfMamToth"	311	317	575	88	271	701	340	767
1537	496	4322	4324	0	0	"AltarOfHarKoa"	265	257	533	345	435	618	487	674
1538	496	4323	4326	0	0	"ZimTorga"	249	258	479	241	358	565	416	625
1539	496	4310	4312	4311	4481	"Zeramas"	307	256	7	412	473	183	534	241
1540	496	4314	4468	4315	0	"Voltarus"	218	291	174	191	272	253	333	312
1541	496	4313	4469	0	0	"ThrymsEnd"	272	268	0	247	353	135	414	203
1542	496	4317	4316	4374	0	"LightsBreach"	321	305	181	363	490	295	533	346
1543	496	4299	0	0	0	"Kolramas"	302	231	380	437	494	594	544	649
1544	493	4290	0	4302	4304	"RiversHeart"	468	329	359	339	387	444	460	518
1545	493	4376	4368	0	0	"TheSavageThicket"	293	229	396	51	146	433	205	505
1546	493	4400	4300	0	0	"TheMosslightPillar"	239	313	265	355	468	335	539	386
1547	493	4412	0	0	0	"TheMakersOverlook"	233	286	705	236	342	782	400	840
1548	493	4413	0	0	0	"TheMakersPerch"	249	248	172	135	245	271	291	323
1549	493	4389	4284	0	4391	"TheSuntouchedPillar"	455	316	82	186	317	308	382	358
1550	493	4291	4386	0	0	"RainspeakerCanopy"	207	235	427	244	322	508	381	568
1551	493	4296	4283	0	0	"TheLifebloodPillar"	312	369	501	134	367	631	437	689
1552	493	4282	0	0	0	"TheAvalanche"	322	265	596	92	188	692	275	801
1553	493	4307	4306	4369	4308	"TheGlimmeringPillar"	294	327	308	34	217	469	269	523
1555	493	4287	4288	4483	0	"KartaksHold"	329	293	76	375	518	216	575	269
1556	493	4392	0	0	0	"TheStormwrightsShelf"	268	288	138	58	197	219	252	271
1558	490	4159	4366	0	0	"UrsocsDen"	328	260	331	32	157	525	224	612
1559	491	3988	3987	3992	0	"Kamagua"	333	265	99	278	355	212	418	286
1561	492	4518	4519	4521	4520	"Corprethar"	308	212	342	392	438	447	507	522
1562	492	4496	4526	4527	4528	"Jotunheim"	393	474	22	122	220	233	303	310
1563	492	4522	0	0	0	"IcecrownCitadel"	308	202	392	466	519	489	630	596
1564	492	4417	0	0	0	"OnslaughtHarbor"	204	268	0	167	234	50	340	129
1565	492	4506	4505	0	0	"Scourgeholme"	245	239	690	267	367	755	439	815
1566	492	4533	0	0	0	"SindragosasFall"	300	343	626	31	223	688	282	794
1568	492	4507	4503	4508	0	"TheBrokenFront"	283	231	558	329	390	650	472	737
1570	492	4531	0	0	0	"TheFleshwerks"	219	283	218	291	410	292	478	372
1571	492	4477	4517	0	0	"TheShadowVault"	223	399	321	15	115	409	187	480
1572	492	4510	4516	4540	0	"Aldurthar"	373	375	355	37	161	482	250	577
1573	492	4524	4492	4497	0	"Valhalas"	238	240	217	50	128	328	196	402
1574	492	4504	4501	0	0	"ValleyofEchoes"	269	217	715	390	433	767	492	826
1575	492	4513	0	0	0	"Ymirheim"	223	207	444	276	331	506	423	593
1576	495	4438	4437	4442	0	"DunNiffelem"	309	383	481	285	368	600	424	688
1577	495	4463	4444	4441	0	"TempleofLife"	182	270	570	113	278	628	321	669
1579	495	4422	4423	0	0	"BrunnhildarVillage"	305	298	339	370	419	433	494	526
1580	495	4452	4453	0	0	"BorsBreath"	322	195	109	375	434	323	487	385
1581	495	4424	0	0	0	"Valkyrion"	228	158	98	318	380	205	430	276
1582	495	4445	4543	0	0	"Ulduar"	369	265	218	0	36	330	198	498
1583	495	4440	4439	4495	0	"Thunderfall"	306	484	627	179	290	691	358	768
1584	495	4446	4464	4429	4465	"TerraceoftheMakers"	363	341	292	122	251	449	349	561
1585	495	4430	0	0	0	"TempleofStorms"	169	164	239	301	352	298	424	360
1587	495	4458	4419	4418	4459	"SparksocketMinefield"	251	200	242	468	538	325	587	379
1588	495	4436	0	0	0	"SnowdriftPlains"	205	232	162	143	258	250	304	298
1589	495	4434	0	0	0	"Nidavelir"	221	200	108	206	310	210	361	269
1590	495	4435	4484	0	0	"NarvirsCradle"	180	239	214	144	242	301	288	345
1591	495	4460	4421	4461	0	"GarmsBane"	184	191	395	470	518	443	575	502
1592	495	4428	4490	0	0	"Frosthold"	244	220	134	429	473	273	515	316
1593	495	4431	4432	4473	0	"EngineoftheMakers"	210	179	316	296	362	378	405	441
1594	492	4515	4523	0	0	"TheConflagration"	227	210	327	305	338	398	418	477
1596	492	4509	4537	0	0	"TheBombardment"	248	243	538	181	252	597	338	679
1597	510	4555	0	0	0	"TheAzureFront"	416	424	0	244	350	207	471	323
1598	510	4552	0	0	0	"TheDecrepitFlow"	288	222	0	0	49	99	158	223
1599	510	4558	0	0	0	"SunreaversCommand"	446	369	536	40	277	729	343	811
1600	510	4553	0	0	0	"ForlornWoods"	544	668	129	0	239	382	331	480
1601	510	4559	0	0	0	"WindrunnersOverlook"	558	285	444	383	522	710	588	795
1602	510	4556	0	0	0	"VioletStand"	264	303	0	176	263	94	328	199
1603	510	4549	0	0	0	"TheGreatTree"	252	260	0	91	197	101	257	161
1604	510	4557	0	0	0	"TheUnboundThicket"	502	477	500	105	343	582	465	716
1605	501	4586	0	0	0	""	0	0	0	0	0	0	0	0
1606	501	4582	0	0	0	""	0	0	0	0	0	0	0	0
