field0	field1	field2
135277	INV_SWORD_07.BLP	INTERFACE\ICONS\
135279	INV_SWORD_09.BLP	INTERFACE\ICONS\
135291	INV_SWORD_11.BLP	INTERFACE\ICONS\
135430	INV_THROWINGKNIFE_06.BLP	INTERFACE\ICONS\
135437	INV_TRADESKILLITEM_03.BLP	INTERFACE\ICONS\
135582	INV_WEAPON_HALBERD_12.BLP	INTERFACE\ICONS\
135639	INV_WEAPON_SHORTBLADE_03.BLP	INTERFACE\ICONS\
135642	INV_WEAPON_SHORTBLADE_06.BLP	INTERFACE\ICONS\
135643	INV_WEAPON_SHORTBLADE_07.BLP	INTERFACE\ICONS\
135725	RACIAL_DWARF_FINDTREASURE.BLP	INTERFACE\ICONS\
135728	SPELL_ARCANE_ARCANE01.BLP	INTERFACE\ICONS\
135729	SPELL_ARCANE_ARCANE02.BLP	INTERFACE\ICONS\
135730	SPELL_ARCANE_ARCANE03.BLP	INTERFACE\ICONS\
135731	SPELL_ARCANE_ARCANE04.BLP	INTERFACE\ICONS\
135732	SPELL_ARCANE_ARCANEPOTENCY.BLP	INTERFACE\ICONS\
135733	SPELL_ARCANE_ARCANERESILIENCE.BLP	INTERFACE\ICONS\
135734	SPELL_ARCANE_ARCANETORRENT.BLP	INTERFACE\ICONS\
135735	SPELL_ARCANE_BLAST.BLP	INTERFACE\ICONS\
135736	SPELL_ARCANE_BLINK.BLP	INTERFACE\ICONS\
135737	SPELL_ARCANE_FOCUSEDPOWER.BLP	INTERFACE\ICONS\
135739	SPELL_ARCANE_MASSDISPEL.BLP	INTERFACE\ICONS\
135740	SPELL_ARCANE_MINDMASTERY.BLP	INTERFACE\ICONS\
135741	SPELL_ARCANE_PORTALDARNASSUS.BLP	INTERFACE\ICONS\
135743	SPELL_ARCANE_PORTALIRONFORGE.BLP	INTERFACE\ICONS\
135749	SPELL_ARCANE_PORTALTHERAMORE.BLP	INTERFACE\ICONS\
135752	SPELL_ARCANE_PRISMATICCLOAK.BLP	INTERFACE\ICONS\
135753	SPELL_ARCANE_STARFIRE.BLP	INTERFACE\ICONS\
135759	SPELL_ARCANE_TELEPORTORGRIMMAR.BLP	INTERFACE\ICONS\
135767	SPELL_BROKENHEART.BLP	INTERFACE\ICONS\
135769	SPELL_CHARGEPOSITIVE.BLP	INTERFACE\ICONS\
135770	SPELL_DEATHKNIGHT_BLOODPRESENCE.BLP	INTERFACE\ICONS\
135773	SPELL_DEATHKNIGHT_FROSTPRESENCE.BLP	INTERFACE\ICONS\
135777	SPELL_FIRE_BLUEFIRE.BLP	INTERFACE\ICONS\
135778	SPELL_FIRE_BLUEFIRENOVA.BLP	INTERFACE\ICONS\
135781	SPELL_FIRE_BLUEFLAMEBREATH.BLP	INTERFACE\ICONS\
135782	SPELL_FIRE_BLUEFLAMERING.BLP	INTERFACE\ICONS\
135784	SPELL_FIRE_BLUEHELLFIRE.BLP	INTERFACE\ICONS\
135785	SPELL_FIRE_BLUEIMMOLATION.BLP	INTERFACE\ICONS\
135786	SPELL_FIRE_BLUEPYROBLAST.BLP	INTERFACE\ICONS\
135788	SPELL_FIRE_BURNINGSPEED.BLP	INTERFACE\ICONS\
135789	SPELL_FIRE_BURNOUT.BLP	INTERFACE\ICONS\
135790	SPELL_FIRE_ELEMENTAL_TOTEM.BLP	INTERFACE\ICONS\
135791	SPELL_FIRE_ELEMENTALDEVASTATION.BLP	INTERFACE\ICONS\
135793	SPELL_FIRE_FELCANO.BLP	INTERFACE\ICONS\
135794	SPELL_FIRE_FELFIRE.BLP	INTERFACE\ICONS\
135795	SPELL_FIRE_FELFIRENOVA.BLP	INTERFACE\ICONS\
135796	SPELL_FIRE_FELFIREWARD.BLP	INTERFACE\ICONS\
135797	SPELL_FIRE_FELFLAMEBOLT.BLP	INTERFACE\ICONS\
135798	SPELL_FIRE_FELFLAMEBREATH.BLP	INTERFACE\ICONS\
135799	SPELL_FIRE_FELFLAMERING.BLP	INTERFACE\ICONS\
135800	SPELL_FIRE_FELFLAMESTRIKE.BLP	INTERFACE\ICONS\
135801	SPELL_FIRE_FELHELLFIRE.BLP	INTERFACE\ICONS\
135802	SPELL_FIRE_FELIMMOLATION.BLP	INTERFACE\ICONS\
135803	SPELL_FIRE_FELPYROBLAST.BLP	INTERFACE\ICONS\
135804	SPELL_FIRE_FELRAINOFFIRE.BLP	INTERFACE\ICONS\
135805	SPELL_FIRE_FIRE.BLP	INTERFACE\ICONS\
135806	SPELL_FIRE_FIREARMOR.BLP	INTERFACE\ICONS\
135807	SPELL_FIRE_FIREBALL.BLP	INTERFACE\ICONS\
135808	SPELL_FIRE_FIREBALL02.BLP	INTERFACE\ICONS\
135809	SPELL_FIRE_FIREBOLT.BLP	INTERFACE\ICONS\
135810	SPELL_FIRE_FIREBOLT02.BLP	INTERFACE\ICONS\
135811	SPELL_FIRE_FLAMEBLADES.BLP	INTERFACE\ICONS\
135812	SPELL_FIRE_FLAMEBOLT.BLP	INTERFACE\ICONS\
135813	SPELL_FIRE_FLAMESHOCK.BLP	INTERFACE\ICONS\
135814	SPELL_FIRE_FLAMETOUNGE.BLP	INTERFACE\ICONS\
135815	SPELL_FIRE_FLARE.BLP	INTERFACE\ICONS\
135817	SPELL_FIRE_IMMOLATION.BLP	INTERFACE\ICONS\
135818	SPELL_FIRE_INCINERATE.BLP	INTERFACE\ICONS\
135819	SPELL_FIRE_LAVASPAWN.BLP	INTERFACE\ICONS\
135821	SPELL_FIRE_METEORSTORM.BLP	INTERFACE\ICONS\
135822	SPELL_FIRE_MOLTENBLOOD.BLP	INTERFACE\ICONS\
135823	SPELL_FIRE_PLAYINGWITHFIRE.BLP	INTERFACE\ICONS\
135824	SPELL_FIRE_SEALOFFIRE.BLP	INTERFACE\ICONS\
135825	SPELL_FIRE_SEARINGTOTEM.BLP	INTERFACE\ICONS\
135826	SPELL_FIRE_SELFDESTRUCT.BLP	INTERFACE\ICONS\
135827	SPELL_FIRE_SOULBURN.BLP	INTERFACE\ICONS\
135829	SPELL_FIRE_TOTEMOFWRATH.BLP	INTERFACE\ICONS\
135830	SPELL_FIRE_VOLCANO.BLP	INTERFACE\ICONS\
135831	SPELL_FIRE_WINDSOFWOE.BLP	INTERFACE\ICONS\
135833	SPELL_FROST_ARCTICWINDS.BLP	INTERFACE\ICONS\
135834	SPELL_FROST_CHAINSOFICE.BLP	INTERFACE\ICONS\
135836	SPELL_FROST_CHILLINGBLAST.BLP	INTERFACE\ICONS\
135838	SPELL_FROST_COLDHEARTED.BLP	INTERFACE\ICONS\
135840	SPELL_FROST_FREEZINGBREATH.BLP	INTERFACE\ICONS\
135841	SPELL_FROST_FROST.BLP	INTERFACE\ICONS\
135842	SPELL_FROST_FROSTARMOR.BLP	INTERFACE\ICONS\
135843	SPELL_FROST_FROSTARMOR02.BLP	INTERFACE\ICONS\
135844	SPELL_FROST_FROSTBLAST.BLP	INTERFACE\ICONS\
135845	SPELL_FROST_FROSTBOLT.BLP	INTERFACE\ICONS\
135846	SPELL_FROST_FROSTBOLT02.BLP	INTERFACE\ICONS\
135847	SPELL_FROST_FROSTBRAND.BLP	INTERFACE\ICONS\
135848	SPELL_FROST_FROSTNOVA.BLP	INTERFACE\ICONS\
135849	SPELL_FROST_FROSTSHOCK.BLP	INTERFACE\ICONS\
135850	SPELL_FROST_FROSTWARD.BLP	INTERFACE\ICONS\
135851	SPELL_FROST_FROZENCORE.BLP	INTERFACE\ICONS\
135852	SPELL_FROST_GLACIER.BLP	INTERFACE\ICONS\
135854	SPELL_FROST_ICEFLOES.BLP	INTERFACE\ICONS\
135855	SPELL_FROST_ICESHARD.BLP	INTERFACE\ICONS\
135856	SPELL_FROST_ICESHOCK.BLP	INTERFACE\ICONS\
135857	SPELL_FROST_ICESTORM.BLP	INTERFACE\ICONS\
135859	SPELL_FROST_MANARECHARGE.BLP	INTERFACE\ICONS\
135860	SPELL_FROST_STUN.BLP	INTERFACE\ICONS\
135861	SPELL_FROST_SUMMONWATERELEMENTAL.BLP	INTERFACE\ICONS\
135862	SPELL_FROST_SUMMONWATERELEMENTAL_2.BLP	INTERFACE\ICONS\
135863	SPELL_FROST_WINDWALKON.BLP	INTERFACE\ICONS\
135867	SPELL_HOLIDAY_TOW_SPICECLOUD.BLP	INTERFACE\ICONS\
135872	SPELL_HOLY_AURAMASTERY.BLP	INTERFACE\ICONS\
135873	SPELL_HOLY_AURAOFLIGHT.BLP	INTERFACE\ICONS\
135875	SPELL_HOLY_AVENGINEWRATH.BLP	INTERFACE\ICONS\
135880	SPELL_HOLY_BLESSINGOFPROTECTION.BLP	INTERFACE\ICONS\
135887	SPELL_HOLY_CIRCLEOFRENEWAL.BLP	INTERFACE\ICONS\
135888	SPELL_HOLY_CONSUMEMAGIC.BLP	INTERFACE\ICONS\
135889	SPELL_HOLY_CRUSADE.BLP	INTERFACE\ICONS\
135891	SPELL_HOLY_CRUSADERSTRIKE.BLP	INTERFACE\ICONS\
135893	SPELL_HOLY_DEVOTIONAURA.BLP	INTERFACE\ICONS\
135894	SPELL_HOLY_DISPELMAGIC.BLP	INTERFACE\ICONS\
135897	SPELL_HOLY_DIVINEPURPOSE.BLP	INTERFACE\ICONS\
135898	SPELL_HOLY_DIVINESPIRIT.BLP	INTERFACE\ICONS\
135899	SPELL_HOLY_DIZZY.BLP	INTERFACE\ICONS\
135900	SPELL_HOLY_ELUNESGRACE.BLP	INTERFACE\ICONS\
135902	SPELL_HOLY_EXCORCISM.BLP	INTERFACE\ICONS\
135903	SPELL_HOLY_EXCORCISM_02.BLP	INTERFACE\ICONS\
135906	SPELL_HOLY_FISTOFJUSTICE.BLP	INTERFACE\ICONS\
135907	SPELL_HOLY_FLASHHEAL.BLP	INTERFACE\ICONS\
135915	SPELL_HOLY_HEAL.BLP	INTERFACE\ICONS\
135916	SPELL_HOLY_HEAL02.BLP	INTERFACE\ICONS\
135917	SPELL_HOLY_HEALINGAURA.BLP	INTERFACE\ICONS\
135920	SPELL_HOLY_HOLYBOLT.BLP	INTERFACE\ICONS\
135924	SPELL_HOLY_HOLYSMITE.BLP	INTERFACE\ICONS\
135926	SPELL_HOLY_INNERFIRE.BLP	INTERFACE\ICONS\
135928	SPELL_HOLY_LAYONHANDS.BLP	INTERFACE\ICONS\
135932	SPELL_HOLY_MAGICALSENTRY.BLP	INTERFACE\ICONS\
135935	SPELL_HOLY_NULLIFYDISEASE.BLP	INTERFACE\ICONS\
135940	SPELL_HOLY_POWERWORDSHIELD.BLP	INTERFACE\ICONS\
135943	SPELL_HOLY_PRAYEROFHEALING02.BLP	INTERFACE\ICONS\
135950	SPELL_HOLY_PURIFYINGPOWER.BLP	INTERFACE\ICONS\
135953	SPELL_HOLY_RENEW.BLP	INTERFACE\ICONS\
135954	SPELL_HOLY_RESTORATION.BLP	INTERFACE\ICONS\
135955	SPELL_HOLY_RESURRECTION.BLP	INTERFACE\ICONS\
135963	SPELL_HOLY_SEALOFMIGHT.BLP	INTERFACE\ICONS\
135966	SPELL_HOLY_SEALOFSACRIFICE.BLP	INTERFACE\ICONS\
135967	SPELL_HOLY_SEALOFSALVATION.BLP	INTERFACE\ICONS\
135971	SPELL_HOLY_SEALOFWRATH.BLP	INTERFACE\ICONS\
135973	SPELL_HOLY_SEARINGLIGHTPRIEST.BLP	INTERFACE\ICONS\
135975	SPELL_HOLY_SILENCE.BLP	INTERFACE\ICONS\
135976	SPELL_HOLY_SPELLWARDING.BLP	INTERFACE\ICONS\
135977	SPELL_HOLY_SPIRITUALGUIDENCE.BLP	INTERFACE\ICONS\
135980	SPELL_HOLY_SUMMONLIGHTWELL.BLP	INTERFACE\ICONS\
135981	SPELL_HOLY_SURGEOFLIGHT.BLP	INTERFACE\ICONS\
135987	SPELL_HOLY_WORDFORTITUDE.BLP	INTERFACE\ICONS\
135988	SPELL_ICE_LAMENT.BLP	INTERFACE\ICONS\
135989	SPELL_ICE_MAGICDAMAGE.BLP	INTERFACE\ICONS\
135990	SPELL_LIGHTNING_LIGHTNINGBOLT01.BLP	INTERFACE\ICONS\
135991	SPELL_MAGEARMOR.BLP	INTERFACE\ICONS\
135993	SPELL_MAGIC_GREATERBLESSINGOFKINGS.BLP	INTERFACE\ICONS\
135994	SPELL_MAGIC_LESSERINVISIBILTY.BLP	INTERFACE\ICONS\
135995	SPELL_MAGIC_MAGEARMOR.BLP	INTERFACE\ICONS\
135996	SPELL_MAGIC_POLYMORPHCHICKEN.BLP	INTERFACE\ICONS\
135997	SPELL_MAGIC_POLYMORPHPIG.BLP	INTERFACE\ICONS\
135999	SPELL_MISC_DRINK.BLP	INTERFACE\ICONS\
136006	SPELL_NATURE_ABOLISHMAGIC.BLP	INTERFACE\ICONS\
136007	SPELL_NATURE_ACID_01.BLP	INTERFACE\ICONS\
136010	SPELL_NATURE_ASTRALRECAL.BLP	INTERFACE\ICONS\
136011	SPELL_NATURE_ASTRALRECALGROUP.BLP	INTERFACE\ICONS\
136012	SPELL_NATURE_BLOODLUST.BLP	INTERFACE\ICONS\
136014	SPELL_NATURE_CALLSTORM.BLP	INTERFACE\ICONS\
136015	SPELL_NATURE_CHAINLIGHTNING.BLP	INTERFACE\ICONS\
136016	SPELL_NATURE_CORROSIVEBREATH.BLP	INTERFACE\ICONS\
136018	SPELL_NATURE_CYCLONE.BLP	INTERFACE\ICONS\
136020	SPELL_NATURE_DROWSY.BLP	INTERFACE\ICONS\
136021	SPELL_NATURE_DRYADDISPELMAGIC.BLP	INTERFACE\ICONS\
136022	SPELL_NATURE_EARTHBIND.BLP	INTERFACE\ICONS\
136024	SPELL_NATURE_EARTHELEMENTAL_TOTEM.BLP	INTERFACE\ICONS\
136025	SPELL_NATURE_EARTHQUAKE.BLP	INTERFACE\ICONS\
136026	SPELL_NATURE_EARTHSHOCK.BLP	INTERFACE\ICONS\
136028	SPELL_NATURE_ELEMENTALPRECISION_1.BLP	INTERFACE\ICONS\
136029	SPELL_NATURE_ELEMENTALPRECISION_2.BLP	INTERFACE\ICONS\
136030	SPELL_NATURE_ELEMENTALSHIELDS.BLP	INTERFACE\ICONS\
136031	SPELL_NATURE_ENCHANTARMOR.BLP	INTERFACE\ICONS\
136035	SPELL_NATURE_FOCUSEDMIND.BLP	INTERFACE\ICONS\
136036	SPELL_NATURE_FORCEOFNATURE.BLP	INTERFACE\ICONS\
136037	SPELL_NATURE_GIFTOFTHEWATERSPIRIT.BLP	INTERFACE\ICONS\
136039	SPELL_NATURE_GROUNDINGTOTEM.BLP	INTERFACE\ICONS\
136040	SPELL_NATURE_GUARDIANWARD.BLP	INTERFACE\ICONS\
136041	SPELL_NATURE_HEALINGTOUCH.BLP	INTERFACE\ICONS\
136042	SPELL_NATURE_HEALINGWAVEGREATER.BLP	INTERFACE\ICONS\
136043	SPELL_NATURE_HEALINGWAVELESSER.BLP	INTERFACE\ICONS\
136044	SPELL_NATURE_HEALINGWAY.BLP	INTERFACE\ICONS\
136045	SPELL_NATURE_INSECTSWARM.BLP	INTERFACE\ICONS\
136048	SPELL_NATURE_LIGHTNING.BLP	INTERFACE\ICONS\
136049	SPELL_NATURE_LIGHTNINGBOLT.BLP	INTERFACE\ICONS\
136050	SPELL_NATURE_LIGHTNINGOVERLOAD.BLP	INTERFACE\ICONS\
136051	SPELL_NATURE_LIGHTNINGSHIELD.BLP	INTERFACE\ICONS\
136052	SPELL_NATURE_MAGICIMMUNITY.BLP	INTERFACE\ICONS\
136056	SPELL_NATURE_MIRRORIMAGE.BLP	INTERFACE\ICONS\
136057	SPELL_NATURE_MOONGLOW.BLP	INTERFACE\ICONS\
136059	SPELL_NATURE_NATUREBLESSING.BLP	INTERFACE\ICONS\
136060	SPELL_NATURE_NATUREGUARDIAN.BLP	INTERFACE\ICONS\
136063	SPELL_NATURE_NATURESWRATH.BLP	INTERFACE\ICONS\
136064	SPELL_NATURE_NATURETOUCHDECAY.BLP	INTERFACE\ICONS\
136066	SPELL_NATURE_NULLIFYDISEASE.BLP	INTERFACE\ICONS\
136067	SPELL_NATURE_NULLIFYPOISON.BLP	INTERFACE\ICONS\
136070	SPELL_NATURE_POISONCLEANSINGTOTEM.BLP	INTERFACE\ICONS\
136071	SPELL_NATURE_POLYMORPH.BLP	INTERFACE\ICONS\
136072	SPELL_NATURE_POLYMORPH_COW.BLP	INTERFACE\ICONS\
136075	SPELL_NATURE_PURGE.BLP	INTERFACE\ICONS\
136077	SPELL_NATURE_REGENERATE.BLP	INTERFACE\ICONS\
136079	SPELL_NATURE_REGENERATION_02.BLP	INTERFACE\ICONS\
136080	SPELL_NATURE_REINCARNATION.BLP	INTERFACE\ICONS\
136081	SPELL_NATURE_REJUVENATION.BLP	INTERFACE\ICONS\
136085	SPELL_NATURE_RESISTNATURE.BLP	INTERFACE\ICONS\
136088	SPELL_NATURE_SHAMANRAGE.BLP	INTERFACE\ICONS\
136090	SPELL_NATURE_SLEEP.BLP	INTERFACE\ICONS\
136091	SPELL_NATURE_SLOW.BLP	INTERFACE\ICONS\
136092	SPELL_NATURE_SLOWINGTOTEM.BLP	INTERFACE\ICONS\
136093	SPELL_NATURE_SLOWPOISON.BLP	INTERFACE\ICONS\
136095	SPELL_NATURE_SPIRITWOLF.BLP	INTERFACE\ICONS\
136096	SPELL_NATURE_STARFALL.BLP	INTERFACE\ICONS\
136098	SPELL_NATURE_STONESKINTOTEM.BLP	INTERFACE\ICONS\
136099	SPELL_NATURE_STORMREACH.BLP	INTERFACE\ICONS\
136100	SPELL_NATURE_STRANGLEVINES.BLP	INTERFACE\ICONS\
136101	SPELL_NATURE_STRENGTH.BLP	INTERFACE\ICONS\
136102	SPELL_NATURE_STRENGTHOFEARTHTOTEM02.BLP	INTERFACE\ICONS\
136104	SPELL_NATURE_THORNS.BLP	INTERFACE\ICONS\
136105	SPELL_NATURE_THUNDERCLAP.BLP	INTERFACE\ICONS\
136106	SPELL_NATURE_TIMESTOP.BLP	INTERFACE\ICONS\
136107	SPELL_NATURE_TRANQUILITY.BLP	INTERFACE\ICONS\
136111	SPELL_NATURE_UNRELENTINGSTORM.BLP	INTERFACE\ICONS\
136112	SPELL_NATURE_UNYEILDINGSTAMINA.BLP	INTERFACE\ICONS\
136113	SPELL_NATURE_WEB.BLP	INTERFACE\ICONS\
136114	SPELL_NATURE_WINDFURY.BLP	INTERFACE\ICONS\
136115	SPELL_NATURE_WISPHEAL.BLP	INTERFACE\ICONS\
136116	SPELL_NATURE_WISPSPLODE.BLP	INTERFACE\ICONS\
136118	SPELL_SHADOW_ABOMINATIONEXPLOSION.BLP	INTERFACE\ICONS\
136119	SPELL_SHADOW_ANIMATEDEAD.BLP	INTERFACE\ICONS\
136120	SPELL_SHADOW_ANTIMAGICSHELL.BLP	INTERFACE\ICONS\
136121	SPELL_SHADOW_ANTISHADOW.BLP	INTERFACE\ICONS\
136122	SPELL_SHADOW_AURAOFDARKNESS.BLP	INTERFACE\ICONS\
136123	SPELL_SHADOW_BLACKPLAGUE.BLP	INTERFACE\ICONS\
136124	SPELL_SHADOW_BLOODBOIL.BLP	INTERFACE\ICONS\
136126	SPELL_SHADOW_BURNINGSPIRIT.BLP	INTERFACE\ICONS\
136127	SPELL_SHADOW_CALLOFBONE.BLP	INTERFACE\ICONS\
136128	SPELL_SHADOW_CARRIONSWARM.BLP	INTERFACE\ICONS\
136129	SPELL_SHADOW_CHARM.BLP	INTERFACE\ICONS\
136130	SPELL_SHADOW_CHILLTOUCH.BLP	INTERFACE\ICONS\
136131	SPELL_SHADOW_CONEOFSILENCE.BLP	INTERFACE\ICONS\
136132	SPELL_SHADOW_CONTAGION.BLP	INTERFACE\ICONS\
136133	SPELL_SHADOW_CORPSEEXPLODE.BLP	INTERFACE\ICONS\
136135	SPELL_SHADOW_CRIPPLE.BLP	INTERFACE\ICONS\
136136	SPELL_SHADOW_CURSE.BLP	INTERFACE\ICONS\
136137	SPELL_SHADOW_CURSEOFACHIMONDE.BLP	INTERFACE\ICONS\
136138	SPELL_SHADOW_CURSEOFMANNOROTH.BLP	INTERFACE\ICONS\
136139	SPELL_SHADOW_CURSEOFSARGERAS.BLP	INTERFACE\ICONS\
136140	SPELL_SHADOW_CURSEOFTOUNGES.BLP	INTERFACE\ICONS\
136142	SPELL_SHADOW_DARKSUMMONING.BLP	INTERFACE\ICONS\
136143	SPELL_SHADOW_DEADOFNIGHT.BLP	INTERFACE\ICONS\
136144	SPELL_SHADOW_DEATHANDDECAY.BLP	INTERFACE\ICONS\
136145	SPELL_SHADOW_DEATHCOIL.BLP	INTERFACE\ICONS\
136146	SPELL_SHADOW_DEATHPACT.BLP	INTERFACE\ICONS\
136147	SPELL_SHADOW_DEATHSCREAM.BLP	INTERFACE\ICONS\
136148	SPELL_SHADOW_DEMONBREATH.BLP	INTERFACE\ICONS\
136149	SPELL_SHADOW_DEMONICFORTITUDE.BLP	INTERFACE\ICONS\
136150	SPELL_SHADOW_DEMONICTACTICS.BLP	INTERFACE\ICONS\
136153	SPELL_SHADOW_DETECTLESSERINVISIBILITY.BLP	INTERFACE\ICONS\
136155	SPELL_SHADOW_EVILEYE.BLP	INTERFACE\ICONS\
136157	SPELL_SHADOW_FINGEROFDEATH.BLP	INTERFACE\ICONS\
136158	SPELL_SHADOW_FOCUSEDPOWER.BLP	INTERFACE\ICONS\
136159	SPELL_SHADOW_FUMBLE.BLP	INTERFACE\ICONS\
136160	SPELL_SHADOW_GATHERSHADOWS.BLP	INTERFACE\ICONS\
136162	SPELL_SHADOW_GRIMWARD.BLP	INTERFACE\ICONS\
136163	SPELL_SHADOW_HAUNTING.BLP	INTERFACE\ICONS\
136164	SPELL_SHADOW_IMPPHASESHIFT.BLP	INTERFACE\ICONS\
136165	SPELL_SHADOW_IMPROVEDVAMPIRICEMBRACE.BLP	INTERFACE\ICONS\
136168	SPELL_SHADOW_LIFEDRAIN.BLP	INTERFACE\ICONS\
136169	SPELL_SHADOW_LIFEDRAIN02.BLP	INTERFACE\ICONS\
136170	SPELL_SHADOW_MANABURN.BLP	INTERFACE\ICONS\
136171	SPELL_SHADOW_MANAFEED.BLP	INTERFACE\ICONS\
136172	SPELL_SHADOW_METAMORPHOSIS.BLP	INTERFACE\ICONS\
136173	SPELL_SHADOW_MINDBOMB.BLP	INTERFACE\ICONS\
136175	SPELL_SHADOW_MINDSTEAL.BLP	INTERFACE\ICONS\
136176	SPELL_SHADOW_MISERY.BLP	INTERFACE\ICONS\
136181	SPELL_SHADOW_PAINSPIKE.BLP	INTERFACE\ICONS\
136182	SPELL_SHADOW_PLAGUECLOUD.BLP	INTERFACE\ICONS\
136183	SPELL_SHADOW_POSSESSION.BLP	INTERFACE\ICONS\
136184	SPELL_SHADOW_PSYCHICSCREAM.BLP	INTERFACE\ICONS\
136185	SPELL_SHADOW_RAGINGSCREAM.BLP	INTERFACE\ICONS\
136186	SPELL_SHADOW_RAINOFFIRE.BLP	INTERFACE\ICONS\
136187	SPELL_SHADOW_RAISEDEAD.BLP	INTERFACE\ICONS\
136188	SPELL_SHADOW_REQUIEM.BLP	INTERFACE\ICONS\
136189	SPELL_SHADOW_RITUALOFSACRIFICE.BLP	INTERFACE\ICONS\
136190	SPELL_SHADOW_SACRIFICIALSHIELD.BLP	INTERFACE\ICONS\
136193	SPELL_SHADOW_SEEDOFDESTRUCTION.BLP	INTERFACE\ICONS\
136194	SPELL_SHADOW_SHADESOFDARKNESS.BLP	INTERFACE\ICONS\
136195	SPELL_SHADOW_SHADETRUESIGHT.BLP	INTERFACE\ICONS\
136197	SPELL_SHADOW_SHADOWBOLT.BLP	INTERFACE\ICONS\
136198	SPELL_SHADOW_SHADOWEMBRACE.BLP	INTERFACE\ICONS\
136199	SPELL_SHADOW_SHADOWFIEND.BLP	INTERFACE\ICONS\
136201	SPELL_SHADOW_SHADOWFURY.BLP	INTERFACE\ICONS\
136202	SPELL_SHADOW_SHADOWMEND.BLP	INTERFACE\ICONS\
136204	SPELL_SHADOW_SHADOWPOWER.BLP	INTERFACE\ICONS\
136205	SPELL_SHADOW_SHADOWWARD.BLP	INTERFACE\ICONS\
136206	SPELL_SHADOW_SHADOWWORDDOMINATE.BLP	INTERFACE\ICONS\
136207	SPELL_SHADOW_SHADOWWORDPAIN.BLP	INTERFACE\ICONS\
136208	SPELL_SHADOW_SIPHONMANA.BLP	INTERFACE\ICONS\
136209	SPELL_SHADOW_SOOTHINGKISS.BLP	INTERFACE\ICONS\
136211	SPELL_SHADOW_SOULLEECH.BLP	INTERFACE\ICONS\
136212	SPELL_SHADOW_SOULLEECH_1.BLP	INTERFACE\ICONS\
136213	SPELL_SHADOW_SOULLEECH_2.BLP	INTERFACE\ICONS\
136214	SPELL_SHADOW_SOULLEECH_3.BLP	INTERFACE\ICONS\
136215	SPELL_SHADOW_SPECTRALSIGHT.BLP	INTERFACE\ICONS\
136216	SPELL_SHADOW_SUMMONFELGUARD.BLP	INTERFACE\ICONS\
136217	SPELL_SHADOW_SUMMONFELHUNTER.BLP	INTERFACE\ICONS\
136218	SPELL_SHADOW_SUMMONIMP.BLP	INTERFACE\ICONS\
136219	SPELL_SHADOW_SUMMONINFERNAL.BLP	INTERFACE\ICONS\
136221	SPELL_SHADOW_SUMMONVOIDWALKER.BLP	INTERFACE\ICONS\
136222	SPELL_SHADOW_TELEPORT.BLP	INTERFACE\ICONS\
136223	SPELL_SHADOW_TWILIGHT.BLP	INTERFACE\ICONS\
136224	SPELL_SHADOW_UNHOLYFRENZY.BLP	INTERFACE\ICONS\
136225	SPELL_SHADOW_UNHOLYSTRENGTH.BLP	INTERFACE\ICONS\
136228	SPELL_SHADOW_UNSTABLEAFFLICTION_3.BLP	INTERFACE\ICONS\
136229	SPELL_SHADOW_UNSTABLEAFLLICTIONS.BLP	INTERFACE\ICONS\
136230	SPELL_SHADOW_UNSUMMONBUILDING.BLP	INTERFACE\ICONS\
136231	SPELL_SHADOW_VAMPIRICAURA.BLP	INTERFACE\ICONS\
136232	SPELL_TOTEM_WARDOFDRAINING.BLP	INTERFACE\ICONS\
136242	TRADE_BREWPOISON.BLP	INTERFACE\ICONS\
136243	TRADE_ENGINEERING.BLP	INTERFACE\ICONS\
165434	LOOTFX.M2	PARTICLES\
166362	HUNTERSMARK_IMPACT_CHEST.M2	SPELLS\
166364	HUNTERSMARK_IMPACT_HEAD_HOLD.M2	SPELLS\
199907	AURABLUESHORT.M2	WORLD\GENERIC\PASSIVEDOODADS\PARTICLEEMITTERS\
199969	SHRINEAURABLUE.M2	WORLD\GENERIC\PASSIVEDOODADS\PARTICLEEMITTERS\
236082	UI_DEATHKNIGHT.M2	INTERFACE\GLUES\MODELS\UI_DEATHKNIGHT\
236151	ABILITY_DRUID_ECLIPSE.BLP	INTERFACE\ICONS\
236154	ABILITY_DRUID_GALEWINDS.BLP	INTERFACE\ICONS\
236158	ABILITY_DRUID_INFECTEDWOUND.BLP	INTERFACE\ICONS\
236160	ABILITY_DRUID_MANATREE.BLP	INTERFACE\ICONS\
236163	ABILITY_DRUID_OWLKINFRENZY.BLP	INTERFACE\ICONS\
236167	ABILITY_DRUID_SKINTEETH.BLP	INTERFACE\ICONS\
236168	ABILITY_DRUID_STARFALL.BLP	INTERFACE\ICONS\
236170	ABILITY_DRUID_TYPHOON.BLP	INTERFACE\ICONS\
236171	ABILITY_HEROICLEAP.BLP	INTERFACE\ICONS\
236177	ABILITY_HUNTER_COBRASTRIKES.BLP	INTERFACE\ICONS\
236188	ABILITY_HUNTER_MARKEDFORDEATH.BLP	INTERFACE\ICONS\
236191	ABILITY_HUNTER_PET_COREHOUND.BLP	INTERFACE\ICONS\
236192	ABILITY_HUNTER_PET_DEVILSAUR.BLP	INTERFACE\ICONS\
236193	ABILITY_HUNTER_PET_MOTH.BLP	INTERFACE\ICONS\
