Id	Map	WMO-ID	DungeonMap	minZ	field5	
3100	229	13052	209	-10000	0
3210	229	13053	209	-10000	0
3102	229	13054	209	-10000	0
3096	229	13055	209	-10000	0
4742	229	13056	209	-10000	0
4705	229	13057	209	-10000	0
3116	229	13058	210	-10000	0
3097	229	13060	209	-10000	0
3099	229	13061	209	-10000	0
3118	229	13062	210	-10000	0
3119	229	13063	210	-10000	0
3122	229	13064	211	-10000	0
3127	229	13065	212	-10000	0
3126	229	13066	212	-10000	0
4092	229	13067	212	-10000	0
3123	229	13068	211	-10000	0
3125	229	13068	212	98	0
3124	229	13069	211	-10000	0
3120	229	13070	210	-10000	0
3121	229	13070	211	-10000	0
3128	229	13072	212	-10000	0
3135	229	13073	212	-10000	0
3134	229	13074	212	-10000	0
3132	229	13075	212	-10000	0
3133	229	13076	212	-10000	0
3131	229	13077	212	-10000	0
3129	229	13078	212	-10000	0
4145	229	13079	212	-10000	0
3136	229	13080	212	-10000	0
4146	229	13081	212	-10000	0
3098	229	13083	209	-10000	0
3117	229	13084	210	-10000	0
3010	229	13085	202	-10000	0
3214	229	13085	207	10	0
3091	229	13085	208	20	0
3101	229	13085	209	44	0
3113	229	13085	211	77	0
3130	229	13085	212	95	0
3137	229	13086	212	-10000	0
3009	229	13087	202	-10000	0
3081	229	13087	207	-10000	0
3092	229	13087	208	-10000	0
3011	229	13088	202	-10000	0
3212	229	13088	207	8	0
3211	229	13089	207	-10000	0
3006	229	13090	202	-10000	0
3007	229	13091	202	-10000	0
3213	229	13092	202	-10000	0
3005	229	13093	202	-10000	0
3082	229	13093	207	-6	0
3008	229	13094	202	-10000	0
3093	229	13095	208	-10000	0
3080	229	13096	207	-10000	0
3083	229	13097	207	-10000	0
3084	229	13098	207	-10000	0
3103	229	13099	209	-10000	0
3109	229	13099	210	-10000	0
3110	229	13100	210	-10000	0
3114	229	13101	211	-10000	0
3108	229	13113	210	-10000	0
3106	229	13114	210	-10000	0
3095	229	13115	208	-10000	0
3094	229	13116	208	-10000	0
3141	229	13117	212	-10000	0
3142	229	13118	212	-10000	0
3140	229	13119	212	-10000	0
3115	229	13120	211	-10000	0
3138	229	13121	212	-10000	0
3111	229	13122	210	-10000	0
3112	229	13123	210	-10000	0
3139	229	13124	212	-10000	0
3107	229	17890	210	-10000	0
2964	230	13127	200	-10000	0
2958	230	13134	200	-10000	0
2959	230	13135	200	-10000	0
2960	230	13136	200	-10000	0
2961	230	13137	200	-10000	0
2962	230	13138	200	-10000	0
2956	230	13139	200	-10000	0
2963	230	13140	200	-10000	0
2968	230	13141	200	-10000	0
2989	230	13141	201	-10000	0
3879	230	13142	200	-10000	0
2971	230	13143	200	-10000	0
2984	230	13143	201	-38	0
2970	230	13144	200	-10000	0
2972	230	13145	200	-10000	0
2983	230	13146	201	-10000	0
2987	230	13147	201	-10000	0
2957	230	13148	200	-10000	0
2965	230	13149	200	-10000	0
2982	230	13149	201	-43	0
2985	230	13150	200	-10000	0
2990	230	13150	201	-10000	0
2966	230	13151	200	-10000	0
2976	230	13151	201	-49	0
2992	230	13152	201	-10000	0
2991	230	13153	201	-10000	0
2993	230	13154	201	-10000	0
4093	230	13155	201	-10000	0
2980	230	13156	201	-10000	0
2979	230	13157	201	-10000	0
2981	230	13158	201	-10000	0
2977	230	13159	201	-10000	0
2967	230	13160	200	-10000	0
2974	230	13160	201	-55	0
2975	230	13161	201	-10000	0
2996	230	13162	201	-10000	0
2997	230	13163	201	-10000	0
4704	230	13164	201	-10000	0
2998	230	13165	201	-10000	0
3880	230	13166	201	-10000	0
3000	230	13167	201	-10000	0
3001	230	13168	201	-10000	0
3003	230	13169	201	-10000	0
3004	230	13170	201	-10000	0
2995	230	13182	201	-10000	0
4094	230	13183	201	-10000	0
2994	230	13184	201	-10000	0
2999	230	13185	201	-10000	0
3002	230	13186	201	-10000	0
2973	230	13187	200	-10000	0
2988	230	13188	201	-10000	0
2978	230	13190	201	-10000	0
2938	249	13551	196	-10000	0
2943	249	13552	196	-10000	0
2939	249	13553	196	-10000	0
2942	249	13554	196	-10000	0
2944	249	13555	196	-10000	0
2940	249	13556	196	-10000	0
2945	249	13557	196	-10000	0
2941	249	13558	196	-10000	0
2172	289	17294	151	-10000	455528
2190	289	17304	153	-10000	455528
2188	289	17305	153	-10000	455528
2189	289	17306	153	-10000	455528
2195	289	17307	154	-10000	455528
2194	289	17308	154	-10000	455528
2179	289	17311	152	-10000	455528
2173	289	17311	151	127	455528
2174	289	17312	151	110	455528
2175	289	17313	152	-10000	455528
2177	289	17314	152	-10000	455528
2180	289	17315	152	-10000	455528
2184	289	17316	153	-10000	455528
2178	289	17316	152	104	455528
2197	289	17317	154	-10000	455528
2182	289	17317	152	95	455528
2198	289	17318	154	-10000	455528
2186	289	17319	153	-10000	455528
2181	289	17319	152	90	455528
2193	289	17320	154	-10000	455528
2187	289	17320	153	87	455528
2183	289	17321	152	95	455528
4091	289	17323	152	-10000	455528
2196	289	17471	154	-10000	455528
2199	289	17870	152	-10000	455528
2185	289	18950	153	-10000	455528
2232	329	17737	155	-10000	476047
2201	329	17738	155	-10000	476047
4106	329	17739	155	-10000	476047
4887	329	17740	155	-10000	476047
2233	329	17741	155	-10000	476047
2202	329	17742	155	-10000	476047
2234	329	17743	155	-10000	476047
2253	329	17744	156	-10000	476047
2235	329	17745	155	-10000	476047
4107	329	17746	155	-10000	476047
2236	329	17749	155	-10000	476047
2266	329	17749	156	-10000	476047
4888	329	17751	155	-10000	476047
2257	329	17752	156	-10000	476047
2256	329	17753	156	-10000	476047
2260	329	17754	156	-10000	476047
2252	329	17755	156	-10000	476047
2242	329	17756	156	-10000	476047
2254	329	17757	156	-10000	476047
2243	329	17758	156	-10000	476047
2255	329	17759	156	-10000	476047
2244	329	17760	156	-10000	476047
2270	329	17761	156	-10000	476047
2273	329	17762	156	-10000	476047
2264	329	17763	156	-10000	476047
2263	329	17764	156	-10000	476047
2265	329	17765	156	-10000	476047
2267	329	17766	156	-10000	476047
2268	329	17767	156	-10000	476047
2262	329	17768	156	-10000	476047
2245	329	17769	156	-10000	476047
2246	329	17770	156	-10000	476047
2247	329	17771	156	-10000	476047
2248	329	17772	156	-10000	476047
2237	329	17773	156	-10000	476047
2238	329	17774	156	-10000	476047
2239	329	17775	156	-10000	476047
2217	329	17776	155	-10000	476047
2218	329	17777	155	-10000	476047
2203	329	17778	155	-10000	476047
2219	329	17779	155	-10000	476047
2204	329	17780	155	-10000	476047
2220	329	17781	155	-10000	476047
4151	329	17782	156	-10000	476047
2240	329	17783	156	-10000	476047
2250	329	17784	156	-10000	476047
2241	329	17785	156	-10000	476047
2251	329	17786	156	-10000	476047
2206	329	17787	155	-10000	476047
2221	329	17788	155	-10000	476047
2207	329	17789	155	-10000	476047
2222	329	17790	155	-10000	476047
2208	329	17791	155	-10000	476047
2223	329	17792	155	-10000	476047
2224	329	17793	155	-10000	476047
2209	329	17794	155	-10000	476047
2214	329	17795	155	-10000	476047
2225	329	17800	155	-10000	476047
2261	329	17802	156	-10000	476047
2258	329	17803	156	-10000	476047
2226	329	17806	155	-10000	476047
4886	329	17807	155	-10000	476047
2249	329	17808	156	-10000	476047
2271	329	17812	156	-10000	476047
4104	329	17813	156	-10000	476047
2269	329	17814	156	-10000	476047
2272	329	17815	156	-10000	476047
4105	329	17816	156	-10000	476047
2216	329	17817	155	-10000	476047
2227	329	17818	155	-10000	476047
2210	329	17819	155	-10000	476047
2228	329	17820	155	-10000	476047
2229	329	17821	155	-10000	476047
2211	329	17822	155	-10000	476047
2230	329	17823	155	-10000	476047
2212	329	17824	155	-10000	476047
2231	329	17825	155	-10000	476047
2215	329	17826	155	-10000	476047
2213	329	17827	155	-10000	476047
2200	329	18410	155	-10000	476047
3525	349	17052	257	-10000	0
3526	349	17053	257	-10000	0
3527	349	17054	257	-10000	0
3528	349	17055	257	-10000	0
3588	349	17056	257	-10000	0
3529	349	17057	257	-10000	0
3530	349	17058	257	-10000	0
3533	349	17059	257	-10000	0
3534	349	17060	257	-10000	0
3535	349	17061	257	-10000	0
3536	349	17062	257	-10000	0
3537	349	17063	257	-10000	0
3538	349	17064	257	-10000	0
3539	349	17065	257	-10000	0
3590	349	17066	257	-10000	0
3591	349	17067	257	-10000	0
3589	349	17068	257	-10000	0
3531	349	17069	257	-10000	0
3532	349	17070	257	-10000	0
3523	349	17071	257	-10000	0
3524	349	17072	257	-10000	0
3502	349	17073	256	-10000	0
3503	349	17074	256	-10000	0
3504	349	17075	256	-10000	0
3505	349	17076	256	-10000	0
3521	349	17077	256	-10000	0
3520	349	17078	256	-10000	0
3518	349	17079	256	-10000	0
3516	349	17080	256	-10000	0
3507	349	17081	256	-10000	0
3509	349	17086	256	-10000	0
3510	349	17088	256	-10000	0
3511	349	17089	256	-10000	0
3515	349	17091	256	-10000	0
3514	349	17092	256	-10000	0
3513	349	17093	256	-10000	0
3512	349	17094	256	-10000	0
3519	349	17095	256	-10000	0
3522	349	17097	256	-10000	0
3517	349	17911	256	-10000	0
3508	349	17912	256	-10000	0
3506	349	19050	256	-10000	0
3501	349	19051	256	-10000	0
1991	389	17670	136	-10000	0
1988	389	17671	136	-10000	0
1989	389	17672	136	-10000	0
1992	389	17673	136	-10000	0
1990	389	17674	136	-10000	0
1993	389	17681	136	-10000	0
2832	409	14763	181	-10000	0
2826	409	14764	181	-10000	0
2825	409	14765	181	-10000	0
2833	409	14766	181	-10000	0
2827	409	14767	181	-10000	0
2834	409	14768	181	-10000	0
2824	409	14769	181	-10000	0
2828	409	14770	181	-10000	0
2835	409	14771	181	-10000	0
2829	409	14772	181	-10000	0
2830	409	14773	181	-10000	0
2831	409	14775	181	-10000	0
3645	429	18116	263	-10000	0
3694	429	18117	267	-10000	0
3692	429	18120	267	-10000	0
3693	429	18121	267	-10000	0
3691	429	18122	267	-10000	0
3651	429	18125	263	-10000	0
3649	429	18126	263	-10000	0
3650	429	18127	263	-10000	0
3652	429	18128	263	-10000	0
3653	429	18129	263	-10000	0
3664	429	18130	266	-10000	0
3665	429	18131	266	-10000	0
3485	429	18135	262	-10000	0
3498	429	18136	262	-10000	0
3500	429	18138	262	-10000	0
3499	429	18139	262	-10000	0
3675	429	18140	266	-10000	0
3680	429	18141	266	-10000	0
3679	429	18142	266	-10000	0
3678	429	18143	266	-10000	0
3677	429	18144	266	-10000	0
3676	429	18145	266	-10000	0
3672	429	18146	266	-10000	0
3673	429	18147	266	-10000	0
3674	429	18148	266	-10000	0
3671	429	18149	266	-10000	0
3695	429	18150	267	-10000	0
3646	429	18151	263	-10000	0
3647	429	18152	263	-10000	0
3656	429	18153	265	-10000	0
3657	429	18154	265	-10000	0
3658	429	18155	265	-10000	0
3659	429	18156	265	-10000	0
3660	429	18157	265	-10000	0
3648	429	18158	263	-10000	0
3687	429	18159	267	-10000	0
3682	429	18160	266	-10000	0
3486	429	18161	262	-10000	0
3701	429	18162	267	-10000	0
3700	429	18163	267	-10000	0
3699	429	18164	267	-10000	0
3698	429	18165	267	-10000	0
3697	429	18166	267	-10000	0
3696	429	18167	267	-10000	0
3663	429	18168	265	-10000	0
3661	429	18169	265	-10000	0
3654	429	18170	264	-10000	0
3655	429	18171	264	-10000	0
3662	429	18172	265	-10000	0
3666	429	18173	266	-10000	0
3668	429	18175	266	-10000	0
3667	429	18176	266	-10000	0
3685	429	18177	267	-10000	0
3684	429	18178	267	-10000	0
3489	429	18179	262	-10000	0
3488	429	18180	262	-10000	0
3487	429	18181	262	-10000	0
3490	429	18187	262	-10000	0
3688	429	18189	267	-10000	0
3689	429	18190	267	-10000	0
3690	429	18191	267	-10000	0
3497	429	18194	262	-10000	0
3492	429	18195	262	-10000	0
3496	429	18196	262	-10000	0
3491	429	18197	262	-10000	0
3686	429	18199	267	-10000	0
3669	429	18200	266	-10000	0
3670	429	18201	266	-10000	0
3681	429	18251	266	-10000	0
3493	429	18430	262	-10000	0
3494	429	18431	262	-10000	0
3495	429	18432	262	-10000	0
3683	429	18692	267	-10000	0
2856	469	15174	185	-10000	0
2836	469	15175	182	-10000	0
2860	469	15178	185	-10000	0
2837	469	15181	182	-10000	0
2838	469	15182	182	-10000	0
2839	469	15183	182	-10000	0
2840	469	15185	182	-10000	0
2841	469	15185	183	420	0
2843	469	15186	183	-10000	0
2842	469	15187	183	-10000	0
2844	469	15188	183	-10000	0
2845	469	15188	184	445	0
2859	469	19132	185	-10000	0
2846	469	19133	184	-10000	0
2847	469	19134	184	-10000	0
2849	469	19135	184	-10000	0
2861	469	19135	185	-10000	0
2848	469	19136	184	-10000	0
2862	469	19136	185	-10000	0
2863	469	19137	185	-10000	0
2858	469	19138	185	-10000	0
2857	469	19139	185	-10000	0
5339	530	21043	594	-10000	896571
5338	530	21044	594	-10000	896571
5337	530	21045	594	-10000	896571
5332	530	21473	593	-10000	674875
5333	530	21474	593	-10000	674875
5334	530	21475	593	-10000	674875
5336	530	21476	593	-10000	674875
5335	530	21477	593	-10000	674875
5331	530	21478	593	-10000	674875
2926	531	47	195	-10000	3023044
2921	531	49	192	-10000	3023044
2934	531	55	195	-10000	3023044
2935	531	56	195	-10000	3023044
2936	531	57	195	-10000	3023044
2895	531	67	191	-10000	3023044
2896	531	69	191	-10000	3023044
2897	531	71	191	-10000	3023044
2915	531	72	191	-10000	3023044
2916	531	74	191	-10000	3023044
2899	531	75	191	-10000	3023044
2903	531	76	191	-10000	3023044
2930	531	76	195	-10000	3023044
2917	531	77	191	-10000	3023044
2927	531	77	195	-10000	3023044
2883	531	81	191	-10000	3023044
2922	531	81	192	-10000	3023044
2931	531	87	195	-10000	3023044
2933	531	13610	195	-10000	3023044
2932	531	13613	195	-10000	3023044
2905	531	13614	191	-10000	3023044
2901	531	13616	191	-10000	3023044
2886	531	13617	191	-10000	3023044
2885	531	13618	191	-10000	3023044
2904	531	13619	191	-10000	3023044
2906	531	13621	191	-10000	3023044
2887	531	13625	191	-10000	3023044
2902	531	13626	191	-10000	3023044
2920	531	13627	192	-10000	3023044
2907	531	13628	191	-10000	3023044
2888	531	13629	191	-10000	3023044
2908	531	13630	191	-10000	3023044
2909	531	13725	191	-10000	3023044
2910	531	13726	191	-10000	3023044
2911	531	13729	191	-10000	3023044
2928	531	13729	195	-10000	3023044
2912	531	13731	191	-10000	3023044
2913	531	13734	191	-10000	3023044
2882	531	13735	191	-10000	3023044
2889	531	19519	191	-10000	3023044
2878	531	19584	191	-10000	3023044
2890	531	19585	191	-10000	3023044
2879	531	19586	191	-10000	3023044
2881	531	19587	191	-10000	3023044
2880	531	19588	191	-10000	3023044
2891	531	19589	191	-10000	3023044
2898	531	20044	191	-10000	3023044
2937	531	20086	195	-10000	3023044
2919	531	20087	191	-10000	3023044
2918	531	20088	191	-10000	3023044
4435	532	19619	383	-10000	622229
4477	532	19620	389	-10000	622229
4478	532	19620	390	100	622229
4506	532	19620	403	225	622229
4515	532	19620	405	260	622229
4519	532	19620	406	270	622229
4442	532	19621	385	65	622229
4438	532	19622	383	-10000	622229
4447	532	19625	387	-10000	622229
4452	532	19626	387	-10000	622229
4453	532	19627	387	-10000	622229
4454	532	19628	387	-10000	622229
4451	532	19629	387	-10000	622229
4461	532	19633	387	-10000	622229
4462	532	19634	387	-10000	622229
4466	532	19634	388	105	622229
4469	532	19634	389	115	622229
4448	532	19635	387	-10000	622229
4464	532	19636	387	-10000	622229
4459	532	19637	387	-10000	622229
4468	532	19638	389	-10000	622229
4467	532	19639	389	-10000	622229
4474	532	19640	387	-10000	622229
4472	532	19641	389	-10000	622229
4476	532	19643	389	-10000	622229
4480	532	19644	390	-10000	622229
4482	532	19644	391	140	622229
4484	532	19644	393	155	622229
4481	532	19645	390	-10000	622229
4483	532	19645	391	144	622229
4470	532	19646	389	-10000	622229
4471	532	19647	389	-10000	622229
4479	532	19647	390	120	622229
4434	532	19648	383	-10000	622229
4446	532	19649	386	-10000	622229
4445	532	19650	386	-10000	622229
4450	532	19650	387	86	622229
4436	532	19651	383	-10000	622229
4444	532	19652	386	-10000	622229
4455	532	19652	387	86	622229
4485	532	19656	393	-10000	622229
4486	532	19657	393	-10000	622229
4505	532	19658	403	-10000	622229
4512	532	19659	404	-10000	622229
4520	532	19660	406	-10000	622229
4508	532	19661	403	-10000	622229
4510	532	19662	404	-10000	622229
4513	532	19663	404	-10000	622229
4507	532	19664	403	-10000	622229
4514	532	19664	404	245	622229
4517	532	19664	405	260	622229
4528	532	19664	406	270	622229
4511	532	19665	404	-10000	622229
4527	532	19666	406	-10000	622229
4521	532	19667	406	-10000	622229
4522	532	19668	406	-10000	622229
4523	532	19669	406	-10000	622229
4524	532	19670	406	-10000	622229
4525	532	19671	406	-10000	622229
4526	532	19672	406	-10000	622229
4516	532	19674	405	-10000	622229
4494	532	19675	398	-10000	622229
4501	532	19676	401	-10000	622229
4495	532	19677	398	-10000	622229
4496	532	19678	398	-10000	622229
4498	532	19679	399	-10000	622229
4499	532	19680	399	-10000	622229
4497	532	19681	398	-10000	622229
4503	532	19682	402	-10000	622229
4504	532	19683	402	-10000	622229
4518	532	19684	406	-10000	622229
4489	532	19685	393	-10000	622229
4493	532	19685	398	190	622229
4500	532	19685	401	234	622229
4502	532	19685	402	275	622229
4439	532	19686	383	-10000	622229
4443	532	19686	385	67	622229
4441	532	19698	385	-10000	622229
4449	532	19747	387	-10000	622229
4460	532	19748	387	-10000	622229
4509	532	20085	403	-10000	622229
4475	532	20096	389	-10000	622229
4488	532	20099	393	-10000	622229
4487	532	20100	393	-10000	622229
4465	532	22148	387	-10000	622229
4437	532	22149	383	-10000	622229
1542	533	19866	57	-10000	0
1530	533	19867	57	-10000	0
1531	533	19868	57	-10000	0
1535	533	19869	57	-10000	0
1538	533	19870	57	-10000	0
1541	533	19871	57	-10000	0
1528	533	19872	57	-10000	0
1529	533	19873	57	-10000	0
1532	533	19874	57	-10000	0
1514	533	19875	56	-10000	0
1536	533	19877	57	-10000	0
1523	533	19879	56	-10000	0
1527	533	19880	57	-10000	0
1533	533	19881	57	-10000	0
1537	533	19883	57	-10000	0
1543	533	19884	58	-10000	0
1549	533	19885	58	-10000	0
1550	533	19886	58	-10000	0
1551	533	19887	58	-10000	0
1552	533	19888	58	-10000	0
1553	533	19889	58	-10000	0
1555	533	19890	58	-10000	0
1556	533	19892	58	-10000	0
1522	533	19893	56	-10000	0
1554	533	19896	58	-10000	0
1512	533	19897	56	-10000	0
1525	533	19898	56	-10000	0
1520	533	19899	56	-10000	0
1524	533	19900	56	-10000	0
1516	533	19901	56	-10000	0
1515	533	19902	56	-10000	0
1517	533	19903	56	-10000	0
1513	533	19904	56	-10000	0
1518	533	19905	56	-10000	0
1562	533	19906	59	-10000	0
1563	533	19907	59	-10000	0
1564	533	19908	59	-10000	0
1565	533	19909	59	-10000	0
1566	533	19910	59	-10000	0
1567	533	19911	59	-10000	0
1570	533	19913	59	-10000	0
1571	533	19914	59	-10000	0
1568	533	19916	59	-10000	0
1559	533	19917	59	-10000	0
1573	533	19918	59	-10000	0
1560	533	19919	59	-10000	0
1572	533	19920	59	-10000	0
1569	533	19921	59	-10000	0
1558	533	19922	59	-10000	0
1561	533	19923	59	-10000	0
1534	533	19924	57	-10000	0
1540	533	19925	57	-10000	0
1526	533	19926	57	-10000	0
1539	533	19927	57	-10000	0
1521	533	19929	56	-10000	0
1519	533	19930	56	-10000	0
1574	533	19931	60	-10000	0
1544	533	19932	58	-10000	0
1545	533	19933	58	-10000	0
1546	533	19934	58	-10000	0
1547	533	19935	58	-10000	0
1548	533	19936	58	-10000	0
1695	533	20064	73	-10000	0
1557	533	20075	58	-10000	0
1511	533	20076	56	-10000	0
1694	533	20118	73	-10000	0
1692	533	20119	73	-10000	0
1693	533	20120	73	-10000	0
3287	540	20181	222	-10000	0
3289	540	20182	222	-10000	0
3288	540	20183	222	-10000	0
3290	540	20184	222	-10000	0
3291	540	20185	222	-10000	0
3294	540	20186	222	-10000	0
3297	540	20187	222	-10000	0
3293	540	20188	222	-10000	0
3298	540	20189	222	-10000	0
3292	540	22329	222	-10000	0
3296	540	22330	222	-10000	0
3295	540	22378	222	-10000	0
3278	542	20174	221	-10000	0
3274	542	20175	221	-10000	0
3281	542	20176	221	-10000	0
3286	542	20178	221	-10000	0
3280	542	20179	221	-10000	0
3276	542	20180	221	-10000	0
3277	542	22065	221	-10000	0
3269	543	20950	219	-10000	770467
3271	543	20951	219	-10000	770467
3270	543	21101	219	-10000	770467
4288	544	20481	341	-10000	0
4285	544	20482	341	-10000	0
4282	544	20483	341	-10000	0
4283	544	20484	341	-10000	0
4287	544	20485	341	-10000	0
4284	544	20486	341	-10000	0
4286	544	21208	341	-10000	0
3303	545	20472	227	-10000	0
3302	545	20472	226	-28	0
3306	545	20473	227	-10000	0
4160	545	20473	226	-28	0
3305	545	22230	227	-10000	0
4159	545	22230	226	-28	0
3304	545	22231	227	-10000	0
4158	545	22231	226	-28	0
4152	545	22232	227	-10000	0
4161	545	22232	226	-28	0
3299	546	20471	223	-10000	0
3309	547	22225	228	-10000	0
3307	547	22226	228	-10000	0
3310	547	22227	228	-10000	0
3308	547	22228	228	-10000	0
3311	547	22229	228	-10000	0
4370	548	20474	355	-10000	0
4373	548	20475	355	-10000	0
4372	548	20476	355	-10000	0
4377	548	20477	355	-10000	0
4366	548	20480	355	-10000	0
4367	548	22042	355	-10000	0
4371	548	22261	355	-10000	0
4374	548	22288	355	-10000	0
4369	548	22289	355	-10000	0
4375	548	22291	355	-10000	0
4376	548	22299	355	-10000	0
4368	548	22300	355	-10000	0
4315	550	20854	349	-10000	0
4329	550	20855	349	-10000	0
4316	550	21359	349	-10000	0
4323	550	21361	349	-10000	0
4326	550	21412	349	-10000	0
4324	550	21414	349	-10000	0
4314	550	21423	349	-10000	0
4327	550	22050	349	-10000	0
4325	550	22051	349	-10000	0
4321	550	22052	349	-10000	0
4322	550	22053	349	-10000	0
4319	550	22209	349	-10000	0
4318	550	22210	349	-10000	0
4317	550	22211	349	-10000	0
4328	550	22370	349	-10000	0
4320	550	22371	349	-10000	0
3332	552	21432	233	-10000	0
3331	552	21708	233	-10000	0
3333	552	21709	233	-10000	0
3349	552	21712	235	-10000	0
3341	552	21713	234	-10000	0
3335	552	21715	233	-10000	0
3336	552	21716	233	-10000	0
3337	552	21716	234	-5	0
3350	552	21783	235	-10000	0
3334	552	21784	233	-10000	0
3351	552	21785	235	-10000	0
4153	552	21786	234	-10000	0
3345	552	21787	234	-10000	0
3346	552	21787	235	25	0
3347	552	21788	235	-10000	0
3339	552	21789	234	-10000	0
3348	552	21789	235	48	0
3338	552	21790	234	-10000	0
3340	552	21791	234	-10000	0
3342	552	21792	234	-10000	0
3344	552	21793	234	-10000	0
3318	553	21072	230	-10000	0
3317	553	21073	230	-10000	0
3316	553	21074	230	-10000	0
3315	553	21075	230	-10000	0
3313	553	21081	230	-10000	0
3314	553	21082	230	-10000	0
3323	554	21113	231	-10000	0
3327	554	21113	232	24	0
3324	554	21249	231	-10000	0
3325	554	21249	232	20	0
3329	554	21250	232	-10000	0
3321	554	21251	231	-10000	0
3320	554	21252	231	-10000	0
3328	554	21255	232	-10000	0
4155	554	21256	232	-10000	0
3326	554	21257	232	-10000	0
3322	554	21258	231	-10000	0
4157	554	21259	231	-10000	0
4156	554	21260	231	-10000	0
3330	554	21912	232	-10000	0
3319	554	21913	231	-10000	0
3252	555	21570	218	-10000	0
3258	555	21571	218	-10000	0
3268	555	21572	218	-10000	0
3259	555	21574	218	-10000	0
3253	555	21575	218	-10000	0
3260	555	21576	218	-10000	0
3254	555	21577	218	-10000	0
3261	555	21578	218	-10000	0
3250	555	21579	218	-10000	0
3255	555	21580	218	-10000	0
3262	555	21583	218	-10000	0
3256	555	21584	218	-10000	0
3263	555	21585	218	-10000	0
3257	555	21586	218	-10000	0
3267	555	21606	218	-10000	0
3264	555	21741	218	-10000	0
3266	555	22206	218	-10000	0
3248	555	22207	218	-10000	0
3249	555	22208	218	-10000	0
3251	555	22213	218	-10000	0
3265	555	22333	218	-10000	0
3238	556	21009	216	-10000	0
3239	556	21009	217	13	0
3245	556	21024	217	-10000	0
3231	556	21281	216	-10000	0
3243	556	21287	217	-10000	0
3246	556	21552	217	-10000	0
3230	556	21553	216	-10000	0
3235	556	21555	216	-10000	0
3236	556	21556	216	-10000	0
3233	556	21557	216	-10000	0
3234	556	21559	216	-10000	0
3229	556	21560	216	-10000	0
3241	556	21561	217	-10000	0
3232	556	22059	216	-10000	0
3247	556	22060	217	-10000	0
3244	556	22061	217	-10000	0
3242	556	22062	217	-10000	0
3240	556	22063	217	-10000	0
3237	556	22064	216	-10000	0
3374	557	20936	238	-10000	0
3375	557	20944	238	-10000	0
3383	557	21165	238	-10000	0
3384	557	21167	238	-10000	0
3372	557	21172	238	-10000	0
3378	557	21173	238	-10000	0
3371	557	21175	238	-10000	0
3379	557	21504	238	-10000	0
3377	557	21505	238	-10000	0
3380	557	21506	238	-10000	0
3381	557	21508	238	-10000	0
3376	557	21847	238	-10000	0
3382	557	21848	238	-10000	0
3373	557	22205	238	-10000	0
3219	558	20953	215	-10000	0
3216	558	20957	214	-10000	0
3217	558	20958	214	-10000	0
3224	558	20958	215	12	0
3225	558	20960	215	-10000	0
3221	558	20976	215	-10000	0
3227	558	20977	215	-10000	0
3226	558	20978	215	-10000	0
3220	558	21104	215	-10000	0
3215	558	21480	214	-10000	0
3218	558	21497	215	-10000	0
3228	558	22202	215	-10000	0
3223	558	22203	215	-10000	0
3222	558	22223	215	-10000	0
4578	564	21697	434	-10000	1075600
4606	564	21697	436	185	1075600
4585	564	21700	434	-10000	1075600
4587	564	21701	434	-10000	1075600
4591	564	22070	435	-10000	1075600
4580	564	22071	434	-10000	1075600
4584	564	22072	434	-10000	1075600
4589	564	22073	435	-10000	1075600
4588	564	22074	435	-10000	1075600
4590	564	22075	435	-10000	1075600
4579	564	22340	434	-10000	1075600
4598	564	22341	437	-10000	1075600
4602	564	22342	437	-10000	1075600
4609	564	22343	438	-10000	1075600
4604	564	22344	436	-10000	1075600
4607	564	22345	438	-10000	1075600
4601	564	22346	437	-10000	1075600
4608	564	22347	438	-10000	1075600
4603	564	22348	436	-10000	1075600
4611	564	22351	439	-10000	1075600
4610	564	22352	438	-10000	1075600
4599	564	22353	437	-10000	1075600
4575	564	22355	434	-10000	1075600
4586	564	22360	434	-10000	1075600
4569	564	22363	433	-10000	1075600
4573	564	22364	433	-10000	1075600
4574	564	22365	433	-10000	1075600
4570	564	22366	433	-10000	1075600
4568	564	22367	433	-10000	1075600
4567	564	22368	433	-10000	1075600
4571	564	22369	433	-10000	1075600
4605	564	22426	436	-10000	1075600
4581	564	22427	434	-10000	1075600
4582	564	22428	434	-10000	1075600
4592	564	22429	435	-10000	1075600
4583	564	22442	434	-10000	1075600
4600	564	22478	437	-10000	1075600
4576	564	22496	434	-10000	1075600
4577	564	22499	434	-10000	1075600
4572	564	22500	433	-10000	1075600
4164	565	21908	322	-10000	0
4167	565	21910	322	-10000	0
4166	565	21911	322	-10000	0
4165	565	21929	322	-10000	0
1182	571	23935	27	0	0
1183	571	23936	27	0	0
1184	571	23940	27	0	0
1185	571	23941	27	0	0
1186	571	23942	27	0	0
1179	571	23974	27	0	0
1180	571	24042	27	0	0
1153	571	24064	27	0	0
1181	571	24069	27	0	0
1204	571	24527	27	0	0
1205	571	24529	27	0	0
1206	571	24530	27	0	0
1207	571	24536	27	0	0
1208	571	24537	27	0	0
1137	571	24539	26	0	0
1138	571	24540	26	0	0
1170	571	24552	27	0	0
1171	571	24553	27	0	0
1172	571	24554	27	0	0
1173	571	24555	27	0	0
1174	571	24556	27	0	0
1175	571	24558	27	0	0
1203	571	24573	27	0	0
1193	571	24579	27	0	0
1194	571	24584	27	0	0
