field0	field1	field2	field3	field4	field5	field6
383	3	538440	0	0	Leech Life	"Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

The user restores [points(1,2)] health. Double if the target is webbed."
384	9	133832	0	0	Metal Fist	Punches the target, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
385	-1	133712	0	0	XE-321 Boombot	Explodes after a delay, dealing [StandardDamage(3,1)] [School()] damage.
386	9	133712	0	0	XE-321 Boombot	Creates a Boombot who detonates after 3 turns, dealing [StandardDamage(3,1,385)] [School()] damage.
387	9	254104	0	0	Tympanic Tantrum	"Pounds the ground, dealing [StandardDamage(1,1)] [School()] damage to the enemy and half that damage to their backline pet.

Tantrum lasts [numTurns()] and can effect enemies underground."
388	-1	132307	0	26	Overtune	Your speed has been increased by 100%.
389	9	132307	0	0	Overtune	Increases your speed by 100% for 4 turns.
390	9	252187	0	0	Demolish	"Rams the target, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

This ability has a high chance to miss."
391	-1	134518	0	27	Extra Plating	Your damage taken has been reduced by 50%.
392	9	134518	4	0	Extra Plating	The user equips additional plating, reducing all damage taken by 50% for 2 turns.
393	1	425954	0	0	Shadowflame	Overwhelms the enemy with draconic breath, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
394	6	134218	0	0	Lash	Lashes the enemy, dealing [StandardDamage(1,1)] [School()] damage.
395	-1	606550	0	0	Soothing Mists	Restores [points(1,1)] health per turn.
396	6	606550	0	0	Soothing Mists	Restores [StandardDamage(1,1,395)] health to your active pet every turn for [duration(1,1)] turns.
397	-1	134208	0	25	Poison Lash	"Deals [StandardDamage(1,1)] [School()] damage every turn.

|cFF1EFF00Poisoned.|r"
398	6	134208	0	0	Poison Lash	Instantly deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage and deals [StandardDamage(1,1,379)] additional [petTypeName(abilityPetType())] damage per round for 5 rounds.
399	-1	538515	0	0	Entangling Roots	Next turn your active pet will be entangled in roots and unable to flee for [duration(2,1)] turns.
400	6	538515	0	0	Entangling Roots [NYI Visual]	"Causes a thick nest of vines to begin growing around the enemy team. 

Next turn, the opponent\'s pet will be rooted for [duration(2,1,399)] turns."
401	-1	464030	0	0	Stun Seed	Detonates after [numTurns()] turns, dealing [StandardDamage(3,1)] Elemental damage and stunning the target for 1 round.
402	6	464030	0	0	Stun Seed	"Plants a seed in the enemy. 

After 3 turns, the seed blooms, causing the enemy to take [StandardDamage(3,1,175)] [School()] damage and be stunned for [duration(3,2,175)] turn."
403	-1	535593	0	0	Sunlight	Increases the health of all pets by 100.
404	6	535593	5	0	Sunlight [NYI]	Transforms the weather into a sunny day, increasing the health of all pets by X.
405	6	237538	0	0	Early Advantage	"Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

Deals double damage if the user has lower health."
406	0	236316	0	0	Crush	Crush the enemy, dealing [StandardDamage(1,1)] [School()] damage.
407	5	517112	0	0	Meteor Strike	"Launch up high, becoming unattackable for one turn. 

On the next turn, you impact, dealing [StandardDamage(2,1)] [School()] damage."
408	-1	460698	0	0	Immolation	"Deals [StandardDamage(1,1)] [School()] damage to an enemy every turn.

|cFFFF2020Burning|r"
409	5	460698	3	0	Immolation	Ignites the caster, causing them to deals X [School()] damage to the current enemy every turn. Lasts [duration(1,1)] turns.
410	-1	442743	0	25	Woodchipper	"Deals [StandardDamage(1,1)] [School()] damage every turn.

|cFF970000Bleeding|r"
411	7	442743	0	0	Woodchipper	Instantly deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage and deals [StandardDamage(1,1,363)] additional [petTypeName(abilityPetType())] damage per round for [duration(1,2)] rounds.
412	7	135437	0	0	Gnaw	Deals [StandardDamage(1,1)] [School()] damage plus [StandardDamage(1,2)] additional damage if the user goes first.
413	6	135844	0	0	Ice Lance [NYI Visual]	"Splashes the enemy with freezing damage, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Deals double damage if the target is |cFF0070DDChilled|r."
414	6	135848	3	0	Frost Nova	"Deals [StandardDamage(1,1)] [School()] damage and prevents the target from fleeing for [duration(1,2)] turns.

While rooted the target is |cFF0070DDChilled|r."
415	-1	135849	0	0	Frost Shock	"Your speed has been reduced by 25%.

|cFF0070DDChilled|r"
416	6	135849	0	0	Frost Shock	Chills the target, reducing their speed by 25% for 4 turns.
417	-1	136037	0	0	Geyser	Detonates after [numTurns()] turns, dealing [StandardDamage(3,1)] Elemental damage and stunning the target for 1 round.
418	6	136037	0	0	Geyser [NYI Art]	"Causes a water geyser to form under the enemy team. 

After 3 turns, the geyser erupts, causing the current enemy pet to take [StandardDamage(3,1,175)] [School()] damage and be stunned for [duration(3,2,175)] turn."
419	8	237590	0	0	Tidal Wave [NYI]	"Deals [StandardAttack(1,1)] [School()] damage to the enemy\'s pets.

Destroys objects created by both teams."
420	2	463565	0	0	Slicing Wind	Attacks the enemy with 1-3 blades of wind, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage per attack.
421	5	135735	0	0	Arcane Blast	"Blasts the enemy with a surge of arcane power, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Damage increases by [5*AttackBonus()] each time it hits. Max [25 *AttackBonus()] [petTypeName(abilityPetType())] damage."
422	3	136181	0	0	Shadow Shock	Shocks the target with dark energy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
423	8	294472	2	0	Blood in the Water	"Deals [StandardDamage(1,1)] [School()] damage, but has a high chance to miss. 

Always hits if the target is bleeding."
424	8	349504	0	0	Tail Slap	"Slaps the enemy with its tail, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

Has an above average chance to miss."
425	-1	574570	0	0	Focused	Accuracy increased by 100%.
426	0	574570	0	0	Focus	Focuses intensely, increasing your chance to hit by 100% for [duration(1,1)] rounds.
427	0	0	0	0	Rickety Trap	
429	7	134296	0	0	Claw	Claws at the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
430	-1	134967	0	58	Jadeskin	Reduces up to [5*AttackBonus()] damage from every attack against the target.
431	5	134967	0	0	Jadeskin	"Reduces up to [5*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)] turns."
432	5	606551	0	0	Jade Claw	Rakes the enemy with jade claws, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
433	5	463518	0	0	Jade Barrier [NYI Visual]	Creates a jade wall that prevents your team from attacking, but protects your team from 2 attacks.
434	-1	463518	0	0	Jade Barrier	Protected from enemy attacks.
435	-1	136098	0	58	Stoneskin	Reduces up to [5*AttackBonus()] damage from every attack against the target.
436	5	136098	0	0	Stoneskin	"Reduces up to [5*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)] turns."
437	5	603364	0	0	Onyx Bite	Bites the enemy with Onyx teeth, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
438	-1	134455	0	0	Onyx Wall	Protected from enemy attacks.
439	5	134455	0	0	Onyx Wall [NYI Visual]	Creates a stone wall that prevents your team from attacking, but protects your team from 2 attacks.
440	5	135994	4	0	Evanescence	"Fade into a cloud of mist, increasing your chance to dodge by 100%.

Lasts [duration(1,1)] turns."
441	7	132141	0	0	Ravage	Wildly claws at the enemy 1-3 times, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage per hit.
442	5	298591	0	0	Spectral Strike [NYI Visual]	"Strikes at the enemy with the power of a spirit beast, causing [StandardDamage(1,1)] [School()] damage. 

This ability has a high chance to miss, but always hits if the target is blinded."
443	-1	132881	0	0	Prismatic Barrier	Protected from enemy attacks.
444	5	132881	0	0	Prismatic Barrier [NYI Visual]	Creates a crystal wall that prevents your team from attacking, but protects your team from 2 attacks.
445	5	134437	0	0	Ooze Touch [NYI Visual]	Oozes onto the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
446	-1	132108	0	0	Corrosion	"Deals [StandardDamage(1,1)] [School()] damage each turn.
Damage taken increased by [AttackBonus()*5]."
447	5	132108	0	0	Corrosion [NYI Visual]	Splashes the target with corrosive acid, causing [StandardDamage(1,1)] [School()] damage and increases damage taken by [AttackBonus()*5] for [duration(1,2)] turns.
448	5	132107	0	0	Creeping Ooze	Covers the target in a growing ooze, which deals [StandardDamage(1,1)] [School()] damage plus [AttackBonus()*5] damage each turn.  Lasts [duration(1,1)] turns.
449	3	132100	0	0	Absorb	"Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

The user is healed for [points(1,2)]% of the damage dealt."
450	5	132099	0	0	Expunge [NYI Visual]	Deals [StandardDamage(1,1)] [School()] damage plus [duration(1,1)] damage per poison on the target.
451	5	610610	0	0	Split [NYI]	Consumes half of your HP to create an identical clone of yourself.
452	0	135147	0	0	Broom	Whack the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
453	4	463521	5	0	Sandstorm [NYI Visual]	Changes the weather into a dusty storm, reducing the damage all pets take by up to [AttackBonus(1,1)].
454	-1	463521	0	0	Sandstorm	Reduces the damage taken by all pets by up to  [AttackBonus()*5].
455	9	135158	0	0	Batter	Smacks the enemy 1-3, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage per hit.
456	5	135165	3	0	Clean-Up	Deals [StandardDamage(1,1)] [School()] damage and removes any objects on the battlefield.
457	5	135170	4	0	Sweep [NYI]	"Sweeps the enemy off the battlefield.

Ejected enemies cannot return for [duration(1,1)] rounds."
458	-1	531507	0	0	Wind-Up	"Damage increased by 10%.
Ready to unleash a barrage of attacks."
459	9	531507	0	0	Wind-Up	"First use: Increases your damage dealt by 10%.

Second use: Unleashes a flurry of attacks, dealing [StandardAttack(1,1)] [School()] damage."
460	5	571554	0	0	Illuminate [NYI]	Deals [StandardDamage(1,1)] [School()] damage and reveals the target\'s move list.
461	5	461859	0	0	Light	"Covers the enemy in brilliant light, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Deals double damage if the target is Blinded."
462	-1	136222	0	0	Blinded	Your accuracy is reduced by 100%.
463	5	612968	3	0	Flash [NYI Visual]	A brilliant flash blinds the target, reducing their accuracy by 100% for 1 turn.
464	-1	237510	0	0	Illusionary Barrier	Protected from enemy attacks.
465	5	237510	0	0	Illusionary Barrier [NYI Visual]	Creates an illusion that prevents your team from attacking, but protects your team from 2 attacks.
466	5	135741	4	0	Nether Gate [NYI]	"Eject the enemy from the battlefield.

Ejected enemies cannot return for [duration(1,1)] rounds."
467	5	575586	0	0	Magical Clone [NYI]	Creates an identical clone of your opponent.
468	3	136139	0	0	Agony	Inflicts agony on the target, causing increasing [School()] damage each turn for [duration(1,1)] turns.
469	-1	136139	0	0	Agony	Deals increasing damage every turn.
470	-1	136138	0	0	Weakness	Damage and speed reduced by 50%.
471	5	136138	0	0	Weakness [NYI Visual]	Deals [StandardDamage(1,1)] [School()] damage and reduces the target\'s speed by 50% and damage done this turn by 50%.
472	5	132787	0	0	Blast of Hatred [NYI]	"Deals [StandardAttack(1,1)] [School()] damage. 

Deals extra damage if you were struck first this turn."
473	5	136028	0	0	Focused Beams [NYI Visual]	"Blasts the enemy with a beam of arcane power, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Damage increases by [5*AttackBonus()] each time it hits. Max [25 *AttackBonus()] [petTypeName(abilityPetType())] damage."
474	0	294482	2	0	Interrupting Gaze	Deals [StandardDamage(1,1)] [School()] damage and interrupts multi-turn attacks.
475	5	236407	2	0	Eyeblast	Deals [StandardDamage(1,1)] [School()] damage and reduces the target\'s speed for [duration(1,2)] turns.
476	5	135729	5	0	Clone Magic [NYI]	Clones the opponent\'s last attack.
477	6	132387	0	0	Snowball [NYI Visual]	Hits the enemy with a ball of snow, dealing [StandardDamage(1,1)] [School()] damage.
478	5	133102	0	0	Magic Hat	Throws his hat at the enemy, dealing  [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
479	5	612394	0	0	Ice Barrier [NYI Visual]	Creates an ice wall that prevents your team from attacking, but protects your team from 2 attacks.
480	-1	612394	0	0	Ice Barrier	Protected from enemy attacks.
481	6	236214	3	0	Deep Freeze	"Deals [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,2)]% chance to stun the target for [duration(1,2)] turn. 

The chance to stun becomes 100% if the target is |cFF0070DDChilled|r."
482	5	135730	0	0	Laser	"Blasts the enemy with a laser of arcane power, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Laser has a 100% hit chance."
483	5	457655	0	0	Psychic Blast	"Overwhelms the target\'s mind, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage. 

Deals double damage if the weather is an Arcane Storm."
484	5	135728	0	0	Feedback	Launches a surge of mana at the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
485	-1	236370	0	0	Attack Boost	Your damage has been increased by 25%.
486	5	571321	0	0	Drain Power [NYI Visual]	Reduces the target\'s damage by 25% and increases the user\'s damage by 25% for [duration(1,1)] turns.
487	-1	136006	0	0	Amplify Magic	Increases damage done by 50%.
488	5	136006	0	0	Amplify Magic	Increases the damage done by your team by 50% for [duration(1,1)] turns.
489	5	135734	0	0	Mana Surge [NYI Visual]	"Deals [StandardDamage(1,1)] [School()] damage every turn for [numTurns()]. Damage increased during an Arcane Storm.

You cannot swap or perform any other actions until the surge has finished."
490	0	458412	0	0	Reflection [NYI]	Your opponent\'s next ability hurts them instead.
491	-1	132140	0	0	Rake	"Deals [StandardDamage(1,1)] [School()] damage every turn.

|cFF970000Bleeding|r"
492	7	132140	0	0	Rake	Deals [StandardDamage(1,1)] [School()] damage and reduces the target\'s next attack by 50%.
493	4	132368	0	0	Hoof	Stomps the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] Damage.
494	-1	538563	0	0	Bleat	Damage dealt decreased by 25%.
495	4	538563	2	0	Baaah [NYI Visual]	Lets out a helpless bleat, reducing the damage the target deals by 25% for [duration(1,1)] rounds.
496	-1	575587	0	89	Drowsy	Feeling sleepy... will fall asleep next turn unless hit.
497	4	136090	3	0	Soothe	"Sings to the target, causing them to become drowsy. 

Drowsy targets will fall asleep at the end of next turn unless hit."
498	-1	132156	0	78	Asleep	"Asleep. 

Unable to give this pet commands. Breaks on damage."
499	3	132101	0	0	Diseased Bite	Infects the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
500	-1	135798	0	28	Flame Breath	"Deals [StandardDamage(1,1)] Dragon damage every turn.

|cFFFF2020Burning|r"
501	1	135798	0	0	Flame Breath	Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage instantly.  Deals [StandardDamage(1,1,177)] additional [petTypeName(abilityPetType())] damage per turn for [duration(1,2)] turns.
502	-1	520757	0	0	Flamethrower	Deals [StandardDamage(1,1)] [School()] damage to the current pet every turn.
503	4	520757	3	0	Flamethrower [NYI]	"Turns the battlfield into a raging inferno, dealing [StandardDamage(1,1)] [School()] damage. 

Fire continues to burn the enemy team dealing [StandardDamage(1,1, 166)] [School()] damage each turn for [duration(1,2)] turns."
504	2	132172	0	0	Alpha Strike	"Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

Deals double damage if the user goes first."
505	-1	132907	0	0	Silk Cocoon	Increases your chance to dodge attacks by 100%.
506	2	132907	4	0	Silk Cocoon [NYI Visual]	"Increases your chance to dodge an attack by 100%.

Lasts [duration(1,1)] turns."
507	2	134480	0	0	Moth Balls [NYI Visual]	"Launches a barrage of smelly pheromones at the target, dealing [StandardAttack(1,1)] [School()] damage and reducing the target\'s speed by 25% for [duration(1,2)] turns.

This ability has a high chance to miss."
508	2	237286	0	0	Moth Dust [NYI Visual]	Deals [StandardAttack(1,1)] [School()] damage and has a 25% chance to put the target to sleep for [duration(1,2)] turns.
509	8	237006	0	0	Surge [NYI]	"Rushes to the enemy on a stream of water, dealing [StandardDamage(1,1)] [School()] damage. 

This move always goes first. (NYI)"
510	-1	136107	0	0	Renewing Mists	Restores [points(1,1)] health per turn.
511	8	136107	0	0	Renewing Mists	"Fills the area with a healing mist, causing your front pet to restore [points(1,1,255)] health every turn.

Lasts [duration(1,1)] turns."
512	-1	571588	0	0	Whirlpool	When this effect expires, your current pet will take [StandardDamage(3,1)] [School()] damage and be unable to flee for [duration(3,2)] turns.
513	6	571588	0	0	Whirlpool	"Causes a whirlpool to form under the enemy team. 

In two turns, the opponent\'s pet will take [StandardDamage(3,1,512)] [School()] damage and be rooted for [duration(2,1,399)] turns."
514	2	538576	0	0	Wild Winds [NYI]	The enemy team takes X damage whenever they attack.
515	2	612362	0	0	Hunting Cry [NYI Visual]	Increase the target\'s damage taken by 25% for 4 turns.
516	-1	311430	0	0	Weakened Defenses	Your damage taken has been increased by 25%.
517	2	458226	0	0	Nocturnal Strike	"Deals [StandardDamage(1,1)] [School()] damage. This ability has a high chance to miss. 

Always hits if the target is blinded."
518	2	132138	5	0	Predatory Strike [NYI]	Deals [StandardDamage(1,1)] [School()] damage. If the target is below 25% health, they are instantly killed.
519	4	535592	20	0	Apocalypse [NYI]	"Calls down a meteor, which will fall 10 turns from now, instantly killing all active pets.

Roaches always survive this attack."
520	-1	132177	0	0	Hawk Eye	Your critical strike chance has been increased by 25%.
521	2	132177	0	0	Hawk Eye	Increases your critical strike chance by 25% for [duration(1,1)] turns.
522	2	132372	20	0	Nevermore [NYI]	Your opponent\'s next ability becomes unusable for 10 turns.
523	-1	132192	0	0	Squawk	Damage dealt decreased by 25%.
524	4	132192	2	0	Squawk [NYI Visual]	Lets out a loud squawk, reducing the damage the target deals by 25% for [duration(1,1)] rounds.
525	5	603364	0	0	Emerald Bite	Bites the enemy with Emerald teeth, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.
526	-1	236549	0	0	Stench	Team accuracy reduced by 20%.
527	4	236549	5	0	Stench	Reduces the enemy team\'s accuracy by 25% for [duration(1,1)] turns.
528	6	135854	0	0	Frost Spit [NYI Visual]	Spits a blast of ice at the target, dealing [StandardDamage(1,1)] [School()] damage.
529	2	327502	0	0	Belly Slide	"Deals [StandardDamage(1,1)] [School()] damage. This ability has a high chance to miss. 

This attack goes first if the weather is a Blizzard."
532	0	574570	0	0	Body Slam	Slams into the enemy, dealing [StandardDamage(1,1)] [School()] damage and dealing [StandardDamage(1,1)] [School()] damage to themselves.
533	6	465878	0	0	Rebuild [NYI Visual]	Rebuilds itself and any mechanical allies, restoring [StandardAttack(1,1)] health.
535	7	132142	0	0	Pounce	Pounces the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage plus [StandardDamage(1,2)] [petTypeName(abilityPetType())] if the user strikes first.
536	7	514640	5	0	Prowl	Reduces your speed by 30% and increases the damage of your next attack by 150%.
537	-1	132343	0	0	Attack Reduction	The damage of your next attack has been reduced by 50%.
538	7	236167	0	0	Devour	"Deals [StandardDamage(1,1)] [School()] damage every turn for [numTurns()] turns. 

If the user kills an enemy with Devour, they restore [StandardDamage(1,2)] health."
539	4	575589	4	0	Bleat	Sings an inspiring song, which restores [StandardDamage(1,1)] health to all allies.
540	-1	136071	0	0	Chew	Chewing on grass. Will deal [StandardDamage(1,1)] damage when done.
541	4	136071	0	0	Chew	Patiently chew some grass. On the next turn, you will deal [StandardDamage(2,1,540)] [School()] damage in addition to your next attack.
542	-1	132358	0	0	Shattered Defenses	Increases your damage taken by 100%.
543	-1	514640	0	0	Prowl	"Speed reduced by 30%.
Damage increased by 150%."
544	-1	132307	0	0	Speed Boost	Your speed has been increased by 100.
546	-1	135848	0	95	Frost Nova	"This pet cannot be swapped.

|cFF0070DDChilled|r."
