m_id	m_encounterId	m_itemId	m_difficulty	newField1
10178	173	65033	12	-1
10179	173	65034	12	-1
10180	173	65035	12	-1
10181	173	65036	12	-1
10182	173	65037	12	-1
10183	173	59342	3	-1
10184	173	65038	12	-1
10185	173	59343	3	-1
10186	173	65039	12	-1
10187	173	65040	12	-1
10188	173	59344	3	-1
10189	173	59346	3	-1
10190	173	59347	3	-1
10191	173	59348	3	-1
10192	173	59349	3	-1
10193	173	59350	3	-1
10194	173	59351	3	-1
10195	173	59352	3	-1
10196	173	59353	3	-1
10197	173	59354	3	-1
10198	174	65024	12	-1
10199	174	59457	3	-1
10200	174	65025	12	-1
10201	174	65057	12	-1
10202	174	63682	3	-1
10203	174	65026	12	-1
10204	174	63683	3	-1
10205	174	59459	3	-1
10206	174	65027	12	-1
10207	174	63684	3	-1
10208	174	65000	12	-1
10209	174	65001	12	-1
10210	174	59337	3	-1
10211	174	65002	12	-1
10212	174	65003	12	-1
10213	174	59441	3	-1
10214	174	59442	3	-1
10215	174	65074	12	-1
10216	174	59443	3	-1
10217	174	65043	12	-1
10218	174	59444	3	-1
10219	174	59222	3	-1
10220	174	59321	3	-1
10221	174	65017	12	-1
10222	174	59450	3	-1
10223	174	65018	12	-1
10224	174	65019	12	-1
10225	174	59356	3	-1
10226	174	59454	3	-1
10227	174	65022	12	-1
10228	174	63679	3	-1
10229	174	65023	12	-1
10230	175	69600	15	-1
10231	175	69601	15	-1
10232	175	69602	15	-1
10233	175	69603	15	-1
10234	175	69604	15	-1
10235	176	69608	15	-1
10236	176	69609	15	-1
10237	176	69605	15	-1
10238	176	69606	15	-1
10239	176	69607	15	-1
10240	177	69632	15	-1
10241	177	69633	15	-1
10242	177	69634	15	-1
10243	177	69635	15	-1
10244	177	69630	15	-1
10245	177	69631	15	-1
10246	178	69632	15	-1
10247	178	69633	15	-1
10248	178	69636	15	-1
10249	178	69637	15	-1
10250	178	69630	15	-1
10251	178	69631	15	-1
10252	179	69632	15	-1
10253	179	69633	15	-1
10254	179	69630	15	-1
10255	179	69638	15	-1
10256	179	69631	15	-1
10257	179	69639	15	-1
10258	180	69632	15	-1
10259	180	69640	15	-1
10260	180	69633	15	-1
10261	180	69641	15	-1
10262	180	69630	15	-1
10263	180	69631	15	-1
10264	181	69610	15	-1
10265	181	69611	15	-1
10266	181	69612	15	-1
10267	181	69613	15	-1
10268	181	69614	15	-1
10269	184	69616	15	-1
10270	184	69617	15	-1
10271	184	69618	15	-1
10272	184	69619	15	-1
10273	184	69615	15	-1
10274	185	69620	15	-1
10275	185	69621	15	-1
10276	185	69622	15	-1
10277	185	69623	15	-1
10278	185	69624	15	-1
10279	185	69625	15	-1
10280	185	69626	15	-1
10281	185	69627	15	-1
10282	185	69628	15	-1
10283	185	69629	15	-1
10284	186	69552	15	-1
10285	186	69553	15	-1
10286	186	69549	15	-1
10287	186	69550	15	-1
10288	186	69551	15	-1
10289	187	69554	15	-1
10290	187	69555	15	-1
10291	187	69556	15	-1
10292	187	69557	15	-1
10293	187	69558	15	-1
10294	188	69560	15	-1
10295	188	69561	15	-1
10296	188	69562	15	-1
10297	188	69563	15	-1
10298	188	69559	15	-1
10299	189	69568	15	-1
10300	189	69564	15	-1
10301	189	69565	15	-1
10302	189	69566	15	-1
10303	189	69567	15	-1
10304	190	70080	15	-1
10305	190	69569	15	-1
10306	190	69570	15	-1
10307	190	69571	15	-1
10308	190	69572	15	-1
10309	190	69573	15	-1
10310	191	69574	15	-1
10311	191	69575	15	-1
10312	191	69576	15	-1
10313	191	69577	15	-1
10314	191	69578	15	-1
10315	191	69579	15	-1
10316	191	69580	15	-1
10317	191	69581	15	-1
10318	191	69582	15	-1
10319	191	69583	15	-1
10320	192	71040	3	-1
10321	192	71617	12	-1
10322	192	71041	3	-1
10323	192	71042	3	-1
10324	192	70914	3	-1
10325	192	71043	3	-1
10326	192	71044	3	-1
10327	192	70922	3	-1
10328	192	69138	12	-1
10329	192	71774	-4	-1
10330	192	71775	-13	-1
10331	192	71776	-13	-1
10332	192	71777	-4	-1
10333	192	71778	-4	-1
10334	192	71779	-13	-1
10335	192	71780	-13	-1
10336	192	71781	-4	-1
10337	192	71782	-13	-1
10338	192	71783	-4	-1
10339	192	71784	-4	-1
10340	192	71401	12	-1
10341	192	71785	-13	-1
10342	192	71402	12	-1
10343	192	71786	-4	-1
10344	192	71403	12	-1
10345	192	71787	-13	-1
10346	192	71404	12	-1
10347	192	71405	12	-1
10348	192	71406	12	-1
10349	192	71407	12	-1
10350	192	71408	12	-1
10351	192	71409	12	-1
10352	192	71410	12	-1
10353	192	71411	12	-1
10354	192	71412	12	-1
10355	192	71413	12	-1
10356	192	71029	3	-1
10357	192	68981	3	-1
10358	192	69237	-1	-1
10359	192	71030	3	-1
10360	192	71031	3	-1
10361	192	71032	3	-1
10362	192	71038	3	-1
10363	192	71039	3	-1
10364	193	71424	12	-1
10365	193	70912	3	-1
10366	193	71617	12	-1
10367	193	71425	12	-1
10368	193	71426	12	-1
10369	193	70991	3	-1
10370	193	70992	3	-1
10371	193	70993	3	-1
10372	193	71003	3	-1
10373	193	71004	3	-1
10374	193	71005	3	-1
10375	193	71774	-4	-1
10376	193	71006	3	-1
10377	193	71775	-13	-1
10378	193	71007	3	-1
10379	193	71776	-13	-1
10380	193	71777	-4	-1
10381	193	71009	3	-1
10382	193	71778	-4	-1
10383	193	71010	3	-1
10384	193	71779	-13	-1
10385	193	71011	3	-1
10386	193	71012	3	-1
10387	193	71780	-13	-1
10388	193	71781	-4	-1
10389	193	71782	-13	-1
10390	193	71783	-4	-1
10391	193	71784	-4	-1
10392	193	71785	-13	-1
10393	193	71786	-4	-1
10394	193	71787	-13	-1
10395	193	69237	-1	-1
10396	193	71414	12	-1
10397	193	71415	12	-1
10398	193	71416	12	-1
10399	193	71417	12	-1
10400	193	71418	12	-1
10401	193	71419	12	-1
10402	193	71420	12	-1
10403	193	71421	12	-1
10404	193	71422	12	-1
10405	193	71423	12	-1
10406	194	71617	12	-1
10407	194	71427	12	-1
10408	194	71428	12	-1
10409	194	71429	12	-1
10410	194	71686	-4	-1
10411	194	71430	12	-1
10412	194	71431	12	-1
10413	194	71432	12	-1
10414	194	70985	3	-1
10415	194	71433	12	-1
10416	194	70986	3	-1
10417	194	71434	12	-1
10418	194	70987	3	-1
10419	194	71435	12	-1
10420	194	70988	3	-1
10421	194	71436	12	-1
10422	194	71437	12	-1
10423	194	70989	3	-1
10424	194	70733	3	-1
10425	194	71438	12	-1
10426	194	70734	3	-1
10427	194	70990	3	-1
10428	194	71439	12	-1
10429	194	70735	3	-1
10430	194	70736	3	-1
10431	194	70737	3	-1
10432	194	70738	3	-1
10433	194	70739	3	-1
10434	194	69149	12	-1
10435	194	71774	-4	-1
10436	194	71775	-13	-1
10437	194	71776	-13	-1
10438	194	71777	-4	-1
10439	194	71778	-4	-1
10440	194	71779	-13	-1
10441	194	71780	-13	-1
10442	194	71781	-4	-1
10443	194	71782	-13	-1
10444	194	71783	-4	-1
10445	194	71784	-4	-1
10446	194	71785	-13	-1
10447	194	71786	-4	-1
10448	194	71787	-13	-1
10449	194	69237	-1	-1
10450	194	68983	3	-1
10451	194	71672	-4	-1
10452	194	71679	-4	-1
10453	195	71617	12	-1
10454	195	70913	3	-1
10455	195	71685	-4	-1
10456	195	71440	12	-1
10457	195	71441	12	-1
10458	195	71442	12	-1
10459	195	71443	12	-1
10460	195	71444	12	-1
10461	195	71445	12	-1
10462	195	71446	12	-1
10463	195	71447	12	-1
10464	195	71448	12	-1
10465	195	71449	12	-1
10466	195	71450	12	-1
10467	195	71451	12	-1
10468	195	71452	12	-1
10469	195	71453	12	-1
10470	195	71774	-4	-1
10471	195	71775	-13	-1
10472	195	71776	-13	-1
10473	195	71777	-4	-1
10474	195	71778	-4	-1
10475	195	71779	-13	-1
10476	195	71780	-13	-1
10477	195	71013	3	-1
10478	195	71781	-4	-1
10479	195	71014	3	-1
10480	195	71782	-13	-1
10481	195	71783	-4	-1
10482	195	71784	-4	-1
10483	195	71785	-13	-1
10484	195	71018	3	-1
10485	195	71786	-4	-1
10486	195	71019	3	-1
10487	195	71787	-13	-1
10488	195	71020	3	-1
10489	195	71021	3	-1
10490	195	71022	3	-1
10491	195	71023	3	-1
10492	195	71024	3	-1
10493	195	71025	3	-1
10494	195	71026	3	-1
10495	195	71027	3	-1
10496	195	71028	3	-1
10497	195	69237	-1	-1
10498	195	71671	-4	-1
10499	195	71678	-4	-1
10500	196	71617	12	-1
10501	196	71683	-4	-1
10502	196	70915	3	-1
10503	196	70916	3	-1
10504	196	70917	3	-1
10505	196	71312	3	-1
10506	196	71314	3	-1
10507	196	69139	12	-1
10508	196	71315	3	-1
10509	196	71323	3	-1
10510	196	71774	-4	-1
10511	196	71454	12	-1
10512	196	71775	-13	-1
10513	196	71455	12	-1
10514	196	71776	-13	-1
10515	196	71456	12	-1
10516	196	71777	-4	-1
10517	196	71457	12	-1
10518	196	71778	-4	-1
10519	196	71458	12	-1
10520	196	71459	12	-1
10521	196	71779	-13	-1
10522	196	71460	12	-1
10523	196	71780	-13	-1
10524	196	71461	12	-1
10525	196	71781	-4	-1
10526	196	71462	12	-1
10527	196	71782	-13	-1
10528	196	71463	12	-1
10529	196	71783	-4	-1
10530	196	71464	12	-1
10531	196	71784	-4	-1
10532	196	71465	12	-1
10533	196	71785	-13	-1
10534	196	71786	-4	-1
10535	196	71787	-13	-1
10536	196	71340	3	-1
10537	196	71341	3	-1
10538	196	71342	3	-1
10539	196	71343	3	-1
10540	196	71345	3	-1
10541	196	69237	-1	-1
10542	196	71669	-4	-1
10543	196	68982	3	-1
10544	196	71676	-4	-1
10545	197	71680	-4	-1
10546	197	71681	-13	-1
10547	197	71617	12	-1
10548	197	71687	-4	-1
10549	197	71688	-13	-1
10550	197	70920	3	-1
10551	197	69897	3	-1
10552	197	71313	3	-1
10553	197	71774	-4	-1
10554	197	71775	-13	-1
10555	197	71776	-13	-1
10556	197	71777	-4	-1
10557	197	71778	-4	-1
10558	197	71779	-13	-1
10559	197	71780	-13	-1
10560	197	71781	-4	-1
10561	197	71782	-13	-1
10562	197	71783	-4	-1
10563	197	71784	-4	-1
10564	197	71785	-13	-1
10565	197	71466	12	-1
10566	197	71786	-4	-1
10567	197	71467	12	-1
10568	197	71787	-13	-1
10569	197	71468	12	-1
10570	197	71469	12	-1
10571	197	71470	12	-1
10572	197	71471	12	-1
10573	197	71344	3	-1
10574	197	71472	12	-1
10575	197	71473	12	-1
10576	197	71346	3	-1
10577	197	71474	12	-1
10578	197	71347	3	-1
10579	197	71475	12	-1
10580	197	71348	3	-1
10581	197	71349	3	-1
10582	197	69237	-1	-1
10583	197	71350	3	-1
10584	197	69111	12	-1
10585	197	71351	3	-1
10586	197	69112	12	-1
10587	197	71673	-4	-1
10588	197	71674	-13	-1
10589	197	68926	3	-1
10590	197	68927	3	-1
10591	198	71616	12	-1
10592	198	71617	12	-1
10593	198	71682	-13	-1
10594	198	68994	3	-1
10595	198	68995	3	-1
10596	198	70723	12	-1
10597	198	71684	-4	-1
10598	198	70921	3	-1
10599	198	71774	-4	-1
10600	198	69150	12	-1
10601	198	71775	-13	-1
10602	198	71776	-13	-1
10603	198	71777	-4	-1
10604	198	71778	-4	-1
10605	198	71779	-13	-1
10606	198	71780	-13	-1
10607	198	71781	-4	-1
10608	198	71782	-13	-1
10609	198	71783	-4	-1
10610	198	69224	15	-1
10611	198	71784	-4	-1
10612	198	71785	-13	-1
10613	198	71786	-4	-1
10614	198	71787	-13	-1
10615	198	69167	12	-1
10616	198	71668	-13	-1
10617	198	71797	-4	-1
10618	198	69237	-1	-1
10619	198	71798	-13	-1
10620	198	69110	12	-1
10621	198	71670	-4	-1
10622	198	71352	3	-1
10623	198	71353	3	-1
10624	198	71610	12	-1
10625	198	71354	3	-1
10626	198	71611	12	-1
10627	198	71355	3	-1
10628	198	71675	-13	-1
10629	198	71612	12	-1
10630	198	71356	3	-1
10631	198	71613	12	-1
10632	198	68925	3	-1
10633	198	71357	3	-1
10634	198	71677	-4	-1
10635	198	71614	12	-1
10636	198	71358	3	-1
10637	198	71615	12	-1
10638	283	72800	-1	-1
10639	283	72801	-1	-1
10640	283	72802	-1	-1
10641	283	72803	-1	-1
10642	283	72804	-1	-1
10643	283	72805	-1	-1
10644	283	72806	-1	-1
10645	283	72807	-1	-1
10646	283	72812	-1	-1
10647	283	72813	-1	-1
10648	283	72798	-1	-1
10649	283	72799	-1	-1
10650	285	72800	-1	-1
10651	285	72801	-1	-1
10652	285	72802	-1	-1
10653	285	72803	-1	-1
10654	285	72804	-1	-1
10655	285	72805	-1	-1
10656	285	72806	-1	-1
10657	285	72807	-1	-1
10658	285	72808	-1	-1
10659	285	72809	-1	-1
10660	285	72798	-1	-1
10661	285	72799	-1	-1
10662	289	72816	-1	-1
10663	289	72897	-1	-1
10664	289	72817	-1	-1
10665	289	72818	-1	-1
10666	289	72819	-1	-1
10667	289	72820	-1	-1
10668	289	72821	-1	-1
10669	289	72822	-1	-1
10670	289	72823	-1	-1
10671	289	72824	-1	-1
10672	289	72825	-1	-1
10673	289	72826	-1	-1
10674	290	72832	-1	-1
10675	290	72827	-1	-1
10676	290	72828	-1	-1
10677	290	72829	-1	-1
10678	290	72830	-1	-1
10679	290	72831	-1	-1
10680	291	72833	-1	-1
10681	291	72834	-1	-1
10682	291	72835	-1	-1
10683	291	72836	-1	-1
10684	291	72837	-1	-1
10685	291	72838	-1	-1
10686	292	72848	-1	-1
10687	292	72898	-1	-1
10688	292	72899	-1	-1
10689	292	72839	-1	-1
10690	292	72840	-1	-1
10691	292	72841	-1	-1
10692	292	72842	-1	-1
10693	292	72843	-1	-1
10694	292	72844	-1	-1
10695	292	72845	-1	-1
10696	292	72846	-1	-1
10697	292	72847	-1	-1
10698	311	78862	-16	-1
10699	311	78863	-16	-1
10700	311	78864	-16	-1
10701	311	78865	-16	-1
10702	311	78866	-16	-1
10703	311	78867	-16	-1
10704	311	78868	-16	-1
10705	311	78869	-16	-1
10706	311	78870	-16	-1
10707	311	77207	-29	-1
10708	311	78871	-16	-1
10709	311	77208	-29	-1
10710	311	78872	-16	-1
10711	311	78489	-20	-1
10712	311	77209	-29	-1
10713	311	78361	-20	-1
10714	311	78873	-16	-1
10715	311	78490	-20	-1
10716	311	77210	-29	-1
10717	311	78362	-20	-1
10718	311	78874	-16	-1
10719	311	78363	-20	-1
10720	311	77211	-29	-1
10721	311	78491	-20	-1
10722	311	77979	-16	-1
10723	311	78875	-16	-1
10724	311	78364	-20	-1
10725	311	77212	-29	-1
10726	311	78492	-20	-1
10727	311	77980	-16	-1
10728	311	78876	-16	-1
10729	311	78493	-20	-1
10730	311	77213	-29	-1
10731	311	78365	-20	-1
10732	311	77981	-16	-1
10733	311	77982	-16	-1
10734	311	78494	-16	-1
10735	311	77214	-29	-1
10736	311	78366	-20	-1
10737	311	78495	-16	-1
10738	311	78367	-20	-1
10739	311	77983	-16	-1
10740	311	78496	-16	-1
10741	311	78368	-20	-1
10742	311	78497	-16	-1
10743	311	78369	-20	-1
10744	311	78498	-16	-1
10745	311	78370	-20	-1
10746	311	78371	-20	-1
10747	311	78372	-20	-1
10748	311	78373	-20	-1
10749	311	78374	-16	-1
10750	311	78375	-16	-1
10751	311	78376	-16	-1
10752	311	78377	-16	-1
10753	311	78378	-16	-1
10754	311	77228	-29	-1
10755	311	78380	-16	-1
10756	311	77229	-29	-1
10757	311	78381	-16	-1
10758	311	77230	-29	-1
10759	311	78382	-16	-1
10760	311	77231	-29	-1
10761	311	77999	-20	-1
10762	311	77232	-29	-1
10763	311	78384	-16	-1
10764	311	78000	-20	-1
10765	311	78385	-16	-1
10766	311	78001	-20	-1
10767	311	78386	-16	-1
10768	311	78002	-20	-1
10769	311	78003	-20	-1
10770	311	71998	-17	-1
10771	311	77261	-29	-1
10772	311	77262	-29	-1
10773	311	77263	-29	-1
10774	311	77265	-29	-1
10775	311	77266	-29	-1
10776	311	77267	-29	-1
10777	311	77268	-29	-1
10778	311	77269	-29	-1
10779	311	77270	-29	-1
10780	311	77271	-29	-1
10781	317	78859	-20	-1
10782	317	78860	-20	-1
10783	317	78861	-20	-1
10784	317	78862	-16	-1
10785	317	78863	-16	-1
10786	317	78864	-16	-1
10787	317	78865	-16	-1
10788	317	78866	-16	-1
10789	317	78867	-16	-1
10790	317	78868	-16	-1
10791	317	78869	-16	-1
10792	317	78870	-16	-1
10793	317	77207	-29	-1
10794	317	78871	-16	-1
10795	317	77208	-29	-1
10796	317	78872	-16	-1
10797	317	78489	-20	-1
10798	317	77209	-29	-1
10799	317	78873	-16	-1
10800	317	78490	-20	-1
10801	317	78874	-16	-1
10802	317	77210	-29	-1
10803	317	78491	-20	-1
10804	317	78875	-16	-1
10805	317	77979	-16	-1
10806	317	77211	-29	-1
10807	317	78492	-20	-1
10808	317	78876	-16	-1
10809	317	77980	-16	-1
10810	317	78493	-20	-1
10811	317	77981	-16	-1
10812	317	77982	-16	-1
10813	317	78494	-16	-1
10814	317	77983	-16	-1
10815	317	78495	-16	-1
10816	317	78496	-16	-1
10817	317	78497	-16	-1
10818	317	78498	-16	-1
10819	317	77220	-29	-1
10820	317	77221	-29	-1
10821	317	77228	-29	-1
10822	317	77229	-29	-1
10823	317	77230	-29	-1
10824	317	77999	-20	-1
10825	317	77231	-29	-1
10826	317	78000	-20	-1
10827	317	77232	-29	-1
10828	317	78001	-20	-1
10829	317	78002	-20	-1
10830	317	78003	-20	-1
10831	317	78011	-29	-1
10832	317	78012	-29	-1
10833	317	71998	-17	-1
10834	317	77248	-29	-1
10835	317	77249	-29	-1
10836	317	77250	-29	-1
10837	317	77251	-29	-1
10838	317	78413	-20	-1
10839	317	78414	-20	-1
10840	317	78415	-20	-1
10841	317	78416	-20	-1
10842	317	78417	-20	-1
10843	317	78418	-20	-1
10844	317	78419	-20	-1
10845	317	78420	-20	-1
10846	317	78421	-16	-1
10847	317	78422	-16	-1
10848	317	78423	-16	-1
10849	317	78424	-16	-1
10850	317	78425	-16	-1
10851	317	78170	-29	-1
10852	317	78427	-16	-1
10853	317	78428	-16	-1
10854	317	78175	-29	-1
10855	317	78180	-29	-1
10856	317	52078	-16	-1
10857	318	78464	-20	-1
10858	318	78465	-20	-1
10859	318	78466	-16	-1
10860	318	78467	-16	-1
10861	318	78468	-16	-1
10862	318	78469	-16	-1
10863	318	78470	-16	-1
10864	318	77994	-20	-1
10865	318	77995	-20	-1
10866	318	77996	-20	-1
10867	318	77197	-29	-1
10868	318	77997	-20	-1
10869	318	77198	-29	-1
10870	318	77998	-20	-1
10871	318	77199	-29	-1
10872	318	77200	-29	-1
10873	318	77201	-29	-1
10874	318	77235	-29	-1
10875	318	77236	-29	-1
10876	318	77237	-29	-1
10877	318	78357	-29	-1
10878	318	77974	-16	-1
10879	318	77238	-29	-1
10880	318	77975	-16	-1
10881	318	77976	-16	-1
10882	318	77977	-16	-1
10883	318	77978	-16	-1
10884	318	78461	-20	-1
10885	318	71998	-17	-1
10886	318	78462	-20	-1
10887	318	78463	-20	-1
10888	322	72849	-1	-1
10889	322	72850	-1	-1
10890	322	72851	-1	-1
10891	322	72853	-1	-1
10892	322	72854	-1	-1
10893	322	76150	-1	-1
10894	323	72800	-1	-1
10895	323	72801	-1	-1
10896	323	72802	-1	-1
10897	323	72803	-1	-1
10898	323	72804	-1	-1
10899	323	72805	-1	-1
10900	323	72806	-1	-1
10901	323	72807	-1	-1
10902	323	72810	-1	-1
10903	323	72811	-1	-1
10904	323	72798	-1	-1
10905	323	72799	-1	-1
10906	324	78853	-20	-1
10907	324	78854	-20	-1
10908	324	78855	-20	-1
10909	324	78862	-16	-1
10910	324	78863	-16	-1
10911	324	78864	-16	-1
10912	324	77969	-16	-1
10913	324	78865	-16	-1
10914	324	78866	-16	-1
10915	324	78867	-16	-1
10916	324	77204	-29	-1
10917	324	78868	-16	-1
10918	324	78869	-16	-1
10919	324	78870	-16	-1
10920	324	77207	-29	-1
10921	324	78871	-16	-1
10922	324	77208	-29	-1
10923	324	78872	-16	-1
10924	324	78489	-20	-1
10925	324	77209	-29	-1
10926	324	78873	-16	-1
10927	324	78490	-20	-1
10928	324	77210	-29	-1
10929	324	78874	-16	-1
10930	324	78491	-20	-1
10931	324	77979	-16	-1
10932	324	77211	-29	-1
10933	324	78875	-16	-1
10934	324	78492	-20	-1
10935	324	77980	-16	-1
10936	324	78876	-16	-1
10937	324	78493	-20	-1
10938	324	77981	-16	-1
10939	324	77982	-16	-1
10940	324	78494	-16	-1
10941	324	77215	-29	-1
10942	324	78495	-16	-1
10943	324	77983	-16	-1
10944	324	78496	-16	-1
10945	324	77216	-29	-1
10946	324	78497	-16	-1
10947	324	78498	-16	-1
10948	324	77989	-20	-1
10949	324	77228	-29	-1
10950	324	77229	-29	-1
10951	324	77230	-29	-1
10952	324	77999	-20	-1
10953	324	77231	-29	-1
10954	324	78000	-20	-1
10955	324	77232	-29	-1
10956	324	78001	-20	-1
10957	324	78002	-20	-1
10958	324	78387	-20	-1
10959	324	78003	-20	-1
10960	324	78388	-20	-1
10961	324	78389	-20	-1
10962	324	78390	-20	-1
10963	324	78391	-20	-1
10964	324	78392	-20	-1
10965	324	78393	-20	-1
10966	324	78395	-16	-1
10967	324	78396	-16	-1
10968	324	78397	-16	-1
10969	324	71998	-17	-1
10970	324	78398	-16	-1
10971	324	78399	-16	-1
10972	324	78400	-16	-1
10973	324	77255	-29	-1
10974	324	77257	-29	-1
10975	324	77258	-29	-1
10976	324	77259	-29	-1
10977	324	77260	-29	-1
10978	324	78173	-29	-1
10979	324	78178	-29	-1
10980	324	78183	-29	-1
10981	325	78856	-20	-1
10982	325	78857	-20	-1
10983	325	78858	-20	-1
10984	325	78862	-16	-1
10985	325	78863	-16	-1
10986	325	78864	-16	-1
10987	325	78865	-16	-1
10988	325	77970	-16	-1
10989	325	78866	-16	-1
10990	325	77971	-16	-1
10991	325	77203	-29	-1
10992	325	78867	-16	-1
10993	325	78868	-16	-1
10994	325	78869	-16	-1
10995	325	77206	-29	-1
10996	325	78870	-16	-1
10997	325	78871	-16	-1
10998	325	77207	-29	-1
10999	325	78872	-16	-1
11000	325	77208	-29	-1
11001	325	78489	-20	-1
11002	325	78873	-16	-1
11003	325	77209	-29	-1
11004	325	78490	-20	-1
11005	325	77210	-29	-1
11006	325	78874	-16	-1
11007	325	78491	-20	-1
11008	325	77979	-16	-1
11009	325	77211	-29	-1
11010	325	78875	-16	-1
11011	325	78492	-20	-1
11012	325	77980	-16	-1
11013	325	78876	-16	-1
11014	325	78493	-20	-1
11015	325	77981	-16	-1
11016	325	78494	-16	-1
11017	325	77982	-16	-1
11018	325	77983	-16	-1
11019	325	78495	-16	-1
11020	325	78496	-16	-1
11021	325	78497	-16	-1
11022	325	77217	-29	-1
11023	325	78498	-16	-1
11024	325	77218	-29	-1
11025	325	77219	-29	-1
11026	325	77990	-20	-1
11027	325	77991	-20	-1
11028	325	77228	-29	-1
11029	325	77229	-29	-1
11030	325	77230	-29	-1
11031	325	77999	-20	-1
11032	325	77231	-29	-1
11033	325	78000	-20	-1
11034	325	77232	-29	-1
11035	325	78001	-20	-1
11036	325	78002	-20	-1
11037	325	78003	-20	-1
11038	325	71998	-17	-1
11039	325	78401	-20	-1
11040	325	78402	-20	-1
11041	325	78403	-20	-1
11042	325	78404	-20	-1
11043	325	77252	-29	-1
11044	325	78405	-20	-1
11045	325	77253	-29	-1
11046	325	78406	-20	-1
11047	325	77254	-29	-1
11048	325	78408	-16	-1
11049	325	78411	-16	-1
11050	325	78412	-16	-1
11051	325	78171	-29	-1
11052	325	78176	-29	-1
11053	325	78181	-29	-1
11054	331	78848	-20	-1
11055	331	78849	-20	-1
11056	331	78862	-16	-1
11057	331	78863	-16	-1
11058	331	78864	-16	-1
11059	331	78865	-16	-1
11060	331	78866	-16	-1
11061	331	78867	-16	-1
11062	331	77972	-16	-1
11063	331	78868	-16	-1
11064	331	77205	-29	-1
11065	331	78869	-16	-1
11066	331	78870	-16	-1
11067	331	77207	-29	-1
11068	331	78871	-16	-1
11069	331	77208	-29	-1
11070	331	78872	-16	-1
11071	331	78489	-20	-1
11072	331	77209	-29	-1
11073	331	78873	-16	-1
11074	331	78490	-20	-1
11075	331	77210	-29	-1
11076	331	78874	-16	-1
11077	331	78491	-20	-1
11078	331	77979	-16	-1
11079	331	77211	-29	-1
11080	331	78875	-16	-1
11081	331	78492	-20	-1
11082	331	77980	-16	-1
11083	331	78876	-16	-1
11084	331	78493	-20	-1
11085	331	77981	-16	-1
11086	331	77982	-16	-1
11087	331	78494	-16	-1
11088	331	77983	-16	-1
11089	331	78495	-16	-1
11090	331	78496	-16	-1
11091	331	78497	-16	-1
11092	331	78498	-16	-1
11093	331	77223	-29	-1
11094	331	77992	-20	-1
11095	331	77228	-29	-1
11096	331	77229	-29	-1
11097	331	77230	-29	-1
11098	331	77999	-20	-1
11099	331	77231	-29	-1
11100	331	78000	-20	-1
11101	331	77232	-29	-1
11102	331	78001	-20	-1
11103	331	78002	-20	-1
11104	331	78003	-20	-1
11105	331	77242	-29	-1
11106	331	77243	-29	-1
11107	331	77244	-29	-1
11108	331	77245	-29	-1
11109	331	78013	-29	-1
11110	331	77246	-29	-1
11111	331	71998	-17	-1
11112	331	77247	-29	-1
11113	331	78429	-20	-1
11114	331	78430	-20	-1
11115	331	78174	-29	-1
11116	331	78431	-20	-1
11117	331	78432	-20	-1
11118	331	78433	-20	-1
11119	331	78434	-20	-1
11120	331	78435	-20	-1
11121	331	78179	-29	-1
11122	331	78436	-20	-1
11123	331	78438	-16	-1
11124	331	78439	-16	-1
11125	331	78440	-16	-1
11126	331	78184	-29	-1
11127	331	78441	-16	-1
11128	331	78442	-16	-1
11129	331	78443	-16	-1
11130	331	78444	-16	-1
11131	331	78847	-20	-1
11132	332	78850	-20	-1
11133	332	78851	-20	-1
11134	332	78852	-20	-1
11135	332	78862	-16	-1
11136	332	78863	-16	-1
11137	332	78864	-16	-1
11138	332	78865	-16	-1
11139	332	77202	-29	-1
11140	332	78866	-16	-1
11141	332	78867	-16	-1
11142	332	78868	-16	-1
11143	332	77973	-16	-1
11144	332	78869	-16	-1
11145	332	78870	-16	-1
11146	332	77207	-29	-1
11147	332	78871	-16	-1
11148	332	77208	-29	-1
11149	332	78872	-16	-1
11150	332	78489	-20	-1
11151	332	77209	-29	-1
11152	332	78873	-16	-1
11153	332	78490	-20	-1
11154	332	77210	-29	-1
11155	332	78874	-16	-1
11156	332	78491	-20	-1
11157	332	77211	-29	-1
11158	332	77979	-16	-1
11159	332	78875	-16	-1
11160	332	78492	-20	-1
11161	332	77980	-16	-1
11162	332	78876	-16	-1
11163	332	78493	-20	-1
11164	332	77981	-16	-1
11165	332	77982	-16	-1
11166	332	78494	-16	-1
11167	332	77983	-16	-1
11168	332	78495	-16	-1
11169	332	78496	-16	-1
11170	332	78497	-16	-1
11171	332	78498	-16	-1
11172	332	77224	-29	-1
11173	332	77993	-20	-1
11174	332	77225	-29	-1
11175	332	77226	-29	-1
11176	332	77227	-29	-1
11177	332	77228	-29	-1
11178	332	77229	-29	-1
11179	332	77230	-29	-1
11180	332	77999	-20	-1
11181	332	77231	-29	-1
11182	332	78000	-20	-1
11183	332	77232	-29	-1
11184	332	78001	-20	-1
11185	332	78002	-20	-1
11186	332	77234	-29	-1
11187	332	78003	-20	-1
11188	332	77239	-29	-1
11189	332	77240	-29	-1
11190	332	77241	-29	-1
11191	332	71998	-17	-1
11192	332	78172	-29	-1
11193	332	78177	-29	-1
11194	332	78182	-29	-1
11195	332	78445	-20	-1
11196	332	78446	-20	-1
11197	332	78447	-20	-1
11198	332	78448	-20	-1
