m_id	m_mapId	m_posX	m_posY	m_posZ	field5	field6	field7	field8	field9	field10	field11	field12
4149	544	189.018	641.028	75	0	0	0	0	25.31	40	25	0
4150	530	-365.611	3087.62	-145.594	0	0	0	0	11.44	12.22	15.58	1.798
4151	530	-310.211	3091.59	-415.263	0	0	0	0	8.333	6.972	17.44	1.466
4152	530	-307.251	3170.51	289.144	0	0	0	0	6.972	13.75	15.36	2.147
4153	530	-309.678	3079.12	-116.571	0	0	0	0	9.444	15.44	17.94	5.184
4156	533	3006.09	-3434.17	306.195	0	0	0	6	0.2778	0.2778	0.2778	0
4158	533	3754.55	-5115.36	142.435	0	0	0	0	30.72	19.22	16.89	6.074
4162	1	-7142.04	1397.92	432.689	0	0	0	4	0	0	0	0
4163	533	3320.73	-3115.07	297.609	0	0	0	100	0.2778	0.2778	0.2778	0
4168	1	-7588.48	756.806	-164.248	0	0	0	4	0	0	0	0
4170	530	-176.081	3803.61	940.948	0	0	0	10	0	0	0	0
4182	540	-2.807.188	-5.202.989	-1.089.054	0	0	0	0	4.278	4.278	4.417	3.648
4183	540	-2.370.111	-2.835.872	-110.947	0	0	0	0	3.583	4.083	4.583	3.683
4186	530	-3849.14	-12812.3	960.385	0	0	0	3	0.2778	0.2778	0.2778	0
4189	0	1782.2	151.592	-622.903	0	0	0	1	0	0	0	0
4191	532	-11038.6	-1969.2	96.472	0	0	0	0	3.944	4.444	0.3333	3.054
4194	544	71.818	17.201	-0.404406	0	0	0	20	0	0	0	0
4200	542	327.363	-153.923	-179.831	0	0	0	0	3.5	15.67	15.81	4.66
4201	542	326.418	-160.035	-197.136	0	0	0	0	2.861	18.42	13.06	1.518
4216	532	-11178.6	-1896.35	232.009	0	0	0	10	0	0	0	0
4233	530	9336.22	-7883.46	749.095	0	0	0	2	0	0	0	0
4240	530	-4133.42	-12471.8	445.721	0	0	0	15	0	0	0	0
4241	530	-2058.16	-11895	461.452	0	0	0	15	0	0	0	0
4242	532	-11171.9	-1908.02	232.009	0	0	0	15	0	0	0	0
4252	530	-329.146	2890.05	-528.272	0	0	0	5	0.3333	0.3333	0.3333	0
4261	189	1693.77	1053.34	18.725	0	0	0	5	0	0	0	0
4262	189	1617.18	-323.432	186.778	0	0	0	5	0	0	0	0
4263	189	269.061	-211.903	19.201	0	0	0	5	0	0	0	0
4265	530	8701.48	-6636.8	64	0	0	0	15	0	0	0	0
4267	530	9285.97	-7916.01	176.13	0	0	0	2	0	0	0	0
4280	530	-1163.69	-11828.7	288.506	0	0	0	100	0	0	0	0
4281	546	331.801	-331.266	221.883	0	0	0	25	0	0	0	0
4288	269	-2023.58	7118.58	223.164	0	0	0	20	0	0	0	0
4291	530	-111.149	8751.44	186.635	0	0	0	60	0	0	0	0
4292	546	330.185	-384.734	482.591	0	0	0	0	31.53	14.22	12.56	3.334
4293	530	-751.146	5918.37	154.162	0	0	0	80	174.1	249.5	159.1	0
4295	547	-139.877	-753.076	379.013	0	0	0	0	12.75	43.36	28	0.192
4297	543	-1360.18	1631.94	68.437	0	0	0	0	8.222	11.78	19.25	4.154
4298	530	565.372	6944.28	-143.311	0	0	0	0	29.39	36.64	33.11	0
4300	530	-201.4	5515.04	221.213	0	0	0	0	8.583	8.583	14.72	0.2618
4301	530	-383.098	7257.32	554.701	0	0	0	10	0	0	0	0
4302	546	234.98	-379.276	725.221	0	0	0	10	0.3333	0.3333	0.3333	0
4303	546	162.528	-459.92	737.029	0	0	0	20	0.2778	0.2778	0.2778	0
4304	543	-1070	1732	35	0	0	0	0	294	292.6	82.61	3.211
4311	534	4162.02	-4227.07	869.185	0	0	0	0	11.17	25.31	35.06	3.054
4312	534	4284.15	-4138.85	866.811	0	0	0	0	20.31	21.25	21.97	0.3316
4313	534	4203.64	-4103.24	878.363	0	0	0	0	26.28	14.33	22.94	0.2793
4319	1	-8158.9	-4155.65	-160	0	0	0	0	27.58	40	44	0.9599
4320	1	-8777.39	-4156.92	-190	0	0	0	0	28.44	80	50	1.92
4321	1	-8326.27	-4047.44	-207.522	0	0	0	0	40.83	21.44	112.4	2.199
4322	269	-1498.38	7017.88	332.587	0	0	0	0	58.31	24.06	71.67	2.95
4323	534	4273.8	-4235.81	866.12	0	0	0	0	17.17	15.61	30.08	6.004
4324	560	2768.3	1292.79	136.358	0	0	0	0	15.08	59.83	38.81	5.969
4326	530	-2336.63	-11971.4	325.743	0	0	0	40	0	0	0	0
4336	530	192.903	2607.37	872.835	0	0	0	20	0.2778	0.2778	0.2778	0
4337	530	-704.893	2733.99	100	0	0	0	0	26.42	55.06	25.44	0
4339	530	9851.13	-7500.49	-400.157	0	0	0	10	0	0	0	0
4341	534	5189.88	-3397.64	1635.05	0	0	0	100	0	0	0	0
4345	530	-3544.86	4008.9	86.294	0	0	0	125	0	0	0	0
4347	540	181.405	220.67	-20.122	0	0	0	30	0.3333	0.3333	0.3333	0
4352	530	-247.677	895.675	144.362	0	0	0	0	102.8	6.611	133.8	0
4354	0	-11908.9	-3209.1	-147.905	0	0	0	0	3.833	20.47	52.83	3.281
4356	530	-248.243	1042.73	543.183	0	0	0	50	0.2778	0.2778	0.2778	0
4363	530	782.879	6741.94	-725.406	0	0	0	0	29.83	7.833	33.86	3.211
4364	530	818.487	6951.3	-805.704	0	0	0	0	30.58	7.833	29.69	0
4365	530	745.839	7015.27	-721.185	0	0	0	0	12.19	35.86	24.08	0
4366	545	-293.038	454.638	-430.645	0	0	0	0	11.86	35.25	31.44	0
4367	546	396.863	-823.096	-275.157	0	0	0	0	22.39	8.306	22.75	0.5236
4368	530	-3279.52	6024.61	-130.747	0	0	0	80	0	0	0	0
4369	530	-1511.62	8528.24	319.522	0	0	0	80	0	0	0	0
4370	530	-7.117.543	7.885.953	4.637.338	0	0	0	100	0	0	0	0
4371	530	-790.687	7719.68	494.336	0	0	0	80	0	0	0	0
4372	530	-1338.25	7223.77	37.687	0	0	0	100	0	0	0	0
4373	530	229.352	7933.05	35	0	0	0	0	32.92	36.19	20.89	2.758
4374	530	282.22	6099	132.479	0	0	0	0	49.69	21.56	35.11	0
4375	530	-1224.93	7158.39	572.651	0	0	0	32	0.2778	0.2778	0.2778	0
4376	530	-2734.68	7308.69	714.098	0	0	0	0	134.5	67.61	106.6	2.74
4377	530	-2.912.374	4.024.911	0.425284	0	0	0	14	16.47	43.83	25.03	2.985
4378	530	-2620.05	4461.38	360.934	0	0	0	32	0.2778	0.2778	0.2778	0
4379	547	120.382	-144.004	-0.315267	0	0	0	0	29.86	12.94	29.42	0
4380	530	-573.995	4147.89	685.199	0	0	0	13	0	0	0	0
4381	530	218.737	4333.86	119.044	0	0	0	0	40	55	25	0
4382	530	-1.725.548	5.524.599	2.940.753	0	0	0	0	18.81	27.25	19.97	5.027
4383	530	1.060.506	7.372.806	3.934.209	0	0	0	20	0.2778	0.2778	0.2778	0
4386	530	6107.26	-6990.64	137.317	0	0	0	0	42.14	18.64	45.67	0.6632
4389	530	-2072.47	5278.43	-373.235	0	0	0	5	0	0	0	0
4397	555	132.373	-0.036384	-11.279	0	0	0	0	11.5	16.94	22.22	0
4399	556	-143.811	-0.530536	0.007507	0	0	0	0	12.75	27.69	28.5	0
4401	557	130.691	137.188	-0.954291	0	0	0	0	13.75	22.11	29.5	0
4403	558	-339.297	0.44254	-0.120535	0	0	0	0	11.61	23.64	25.58	0
4404	530	-3361.55	5236.87	-101.048	0	0	0	0	26.33	11.44	19.61	0
4405	530	-3068.13	4942.8	-101.048	0	0	0	0	12.33	22.19	27.08	0
4406	530	-3362.35	4650.31	-101.048	0	0	0	0	25.22	9.611	23.81	0
4407	530	-3656.05	4943.11	-101.048	0	0	0	0	12.19	23.86	26.67	0
4409	0	3488.24	-4512.18	158	0	0	0	0	70	70	42	5.319
4410	530	-1852.67	5070.02	-321.938	0	0	0	7	0	0	0	0
4415	530	4160.23	3051.61	337.03	0	0	0	14	0.2778	0.2778	0.2778	0
4416	530	843.885	6865.24	-669.898	0	0	0	0	12.47	22.08	41.08	0
4418	548	-130.809	148.145	824.931	0	0	0	0	21.47	24.03	47.19	0
4422	530	3044.15	3611.4	143.506	0	0	0	4.5	0	0	0	0
4425	530	-1636.51	5301.06	-402.092	0	0	0	0	24.31	23.28	11.83	0
4426	530	-1831.11	5363.22	-124.281	0	0	0	0	8.278	11.78	16.78	2.147
4427	530	-1659.58	5341.87	-469.202	0	0	0	0	11.61	16.61	12.11	2.077
4428	530	-1.669.868	5.424.998	-3.882.645	0	0	0	0	16.42	13.06	10.69	0
4429	530	-1.871.058	5.304.663	-1.242.814	0	0	0	0	17.92	27.58	21.83	0
4430	530	-1.979.291	5.414.715	-1.242.814	0	0	0	0	29.42	12.81	20.72	0.1396
4431	530	-1877.93	5546.75	-124.281	0	0	0	0	10.03	20.56	16.17	0
4432	530	-2013.46	5479.83	371.789	0	0	0	0	6.222	27.94	10.97	2.862
4433	530	-2020.33	5481.89	32.858	0	0	0	0	6.861	17.06	11.33	2.862
4434	530	-1812.73	5588.32	328.578	0	0	0	0	5.333	33.72	10.03	1.187
4435	530	-1815.88	5577.89	371.787	0	0	0	0	14.31	34.11	7.444	1.187
4436	532	-11118.4	-2007.95	470.803	0	0	0	0	17.36	33.69	21.19	0.6807
4439	530	-591.48	4074.54	938.281	0	0	0	2	0	0	0	0
4440	530	-591.715	4074.52	143.258	0	0	0	2	0	0	0	0
4443	530	-2260.12	3219.22	599.697	0	0	0	2	0	0	0	0
4445	530	-2245.02	3124.32	273.888	0	0	0	2	0	0	0	0
4455	552	-111.502	0.063509	-0.205516	0	0	0	0	14.11	16.69	43.94	0
4457	550	-258.275	-0.898902	-242.838	0	0	0	0	20.11	21.81	47.58	0
4459	553	53.135	-409.833	-110.937	0	0	0	0	16.19	12.61	27.22	5.515
4461	554	-471.594	0.086916	-181.237	0	0	0	0	17.03	31.92	49.78	0
4466	530	3114.18	3687.98	143.558	0	0	0	4.5	0	0	0	0
4467	530	3418.92	1479.01	184.059	0	0	0	0	9.278	10.22	24	5.62
4468	530	3314.78	1325.92	507.348	0	0	0	0	9.472	10.58	15.94	5.096
4469	530	2861.37	1545.39	252.158	0	0	0	0	2.417	11.11	17.11	3.857
4470	530	3087.18	1364.53	184.071	0	0	0	0	9.972	12.33	31.08	4.625
4471	530	3017.81	3746.68	144.249	0	0	0	4.5	0	0	0	0
4472	530	2951.23	3720.13	143.279	0	0	0	4.5	0	0	0	0
4473	530	4199.7	1766.39	133.21	0	0	0	10	0.2778	0.2778	0.2778	0
4475	530	3923.06	3873.36	180.752	0	0	0	10	0.2778	0.2778	0.2778	0
4476	566	2048.48	1393.6	1194.54	0	0	0	3	0	0	0	0
4478	530	4682.1	2509.13	240.238	0	0	0	10	0	0	0	0
4479	530	4131.01	2930.3	354.522	0	0	0	0	5.806	0.8611	16.33	4.747
4482	530	4007.32	1517.18	-115.927	0	0	0	20	0	0	0	0
4485	269	-1529.84	7105.86	320.611	0	0	0	0	3.583	36.86	25.94	0
4487	534	4274.66	-4234.81	866.039	0	0	0	0	18.5	26.69	24.64	6.056
4493	530	281.5	6117	146	0	0	0	0	17.58	26.33	9.361	0
4494	530	2405	5941	153	0	0	0	30	0.2778	0.2778	0.2778	0
4495	530	4180.39	3052.91	336.841	0	0	0	0	7.611	11.69	6.556	5.69
4497	530	2345.53	2790.44	133.084	0	0	0	0	8.75	7.472	10.58	4.259
4498	560	1810.9	1033.22	110.698	0	0	0	3	0.2778	0.2778	0.2778	0
4499	530	2099.5	6904.67	183.23	0	0	0	0	37.56	29.22	49.86	0.8203
4501	560	1872.1	1078.67	176.215	0	0	0	4	0	0	0	0
4502	560	1822.64	991.42	114.139	0	0	0	3	0	0	0	0
4503	560	1794.72	1018.69	112.987	0	0	0	2	0	0	0	0
4504	560	1900.87	1111.92	180.572	0	0	0	2	0	0	0	0
4506	530	3905.64	2104.29	139.016	0	0	0	3	0	0	0	0
4507	530	3895.12	2086.04	136.804	0	0	0	2	0	0	0	0
4512	566	2048.47	1393.59	1194.54	0	0	0	3	0	0	0	0
4514	566	2044	1729.73	1190.03	0	0	0	3	0	0	0	0
4515	566	2043.95	1729.78	1190.04	0	0	0	3	0	0	0	0
4516	566	2284.78	1731.32	1189.64	0	0	0	3	0	0	0	0
4517	566	2284.78	1731.35	1189.64	0	0	0	3	0	0	0	0
4518	566	2286.56	1402.36	1197.29	0	0	0	3	0	0	0	0
4519	566	2286.56	1402.34	1197.29	0	0	0	3	0	0	0	0
4520	532	-11036.5	-2001.65	934.683	0	0	0	0	5.944	6.833	10.67	5.411
4521	530	3070.64	3699.79	142.477	0	0	0	0	26.97	24.64	13.42	2.059
4522	532	-11048.2	-1984.09	101.701	0	0	0	0	6.861	4.444	0.3333	0.2793
4523	530	4798.13	3780.39	213.856	0	0	0	0	10.61	10.08	9.444	0.6807
4524	540	226.9	266.491	-132.033	0	0	0	0	12.97	15.44	19.11	0
4526	530	-2961.93	2559.29	785.183	0	0	0	14	0.3333	0.3333	0.3333	0
4527	530	-2960.25	2557.16	113	0	0	0	0	29.17	29.31	50.08	0
4528	530	-4085	2176	111.676	0	0	0	0	39.67	33.42	26.58	3.194
4529	530	-4090.08	2202	972.245	0	0	0	0	18.44	20.64	10.5	0
4530	566	1807.71	1539.58	1268	0	0	0	28	0.2778	0.2778	0.2778	0
4531	566	2523.48	1596.56	1269	0	0	0	28	0	0	0	0
4534	565	212.699	-293.541	0.06437	0	0	0	0	96.81	120.7	39.44	1.117
4535	530	3556.79	5083.41	144.248	0	0	0	0	3.361	39.69	56.86	5.707
4536	559	4009.19	2895.25	130.527	0	0	0	4	0	0	0	0
4537	559	4103.33	2946.35	130.513	0	0	0	4	0	0	0	0
4538	562	6248.73	274.695	112.213	0	0	0	4	0	0	0	0
4539	562	6228.21	249.557	112.173	0	0	0	4	0	0	0	0
4542	530	2484.82	6420.38	-103.384	0	0	0	50	0.2778	0.2778	0.2778	0
4546	530	2035.67	6835	173.7	0	0	0	10	10	10	10	0
4548	530	-3300.38	2927.28	170.938	0	0	0	0	10	10	10	0
4555	530	4112.02	3071	339.465	0	0	0	0	24.06	27.33	22.53	0.4189
4556	530	4131.54	3070.05	339.465	0	0	0	0	14.17	14.69	10.61	0.5061
4557	530	4097.35	3053.38	341	0	0	0	0	14.64	12.75	7.25	5.027
4558	530	1945.36	5537.42	266.63	0	0	0	7	0.2778	0.2778	0.2778	0
4560	530	-3277.38	2819.63	125.24	0	0	0	0	8.333	9.583	0.4444	0
4561	530	-2829.78	1953.76	202.46	0	0	0	2.3	0.2778	0.2778	0.2778	0
4562	530	-2745.24	2730.42	127.776	0	0	0	2.3	0	0	0	0
4563	530	-3279.63	2828.46	123.229	0	0	0	0	7.056	2.5	12.19	0
4566	530	-3278.77	2831	123.02	0	0	0	0	9.306	1.889	11.75	0
4568	566	2050.46	1372.26	1194.56	0	0	0	3	0.2778	0.2778	0.2778	0
4569	566	2046.33	1748.81	1190.03	0	0	0	3	0.2778	0.2778	0.2778	0
4570	566	2283.38	1748.98	1189.71	0	0	0	3	0	0	0	0
4571	566	2302.69	1391.27	1197.77	0	0	0	3	0	0	0	0
4576	530	3673.1	6638.59	129.145	0	0	0	0	0.3333	0.3333	0.3333	0
4577	530	-2978.52	864.132	-748.687	0	0	0	18	0	0	0	0
4578	530	-3277.6	2801.42	122.993	0	0	0	0	10.31	0.9722	9.389	0
4579	530	-3277.47	2803.09	122.986	0	0	0	0	9.139	1.472	10.19	0
4580	530	3661.05	6755.4	132.499	0	0	0	15	0	0	0	0
4581	530	-4300.96	1390.93	143.988	0	0	0	40	0.2778	0.2778	0.2778	0
4582	530	-4124.47	1308.08	54.139	0	0	0	25	0	0	0	0
4583	530	-4405.35	1302.99	849.446	0	0	0	20	0	0	0	0
4588	530	-4230.58	1419.35	130.502	0	0	0	35	0	0	0	0
4589	530	-4109.42	1355.26	72.085	0	0	0	25	0	0	0	0
4590	530	-4436.02	1276.48	716.192	0	0	0	20	0	0	0	0
4591	530	813.934	6865.66	-67.715	0	0	0	20	0.3333	0.3333	0.3333	0
4595	530	2230.12	4716.43	161.946	0	0	0	14	0	0	0	0
4598	530	-3671.96	318.534	316.194	0	0	0	0	25.94	27.44	33.61	3.002
4607	530	-4133.8	1131.44	50	0	0	0	17	0	0	0	0
4608	530	-4133.8	1131.48	74	0	0	0	26	0	0	0	0
4609	530	-4118	1158.09	72.258	0	0	0	7	0	0	0	0
4612	553	166.009	391.59	-370.924	0	0	0	0	11.83	10.58	28.31	0
4613	530	3784.54	6727.67	170.447	0	0	0	5	0	0	0	0
4614	554	659.682	149.679	255.808	0	0	0	0	15	30.53	40.67	0
4615	530	3625.02	6543.51	155.006	0	0	0	6	0.2778	0.2778	0.2778	0
4616	530	3734.4	6639.75	133.646	0	0	0	7	0.2778	0.2778	0.2778	0
4617	530	3575.69	6666.13	128.489	0	0	0	6	0.2778	0.2778	0.2778	0
4619	564	75.829	997.844	-898.277	0	0	0	0	18.47	46.08	54.94	0
4628	489	1470	1475	373.731	0	0	0	0	40	100	76.78	6.255
4629	489	973.293	1444.83	367.281	0	0	0	0	40	100	64.14	0
4640	530	3020.92	5434.32	146.617	0	0	0	0	15.44	25.36	27.86	5.393
4665	564	517.279	403.156	193.2	0	0	0	10	0.2778	0.2778	0.2778	0
4666	1	3637.82	-3957.88	20.258	0	0	0	0	1.944	46.83	39.08	0
4667	1	3263.37	-4082.66	283.295	0	0	0	0	1.861	69.44	43.61	0
4670	1	2869.6	-3860.63	282.644	0	0	0	0	0.4444	46.19	21.72	5.114
4671	1	2634.73	-3743.65	155.847	0	0	0	0	1.944	33.44	33.69	0
4672	1	2416.39	-3682.47	220.998	0	0	0	0	0.9444	71.81	27.44	0
4673	1	3451.85	-4011.01	213.099	0	0	0	0	1.556	59.11	31.19	0
4696	572	1328.72	1632.72	367.304	0	0	0	4	0	0	0	0
4697	572	1243.3	1699.17	348.726	0	0	0	4	0	0	0	0
4712	0	-5139.78	-6.235.968	397.409	0	0	0	5	0.2778	0.2778	0.2778	0
4713	530	-2106.04	5107.84	-0.567709	0	0	0	12	0.3333	0.3333	0.3333	0
4714	1	-4622.31	-3172.12	348.127	0	0	0	0	22.13	15.29	25.78	0
4715	0	-5172.12	-611.084	397.217	0	0	0	5	0	0	0	0
4716	0	-5.140.403	-596.007	3.974.938	0	0	0	5	0	0	0	0
4718	0	-5.173.604	-6.240.498	3.971.762	0	0	0	8	0	0	0	0
4719	1	-2108.45	-437.26	-783.183	0	0	0	15	0.2778	0.2778	0.2778	0
4720	1	-2494.57	-4989.33	942.346	0	0	0	0	0.3889	26.64	38.44	1.693
4722	530	8702.08	-6636.34	99	0	0	0	20	0	0	0	0
4723	568	-801.458	1345.64	407.711	0	0	0	0	59.44	59.19	7.333	0
4724	568	-37.061	1149.98	190.636	0	0	0	0	32.42	38.22	5.583	0
4725	568	362.48	1402.7	744.389	0	0	0	0	48.72	71.31	15.61	0.2618
4726	568	369.784	1100.72	605.714	0	0	0	0	31.81	27.14	13.94	0
4733	0	-9016.11	876.142	148.617	0	0	0	0	3	1	3	0.7259
4734	0	-9019.24	888.269	296.206	0	0	0	0	3.5	1.5	3	0.6539
4738	530	6851.88	-8008.73	192.318	0	0	0	0	33.78	17.17	26.94	0
4739	568	120.56	1789.88	435.058	0	0	0	0	32.19	19.08	42.06	0
4741	574	136.729	-904.468	125.543	0	0	0	0	47.19	23.97	70.94	1.9
4743	575	595.19	-328.292	113.144	0	0	0	0	10.97	10.69	12	6.269
4745	571	1257.11	-4854.48	41.248	0	0	0	0	25.97	45.03	100.7	1.902
4747	571	1226.23	-4861.7	223.223	0	0	0	0	15.97	19.67	13	3.456
4750	451	15683.66	-15593.96	3.976.255	0	0	0	15	0	0	0	0
4751	230	876.874	-179.58	-439.252	0	0	0	10	0	0	0	0
4752	1	-4234.48	-3909.55	-446.316	0	0	0	50	0.2778	0.2778	0.2778	0
4753	571	1451.44	-3277.97	180.33	0	0	0	0	29.92	57.83	29.44	0.8552
4755	571	2683.27	-4392.06	284.359	0	0	0	11	0	0	0	0
4756	571	2486.59	-5063.61	284.334	0	0	0	16	0.3333	0.3333	0.3333	0
4757	574	260.497	231.137	427.914	0	0	0	10	0.3333	0.3333	43.36	0
4762	574	164.325	-83.173	125.548	0	0	0	0	5.611	30.44	12.08	3.473
4764	574	168.774	-795.506	125.548	0	0	0	0	4.944	30.94	11.11	3.473
4768	568	124.796	1471.83	167.019	0	0	0	0	300	260	335.7	0
4769	0	-4920.97	-954.649	501.512	0	0	0	30	0	0	0	0
4770	0	-4704.66	-1218.95	501.659	0	0	0	27	0	0	0	0
4772	0	-4969.57	-1204.68	501.621	0	0	0	35	0	0	0	0
4774	0	-4662.94	-956.396	500.377	0	0	0	35	0	0	0	0
4775	1	-3182.41	-2920.82	335.629	0	0	0	21	0	0	0	0
4778	571	1062.93	-5036.55	992.429	0	170	0	0	2.861	17.44	18.19	3.438
4779	571	914.632	-5576.55	198.612	0	170	0	20	0.2778	0.2778	0.2778	0
4786	0	-5604.45	-462.581	401.93	0	0	0	25	0	0	0	0
4787	0	-5.202.517	-4.870.711	3.887.988	0	0	0	15	0	0	0	0
4788	0	-5604.1	-462.396	402.061	0	0	0	25	0	0	0	0
4789	0	-5.202.628	-4.868.918	3.888.206	0	0	0	15	0	0	0	0
4797	1	1209.31	-4120.02	233.278	0	0	0	5	0	0	0	0
4798	1	1176.68	-4105.36	191.896	0	0	0	5	0	0	0	0
4799	1	1208.18	-4097.02	214.046	0	0	0	5	0	0	0	0
4800	1	1180.48	-4095	183.713	0	0	0	6	0	0	0	0
4801	1	1569.8	-4398.7	160.516	0	0	0	0	35	35	35	0
4802	1	1936.41	-4685.75	348.435	0	0	0	35	27	27	27	0
4803	1	1920.97	-4277.59	26.548	0	0	0	0	27	27	27	0
4804	1	1608.47	-4161.18	495.772	0	0	0	35	35	35	35	0
4806	571	2563.22	-5008.76	293.707	0	0	0	0	0.7963	7.906	16.91	5.725
4807	1	8.350.719	-4.515.311	5.789.046	0	0	0	25	0.2778	0.2778	0.2778	0
4808	1	1179.27	-4220.92	237.119	0	0	0	15	0	0	0	0
4809	1	1179.19	-4221.25	237.034	0	0	0	15	0	0	0	0
4810	1	8.353.138	-4.515.071	5.789.226	0	0	0	25	0	0	0	0
4820	0	-5187.41	-557.625	397.176	0	0	0	6	0	0	0	0
4829	1	1156.79	-4161.67	208.671	0	0	0	6	0	0	0	0
4838	574	273.722	-148.903	190.104	0	0	0	20	0	0	0	0
4840	451	14666.9	-16268	8,00E-05	0	0	0	0	69.31	4.004	10	0
4841	451	14667.3	-16165.5	0	0	0	0	0	69.31	4.004	10	0
4847	530	12831.2	-7011.44	505.932	0	0	0	0	103.6	64.04	67.04	5.434
4849	585	231.891	-271.377	-765.113	0	0	0	0	100	100	100	0
4850	571	3841.5	6415.01	261.158	0	0	0	0	94.81	38.36	12.71	5.457
4851	530	9346.08	-7266.77	147.024	0	0	0	2	0	0	0	0
4852	530	-3999.62	-11909.6	-150.936	0	0	0	2	0	0	0	0
4853	580	1595.6	679.533	526.303	0	0	0	0	35.14	88.18	33.69	5.576
4854	451	16528.9	16138.8	694.444	0	0	0	0	5.443	8.211	10.41	0.002603
4857	571	4111.4	3734.86	921.429	0	0	0	0	36.66	39.27	28.01	1.986
4858	571	4094.13	3493.5	131.667	0	0	0	0	22.44	26.14	21.22	4.222
4860	571	3794.66	3431.49	829.726	0	0	0	0	26.93	31.16	33.65	2.696
4861	571	4512.05	5709.59	815.041	0	0	0	15	0	0	0	0
4867	571	4177.1	5280.73	356.931	0	0	0	0	19.49	19.24	24.25	6.248
4868	571	3464.73	4169.05	17.193	0	0	0	299.179	18	57.06	0	6.212
4871	571	2782.77	6575.04	489.811	0	0	0	0	109.2	48.46	5	0.6943
4872	571	2879.86	6477.7	791.326	0	0	0	0	57.37	37.23	5	10
4873	571	3073.21	6301.74	945.213	0	0	0	0	49.34	71.22	10	2.227
4874	530	-1983.06	5089.1	785.394	0	0	0	2	0	0	0	0
4883	571	3210.94	6091.29	138.027	0	0	0	0	37.62	34.51	7.88	0
4885	585	-589.453	-0.123698	-280.323	0	0	0	0	3.432	16.14	7.543	0
4887	530	12878.8	-7348.74	65.531	0	0	0	0	19	17	36	5.802
4889	530	12551	-6775.15	150.531	0	0	0	0	5	12	35	6.264
4891	580	1797.29	925.317	150.566	0	0	0	0	4.924	14.66	16.77	6.264
4894	571	3728.83	5146.3	246.281	0	0	0	20	0	0	0	0
4896	571	3964.91	5462.49	283.117	0	0	0	0	34.48	35.83	71.28	0
4899	571	4012.53	4832.46	-128.959	0	0	0	0	188.7	184.6	35.98	0.7809
4901	451	9456.35	-9920.73	-1.7E-05	0	0	0	0	26.02	36.38	1	0
4909	451	16116.6	16251.2	694.445	0	0	0	189.731	0	0	0	0
4910	571	2814.05	6205.06	860.069	0	0	0	0	19.6	34.91	13.87	0.759
4914	571	3571.27	6650.79	195.18	0	0	0	15.584	0	0	0	0
4916	571	4154.01	7424.17	534.108	0	0	0	0	132	52.57	65.11	0
4917	559	4054.15	2923.7	-40	0	0	0	0	214	216	20	0.468
4919	562	6188.01	320	20	0	0	0	0	313.9	27.06	60	0.8782
4921	562	6288.22	210	20	0	0	0	0	313.9	27.06	60	0.8782
4922	562	6214.87	200.261	20	0	0	0	0	71.11	24.62	60	5.579
4923	562	6187.77	196.88	20	0	0	0	0	159	23.26	60	5.579
4924	562	6264.76	329.752	341.421	0	0	0	0	71.11	24.62	60	5.623
4925	562	6290.77	333.412	20	0	0	0	0	208	37.57	60	5.623
4927	572	1200.33	1682.09	330.781	0	0	0	0	158.4	26.14	40	0.8875
4928	572	1223.61	1630.81	326.071	0	0	0	0	127.3	28.43	40	5.617
4929	572	1359.18	1692.25	370.705	0	0	0	0	158.4	26.14	40	5.615
4930	572	1371.51	1649.08	345.089	0	0	0	0	158.4	26.14	40	0.8875
4931	572	1299.76	1554.74	40	0	0	0	0	127	30.63	40	0.125
4932	572	1274.51	1774.68	270.366	0	0	0	0	127	30.63	40	0.125
4933	572	1246.06	1743.62	40	0	0	0	0	33.88	21.23	40	1.675
4934	572	1305.44	1754.14	40	0	0	0	0	33.88	21.23	40	1.675
4935	572	1321.62	1586.98	40	0	0	0	0	33.88	21.23	40	1.675
4936	572	1269.12	1579.99	40	0	0	0	0	33.88	21.23	40	1.675
4937	580	1807.27	597.651	52	0	0	0	0	65.13	10.16	17.63	5.953
4941	572	1285.36	1667.68	10	0	0	0	0	212.5	207.3	20	2.479
4944	562	6237.84	261.363	-20	0	0	0	0	185.1	227	20	5.623
4946	571	4784.3	-4404.07	198.185	0	0	0	0	10.52	13.72	14.72	0.5121
4947	571	4662.24	-4609.61	208.776	0	0	0	0	7.131	21.24	19.14	0.921
4948	571	4530.12	-4442.18	186.355	0	0	0	0	24.48	16	21.11	4.369
4949	571	3831.36	1582.25	290.141	0	0	0	20	0	0	0	0
4950	571	3684.76	2154.15	350.502	0	0	0	0	48.25	27.08	17.24	6.204
4951	571	2432.4	1702.13	-137.869	0	0	0	0	65.9	37.21	105.1	0
4952	571	4013.18	5376.05	242.802	0	0	0	0	6.349	59.44	20	5.851
4953	451	4686.16	-328.257	271.202	0	0	0	268.065	39.81	35.91	20	5.498
4954	576	184.844	-653.175	-10	0	0	0	0	8	75	20	0
4955	576	184.844	-653.175	-10	0	0	0	0	8	75	20	0
4956	571	3107.73	616.759	250.178	0	0	0	0	284.1	85	159.2	0.01027
4958	451	-15914.1	-12969.5	329.387	0	0	0	2	0	0	0	20
4960	571	3819.71	1537.18	897.245	0	0	0	15	0	0	0	0
4961	571	2.300.196	5.198.303	1.170.279	0	0	0	0	11.5	52.1	40	1.18
4963	571	2418.66	6455.67	544.785	0	0	0	70	0	0	0	0
