m_ID	m_ContinentID	m_ParentAreaID	m_AreaBit	m_flags	m_SoundProviderPref	m_SoundProviderPrefUnderwater	m_AmbienceID	m_ZoneMusic	m_IntroSound	m_ExplorationLevel	Unknown	m_AreaName_lang	m_factionGroupMask	m_liquidTypeID_1	m_liquidTypeID_2	m_liquidTypeID_3	m_liquidTypeID_4	m_minElevation	m_ambient_multiplier	m_lightid	newField20	newField21	newField22	newField23	newField24	newField25	
3439	531	3428	1077	1073741824	0	0	0	0	29470	0	0	"Watchers\' Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3440	509	3429	1078	1073741824	0	0	0	0	29337	0	0	"Scarab Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3441	509	3429	1079	1073741824	0	0	0	0	29366	0	0	"General\'s Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3442	509	3429	1080	1073741824	0	0	0	0	29401	0	0	"The Reservoir"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3443	509	3429	1081	1073741824	0	0	0	0	29428	0	0	"The Hatchery"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3444	509	3429	1082	1073741824	0	0	0	0	29453	0	0	"The Comb"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3445	509	3429	1083	1073741824	0	0	0	0	29470	0	0	"Watchers\' Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3446	1	1377	1066	1073758272	0	0	0	667	29505	0	0	"Twilight\'s Run"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3447	1	1377	1067	1073758272	0	0	0	0	29533	0	0	"Ortell\'s Hideout"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3448	509	3429	1068	1073741824	0	0	0	0	29337	0	0	"Scarab Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3449	509	3429	1069	1073741824	0	0	0	0	29366	0	0	"General\'s Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3450	509	3429	1070	1073741824	0	0	0	0	29401	0	0	"The Reservoir"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3451	509	3429	1071	1073741824	0	0	0	0	29428	0	0	"The Hatchery"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3452	509	3429	1585	1073741824	0	0	0	0	29453	0	0	"The Comb"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3453	509	3429	1073	1073741824	0	0	0	0	29470	0	0	"Watchers\' Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
3454	1	1377	1074	1073758272	0	0	0	0	29190	0	0	"Ruins of Ahn\'Qiraj"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3455	530	0	1084	64	0	0	24	268	29566	0	0	"The North Sea"	4	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3456	533	0	1588	4099	0	0	0	0	29592	0	0	"Naxxramas"	0	0	0	0	21	-500	0.5	0	13	0	0	675	0	-1
3457	532	0	1085	0	0	0	49	0	26024	0	0	"Karazhan"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3459	0	0	4500	16896	3	11	0	0	29613	0	0	"City"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3460	530	3430	1086	1073741888	0	0	365	0	29630	0	6	"Golden Strand"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3461	530	3430	1087	1073741888	0	0	0	0	29657	0	7	"Sunsail Anchorage"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3462	530	3430	1088	1076887616	0	89	0	0	29692	0	6	"Fairbreeze Village"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3463	530	3430	1089	1073741888	0	0	0	0	29729	0	5	"Magisters Gate"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3464	530	3430	1090	1073741888	0	89	0	297	29758	484	7	"Farstrider Retreat"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3465	530	3430	1091	1073741888	0	0	0	297	29795	0	5	"North Sanctum"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3466	530	3430	1092	1073741888	0	0	0	297	29822	0	6	"West Sanctum"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3467	530	3430	1093	1073741888	0	89	363	297	29847	0	7	"East Sanctum"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3468	530	3430	1094	1073741888	0	0	0	0	29872	0	7	"Saltheril\'s Haven"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3469	530	3430	1095	1075839040	0	0	0	0	29907	0	5	"Thuron\'s Livery"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3470	530	3430	1096	1073741888	0	0	0	0	29938	0	6	"Stillwhisper Pond"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3471	530	3430	1097	1073741888	0	0	0	0	29973	0	9	"The Living Wood"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3472	530	3430	1098	1073741888	0	89	365	0	30003	0	10	"Azurebreeze Coast"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3473	530	3430	1099	1073741888	0	0	0	0	30038	0	8	"Lake Elrendar"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3474	530	3430	1100	1073741888	0	0	363	0	30065	0	9	"The Scorched Grove"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3475	530	3430	1101	1073741888	0	0	394	0	30101	0	10	"Zeb\'Watha"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3476	530	3430	1102	1073741888	0	0	394	0	30111	0	10	"Tor\'Watha"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3477	571	0	1103	16384	0	89	0	0	30121	0	73	"Azjol-Nerub"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3478	1	0	1075	16384	0	0	38	176	30144	0	0	"Gates of Ahn\'Qiraj"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3479	530	0	1104	64	0	0	567	305	30180	0	0	"The Veiled Sea"	2	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3480	530	3430	1105	1073741888	0	89	365	0	30207	0	9	"Duskwither Grounds"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3481	530	3430	1106	1073741888	0	89	0	0	30244	0	10	"Duskwither Spire"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3482	530	3430	1107	1073741888	0	0	363	0	30277	0	5	"The Dead Scar"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3483	530	0	1108	16448	0	0	370	277	30303	0	0	"Hellfire Peninsula"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3484	530	3430	1109	1073741824	0	0	0	0	30331	0	0	"The Sunspire"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3485	530	3430	1110	1073741824	0	0	0	295	30356	0	0	"Falthrien Academy"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3486	0	267	1076	1073758272	0	0	0	1067	30391	957	30	"Ravenholdt Manor"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
3487	530	0	1111	2097464	0	0	351	296	30424	483	10	"Silvermoon City"	4	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3488	530	3433	1112	1076887616	0	0	0	0	30455	0	10	"Tranquillien"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3489	530	3433	1113	1073741888	0	0	0	0	30468	0	10	"Suncrown Village"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3490	530	3433	1114	1073741888	0	0	392	0	30501	0	11	"Goldenmist Village"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3491	530	3433	1115	1073741888	0	0	392	0	30538	0	14	"Windrunner Village"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3492	530	3433	1116	1073741888	0	0	392	0	30575	0	16	"Windrunner Spire"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3493	530	3433	1117	1075839040	0	0	0	297	30608	0	12	"Sanctum of the Sun"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3494	530	3433	1118	1073741888	0	0	392	297	30643	0	13	"Sanctum of the Moon"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3495	530	3433	1119	1073741888	0	89	0	0	30680	0	14	"Dawnstar Spire"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3496	530	3433	1120	1073741888	0	89	0	297	30709	484	14	"Farstrider Enclave"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3497	530	3433	1121	1073741888	0	89	392	338	30746	0	10	"An\'daroth"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3498	530	3433	1122	1073741888	0	89	0	338	30756	0	13	"An\'telas"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3499	530	3433	1123	1073741888	0	89	394	338	30765	0	16	"An\'owyn"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3500	530	3433	1124	1073741888	0	89	37	301	30773	0	19	"Deatholme"	0	0	0	0	0	-500	0.75	0	13	0	0	675	0	-1
3501	530	3433	1125	1073741888	0	89	392	338	30783	0	18	"Bleeding Ziggurat"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3502	530	3433	1126	1073741888	0	0	0	338	30818	0	18	"Howling Ziggurat"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3503	530	3433	1127	1073741888	0	0	393	343	30851	0	14	"Shalandis Isle"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3504	530	3433	1128	1073741888	0	0	0	0	30880	0	10	"Toryl Estate"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3505	530	3433	1129	1073741888	0	0	392	338	30905	0	13	"Underlight Mines"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3506	530	3433	1130	1073741888	0	89	0	0	30938	0	15	"Andilien Estate"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3507	530	3433	1131	1074004032	0	0	394	338	30969	0	11	"Hatchet Hills"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3508	530	3433	1132	1074004032	0	89	394	0	30996	0	18	"Amani Pass"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3509	530	3433	1133	1073741888	0	0	0	338	31017	0	10	"Sungraze Peak"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3510	530	3433	1134	1073741888	0	89	0	338	31044	0	15	"Amani Catacombs"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3511	530	3433	1135	1073741888	0	0	0	0	31075	0	20	"Tower of the Damned"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3512	530	3433	1136	1073741888	0	0	394	0	31112	0	11	"Zeb\'Sora"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3513	530	3433	1137	1073741888	0	0	0	0	30038	0	13	"Lake Elrendar"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3514	530	3433	1138	1073741888	0	0	363	0	30277	0	10	"The Dead Scar"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3515	530	3433	1139	1073741888	0	89	0	0	31121	0	11	"Elrendar River"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3516	530	3433	1140	1073741888	0	0	394	0	31150	0	17	"Zeb\'Tela"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3517	530	3433	1141	1073741888	0	0	394	0	31159	0	18	"Zeb\'Nowa"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3518	530	0	1142	16448	0	0	369	267	31168	0	0	"Nagrand"	0	0	0	0	0	-500	0.5	0	15	0	0	675	0	-1
3519	530	0	1143	16448	0	0	368	270	31176	0	0	"Terokkar Forest"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3520	530	0	1144	16448	0	0	405	273	31207	0	0	"Shadowmoon Valley"	0	0	0	0	0	-500	0.5	0	15	0	0	675	0	-1
3521	530	0	1145	16448	0	0	400	269	31242	0	0	"Zangarmarsh"	0	0	0	0	0	-500	0.75	0	15	0	0	675	0	-1
3522	530	0	1146	16448	0	89	406	266	31254	0	0	"Blade\'s Edge Mountains"	0	0	0	0	0	-500	0.3	0	15	0	0	675	0	-1
3523	530	0	1147	16448	0	0	401	272	31297	0	0	"Netherstorm"	0	0	0	0	0	-500	0.5	0	15	0	0	675	0	-1
3524	530	0	1148	64	0	89	366	305	31309	0	0	"Azuremyst Isle"	2	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3525	530	0	1149	64	0	89	397	276	31338	0	0	"Bloodmyst Isle"	2	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3526	530	3524	1150	1075838992	0	0	366	274	31367	0	0	"Ammen Vale"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3527	530	3524	1151	1074790416	0	0	376	274	31388	0	0	"Crash Site"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3528	530	3524	1152	1073741824	0	0	0	274	31409	0	0	"Silverline Lake"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3529	530	3524	1153	1073741824	0	0	0	308	31440	0	0	"Nestlewood Thicket"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3530	530	3524	1154	1073741824	0	0	0	309	31477	0	0	"Shadow Ridge"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3531	530	3430	1155	1073741888	0	0	395	0	31502	0	5	"Skulking Row"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3532	530	3430	1156	1073741888	0	89	395	297	31527	483	5	"Dawning Lane"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3533	530	3430	1157	1073741888	0	0	395	298	31552	0	5	"Ruins of Silvermoon"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3534	530	3430	1158	1073741888	0	89	395	298	31590	0	5	"Feth\'s Way"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3536	530	3483	1160	1075855424	0	0	0	342	31611	0	0	"Thrallmar"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3537	571	0	1161	16449	0	89	438	413	31621	0	0	"Borean Tundra"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3538	530	3483	1162	1075855424	0	0	0	279	31648	0	0	"Honor Hold"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3539	530	3483	1163	1073760256	0	0	0	0	31669	473	58	"The Stair of Destiny"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3540	530	0	1164	16384	0	0	370	0	31708	0	0	"Twisting Nether"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3541	530	3483	1165	1073758272	0	89	0	0	31739	487	61	"Forge Camp: Mageddon"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3542	530	3483	1166	1073758272	0	0	0	0	31779	472	58	"The Path of Glory"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3543	530	3483	1167	1073758272	0	0	0	0	31812	479	61	"The Great Fissure"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3544	530	3483	1168	1073758272	0	0	0	0	31846	0	61	"Plain of Shards"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3545	530	3483	1169	1073758272	0	0	0	0	31876	0	62	"Hellfire Citadel"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3546	530	3483	1170	1073758272	0	89	0	0	31909	475	59	"Expedition Armory"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3547	530	3483	1171	1073758272	0	0	0	0	31944	489	70	"Throne of Kil\'jaeden"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3548	530	3483	1172	1073758272	0	89	0	0	31984	488	60	"Forge Camp: Rage"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3549	530	3483	1173	1073758272	0	0	0	0	32016	487	60	"Invasion Point: Annihilator"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3550	530	3483	1174	1073758272	0	89	0	0	32070	0	58	"Borune Ruins"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3551	530	3483	1175	1073758272	0	0	0	0	32095	471	62	"Ruins of Sha\'naar"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3552	530	3483	1176	1075855424	0	0	0	310	32128	0	0	"Temple of Telhamat"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3553	530	3483	1177	1073758272	0	0	0	0	32164	471	61	"Pools of Aggonar"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3554	530	3483	1178	1075855424	0	89	0	309	32196	0	0	"Falcon Watch"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3555	530	3483	1179	1073758272	0	0	0	0	32221	503	0	"Mag\'har Post"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3556	530	3483	1180	1073758272	0	89	0	0	32246	480	62	"Den of Haal\'esh"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3557	530	0	1181	2097464	0	0	366	305	32276	0	10	"The Exodar"	2	0	0	0	0	0	0.6	0	13	0	0	675	0	-1
3558	530	3430	1182	1073741888	0	89	0	0	32297	0	7	"Elrendar Falls"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3559	530	3524	1183	1073741824	0	0	0	308	32326	0	0	"Nestlewood Hills"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3560	530	3524	1184	1073741840	0	0	0	274	32359	0	0	"Ammen Fields"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3561	530	3524	1185	1073741824	0	0	0	274	32384	0	0	"The Sacred Grove"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3562	543	0	1186	0	0	0	370	293	32416	0	0	"Hellfire Ramparts"	0	0	0	0	0	-500	0.4	0	13	0	0	675	0	-1
3563	543	3562	1187	1073741824	0	0	0	0	31876	0	0	"Hellfire Citadel"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3564	530	3524	1188	1073741888	0	89	0	0	32451	0	0	"Emberglade"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3565	530	3521	1189	1075855424	0	89	0	0	32462	494	0	"Cenarion Refuge"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3566	530	3524	1190	1073741888	0	0	0	308	32493	0	10	"Moonwing Den"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3567	530	3524	1191	1073741888	0	0	0	0	32518	0	6	"Pod Cluster"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3568	530	3524	1192	1073741888	0	0	0	0	32541	0	6	"Pod Wreckage"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3569	530	3524	1193	1073741888	0	0	0	275	32566	0	7	"Tides\' Hollow"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3570	530	3524	1194	1073741888	0	0	0	275	32592	0	6	"Wrathscale Point"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3571	530	3524	1195	1073741888	0	89	0	308	32625	0	8	"Bristlelimb Village"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3572	530	3524	1196	1073741888	0	0	0	308	32664	0	7	"Stillpine Hold"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3573	530	3524	1197	1075839040	0	0	0	279	32693	0	6	"Odesyus\' Landing"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3574	530	3524	1198	1073741888	0	0	0	0	32726	0	0	"Valaar\'s Berth"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3575	530	3524	1199	1073741888	0	0	0	0	32755	0	10	"Silting Shore"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3576	530	3524	1200	1076887616	0	89	0	0	32782	0	5	"Azure Watch"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3577	530	3524	1201	1073741888	0	0	0	0	32805	0	6	"Geezle\'s Camp"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3578	530	3524	1202	1073741888	0	0	0	0	32832	0	8	"Menagerie Wreckage"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3579	530	3524	1203	1073741888	0	0	0	0	32869	0	9	"Traitor\'s Cove"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3580	530	3524	1204	1073741888	0	0	0	0	32898	0	9	"Wildwind Peak"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3581	530	3524	1205	1073741888	0	0	0	0	32925	0	8	"Wildwind Path"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3582	530	3483	1206	1073758272	0	0	0	0	32952	502	60	"Zeth\'Gor"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3583	530	3525	1207	1073741888	0	89	0	0	32969	0	10	"Beryl Coast"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3584	530	3525	1208	1076887616	0	89	0	0	32992	0	10	"Blood Watch"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3585	530	3525	1209	1073741888	0	89	0	0	33015	0	14	"Bladewood"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3586	530	3525	1210	1073741888	0	0	0	0	33025	0	19	"The Vector Coil"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3587	530	3525	1211	1073741888	0	0	0	0	33055	0	15	"The Warp Piston"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3588	530	3525	1212	1073741888	0	0	0	0	33085	0	16	"The Cryo-Core"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3589	530	3525	1213	1073741888	0	0	0	275	33112	0	13	"The Crimson Reach"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3590	530	3525	1214	1073741888	0	0	0	275	33146	0	12	"Wrathscale Lair"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3591	530	3525	1215	1073741888	0	0	0	275	33177	0	13	"Ruins of Loreth\'Aran"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3592	530	3525	1216	1073741888	0	0	0	0	33217	0	13	"Nazzivian"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3593	530	3525	1217	1073741888	0	89	0	0	33227	0	16	"Axxarien"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3594	530	3525	1218	1073741888	0	89	0	0	33236	0	12	"Blacksilt Shore"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3595	530	3525	1219	1073741888	0	0	0	0	33267	0	17	"The Foul Pool"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3596	530	3525	1220	1073741888	0	0	0	0	33293	0	16	"The Hidden Reef"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3597	530	3525	1221	1073741888	0	89	0	0	33323	0	17	"Amberweb Pass"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3598	530	3525	1222	1073741888	0	0	0	0	33350	0	17	"Wyrmscar Island"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3599	530	3525	1223	1073741888	0	0	0	0	33381	0	0	"Talon Stand"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3600	530	3525	1224	1073741888	0	89	0	0	33404	0	10	"Bristlelimb Enclave"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3601	530	3525	1225	1073741888	0	0	0	0	33443	0	14	"Ragefeather Ridge"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3602	530	3525	1226	1075839040	0	0	0	0	33478	0	0	"Kessel\'s Crossing"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3603	530	3525	1227	1073741888	0	0	0	0	33513	0	0	"Tel\'athion\'s Camp"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3604	530	3525	1228	1073741888	0	0	0	0	33548	0	9	"The Bloodcursed Reef"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3605	560	0	1229	64	0	0	410	320	33588	521	0	"Hyjal Past"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3606	534	0	1230	0	0	0	410	349	33609	0	0	"Hyjal Summit"	0	61	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3607	548	0	1231	0	0	0	0	0	33636	0	0	"Serpentshrine Cavern"	0	41	0	0	0	-5000	0.6	0	13	0	0	675	0	-1
3608	530	3525	1232	1073741888	0	0	0	0	33675	0	0	"Vindicator\'s Rest"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3609	530	3518	1233	1073758272	0	0	0	0	33710	0	0	"Unused3"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3610	530	3518	1234	1073758272	0	89	0	0	33718	508	64	"Burning Blade Ruins"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3611	530	3518	1235	1073758272	0	89	0	0	33756	0	64	"Clan Watch"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3612	530	3525	1236	1073741888	0	89	0	275	33777	470	16	"Bloodcurse Isle"	0	0	0	0	0	-500	0.6	0	13	0	0	675	0	-1
3613	530	3518	1237	1075855424	0	0	0	278	33808	0	0	"Garadar"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3614	530	3518	1238	1073758272	0	0	0	0	33816	0	64	"Skysong Lake"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3615	530	3518	1239	1073758272	0	0	0	0	33841	0	65	"Throne of the Elements"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3616	530	3518	1240	1073758272	0	0	0	0	33884	508	64	"Laughing Skull Ruins"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3617	530	3518	1241	1073758272	0	0	0	0	33924	508	66	"Warmaul Hill"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3618	530	3518	1242	1073758272	0	0	0	0	33949	0	0	"Gruul\'s Lair"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3619	530	3518	1243	1073758272	0	89	0	0	33974	0	64	"Auren Ridge"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3620	530	3518	1244	1073758272	0	89	0	0	33997	0	0	"Auren Falls"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3621	530	3518	1245	1073758272	0	0	0	0	34020	0	65	"Lake Sunspring"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3622	530	3518	1246	1073758272	0	0	0	310	34049	519	0	"Sunspring Post"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3623	530	3518	1247	1073758272	0	89	0	0	34078	0	0	"Aeris Landing"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3624	530	3518	1248	1073758272	0	89	0	0	34105	488	66	"Forge Camp: Fear"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3625	530	3518	1249	1073758272	0	89	0	0	34137	487	66	"Forge Camp: Hate"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3626	530	3518	1250	1075855424	0	0	0	310	34169	0	0	"Telaar"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
3627	530	3518	1251	1073758272	0	0	0	0	34176	0	65	"Northwind Cleft"	0	0	0	0	0	-500	0.6	0	15	0	0	675	0	-1
