field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16
60152	12801	0	0	0	0	0	41145	41147	41146	41148	1	0	1	0	Test Panda	0
60157	0	0	0	0	0	0	41267	0	0	0	1	0	0	0	Cosmetic Fire large	0
60205	0	0	0	0	0	0	39467	42351	39473	0	1	2	1	0	Hopling	0
60291	0	0	0	11285	0	0	16480	21342	0	0	0	1	0	0	Fire Bunny	0
60406	0	0	0	0	0	0	41397	0	0	0	1	0	0	0	Cosmetic Smoke From Fire	0
60418	0	0	0	0	0	0	15984	0	0	0	1	0	0	0	Darren\'s Test BattlePet 4	0
60424	0	0	0	0	0	0	36499	0	0	0	1	0	0	0	Darren\'s Test BattlePet 5	0
60430	0	0	0	0	0	0	33559	0	0	0	1	0	0	0	Darren\'s Test BattlePet 6	0
60522	0	0	0	0	0	0	41469	0	0	0	1	0	0	0	Small Panda Tent	0
60525	0	0	0	0	0	0	41472	0	0	0	1	0	0	0	Large Panda Tent	0
60526	0	0	0	0	0	0	41473	0	0	0	1	0	0	0	Small Horde Tent	0
60527	0	0	0	0	0	0	41475	0	0	0	1	0	0	0	Large Horde Tent	0
60547	0	0	0	0	0	0	9989	0	0	0	1	1	1	1	Natasha	0
60548	0	0	0	0	0	0	11709	0	0	0	1	1	1	1	Vladimir	0
60574	0	0	0	0	0	0	41493	0	0	0	1	0	0	0	Horde Banner	0
60592	0	0	0	0	0	0	39039	0	0	0	1	0	0	0	Shademaster Kiryn	0
60649	0	0	0	0	0	0	42906	0	0	0	1	1	1	1	Black Lamb	0
60820	0	0	0	0	0	0	41601	0	0	0	1	0	0	0	Small Alliance Tent	0
60821	0	0	0	0	0	0	41602	0	0	0	1	0	0	0	Large Alliance Tent	0
60828	0	0	0	0	0	0	41605	0	0	0	1	0	0	0	Admiral Taylor	0
60829	0	0	0	0	0	0	38870	0	0	0	1	0	0	0	Mishka	0
60830	0	0	0	0	0	0	41606	0	0	0	1	0	0	0	Alliance Banner	0
60861	0	0	0	0	0	0	38872	0	0	0	1	0	0	0	"Sully \The Pickle\"" McLeary"""	0
61071	0	0	0	0	0	0	6297	1924	6295	901	1	1	1	1	Small Frog	0
61073	0	0	0	0	0	0	41859	0	0	0	1	0	0	0	Zandalari Tomb-robber	0
61074	0	0	0	0	0	0	41858	41859	0	0	3	1	0	0	Zandalari Refugee	0
61075	0	0	0	0	0	0	41079	0	0	0	1	0	0	0	Zandalari Soulraiser	3
61079	0	0	0	0	0	0	41826	0	0	0	1	0	0	0	Player Clone (TEMP)	0
61080	0	0	0	0	0	0	328	4626	0	0	1	1	1	1	Rabbit	0
61081	0	0	0	0	0	0	134	0	0	0	1	1	1	1	Squirrel	0
61085	0	0	0	0	0	0	41832	0	0	0	1	1	1	1	Beaver Yearling	0
61086	0	0	0	0	0	0	41833	0	0	0	1	1	1	1	Porcupette	0
61087	0	0	0	0	0	0	41834	0	0	0	1	1	1	1	Raccoon Kit	0
61088	0	0	0	0	0	0	41835	0	0	0	1	1	1	1	Tiny Water Strider	0
61089	0	0	0	0	0	0	41836	0	0	0	1	1	1	1	Otter Pup	0
61129	0	0	0	0	0	0	41839	0	0	0	1	0	0	0	Mogu Door	0
61141	0	0	0	0	0	0	1072	0	0	0	1	1	1	1	Prairie Dog	0
61142	0	0	0	0	0	0	1206	6303	2957	2958	1	1	1	1	Snake	0
61143	0	0	0	0	0	0	4959	4960	0	0	1	1	0	0	Mouse	0
61148	41365	0	0	0	0	0	41855	0	0	0	1	0	0	0	Zandalari Priest	0
61149	41365	0	0	0	0	0	41857	0	0	0	1	0	0	0	Zandalari Priest	0
61158	0	0	0	0	0	0	41581	41878	41879	41880	1	1	1	1	Shore Crab	0
61160	0	0	0	0	0	0	41886	0	0	0	1	1	1	1	Tiny Harvester	0
61165	0	0	0	0	0	0	654	0	0	0	1	1	1	1	Fawn	0
61167	0	0	0	0	0	0	328	4626	25340	6302	1	1	1	1	Mountain Cottontail	0
61168	0	0	0	0	0	0	1141	1418	2176	0	2	2	1	0	Redridge Rat	0
61169	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Roach	0
61170	0	0	0	0	0	0	856	857	0	0	2	1	1	1	Sheep	0
61171	0	0	0	0	0	0	41887	0	0	0	1	0	0	0	Fledgling Buzzard	3
61213	0	0	0	0	0	0	43134	0	0	0	0	0	0	0	Kor\'thik Conscript	0
61253	0	0	0	0	0	0	2536	9829	1160	14952	1	1	1	1	Dusk Spiderling	0
61255	0	0	0	0	0	0	16633	0	0	0	1	1	1	1	Skunk	0
61257	0	0	0	0	0	0	1141	0	0	0	1	1	1	1	Black Rat	0
61258	0	0	0	0	0	0	3126	0	36544	0	1	1	1	1	Rat Snake	0
61259	0	0	0	0	0	0	41949	0	0	0	1	0	0	0	Widow Spiderling	0
61292	28426	28754	0	0	0	0	41957	0	0	0	1	0	0	0	Zandalari Fleshrender	0
61300	28426	28754	0	0	0	0	41959	0	0	0	1	0	0	0	Zandalari Fleshrender	0
61301	28426	28754	0	0	0	0	41958	0	0	0	1	0	0	0	Zandalari Fleshrender	0
61304	68838	32375	0	0	0	0	41813	0	0	0	1	0	0	0	Mogu Defier	3
61309	3350	0	0	0	0	0	41952	41953	41954	41955	1	1	1	1	Zandalari Underling	0
61310	22215	0	0	0	0	0	41951	0	0	0	1	0	0	0	Zandalari Priest	0
61312	0	0	0	0	0	0	5557	5558	5559	5560	1	1	1	1	Shore Crab	0
61313	0	0	0	0	0	0	8816	8817	8818	8819	1	1	1	1	Parrot	3
61314	0	0	0	0	0	0	36671	0	0	0	1	1	1	1	Crimson Moth	3
61317	0	0	0	0	0	0	4959	36357	0	0	1	1	0	0	Long-tailed Mole	0
61318	0	0	0	0	0	0	36578	0	4343	0	1	1	1	1	Tree Python	0
61319	0	0	0	0	0	0	7511	15467	8971	15468	1	1	1	1	Beetle	0
61320	0	0	0	0	0	0	2536	9829	1160	14952	1	1	1	1	Forest Spiderling	0
61321	0	0	0	0	0	0	36583	36599	36584	0	1	1	1	0	Lizard Hatchling	0
61322	0	0	0	0	0	0	5866	0	0	0	1	0	0	0	Polly	3
61323	0	0	0	0	0	0	1141	1418	2176	0	2	2	0	0	Wharf Rat	0
61324	0	0	0	0	0	0	21362	0	0	0	1	1	1	1	Baby Ape	0
61325	0	0	0	0	0	0	1986	1206	1987	0	1	1	1	1	Adder	0
61326	0	0	0	0	0	0	15469	5905	15470	15471	1	1	1	1	Scorpion	0
61327	0	0	0	0	0	0	2536	9829	1160	14952	1	1	1	1	Spider	0
61328	0	0	0	0	0	0	8971	0	0	0	1	1	1	1	Fire Beetle	0
61329	0	0	0	0	0	0	41960	0	0	0	1	1	1	1	Scorpling	0
61366	0	0	0	0	0	0	1141	1418	2176	0	2	2	1	0	Rat	0
61367	0	0	0	0	0	0	1986	1987	2954	2956	1	1	1	1	Water Snake	0
61368	0	0	0	0	0	0	5379	0	0	0	1	1	1	1	Huge Toad	0
61369	0	0	0	0	0	0	901	0	0	0	1	1	1	1	Toad	0
61370	0	0	0	0	0	0	36944	36952	36956	36957	1	1	1	1	Swamp Moth	3
61372	0	0	0	0	0	0	1986	0	0	0	1	1	1	1	Moccasin	0
61375	0	0	0	0	0	0	41976	0	0	0	1	1	1	1	Restless Shadeling	0
61383	0	0	0	0	0	0	5560	0	0	0	1	1	1	1	Lava Crab	0
61384	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Cockroach	0
61385	0	0	0	0	0	0	4268	36544	35802	0	1	1	1	1	Ash Viper	0
61386	0	0	0	0	0	0	41981	0	0	0	1	1	1	1	Lava Beetle	0
61420	0	0	0	0	0	0	14952	9829	27861	0	1	1	1	1	Ash Spiderling	0
61425	0	0	0	0	0	0	42051	0	0	0	1	0	0	0	Molten Hatchling	0
61438	0	0	0	0	0	0	15467	15468	0	0	1	1	0	0	Gold Beetle	0
61439	0	0	0	0	0	0	35804	0	1987	0	1	1	1	1	Rattlesnake	0
61440	0	0	0	0	0	0	15469	5905	36617	36616	1	1	1	1	Stripe-Tailed Scorpion	0
61441	0	0	0	0	0	0	36585	0	0	0	1	0	0	0	Spiky Lizard	0
61443	0	0	0	0	0	0	2954	0	0	0	1	1	1	1	King Snake	0
61456	0	0	0	0	0	0	10000	10001	10002	10003	1	1	1	1	Ram	0
61459	0	0	0	0	0	0	42068	0	0	0	1	0	0	0	Little Black Ram	0
61544	0	0	0	0	0	0	169	13069	0	0	0	1	1	1	Orphan Spell Visual Invisible Holder	0
61677	0	0	0	0	0	0	16633	0	0	0	1	1	1	1	Mountain Skunk	0
61682	7612	0	0	0	0	0	42562	0	0	0	1	0	0	0	General Nazgrim	0
61684	0	0	0	11285	0	0	39290	39291	39292	0	1	1	0	0	Mist	3
61689	0	0	0	0	0	0	42203	0	0	0	1	0	0	0	Snow Cub	0
61690	0	0	0	0	0	0	23926	36342	0	0	1	1	1	1	Alpine Hare	0
61691	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Irradiated Roach	0
61703	0	0	0	0	0	0	30424	0	0	0	1	0	0	0	Tiny Twister	0
61704	0	0	0	0	0	0	328	4626	6302	0	1	1	1	1	Grasslands Cottontail	0
61708	0	0	0	0	0	0	10090	7937	0	0	1	1	0	0	PattyMack 2.0 - WildBattlePet Test	0
61718	0	0	0	0	0	0	42218	0	0	0	1	0	0	0	Jade Oozeling	0
61750	0	0	0	0	0	0	347	0	0	0	1	1	1	1	Deer	0
61751	0	0	0	0	0	0	1560	0	0	0	1	1	1	1	Hare	0
61752	0	0	0	0	0	0	2838	0	0	0	1	1	1	1	Brown Marmot	0
61753	0	0	0	0	0	0	9904	9906	0	0	1	1	0	0	Maggot	0
61755	0	0	0	0	0	0	328	0	0	0	0	0	0	0	Snowshoe Hare	0
61757	0	0	0	0	0	0	36620	0	0	0	1	1	1	1	Red-Tailed Chipmunk	0
61758	0	0	0	0	0	0	42229	0	0	0	1	1	1	1	Infested Bear Cub	0
61826	0	0	0	0	0	0	42265	0	0	0	1	0	0	0	Blighthawk	3
61830	0	0	0	0	0	0	9904	0	0	0	1	0	0	0	Festering Maggot	0
61833	0	0	0	0	0	0	41826	0	0	0	1	0	0	0	Player Clone (TEMP)	0
61844	0	0	0	0	0	0	39044	0	0	0	1	0	0	0	Rivett Clutchpop	0
61845	0	0	0	0	0	0	32575	0	0	0	1	0	0	0	Hellscream\'s Vanguard	0
61846	0	0	0	0	0	0	39047	0	0	0	1	0	0	0	Gorrok	0
61866	0	0	0	0	0	0	39049	0	0	0	1	0	0	0	Shokia	0
61867	0	0	0	0	0	0	39207	0	0	0	1	0	0	0	Kiryn	0
61868	0	0	0	0	0	0	39116	0	0	0	1	0	0	0	Zin\'jun	0
61869	0	0	0	0	0	0	41931	0	0	0	1	0	0	0	Snuff	0
61877	0	0	0	0	0	0	15905	0	0	0	1	0	0	0	Jade Owl	0
61883	0	0	0	0	0	0	42297	0	0	0	1	1	1	1	Sapphire Cub	0
61889	0	0	0	0	0	0	1141	1418	2176	0	2	2	1	0	Undercity Rat	0
61890	0	0	0	0	0	0	42334	0	0	0	1	1	1	1	Blighted Squirrel	0
61892	0	0	0	0	0	0	42299	0	0	0	1	1	1	1	Xelnath	0
61897	0	0	0	0	0	0	41918	0	0	0	1	1	1	1	Lorewalker Cho	0
61898	0	0	0	0	0	0	42324	0	0	0	1	0	0	0	Mogu Fleshshaper	0
61899	0	0	0	0	0	0	42325	0	0	0	1	0	0	0	Mogu Grunt	0
61900	0	0	0	0	0	0	42326	0	0	0	1	0	0	0	Mysterious Cave Creature	0
61901	0	0	0	0	0	0	41092	0	0	0	1	0	0	0	Grummle	0
61902	0	0	0	0	0	0	40786	0	0	0	1	0	0	0	Grummle	0
61904	0	0	0	0	0	0	42300	42301	42302	42303	1	1	1	1	Pandaren Slave	0
61905	0	0	0	0	0	0	42304	0	0	0	1	1	1	1	Lost of Lordaeron	0
61906	60765	0	0	0	0	0	42305	0	0	0	1	0	0	0	Hozen	0
61907	0	0	0	0	0	0	42306	0	0	0	1	0	0	0	Kang	0
61908	0	0	0	0	0	0	42307	0	0	0	1	0	0	0	Shado-Pan Warrior	0
61909	0	0	0	0	0	0	42308	0	0	0	1	0	0	0	Jiang	0
61911	0	0	0	0	0	0	40205	0	0	0	1	0	0	0	Lo	0
61912	0	0	0	0	0	0	40590	0	0	0	1	0	0	0	Lo	0
61913	0	0	0	0	0	0	14778	0	0	0	1	0	0	0	Lo	0
61916	0	0	0	0	0	0	42309	0	0	0	1	0	0	0	Jiang	0
61918	0	0	0	0	0	0	42311	42310	42312	42313	1	1	1	1	Pandaren Villager	0
61920	0	0	0	0	0	0	42314	0	0	0	1	0	0	0	Lou Lang	0
61922	0	0	0	0	0	0	42315	0	0	0	1	0	0	0	Lou Lang	0
61923	0	0	0	0	0	0	42316	0	0	0	1	0	0	0	Lou Lang	0
61925	0	0	0	0	0	0	42317	0	0	0	1	0	0	0	Shao Hao	0
61926	0	0	0	0	0	0	41263	0	0	0	1	1	1	1	Xian	0
61927	0	0	0	0	0	0	40924	0	0	0	1	1	1	1	Chi-Ji	0
61930	0	0	0	0	0	0	41304	0	0	0	1	1	1	1	Niuzao	0
61931	0	0	0	0	0	0	42233	0	0	0	1	1	1	1	Shen-zin Su	0
61932	0	0	0	0	0	0	42318	0	0	0	1	0	0	0	Shen-zin Su	3
61933	34819	0	0	0	0	0	41781	0	0	0	1	1	1	1	Heavy Saurok	0
61934	29440	0	0	0	0	0	41784	0	0	0	1	1	1	1	Healing Saurok	0
61935	15241	15241	0	0	0	0	41785	0	0	0	1	1	1	1	Hacky Saurok	0
61936	0	0	0	0	0	0	22791	0	0	0	1	1	1	1	Common Lizard	0
61937	0	0	0	0	0	0	441	0	0	0	1	1	1	1	Mysterious Sea Creature	0
61938	0	0	0	0	0	0	30186	0	0	0	1	1	1	1	Jungle Creature	0
61941	0	0	0	0	0	0	42319	0	0	0	1	0	0	0	Mogu Grunt	0
61942	0	0	0	0	0	0	41037	0	0	0	1	0	0	0	The Monkey King	0
61988	0	0	0	0	0	0	42327	0	0	0	1	0	0	0	Egg	0
61997	0	0	0	0	0	0	11686	0	0	0	1	0	0	0	Zeppelin Cannon Bunny	0
62019	0	0	0	0	0	0	5585	5555	5556	5586	1	1	1	1	Cat	0
62020	0	0	0	0	0	0	42335	0	0	0	1	1	1	1	Ruby Sapling	0
62022	0	0	0	0	0	0	9906	9904	9905	15983	1	1	1	0	Larva	0
62026	0	0	0	0	0	0	1126	11686	0	0	0	1	0	0	General Purpose Bunny ZTO	0
62032	0	0	0	0	0	0	42341	0	0	0	1	1	1	1	Lamp Post	0
62034	0	0	0	0	0	0	42342	0	0	0	1	1	1	1	Spirit Crab	0
62035	0	0	0	0	0	0	36499	0	0	0	1	0	0	0	Jacob the Test Seagull	0
62050	0	0	0	0	0	0	42343	0	0	0	1	1	1	1	Grey Moth	2
62051	0	0	0	0	0	0	42344	0	0	0	1	1	1	1	Ravager Hatchling	0
62052	0	0	0	0	0	0	42345	0	0	0	0	0	0	0	Oderous Pandaren	0
62053	0	0	0	0	0	0	42346	0	0	0	1	0	0	0	Rich Pandaren Lady	0
62091	0	0	0	0	0	0	26056	0	0	0	1	0	0	0	Sik\'thik Flyer	3
62114	0	0	0	0	0	0	36583	36584	36585	36598	1	1	1	1	Spiny Lizard	0
62115	0	0	0	0	0	0	7511	15467	8971	15468	1	1	1	1	Dung Beetle	0
62116	0	0	0	0	0	0	7511	0	0	0	1	0	0	0	Creepy Crawly	0
62117	0	0	0	0	0	0	36236	0	0	0	1	0	0	0	Twilight Spider	0
62118	0	0	0	0	0	0	0	36644	0	7511	1	1	1	1	Twilight Beetle	0
62119	0	0	0	0	0	0	7920	0	0	0	1	1	1	1	Robo-Chick	0
62120	0	0	0	0	0	0	26532	0	0	0	1	1	1	1	Rabid Nut Varmint 5000	0
62121	0	0	0	0	0	0	27881	0	0	0	1	0	0	0	Turquoise Turtle	0
62129	0	0	0	0	0	0	42362	0	0	0	1	0	0	0	Cheetah Cub	0
62130	0	0	0	0	0	0	42363	0	0	0	1	0	0	0	Giraffe Calf	0
62163	0	0	0	0	0	0	1547	2238	2237	0	2	2	1	1	Gazelle	0
62169	0	0	0	0	0	0	42374	0	0	0	1	1	1	1	Tian the Endless	0
62170	0	0	0	0	0	0	42375	0	0	0	1	1	1	1	Tian the Endless	0
62176	0	0	0	0	0	0	2238	0	0	0	1	0	0	0	Gazelle Fawn	0
62177	0	0	0	0	0	0	36944	36952	36956	36957	1	1	1	1	Forest Moth	3
62178	0	0	0	0	0	0	328	4626	15918	6302	1	1	1	1	Elfin Rabbit	0
62181	0	0	0	0	0	0	36648	0	0	0	1	1	1	1	Topaz Shale Hatchling	0
62182	0	0	0	0	0	0	36604	0	0	0	1	1	1	1	Amethyst Shale Hatchling	0
62184	0	0	0	0	0	0	4268	36544	0	0	1	1	1	1	Rock Viper	0
62185	0	0	0	0	0	0	36583	36598	36599	0	1	1	1	0	Horny Toad	0
62186	0	0	0	0	0	0	36638	34170	34169	34171	1	1	1	1	Desert Spider	0
62187	0	0	0	0	0	0	42381	0	0	0	1	1	1	1	Stone Armadillo	0
62188	0	0	0	0	0	0	23786	0	0	0	1	1	1	1	Mule Deer	0
62189	0	0	0	0	0	0	36620	0	0	0	1	1	1	1	Alpine Chipmunk	0
62190	0	0	0	0	0	0	36580	0	0	0	1	1	1	1	Coral Snake	0
62201	0	0	0	0	0	0	42745	0	0	0	1	0	0	0	Spawn of Onyxia	2
62246	0	0	0	0	0	0	42407	42408	42409	0	1	1	1	0	Shimmershell Snail	0
62255	0	0	0	0	0	0	42415	0	0	0	1	0	0	0	Twilight Iguana	0
62256	0	0	0	0	0	0	7511	15467	8971	15468	1	1	1	1	Stinkbug	0
62257	0	0	0	0	0	0	5586	0	0	0	1	0	0	0	Sand Kitten	0
62258	0	0	0	0	0	0	42416	0	0	0	1	0	0	0	Silithid Hatchling	0
62262	0	0	0	0	0	0	41008	41007	41006	0	1	1	1	0	Incense	0
62263	0	0	0	0	0	0	41931	0	0	0	1	0	0	0	Snuff TEST	0
62272	0	0	0	0	0	0	40679	0	0	0	1	1	1	1	White Yak	0
62312	0	0	0	0	0	0	6297	1924	6295	901	1	1	1	1	Frog	0
62313	0	0	0	0	0	0	42409	0	0	0	1	0	0	0	Rusty Snail	0
62314	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Tainted Cockroach	0
62315	0	0	0	0	0	0	36944	36952	36956	36957	1	1	1	1	Tainted Moth	3
62316	0	0	0	0	0	0	1141	0	0	0	1	1	1	1	Tainted Rat	0
62317	0	0	0	0	0	0	42428	0	0	0	1	0	0	0	Minfernal	0
62324	0	0	0	0	0	0	42891	0	0	0	1	1	1	1	Norvakess	0
62364	0	0	0	0	0	0	36583	0	0	0	1	0	1	0	Ash Lizard	0
62370	0	0	0	0	0	0	6297	0	6296	0	1	1	1	1	Spotted Bell Frog	0
62373	0	0	0	0	0	0	36944	36952	36953	36955	1	1	1	1	Silky Moth	3
62375	0	0	0	0	0	0	42464	0	0	0	1	0	0	0	Diemetradon Hatchling	0
62409	0	0	0	0	0	0	41918	0	0	0	1	1	1	1	Lorewalker Cho	0
62426	82348	0	0	0	0	0	42319	0	0	0	1	0	0	0	Mogu Armed Grunt	0
62427	81906	0	0	0	0	0	42319	0	0	0	1	0	0	0	Mogu Armed Grunt	0
62428	82773	0	0	0	0	0	42319	0	0	0	1	0	0	0	Mogu Armed Grunt	0
62433	0	0	0	0	0	0	40059	0	0	0	1	1	1	1	Baby Saurok	0
62437	81358	0	0	0	0	0	42485	42487	0	0	1	0	0	0	Yaungol	0
62526	0	0	0	0	0	0	42523	0	0	0	1	0	0	0	Qiraji Guardling	0
62555	0	0	0	0	0	0	42553	0	0	0	1	1	1	1	Flayer Youngling	0
62564	0	0	0	0	0	0	42554	0	0	0	1	1	1	1	Sporeling Sprout	0
62579	0	0	0	0	0	0	42640	0	0	0	1	1	1	1	Korvexxis	0
62580	0	0	0	0	0	0	42640	0	0	0	1	1	1	1	Serevex	0
62581	0	0	0	0	0	0	42640	0	0	0	1	1	1	1	Rothek	0
62583	0	0	0	0	0	0	38236	0	0	0	1	1	1	1	Warpstalker Hatchling	0
62620	0	0	0	0	0	0	42575	0	0	0	1	1	1	1	Clefthoof Runt	0
62621	0	0	0	0	0	0	42576	0	0	0	1	1	1	1	Fel Flame	0
62625	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Nether Roach	0
62626	0	0	0	0	0	0	32313	0	0	0	1	1	1	1	The Gurkster	0
62627	0	0	0	0	0	0	42578	0	0	0	1	1	1	1	Fledgling Nether Ray	0
62628	0	0	0	0	0	0	42580	0	0	0	1	1	1	1	Scalded Basilisk Hatchling	0
62634	0	0	0	0	0	0	42583	0	0	0	1	0	0	0	Alliance Crewman	0
62635	0	0	0	0	0	0	42584	0	0	0	1	0	0	0	Alliance Captain	0
62639	82348	0	0	0	0	0	42587	0	0	0	1	0	0	0	Terrorcotta	0
62640	0	0	0	0	0	0	15554	7571	13509	0	1	1	1	0	Devouring Maggot	0
62641	0	0	0	0	0	0	22175	0	0	0	1	1	1	1	Fjord Rat	0
62664	0	0	0	0	0	0	304	0	0	0	1	1	1	1	Chicken	0
62669	0	0	0	0	0	0	42617	0	0	0	1	1	1	1	Fjord Worg Pup	0
62693	0	0	0	0	0	0	328	0	0	0	0	0	0	0	Arctic Hare	0
62695	0	0	0	0	0	0	1072	0	0	0	1	1	1	1	Borean Marmot	0
62697	0	0	0	0	0	0	42781	0	0	0	1	0	0	0	Oily Slimling	0
62815	0	0	0	0	0	0	1924	0	0	0	1	1	1	1	Biletoad	0
62816	0	0	0	0	0	0	42708	0	0	0	1	1	1	1	Stunted Shardhorn	0
62818	0	0	0	0	0	0	134	0	0	0	1	1	1	1	Grizzly Squirrel	0
62819	0	0	0	0	0	0	42709	0	0	0	1	0	0	0	Imperial Eagle Chick	3
62820	0	0	0	0	0	0	30159	0	0	0	1	1	1	1	Water Waveling	0
62835	0	0	0	0	0	0	25390	25391	25390	25391	2	2	1	1	Tundra Penguin	0
62852	0	0	0	0	0	0	42735	0	0	0	1	1	1	1	Dragonbone Hatchling	3
62854	0	0	0	0	0	0	42737	0	0	0	1	0	0	0	Scourged Whelpling	0
62862	0	0	0	0	0	0	42735	0	0	0	1	1	1	1	Dragonbone Hatchling	0
62864	0	0	0	0	0	0	42757	0	0	0	1	1	1	1	Arctic Fox Kit	0
62884	0	0	0	0	0	0	4959	4960	36357	0	1	1	1	0	Grotto Vole	0
62885	0	0	0	0	0	0	1141	1418	0	0	1	1	1	1	Carrion Rat	0
62886	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Fire-Proof Roach	0
62887	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Death\'s Head Cockroach	0
62888	0	0	0	0	0	0	6197	0	0	0	1	1	1	1	Nordrassil Wisp	2
62892	0	0	0	0	0	0	6297	1924	6295	901	1	1	1	1	Mac Frog	0
62893	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Locust	0
62894	0	0	0	0	0	0	36583	0	36585	0	1	0	1	0	Horned Lizard	0
62895	0	0	0	0	0	0	36944	36952	36956	36957	1	1	1	1	Oasis Moth	3
62896	0	0	0	0	0	0	15469	5905	15470	36616	1	1	1	1	Leopard Scorpion	0
62899	0	0	0	0	0	0	42771	0	0	0	1	1	1	1	Tol\'vir Scarab	0
62900	0	0	0	0	0	0	30412	36332	36336	0	1	1	1	0	Wildhammer Gryphon Hatchling	0
62904	0	0	0	0	0	0	2838	0	0	0	1	1	1	1	Yellow-Bellied Marmot	0
62905	0	0	0	0	0	0	4959	4960	0	0	1	1	0	0	Highlands Mouse	0
62906	0	0	0	0	0	0	21774	22191	0	0	0	0	0	0	Highlands Turkey	0
62907	0	0	0	0	0	0	22447	0	0	0	1	1	1	1	Highlands Skunk	0
62910	0	0	0	0	0	0	29905	0	0	0	1	0	0	0	Saurok Egg	0
62914	0	0	0	0	0	0	42783	0	0	0	1	1	1	1	Twilight Fiendling	0
62915	0	0	0	0	0	0	36603	0	0	0	1	1	1	1	Emerald Shale Hatchling	0
62916	0	0	0	0	0	0	36944	36952	36953	36955	1	1	1	1	Fungal Moth	3
62921	0	0	0	0	0	0	1141	1418	0	0	1	1	1	1	Stowaway Rat	0
62922	0	0	0	0	0	0	36605	0	0	0	1	1	1	1	Crimson Shale Hatchling	0
62924	0	0	0	0	0	0	2177	0	0	0	1	1	1	1	Deepholm Cockroach	0
62925	0	0	0	0	0	0	15467	36644	36613	7511	1	1	1	1	Crystal Beetle	0
62927	0	0	0	0	0	0	42791	0	0	0	1	1	1	1	Crimson Geode	2
62953	0	0	0	0	0	0	34160	0	0	0	1	0	0	0	Sea Gull	3
62954	0	0	0	0	0	0	1141	1418	2176	0	2	2	1	0	Stormwind Rat	0
62991	0	0	0	0	0	0	36544	0	0	0	1	0	0	0	Coral Adder	0
62992	0	0	0	0	0	0	40713	40716	0	0	1	1	0	0	Bucktooth Flapper	0
62994	0	0	0	0	0	0	27883	0	0	0	1	0	0	0	Emerald Turtle	0
62997	0	0	0	0	0	0	6297	0	0	0	0	0	0	0	Jungle Darter	0
62998	0	0	0	0	0	0	40584	40585	0	0	1	1	0	0	Mirror Strider	0
62999	0	0	0	0	0	0	2955	43195	0	0	1	1	1	1	Temple Snake	0
63001	0	0	0	0	0	0	38380	38135	34590	0	2	1	1	0	Silkbead Snail	0
63002	0	0	0	0	0	0	38831	0	0	0	0	0	0	0	Garden Frog	0
63003	0	0	0	0	0	0	40093	0	0	0	0	0	0	0	Blossomtail	0
63004	0	0	0	0	0	0	35802	2957	0	0	1	1	1	1	Grove Viper	0
63005	0	0	0	0	0	0	28507	0	0	0	1	0	0	0	Spirebound Crab	0
63006	0	0	0	0	0	0	34160	0	0	0	1	0	0	0	Sandy Petrel	0
63057	0	0	0	0	0	0	42856	0	0	0	1	1	1	1	Sifang Otter	0
63060	0	0	0	0	0	0	37810	27882	0	0	1	0	0	0	Softshell Snapling	0
63062	0	0	0	0	0	0	40089	40090	40094	0	1	1	1	1	Shy Bandicoon	0
63064	0	0	0	0	0	0	41834	42861	42860	0	1	1	1	1	Shy Bandicoon Kit	0
63094	0	0	0	0	0	0	40124	40122	40123	0	1	1	1	1	Malayan Quillrat	0
63095	0	0	0	0	0	0	42870	42871	42869	0	1	1	1	1	Malayan Quillrat Pup	0
63096	0	0	0	0	0	0	43127	0	0	0	1	1	1	1	Marsh Fiddler	0
63097	0	0	0	0	0	0	981	0	0	0	1	1	1	1	Shore Crab	0
63098	0	0	0	0	0	0	42872	0	0	0	1	1	1	1	Gilnean Raven	0
63143	82771	0	0	0	0	0	42879	0	0	0	0	0	0	0	Mogu Image	0
63288	0	0	0	0	0	0	42988	0	0	0	1	1	1	1	Chihong Spiderling	0
63289	0	0	0	0	0	0	36955	0	0	0	1	1	1	1	Luyu Moth	3
63291	0	0	0	0	0	0	42987	0	0	0	1	1	1	1	Haochi Beetle	0
63293	0	0	0	0	0	0	42859	42874	0	0	1	0	0	0	Spiny Terrapin	0
63304	0	0	0	0	0	0	40630	40521	40226	0	1	1	1	1	Jungle Grub	0
63320	0	0	0	11285	0	0	42944	0	0	0	1	0	0	0	Mist	3
63321	0	0	0	0	0	0	42939	0	0	0	1	1	1	1	Lorewalker Chang	0
63322	0	0	0	0	0	0	42940	0	0	0	1	1	1	1	Lorewalker Chi Chi	0
63323	0	0	0	0	0	0	42941	0	0	0	1	1	1	1	Lorewalker Lola	0
63324	0	0	0	0	0	0	42942	0	0	0	1	1	1	1	Lorewalker Chong	0
63326	0	0	0	0	0	0	42943	0	0	0	1	1	1	1	Lorewalker Cheech	0
