m_id	m_categoryRecoveryTime	m_recoveryTime	m_startRecoveryTime
1648	27540	0	1000
1649	27554	0	0
1650	27555	0	0
1651	27556	0	0
1652	27557	0	0
1653	27570	0	0
1654	27578	0	0
1655	27579	0	0
1656	27580	0	6000
1657	27581	0	60000
1658	27584	0	0
1659	27602	0	0
1660	27605	0	0
1661	27606	0	0
1662	27607	0	4000
1663	27608	0	0
1664	27609	0	0
1665	27610	0	30000
1666	27611	0	0
1667	27615	0	20000
1668	27617	0	300000
1669	27618	0	0
1670	27619	0	300000
1671	27621	0	0
1672	27623	0	15000
1673	27624	0	0
1674	27626	0	0
1675	27632	0	6000
1676	27633	0	0
1677	27634	0	0
1678	27637	0	0
1679	27638	0	0
1680	27641	0	0
1681	27683	0	0
1682	27733	0	0
1683	27740	0	0
1684	27753	0	15000
1685	27758	0	3000
1686	27759	0	0
1687	27794	0	3000
1688	27802	0	0
1689	27808	0	5000
1690	27810	0	5000
1691	27813	0	0
1692	27817	0	0
1693	27818	0	0
1694	27825	0	0
1695	27861	0	0
1696	27863	0	0
1697	27864	0	0
1698	27865	0	0
1699	27879	0	0
1700	27881	0	0
1701	27882	0	0
1702	27907	0	0
1703	27985	0	0
1704	27986	0	0
1705	27989	0	0
1706	27990	0	0
1707	27993	0	30000
1708	27994	0	0
1709	28027	0	172800000
1710	28028	0	172800000
1711	28133	0	0
1712	28148	0	0
1713	28176	0	0
1714	28247	0	10000
1715	28269	0	60000
1716	28271	0	0
1717	28272	0	0
1718	28314	0	0
1719	28338	0	6000
1720	28339	0	6000
1721	28391	0	0
1722	28401	0	0
1723	28407	0	0
1724	28412	0	120000
1725	28418	0	4000
1726	28419	0	4000
1727	28420	0	4000
1728	28447	0	0
1729	28448	0	0
1731	28479	0	8000
1732	28486	0	0
1733	28487	0	0
1734	28488	0	0
1736	28494	0	1000
1737	28495	0	10000
1738	28499	0	60000
1739	28500	0	600000
1741	28503	0	1000
1742	28505	0	0
1743	28511	0	1000
1744	28512	0	1000
1745	28513	0	1000
1747	28516	0	0
1748	28527	0	1000
1749	28536	0	1000
1750	28537	0	1000
1751	28538	0	1000
1752	28548	0	10000
1753	28559	0	0
1754	28566	0	1000
1755	28567	0	1000
1756	28568	0	1000
1757	28569	0	1000
1758	28580	0	1000
1759	28581	0	1000
1760	28582	0	1000
1761	28583	0	1000
1762	28584	0	1000
1763	28585	0	1000
1764	28599	0	0
1765	28612	0	0
1767	28683	0	0
1768	28730	0	0
1769	28734	0	0
1770	28738	0	0
1771	28739	0	0
1772	28740	0	0
1773	28760	0	60000
1774	28765	0	1000
1775	28766	0	1000
1776	28768	0	1000
1777	28769	0	1000
1778	28770	0	1000
1779	28772	0	0
1780	28783	0	3000
1781	28785	0	20000
1783	28815	0	0
1785	28863	0	0
1786	28871	0	0
1787	28880	0	0
1793	29044	0	0
1794	29054	0	0
1796	29058	0	0
1797	29060	0	10000
1798	29061	0	0
1800	29098	0	0
1801	29106	0	0
1803	29134	0	0
1804	29160	0	0
1805	29166	0	0
1806	29168	0	0
1807	29170	0	0
1808	29208	0	0
1809	29209	0	0
1810	29210	0	0
1811	29211	0	0
1812	29220	0	60000
1813	29236	0	60000
1814	29251	0	10000
1815	29276	0	60000
1816	29312	0	60000
1817	29314	0	0
1818	29317	0	0
1819	29321	0	0
1820	29326	0	0
1821	29339	0	0
1822	29381	0	0
1823	29385	0	8000
1824	29386	0	3000
1825	29425	0	3000
1828	29432	0	1000
1830	29448	0	2000
1831	29455	0	0
1832	29460	0	0
1833	29461	0	0
1834	29490	0	6000
1835	29503	0	1000
1836	29504	0	1000
1837	29505	0	5000
1838	29506	0	1000
1839	29511	0	12000
1840	29516	0	0
1841	29522	0	2000
1842	29525	0	15000
1843	29539	0	0
1844	29540	0	0
1845	29543	0	0
1846	29563	0	0
1847	29580	0	0
1848	29627	0	600000
1849	29652	0	0
1850	29661	0	5000
1851	29665	0	6000
1852	29674	0	1000
1853	29679	0	0
1854	29701	0	1000
1855	29718	0	0
1856	29719	0	1000
1857	29722	0	0
1858	29731	0	10000
1859	29832	0	6000
1860	29840	0	3000
1862	29858	0	0
1863	29883	0	0
1864	29884	0	0
1865	29893	0	0
1866	29909	0	0
1867	29922	0	0
1868	29923	0	0
1869	29924	0	0
1870	29925	0	0
1871	29926	0	0
1872	29927	0	0
1873	29935	0	3000
1874	29938	0	0
1875	29940	0	60000
1876	29966	0	0
1877	29967	0	0
1878	29968	0	0
1879	29975	0	0
1880	29977	0	180000
1881	29978	0	0
1882	29991	0	0
1883	30002	0	0
1885	30013	0	0
1886	30036	0	0
1887	30055	0	0
1888	30066	0	0
1889	30077	0	0
1890	30081	0	420000
1891	30096	0	0
1892	30099	0	0
1893	30102	0	0
1894	30105	0	0
1895	30108	0	0
1897	30146	0	0
1898	30151	0	0
1899	30152	0	0
1900	30155	0	0
1901	30156	0	0
1902	30161	0	0
1903	30167	0	0
1904	30213	0	0
1905	30218	0	0
1906	30234	0	3000
1908	30238	0	0
1912	30253	0	0
1913	30266	0	0
1914	30267	0	0
1915	30281	0	0
1916	30283	0	30000
1917	30284	0	0
1919	30412	0	0
1920	30427	0	0
1921	30449	0	0
1922	30451	0	0
1923	30455	0	0
1924	30470	0	20000
1925	30474	0	10000
1927	30479	0	15000
1928	30482	0	0
1929	30485	0	60000
1930	30495	0	6000
1931	30500	0	0
1932	30515	0	0
1933	30519	0	0
1934	30524	0	300000
1935	30526	0	0
1936	30534	0	0
1937	30543	0	12000
1938	30553	0	0
1939	30554	0	0
1940	30572	0	10000
1941	30600	0	0
1942	30604	0	0
1943	30610	0	0
1944	30614	0	6000
1945	30615	0	0
1946	30618	0	8000
1947	30621	0	20000
1949	30633	0	2000
1950	30636	0	10000
1951	30643	0	0
1952	30646	0	0
1953	30653	0	0
1954	30654	0	0
1955	30659	0	0
1956	30686	0	0
1957	30691	0	0
1958	30706	0	0
1959	30707	0	3000
1960	30717	0	0
1962	30741	0	0
1963	30769	0	5000
1966	30823	0	0
1967	30831	0	120000
1968	30832	0	20000
1970	30846	0	7000
1971	30850	0	6000
1972	30926	0	3000
1973	30933	0	15000
1974	30938	0	0
1975	30940	0	0
1976	30978	0	10000
1977	30980	0	0
1978	30986	0	0
1979	30990	0	0
1980	30991	0	5000
1981	30994	0	1000
1982	30997	0	1000
1984	30999	0	1000
1985	31000	0	1000
1986	31002	0	1000
1987	31022	0	0
1988	31032	0	0
1989	31117	0	0
1990	31224	0	0
1991	31225	0	0
1992	31252	0	0
1994	31256	0	0
1995	31271	0	0
1997	31286	0	20000
1998	31287	0	0
2000	31292	0	0
2001	31308	0	0
2002	31325	0	0
2003	31328	0	10000
2004	31330	0	0
2005	31335	0	0
2006	31358	0	0
2007	31365	0	0
2008	31390	0	0
2009	31404	0	0
2011	31407	0	0
2012	31409	0	0
2013	31426	0	25000
2014	31439	0	0
2015	31465	0	0
2016	31467	0	10000
2017	31519	0	0
2018	31526	0	120000
2019	31537	0	12000
2020	31540	0	8000
2021	31551	0	15000
2023	31589	0	0
2024	31610	0	0
2025	31615	0	0
2026	31617	0	15000
2027	31618	0	0
2028	31620	0	0
2029	31623	0	6000
2030	31624	0	15000
2031	31625	0	15000
2032	31627	0	0
2033	31633	0	0
2034	31661	0	20000
2035	31673	0	0
2036	31687	0	0
2037	31700	0	3000
2038	31707	0	0
2039	31715	0	3000
2040	31717	0	3000
2041	31730	0	0
2042	31739	0	0
2043	31749	0	0
2044	31760	0	0
2045	31764	0	0
2046	31765	0	0
2047	31771	0	1000
2048	31782	0	0
2049	31789	0	0
2050	31792	0	30000
2051	31797	0	0
2052	31801	0	0
2053	31807	0	0
2054	31808	0	0
2055	31810	0	0
2056	31811	0	0
2057	31812	0	0
2058	31813	0	0
2059	31814	0	0
2060	31815	0	0
2061	31821	0	0
2062	31842	0	0
2063	31843	0	30000
2064	31863	0	30000
2065	31865	0	6000
2066	31884	0	0
2067	31911	0	6000
2068	31920	0	1000
2069	31935	0	0
2070	31942	0	0
2071	31946	0	7000
2072	31970	0	13000
2073	31971	0	0
2074	31975	0	0
2075	31991	0	0
2076	31996	0	20000
2077	32014	0	6000
2078	32015	0	0
2079	32023	0	20000
2080	32025	0	0
2081	32026	0	15000
2082	32040	0	0
2083	32053	0	4000
2084	32054	0	4000
2085	32057	0	4000
2086	32062	0	15000
2089	32125	0	0
2090	32129	0	30000
2091	32130	0	0
2092	32131	0	0
2093	32132	0	0
2094	32140	0	1000
2095	32154	0	5000
2096	32173	0	0
2097	32182	0	0
2100	32199	0	120000
2101	32219	0	1000
2102	32223	0	0
2103	32241	0	0
2104	32253	0	0
2105	32254	0	60000
2106	32265	0	3000
2107	32266	0	0
2108	32267	0	0
2109	32271	0	0
2110	32272	0	0
2111	32278	0	1000
2112	32279	0	1000
2113	32280	0	1000
2115	32298	0	0
2116	32305	0	0
2118	32324	0	0
2119	32361	0	6000
2120	32363	0	0
2121	32369	0	0
2122	32375	0	0
2123	32379	0	8000
2124	32396	0	0
2125	32400	0	0
2126	32406	0	0
2127	32414	0	0
2128	32415	0	0
2129	32419	0	15000
2130	32421	0	0
2131	32422	0	0
2132	32445	0	2000
2133	32447	0	0
2134	32491	0	1000
2135	32546	0	0
2136	32589	0	0
2137	32614	0	0
2138	32645	0	0
2139	32666	0	0
2140	32690	0	6000
2141	32693	0	0
2142	32709	0	0
2143	32734	0	0
2144	32738	0	45000
2145	32740	0	0
2146	32741	0	15000
2147	32742	0	15000
2149	32751	0	15000
2150	32784	0	7000
2151	32787	0	0
2152	32788	0	0
2153	32790	0	0
2154	32791	0	0
2155	32792	0	0
2156	32802	0	60000
2157	32803	0	60000
2158	32804	0	60000
2159	32805	0	60000
2160	32806	0	60000
2161	32861	0	0
2162	32863	0	0
2163	32888	0	5000
2164	32899	0	0
2165	32902	0	0
2167	32911	0	0
2168	32917	0	3000
2169	32918	0	30000
2170	32921	0	10000
2171	32922	0	10000
2172	32924	0	0
2173	32926	0	0
2174	32928	0	0
2175	32929	0	0
2176	32931	0	0
2177	32937	0	0
2178	32943	0	0
2179	32948	0	0
2180	32952	0	0
2181	32968	0	0
2182	32971	0	30000
2183	32974	0	0
2184	32976	0	0
2185	33031	0	0
2186	33050	0	0
2187	33054	0	0
2188	33076	0	10000
2189	33086	0	5000
2190	33091	0	10000
2191	33095	0	0
2192	33096	0	0
2193	33127	0	0
2195	33206	0	0
2196	33230	0	2000
2197	33238	0	18000
2198	33245	0	0
2207	33324	0	0
2208	33325	0	0
2209	33335	0	0
2210	33394	0	60000
2211	33395	0	0
2212	33482	0	0
2213	33487	0	0
2214	33537	0	0
2215	33539	0	0
2216	33540	0	0
2217	33546	0	0
2218	33547	0	0
2219	33548	0	0
2220	33549	0	0
2221	33550	0	0
2222	33554	0	3000
2223	33564	0	0
2224	33570	0	0
2225	33618	0	0
2226	33623	0	0
2227	33625	0	0
2229	33632	0	0
2230	33642	0	0
2231	33643	0	6000
2232	33654	0	5000
2233	33657	0	0
2234	33689	0	5000
2235	33690	0	0
2236	33691	0	0
2237	33697	0	0
2238	33698	0	5000
2239	33702	0	0
2240	33717	0	0
2241	33735	0	0
2242	33745	0	0
2243	33763	0	0
2244	33770	0	0
2246	33773	0	60000
2247	33774	0	60000
2248	33786	0	0
2249	33789	0	8000
2250	33793	0	0
2251	33794	0	1000
2253	33828	0	1000
2254	33829	0	0
2255	33831	0	60000
2256	33832	0	0
2257	33841	0	0
2258	33844	0	0
2259	33860	0	0
2260	33861	0	0
2261	33876	0	0
2262	33878	0	6000
2263	33891	0	180000
2264	33907	0	0
2265	33910	0	0
2266	33919	0	6000
2267	33923	0	7000
2268	33924	0	0
2269	33929	0	0
2270	33943	0	0
2271	33951	0	30000
2272	33959	0	0
2273	33964	0	10000
2274	33967	0	0
2275	33973	0	0
2276	33976	0	0
2277	33977	0	0
2278	34020	0	0
2280	34036	0	0
2281	34079	0	15000
2282	34083	0	0
2283	34086	0	0
2284	34095	0	7000
2285	34097	0	0
2286	34099	0	0
2287	34100	0	60000
2288	34108	0	0
2289	34119	0	0
2291	34154	0	0
2292	34163	0	0
2293	34165	0	0
2294	34170	0	0
2295	34176	0	0
2296	34177	0	0
2297	34189	0	120000
2298	34206	0	1000
2299	34237	0	0
2300	34238	0	0
2301	34239	0	0
2303	34251	0	0
2304	34254	0	0
2305	34290	0	0
2306	34322	0	0
2307	34324	0	0
2308	34343	0	0
2309	34344	0	0
2310	34345	0	0
2311	34346	0	0
2312	34347	0	0
2313	34348	0	0
2314	34349	0	0
2315	34352	0	6000
2316	34353	0	6000
2317	34354	0	6000
2318	34361	0	0
2319	34379	0	0
2320	34423	0	0
2321	34427	0	0
2322	34428	0	0
2323	34433	0	0
2324	34436	0	0
2325	34444	0	10000
2326	34477	0	0
2328	34511	0	1000
2329	34513	0	1000
2330	34517	0	0
2331	34518	0	0
2332	34600	0	30000
2333	34616	0	120000
2334	34618	0	10000
2335	34619	0	10000
2336	34620	0	10000
2337	34642	0	0
2338	34643	0	45000
2339	34653	0	1000
2340	34656	0	0
2341	34663	0	0
2342	34679	0	0
2343	34694	0	3000
2344	34716	0	10000
2345	34722	0	0
2346	34741	0	10000
2347	34784	0	0
2348	34791	0	0
2350	34829	0	6000
2351	34844	0	0
2352	34861	0	10000
2353	34871	0	0
2354	34879	0	0
2355	34880	0	0
2356	34881	0	0
2357	34889	0	0
2359	34906	0	0
2360	34914	0	0
2361	34933	0	0
2362	34934	0	0
2363	34941	0	0
2364	34942	0	0
2365	34945	0	0
2366	34969	0	0
2367	34973	0	300000
2368	34974	0	0
2369	34984	0	0
2370	35010	0	0
2371	35011	0	0
2372	35033	0	0
2373	35050	0	0
2374	35052	0	0
2375	35053	0	0
2376	35058	0	0
2377	35124	0	0
2378	35126	0	0
2379	35129	0	0
2380	35152	0	0
2381	35156	0	0
2382	35158	0	0
2383	35159	0	0
2385	35188	0	0
2386	35195	0	0
2387	35198	0	0
2389	35200	0	30000
2390	35205	0	4000
2391	35206	0	0
2392	35234	0	0
2393	35235	0	0
2394	35239	0	0
2395	35240	0	10000
2396	35243	0	0
2397	35247	0	0
2400	35290	0	0
2401	35311	0	6000
2402	35313	0	45000
2403	35319	0	0
2404	35322	0	8000
2405	35326	0	9000
2406	35327	0	8000
2407	35330	0	8000
2408	35332	0	0
2409	35336	0	0
2410	35342	0	0
2411	35346	0	0
2412	35361	0	0
2413	35377	0	0
2414	35387	0	0
2415	35395	0	4500
2416	35401	0	6000
2417	35460	0	0
2419	35470	0	600000
2420	35473	0	6000
2421	35474	0	0
2422	35475	0	0
2423	35476	0	0
2424	35477	0	0
2425	35478	0	0
2426	35511	0	0
2427	35516	0	0
2428	35571	0	0
2430	35715	0	0
2431	35717	0	0
2435	35743	0	0
2436	35744	0	0
2437	35748	0	0
2438	35749	0	0
2439	35783	0	0
2440	35907	0	0
2441	35909	0	0
2442	35910	0	0
2443	35911	0	0
2444	35913	0	0
2445	35915	0	0
2446	35917	0	0
2447	35930	0	0
2448	35942	0	10000
2449	35949	0	10000
2450	35950	0	60000
2451	35953	0	6000
2452	35954	0	0
2453	36004	0	0
2454	36027	0	0
2455	36028	0	0
2456	36029	0	0
2457	36031	0	0
2458	36034	0	0
2459	36035	0	0
2460	36088	0	0
2461	36095	0	0
2462	36099	0	0
2463	36100	0	10000
2464	36123	0	0
2465	36224	0	0
2466	36226	0	0
2467	36240	0	5000
2468	36242	0	0
2469	36247	0	0
2470	36253	0	0
2471	36293	0	6000
2472	36314	0	0
2473	36332	0	0
2474	36333	0	0
2475	36404	0	0
2476	36414	0	0
2477	36458	0	0
2478	36472	0	0
2479	36477	0	0
2480	36494	0	0
2481	36518	0	10000
2482	36534	0	0
2483	36543	0	0
2484	36554	0	0
2485	36594	0	0
2486	36609	0	6000
2487	36613	0	0
2488	36617	0	3000
2489	36623	0	6000
2490	36640	0	0
2491	36642	0	0
2492	36647	0	0
2493	36664	0	6000
2494	36671	0	0
2495	36678	0	0
2496	36679	0	0
2497	36701	0	0
2498	36706	0	0
2499	36708	0	0
2500	36719	0	30000
2501	36722	0	600000
2502	36736	0	0
2503	36742	0	0
2504	36746	0	60000
2505	36749	0	60000
2506	36787	0	6000
2507	36807	0	0
2508	36825	0	0
2509	36830	0	0
2510	36831	0	0
2511	36841	0	0
2512	36863	0	4000
2513	36867	0	0
2514	36872	0	30000
2515	36879	0	0
2516	36880	0	0
2517	36881	0	0
2518	36884	0	6000
2519	36887	0	4000
2520	36891	0	4000
2521	36905	0	0
2522	36906	0	0
2523	36920	0	1000
2524	36921	0	3000
2525	36922	0	8000
2526	36926	0	0
2527	36936	0	0
2528	36944	0	0
2529	36947	0	0
2530	36950	0	0
2531	36953	0	6000
2532	36971	0	0
2533	36984	0	0
2534	36994	0	0
2535	37014	0	0
2536	37063	0	0
2538	37089	0	0
2540	37120	0	0
2541	37144	0	0
2542	37146	0	0
2543	37148	0	0
2544	37151	0	0
2545	37152	0	0
2546	37153	0	0
2547	37158	0	0
2548	37226	0	6000
2549	37229	0	6000
2550	37277	0	0
2551	37321	0	5000
2552	37328	0	0
2554	37361	0	0
2555	37367	0	0
2556	37368	0	15000
2557	37406	0	5000
2558	37413	0	5000
2559	37414	0	5000
2560	37416	0	5000
2561	37420	0	0
2562	37422	0	0
2563	37427	0	5000
2564	37428	0	5000
2565	37432	0	5000
2566	37434	0	5000
2568	37445	0	15000
2569	37453	0	5000
2570	37454	0	5000
2571	37455	0	5000
2572	37456	0	5000
2573	37459	0	5000
2574	37461	0	5000
2575	37462	0	5000
2576	37463	0	5000
2577	37465	0	5000
2578	37469	0	5000
2579	37471	0	5000
2580	37472	0	5000
2581	37474	0	5000
2582	37476	0	5000
2583	37478	0	3000
2584	37486	0	10000
2585	37498	0	5000
2586	37502	0	5000
2587	37539	0	0
2588	37548	0	10000
2589	37551	0	15000
2590	37555	0	0
2591	37569	0	0
2592	37580	0	0
2593	37587	0	0
2594	37592	0	0
2595	37648	0	40000
2596	37660	0	3000
2597	37664	0	0
2598	37673	0	10000
2610	37729	0	1000
2611	37730	0	4000
2615	37759	0	0
2616	37764	0	1000
2619	37775	0	5000
2622	37788	0	30000
2623	37823	0	0
2624	37824	0	5000
2626	37830	0	0
2628	37841	0	0
2630	37921	0	0
2631	37945	0	0
2632	37967	0	0
2633	37978	0	0
2634	38009	0	0
2635	38028	0	10000
2636	38046	0	40000
2638	38065	0	0
2639	38067	0	0
2640	38085	0	0
2641	38115	0	0
2642	38116	0	0
2643	38146	0	6000
2644	38150	0	0
2645	38154	0	0
2646	38194	0	0
2647	38203	0	0
2648	38204	0	0
2649	38205	0	0
2650	38208	0	30000
2651	38209	0	0
2652	38210	0	0
2653	38252	0	0
2654	38263	0	0
2655	38269	0	0
2656	38274	0	0
2657	38275	0	0
2658	38276	0	0
2659	38304	0	0
2660	38306	0	0
2661	38312	0	0
2662	38340	0	0
2663	38349	0	0
2664	38370	0	6000
2665	38379	0	0
2666	38380	0	5000
2667	38383	0	0
2668	38386	0	0
2669	38391	0	0
2670	38438	0	0
2671	38456	0	0
2672	38510	0	0
2675	38543	0	1000
2676	38595	0	0
2677	38597	0	0
2678	38601	0	0
2679	38604	0	0
2680	38605	0	30000
2681	38636	0	0
2682	38641	0	0
2683	38642	0	0
2684	38643	0	0
2686	38657	0	0
2687	38658	0	0
2688	38660	0	0
2689	38664	0	8000
2690	38712	0	0
2691	38725	0	0
2692	38794	0	4000
2693	38796	0	7000
2694	38810	0	3000
2695	38830	0	30000
2696	38831	0	600000
2697	38836	0	0
2698	38840	0	0
2699	38842	0	0
2700	38846	0	6000
2701	38849	0	4000
2702	38850	0	4000
2703	38851	0	4000
2704	38859	0	0
2705	38861	0	6000
2706	38897	0	0
2707	38905	0	0
2708	38908	0	10000
2709	38914	0	0
2710	38915	0	0
2711	38920	0	0
2712	38929	0	60000
2713	38935	0	0
2714	38959	0	30000
2715	38980	0	0
2716	38981	0	0
2717	38985	0	0
2718	39002	0	0
2719	39022	0	0
2720	39023	0	0
2721	39048	0	0
2722	39050	0	5000
2723	39054	0	0
2724	39058	0	0
2725	39065	0	0
2726	39066	0	6000
2727	39067	0	0
2728	39070	0	10000
2729	39119	0	0
2730	39125	0	0
2731	39126	0	0
2732	39144	0	2000
2733	39164	0	0
2734	39174	0	6000
2735	39181	0	0
2736	39182	0	0
2737	39188	0	8000
2738	39193	0	8000
2739	39194	0	8000
2740	39195	0	8000
2742	39221	0	15000
2743	39222	0	15000
2744	39228	0	1000
2745	39233	0	0
2746	39267	0	0
2747	39271	0	0
2749	39297	0	0
2750	39314	0	3000
2751	39330	0	1200000
2752	39347	0	0
2753	39367	0	0
2754	39378	0	0
2755	39413	0	0
2756	39415	0	0
2757	39427	0	8000
2758	39449	0	0
2759	39583	0	0
2760	39587	0	6000
2763	39622	0	0
2764	39623	0	0
2765	39645	0	15000
2766	39658	0	30000
2767	39661	0	0
2768	39666	0	0
2769	39669	0	0
2770	39676	0	0
2771	39685	0	0
2772	39692	0	0
2773	39693	0	0
2774	39694	0	5000
2775	39695	0	0
2776	39709	0	0
2777	39794	0	0
2778	39836	0	0
2779	39842	0	5000
2780	39878	0	8000
2782	39902	0	30000
2783	39937	0	1800000
2784	39945	0	6000
2785	39967	0	0
2786	39979	0	6000
2787	39980	0	10000
2788	40057	0	6000
2789	40066	0	0
2790	40071	0	6000
2791	40076	0	0
2792	40084	0	0
2793	40097	0	0
2794	40120	0	0
2795	40126	0	8000
2796	40136	0	40000
2797	40146	0	6000
2798	40157	0	0
2799	40175	0	0
2800	40184	0	10000
2801	40219	0	0
2802	40220	0	0
2803	40221	0	0
2804	40222	0	0
2806	40254	0	6000
2807	40259	0	10000
2808	40276	0	3000
2809	40314	0	0
2810	40319	0	0
2811	40321	0	5000
2812	40322	0	0
2813	40325	0	0
2814	40363	0	0
2815	40399	0	10000
2816	40400	0	0
2817	40405	0	0
2818	40408	0	60000
2819	40411	0	0
2820	40423	0	10000
2821	40428	0	0
2822	40474	0	5000
2823	40476	0	0
2824	40486	0	2000
2825	40491	0	2000
2826	40493	0	0
2827	40497	0	0
2828	40501	0	60000
2829	40507	0	6000
2830	40508	0	2000
2832	40549	0	0
2833	40554	0	0
2834	40556	0	0
2835	40560	0	0
2836	40561	0	0
2837	40563	0	0
2838	40565	0	0
2839	40595	0	2000
2840	40597	0	2000
2841	40605	0	6000
2842	40608	0	6000
2843	40613	0	0
2844	40614	0	0
2845	40621	0	1000
2846	40622	0	0
2847	40633	0	0
2848	40634	0	0
2849	40646	0	6000
2850	40651	0	10000
2851	40653	0	18000
2852	40658	0	0
2853	40659	0	0
2854	40662	0	60000
2855	40671	0	0
2857	40721	0	0
2858	40727	0	0
2859	40736	0	0
2860	40737	0	0
2861	40741	0	0
2863	40751	0	0
2865	40769	0	0
2866	40772	0	10000
2867	40787	0	0
2868	40789	0	0
2869	40791	0	0
2870	40792	0	0
2871	40793	0	0
2872	40794	0	0
2873	40797	0	0
2874	40798	0	0
2875	40803	0	0
2876	40821	0	0
2877	40822	0	0
2878	40824	0	0
2879	40832	0	2000
2880	40834	0	2000
2881	40844	0	0
2882	40845	0	0
2883	40846	0	6000
2884	40851	0	0
2885	40884	0	0
2886	40904	0	2000
2887	40954	0	0
2888	40990	0	0
2890	41032	0	2000
2891	41069	0	0
2892	41071	0	10000
2893	41084	0	0
2894	41097	0	18000
2895	41102	0	30000
2896	41103	0	0
2897	41106	0	0
2898	41114	0	0
2899	41150	0	9000
2900	41173	0	0
2901	41177	0	0
2902	41183	0	6000
2903	41187	0	0
2904	41198	0	10000
2905	41213	0	8000
2906	41233	0	0
2907	41265	0	0
2908	41272	0	8000
2909	41273	0	0
2910	41274	0	8000
2911	41276	0	3000
2912	41277	0	3000
2913	41280	0	0
2914	41282	0	0
2915	41302	0	6000
2916	41304	0	60000
2917	41306	0	10000
2918	41332	0	6000
2919	41335	0	6000
2920	41336	0	6000
2921	41339	0	6000
2922	41355	0	0
2923	41365	0	6000
2924	41392	0	0
2925	41393	0	0
2926	41396	0	0
2927	41431	0	1000
2928	41443	0	0
2929	41446	0	0
2930	41448	0	0
2931	41450	0	15000
2932	41451	0	15000
2933	41452	0	30000
2934	41453	0	30000
2935	41459	0	15000
2936	41469	0	15000
2937	41476	0	0
2938	41481	0	3000
2939	41482	0	3000
2940	41494	0	0
2941	41495	0	0
2942	41497	0	0
2943	41498	0	0
2944	41524	0	3000
2945	41578	0	0
2946	41579	0	0
2947	41589	0	0
2948	41590	0	0
2949	41593	0	10000
2950	41594	0	10000
2951	41595	0	10000
2952	41596	0	0
2953	41597	0	0
2954	41604	0	1000
2955	41617	0	60000
2956	41618	0	60000
2957	41619	0	10000
2958	41620	0	10000
2959	41635	0	0
2960	41911	0	6000
2961	41916	0	6000
2962	41918	0	6000
2963	41938	0	0
2964	41943	0	60000
2965	41944	0	60000
2966	41945	0	60000
2967	41946	0	60000
2968	41947	0	60000
2970	41964	0	10000
2972	42025	0	0
2973	42035	0	0
2974	42073	0	0
2975	42129	0	0
2976	42133	0	10000
2977	42159	0	30000
2978	42160	0	30000
2979	42166	0	0
2980	42184	0	0
2981	42269	0	0
2982	42271	0	0
2983	42272	0	0
2984	42275	0	1000
2987	42313	0	1000
2988	42324	0	0
2989	42333	0	0
2990	42347	0	120000
2991	42354	0	0
2992	42363	0	0
2993	42372	0	0
2994	42376	0	0
2995	42387	0	0
2997	42391	0	0
3000	42441	0	6000
3001	42477	0	0
3002	42478	0	0
3003	42500	0	40000
3004	42541	0	0
3005	42544	0	0
3006	42562	0	3000
3007	42570	0	0
3008	42583	0	9000
3009	42609	0	0
3010	42618	0	0
3011	42650	0	0
3012	42653	0	0
3013	42654	0	0
3014	42667	0	3000
3015	42669	0	2000
3016	42671	0	0
3017	42692	0	3000
3018	42708	0	2000
3019	42723	0	2000
3020	42729	0	2000
3021	42740	0	6000
3022	42748	0	2000
3024	42802	0	0
3025	42804	0	6000
3026	42955	0	0
3027	42956	0	0
3028	42985	0	0
3029	42986	0	0
3030	42987	0	60000
3031	42988	0	60000
3032	42991	0	0
3033	42996	0	0
3034	42997	0	0
3035	42998	0	0
3036	43000	0	0
3037	43001	0	0
3038	43083	0	0
3039	43085	0	0
3040	43098	0	15000
3041	43128	0	10000
3043	43152	0	9000
3045	43155	0	60000
3047	43185	0	10000
3048	43186	0	60000
3049	43223	0	0
3050	43241	0	0
3051	43265	0	30000
3054	43308	0	1500
3055	43330	0	0
3056	43337	0	6000
3057	43414	0	15000
3058	43416	0	8000
3059	43417	0	0
3060	43427	0	0
3061	43428	0	0
3062	43432	0	4000
3063	43436	0	0
3064	43447	0	0
3065	43449	0	30000
3067	43515	0	0
3068	43520	0	0
3069	43521	0	0
3070	43523	0	0
3071	43525	0	0
3072	43550	0	0
3073	43556	0	0
3074	43557	0	0
3075	43560	0	10000
3076	43571	0	0
3077	43574	0	1000
3078	43577	0	0
3079	43590	0	0
3080	43592	0	2000
3081	43620	0	4000
3082	43621	0	5000
3083	43648	0	5000
3084	43650	0	0
3085	43667	0	0
3086	43673	0	2000
3087	43697	0	0
3088	43698	0	0
3089	43732	0	0
3090	43735	0	0
3091	43756	0	0
3092	43757	0	0
3094	43769	0	0
3095	43770	0	0
3096	43774	0	0
3097	43824	0	0
3098	43825	0	0
3099	43826	0	0
3100	43835	0	0
3101	43896	0	0
3102	43903	0	0
3103	43918	0	0
3104	43939	0	0
3105	43940	0	0
3106	43942	0	0
3107	43943	0	0
3108	43948	0	0
3109	43949	0	0
3110	43986	0	0
3111	43987	0	60000
3113	43993	0	0
3114	43995	0	60000
3115	43997	0	0
3116	44009	0	0
3117	44010	0	0
3118	44029	0	0
3120	44054	0	5000
3121	44136	0	15000
3122	44137	0	60000
3123	44140	0	1500
3124	44141	0	0
