field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10
786	85085	0	0	0	0	22	0	0	0	0
787	85158	0	0	0	0	22	0	0	0	0
788	85159	0	0	0	0	22	0	0	0	0
793	85714	0	0	0	0	0	85709	0	85712	0
794	85715	0	0	0	0	0	85711	0	85712	0
797	85799	0	0	0	0	0	0	0	0	85799
798	85842	0	0	0	0	0	0	0	0	85847
800	85870	0	0	0	0	0	0	0	85870	0
801	85868	0	0	0	0	0	0	0	85868	0
802	85869	0	0	0	0	0	0	0	85869	0
803	85871	0	0	0	0	0	0	0	85871	0
805	7355	0	0	0	0	0	0	0	44521	0
808	86199	0	0	0	0	0	0	0	0	86202
809	86228	0	0	0	0	0	0	86202	0	86415
810	86237	0	0	0	12	0	0	0	0	0
812	49560	0	0	0	0	0	0	0	0	86315
817	31790	0	0	0	0	0	0	0	0	86315
819	86301	0	0	0	0	0	0	0	0	86415
820	86406	0	0	0	0	0	0	0	0	86202
821	85730	0	0	0	0	0	0	0	1134	0
822	20234	0	0	13	0	0	0	0	0	0
823	83790	0	0	0	0	0	84589	0	0	0
824	86495	0	0	0	0	0	0	0	0	86202
829	86607	0	0	0	0	0	0	0	0	88518
832	86796	0	0	0	0	0	0	86780	0	0
833	86673	0	0	0	0	0	0	0	0	86214
834	86832	0	0	0	0	0	0	0	0	86202
839	87080	0	0	0	12	0	0	0	0	0
843	81099	0	0	0	0	0	0	0	49152	0
844	87269	0	0	0	0	0	87270	0	0	0
845	87294	0	0	0	0	0	0	68735	0	0
846	87295	0	0	0	0	0	0	68735	0	0
848	78703	0	0	0	0	0	0	0	78703	0
849	78837	0	0	0	0	0	0	0	78837	0
855	87790	0	0	0	0	0	0	0	87790	0
856	87777	0	0	0	0	0	0	0	87790	0
858	74702	0	0	0	0	0	0	0	0	75538
859	74701	0	0	0	0	0	0	0	75538	0
860	88048	0	0	0	0	0	0	0	0	88027
861	88050	0	0	0	0	0	0	88027	0	0
863	88125	0	0	0	0	0	0	0	0	88125
864	88152	0	0	0	0	0	0	0	88152	0
866	88190	0	0	0	0	0	0	0	0	88027
868	88222	0	0	0	0	0	0	0	0	88222
869	88291	0	0	0	0	0	0	0	88152	0
870	88314	0	0	0	0	0	0	0	0	88314
873	88332	0	0	0	0	0	0	0	0	88350
874	88354	0	0	2	0	0	0	0	0	0
877	75978	0	0	0	0	0	0	0	77815	0
878	88426	0	0	0	0	0	0	88425	0	0
879	78068	0	0	0	0	0	0	0	0	78199
880	78359	0	0	0	0	0	0	0	0	77901
881	88287	0	0	0	0	0	0	0	0	78412
882	88473	0	0	0	0	0	0	0	0	88333
886	88814	0	0	0	0	0	0	0	0	81947
889	88914	0	0	0	0	0	0	0	0	88914
890	85401	0	0	0	0	0	0	0	0	88914
892	88903	0	0	0	0	0	0	0	0	89112
893	85717	0	0	0	0	0	85709	0	0	0
897	89562	0	0	0	0	0	89261	0	0	0
898	89568	0	0	0	0	0	0	0	0	89568
899	89549	0	0	0	0	0	0	0	0	89560
900	89548	0	0	0	0	0	0	0	0	89560
901	89560	0	0	0	0	0	0	0	89548	0
902	89627	0	0	0	0	0	0	0	0	89627
903	88066	0	0	0	0	0	0	0	0	88066
905	85422	0	0	0	0	0	0	0	89813	0
906	86205	0	0	0	0	0	0	0	89813	0
907	89821	0	0	0	0	0	0	0	0	89824
914	90328	0	0	0	12	0	0	0	0	0
915	82411	0	0	0	0	0	0	0	0	82411
918	90444	0	0	0	0	0	0	0	0	90489
919	90484	0	0	0	0	0	0	0	0	90489
930	90765	0	0	0	0	0	0	0	90736	0
931	90871	0	0	13	0	0	0	0	0	0
932	90874	0	0	13	0	0	0	0	0	0
933	90945	0	0	0	0	0	0	0	0	86202
934	90954	0	0	0	12	0	0	0	0	0
936	90976	0	0	13	0	0	0	0	0	0
939	88272	0	0	0	0	0	0	0	0	87860
941	91189	0	0	0	0	0	0	0	91196	0
943	91314	0	0	0	0	0	89352	0	0	0
944	91313	0	0	0	0	0	89353	0	0	0
945	91303	0	0	0	0	0	0	0	0	73879
949	91837	0	0	0	0	0	63560	0	0	0
950	91802	0	0	0	0	0	63560	0	0	0
952	91797	0	0	0	0	0	63560	0	0	0
953	91778	0	0	0	0	0	63560	0	0	0
954	91858	0	0	0	0	0	0	0	0	78726
968	92023	0	0	0	0	0	0	79501	0	0
972	92007	0	0	0	0	0	92013	0	0	0
973	92008	0	0	0	0	0	92017	0	0	0
974	92011	0	0	0	0	0	92021	0	0	0
975	92042	0	0	0	0	0	92038	0	0	0
976	92048	0	0	0	0	0	0	79888	0	0
977	92129	0	0	0	0	0	0	0	92134	0
978	92238	0	0	0	0	0	0	0	92239	0
980	87151	0	0	0	0	0	87154	0	0	0
981	92265	0	0	0	0	0	92306	0	0	0
982	92307	0	0	0	0	0	0	0	0	92307
983	92075	0	0	0	0	0	0	0	0	92067
984	92067	0	0	0	0	0	0	0	0	92075
986	92426	0	0	0	0	0	92427	0	0	0
987	92443	0	0	0	0	0	0	0	0	49946
991	75697	0	0	0	0	0	0	0	75732	0
993	92590	0	0	0	0	0	0	0	92590	0
994	92591	0	0	0	0	0	0	0	92591	0
995	92620	0	0	0	0	0	0	0	0	92619
996	92113	0	0	0	0	0	0	0	0	92113
997	92661	0	0	0	12	0	0	0	0	0
998	92685	0	0	0	0	0	0	0	0	92685
1000	90047	0	0	0	0	0	0	0	0	92001
1001	91786	0	0	0	0	0	0	0	0	92722
1002	92747	0	0	0	0	0	0	0	0	91043
1004	92857	0	0	0	12	0	0	0	0	0
1015	1134	0	0	0	0	0	0	0	85730	0
1022	92918	0	0	13	0	0	0	0	0	0
1023	93046	0	0	0	12	0	0	0	0	0
1025	74899	0	0	0	0	0	0	0	74899	0
1043	63560	0	0	0	0	0	93426	0	0	0
1045	93791	0	0	0	0	0	0	0	79636	0
1047	93819	0	0	0	0	0	80766	0	0	0
1048	93852	0	0	0	0	0	93730	0	0	0
1053	78868	0	0	0	0	0	0	78897	0	0
1054	94211	0	0	0	0	0	0	0	0	94131
1055	79318	0	0	0	0	0	0	0	0	94131
1056	94241	0	0	0	0	0	0	0	0	94241
1057	73108	0	0	0	0	0	0	0	94266	0
1064	89261	0	0	0	0	0	0	0	89261	0
1065	71714	0	0	0	0	0	0	0	0	94131
1066	82928	0	0	0	0	0	82926	0	0	0
1067	89420	0	0	0	0	0	74434	0	0	0
1068	82948	0	0	0	0	0	77769	0	0	0
1069	82945	0	0	0	0	0	77769	0	0	0
1070	82941	0	0	0	0	0	77769	0	0	0
1071	60192	0	0	0	0	0	77769	0	0	0
1072	82939	0	0	0	0	0	77769	0	0	0
1073	92315	0	0	0	0	0	48108	0	0	0
1074	94447	0	0	0	0	0	33891	0	0	0
1075	94561	0	0	0	0	0	0	0	0	94562
1079	88983	0	0	0	0	0	88981	0	0	0
1084	78859	0	0	0	0	0	0	0	0	94660
1088	94682	0	0	0	0	0	0	0	0	91333
1089	81170	0	0	0	0	0	109881	0	0	0
1090	83112	0	0	0	0	0	0	0	0	83339
1091	76211	0	0	0	0	0	0	76274	0	0
1092	83900	0	0	0	0	0	0	0	0	88811
1093	91196	0	0	0	0	0	0	0	0	81947
1094	1850	0	0	0	0	0	0	0	96223	0
1095	83171	0	0	0	0	0	0	0	0	83339
1102	95334	0	0	0	0	0	0	0	0	95336
1103	95341	0	0	0	0	0	92427	0	0	0
1109	95676	0	0	0	0	0	0	0	78360	78360
1111	95723	0	0	0	0	0	0	0	0	56512
1112	95724	0	0	0	0	0	0	0	0	56512
1119	90800	0	0	0	0	0	0	0	90763	0
1131	79330	0	0	0	0	0	0	0	70628	0
1135	95820	0	0	0	0	0	0	0	0	95819
1136	77987	0	0	0	0	0	0	0	0	77615
1137	79332	0	0	0	0	0	0	0	0	79332
1138	95863	0	0	0	0	0	0	0	0	94687
1139	74016	0	0	0	0	0	0	0	0	69513
1140	74017	0	0	0	0	0	0	0	69513	69513
1145	82151	0	0	0	0	0	0	0	0	91317
1149	89024	0	0	0	0	0	0	0	32733	0
1157	79402	0	0	0	0	0	0	0	0	95966
1159	24918	0	0	0	0	0	0	0	0	24918
1171	96087	0	0	0	0	0	0	0	0	96087
1172	83910	0	0	0	0	0	0	0	88811	0
1176	76784	0	0	0	0	0	0	0	0	76714
1178	96190	0	0	0	0	0	0	0	0	96190
1179	68992	0	0	0	0	0	0	0	96223	0
1180	2983	0	0	0	0	0	0	0	96223	0
1181	90088	0	0	0	0	0	0	0	0	90088
1182	79242	0	0	0	0	0	0	0	0	90088
1183	96241	0	0	0	0	0	0	0	0	90088
1184	96243	0	0	0	12	0	0	0	0	0
1185	96274	0	0	0	0	0	0	0	46957	0
1186	96275	0	0	0	0	0	0	0	46957	0
1190	96325	0	0	0	0	0	0	0	0	96844
1191	96328	0	0	0	0	0	0	0	0	96329
1192	96326	0	0	0	0	0	0	0	0	96329
1193	96344	0	0	0	0	0	0	0	0	86202
1194	67569	0	0	0	0	0	0	0	67570	0
1208	88684	0	0	0	0	0	81208	0	0	0
1209	88685	0	0	0	0	0	81206	0	0	0
1210	86213	0	0	0	0	0	86211	0	0	0
1211	96423	0	0	0	0	0	0	0	0	96423
1213	633	0	0	0	0	0	0	0	0	61988
1216	96686	0	0	0	0	0	0	0	0	83569
1218	96563	0	0	0	0	0	0	0	96563	0
1219	95499	0	0	0	0	0	0	0	0	80161
1220	96834	0	0	0	0	0	0	0	0	96834
1221	96844	0	0	0	0	0	0	0	0	96329
1223	96934	0	0	0	0	0	96923	0	0	0
1226	97005	0	0	0	0	0	0	0	0	97005
1227	97017	0	0	0	0	0	0	0	97019	0
1228	97018	0	0	0	0	0	97019	0	0	0
1230	97025	0	0	0	0	0	0	0	0	97025
1232	97127	0	0	0	0	0	96923	0	0	0
1234	97164	0	0	0	4	0	0	0	0	0
1235	82871	0	0	0	0	0	0	0	0	82881
1241	97276	0	0	0	0	0	97265	0	0	0
1242	97284	0	0	0	0	0	97265	0	0	0
1243	97363	0	0	0	0	0	0	0	0	97363
1248	96331	0	0	0	0	4	0	0	0	96332
1249	97427	0	0	0	0	0	0	0	0	97427
1274	97529	0	0	0	0	0	0	0	0	97530
1275	49759	0	0	0	0	0	0	0	0	49759
1278	97405	0	0	0	0	0	0	0	0	94044
1279	97661	0	0	0	0	0	0	0	0	93481
1280	97692	0	0	0	12	0	0	0	0	0
1282	97723	0	0	0	0	0	0	0	96563	0
1284	97750	0	0	0	0	0	0	97741	0	0
1285	97761	0	0	0	0	0	0	97742	0	0
1286	97762	0	0	0	0	0	0	97743	0	0
1287	97763	0	0	0	0	0	0	97744	0	0
1288	97764	0	0	0	0	0	0	97745	0	0
1289	97765	0	0	0	0	0	0	97746	0	0
1290	97771	0	0	0	0	0	0	97748	0	0
1291	97781	0	0	0	0	0	97797	0	97797	0
1292	97782	0	0	0	0	0	97797	0	97797	0
1293	97783	0	0	0	0	0	97797	0	97797	0
1294	97784	0	0	0	0	0	97797	0	97797	0
1295	97785	0	0	0	0	0	97797	0	97797	0
1296	97786	0	0	0	0	0	97797	0	97797	0
1303	97812	0	0	0	0	0	0	1	0	0
1304	97815	0	0	0	0	0	1	0	0	0
1305	97836	0	11	0	0	0	0	0	0	0
1306	97837	0	11	0	0	0	0	0	0	0
1307	97838	0	11	0	0	0	0	0	0	0
1308	97839	0	11	0	0	0	0	0	0	0
1309	97840	0	11	0	0	0	0	0	0	0
1310	97841	0	11	0	0	0	0	0	0	0
1311	97842	0	0	0	0	0	97797	0	97797	0
1312	97871	0	0	0	0	0	97799	0	0	0
1313	97874	0	0	0	0	0	97799	0	0	0
1315	97876	0	0	0	0	0	97799	0	0	0
1317	97886	0	0	0	12	0	0	0	0	0
1320	97901	0	0	0	0	0	0	0	0	65219
1321	97928	0	0	0	0	0	0	0	0	93481
1325	97978	0	0	0	0	0	97969	0	0	0
1326	98000	0	0	0	0	0	97970	0	0	0
1327	98006	0	0	0	0	0	0	0	0	98006
1329	98015	0	0	0	0	0	0	0	0	98015
1331	98018	0	0	0	0	0	97972	0	0	98018
1333	98028	0	0	0	0	0	0	98006	0	0
1335	98037	0	0	0	0	0	0	98015	0	0
1337	98039	0	0	0	0	0	0	98018	0	0
1340	97791	0	0	0	0	0	97799	0	0	0
1341	97793	0	0	0	0	0	97799	0	0	0
1342	97794	0	0	0	0	0	97799	0	0	0
1343	97792	0	0	0	0	0	97799	0	0	0
1344	98047	0	0	0	0	0	0	0	0	98047
1345	98046	0	0	0	0	0	0	0	0	98046
1346	98082	0	0	0	0	0	0	0	0	98082
1351	98154	0	0	0	0	0	0	0	0	93481
1354	98238	0	0	0	0	0	0	0	0	96446
1365	97202	0	0	0	0	0	0	0	0	99146
1366	77764	0	0	0	0	0	0	0	96223	0
1367	77761	0	0	0	0	0	5487	0	96223	0
1369	47000	0	0	0	0	0	0	0	96223	0
1370	87833	0	0	0	0	0	0	0	96223	0
1371	13141	0	0	0	0	0	0	0	96223	0
1372	55004	0	0	0	0	0	0	0	96223	0
1373	8892	0	0	0	0	0	0	0	96223	0
1374	51582	0	0	0	0	0	0	0	96223	0
1375	64128	0	0	0	0	0	0	0	96223	0
1376	23451	0	0	0	0	0	0	0	96223	0
1383	98624	0	0	0	0	0	0	0	98624	98619
1384	88268	0	0	0	0	0	0	0	0	88277
1390	98944	0	0	0	0	0	0	98946	0	0
1391	98981	0	0	0	0	0	0	0	0	98981
1392	99018	0	0	0	0	0	98838	0	0	0
1393	99046	0	0	0	0	0	99044	0	0	0
1394	99047	0	0	0	0	0	99047	0	0	0
1395	99083	0	0	0	0	0	0	0	0	99146
1396	871	0	0	0	0	0	0	0	98836	0
1397	20230	0	0	0	0	0	0	0	98836	0
1398	1719	0	0	0	0	0	0	0	98836	0
1399	99096	0	0	0	0	0	0	98946	0	0
1400	88264	0	0	0	0	0	0	0	0	88277
1401	99179	0	0	0	0	0	0	99150	0	0
1402	99133	0	0	0	0	0	0	0	0	99146
1404	99223	0	0	0	0	0	0	0	0	99146
1405	99231	0	0	0	0	0	0	0	0	99146
1407	99307	0	0	0	0	0	0	0	0	99305
1409	99361	0	0	0	0	0	0	0	99359	0
1410	99362	0	0	0	0	0	0	0	99359	0
1411	99308	0	0	0	0	0	0	0	99362	0
1412	99130	0	0	0	0	0	0	0	0	99146
1413	99435	0	0	0	0	0	0	0	0	99424
1414	99479	0	0	0	0	0	0	0	0	99478
1417	97365	0	0	0	0	0	0	0	96695	96695
1418	98868	0	0	0	0	0	0	0	0	98619
1419	99274	0	0	0	0	0	0	0	0	99274
1420	99275	0	0	0	0	0	0	0	0	99275
1421	99427	0	0	0	0	0	0	0	0	99427
1422	99461	0	0	0	0	0	0	0	0	99565
1423	99592	0	0	0	0	0	0	0	0	99594
1424	99599	0	0	0	0	0	0	99598	0	0
1425	99614	0	0	0	0	0	0	99598	0	0
1427	99616	0	0	0	0	0	0	0	0	98384
1428	99617	0	0	0	0	0	0	0	0	98384
1431	99697	0	0	0	0	0	0	0	99697	0
1432	99744	0	0	0	0	0	0	0	0	99744
1433	96041	0	0	0	0	0	0	0	0	97186
1434	99304	0	0	0	0	0	0	0	0	99304
1435	99332	0	0	0	0	0	0	0	0	99332
1436	99822	0	0	0	0	0	0	0	0	98384
1437	97186	0	0	0	0	0	0	96041	0	0
1440	99857	0	0	0	0	0	0	0	0	99332
1442	98928	0	0	0	0	0	0	0	0	98928
1443	99918	0	0	0	0	0	99916	0	0	0
1445	99913	0	0	0	0	0	0	0	99916	0
1447	99994	0	0	0	0	0	0	0	0	99995
1448	100024	0	0	0	0	0	0	0	99362	0
1449	98885	0	0	0	0	0	0	0	0	98885
1451	99463	0	0	0	0	0	0	0	99127	0
1458	100202	0	0	0	0	0	0	0	100202	0
1459	100203	0	0	0	0	0	0	0	100203	0
1460	100204	0	0	0	0	0	0	0	100204	0
1461	100205	0	0	0	0	0	0	0	100205	0
1465	96017	0	0	0	0	0	96005	0	0	0
1466	96026	0	0	0	0	0	96005	0	0	0
1467	100030	0	0	0	0	0	100028	0	0	0
1468	100068	0	0	0	0	0	100028	0	0	0
1469	100277	0	0	0	0	0	100278	0	0	0
1477	98301	0	0	0	0	0	0	0	0	100139
1478	100336	0	0	0	0	0	0	97747	0	0
1480	48890	0	0	0	0	0	0	0	48890	0
1481	48889	0	0	0	0	0	0	0	48889	0
1482	48891	0	0	0	0	0	0	0	48891	0
1483	48892	0	0	0	0	0	0	0	48892	0
1484	100400	0	0	0	0	0	0	0	0	5384
1485	98151	0	0	0	0	0	0	0	98193	98193
1486	91551	0	0	0	0	0	0	0	66908	66908
1487	99945	0	0	0	0	0	0	0	100415	0
1490	100462	0	0	0	0	0	0	0	0	93970
1491	100070	0	0	0	0	0	0	0	0	93970
1492	99565	0	0	0	0	0	0	0	0	99565
1493	100537	0	0	0	0	0	0	0	100537	0
1495	100558	0	0	0	0	0	0	0	0	100558
1500	97375	0	0	0	0	0	0	98549	0	0
1501	100613	0	0	0	0	0	0	98550	0	0
1502	100642	0	0	0	0	0	0	0	0	99304
1504	100677	0	0	0	0	0	0	0	100677	0
1506	100694	0	0	0	0	0	0	0	100694	0
1519	100751	0	0	0	0	0	0	0	0	100673
1522	100713	0	0	0	0	0	0	0	0	100713
1528	100823	0	0	0	0	0	0	100713	0	0
1536	99526	0	0	0	0	0	0	0	100048	0
1537	100950	0	0	0	0	0	0	0	0	86315
1538	100966	0	0	0	0	0	0	0	0	100713
1540	100992	0	0	0	0	0	98185	0	0	0
1541	101012	0	0	0	0	0	101010	0	0	0
1542	99020	0	0	0	0	0	0	0	0	99020
1543	100941	0	0	0	0	22	0	0	0	100713
1546	100324	0	0	0	0	0	0	100274	0	0
1547	101062	0	0	0	0	0	114255	0	0	0
1548	101088	0	0	0	0	0	0	0	0	98928
1551	101118	0	0	0	0	0	0	101110	0	0
1554	101132	0	0	0	0	0	0	84683	0	0
1574	101369	0	0	0	0	0	97797	0	97797	0
1575	101370	0	0	0	0	0	97797	0	97797	0
1576	101371	0	0	0	0	0	97797	0	97797	0
1577	101372	0	0	0	0	0	97797	0	97797	0
1578	101374	0	0	0	0	0	97797	0	97797	0
1579	101375	0	0	0	0	0	97797	0	97797	0
1580	101140	0	0	0	0	0	0	101093	0	0
1581	101390	0	0	0	0	0	101391	0	101392	0
1582	100276	0	0	0	0	0	0	100274	0	0
1583	101393	0	0	0	0	0	1	0	0	0
1584	101400	0	0	0	12	0	0	0	0	0
1586	98973	0	0	0	0	0	0	0	0	99557
1587	98984	0	0	0	0	0	0	0	0	99557
1588	98986	0	0	0	0	0	0	0	0	99557
1593	101505	0	0	0	0	0	101391	0	101392	0
1594	101506	0	0	0	0	0	101391	0	101392	0
1596	101509	0	0	0	0	0	101391	0	101392	0
1597	101510	0	0	0	0	0	101391	0	101392	0
1598	101530	0	0	0	0	0	101391	0	101392	0
1599	101531	0	0	0	0	0	101391	0	101392	0
1600	101532	0	0	0	0	0	101391	0	101392	0
1601	101533	0	0	0	0	0	101391	0	101392	0
1602	101534	0	0	0	0	0	101391	0	101392	0
1603	101571	0	0	0	0	0	0	0	98624	98619
1604	101650	0	0	0	0	0	0	0	0	52127
1606	101337	0	0	0	0	0	0	0	0	101337
1607	99999	0	0	0	0	0	0	0	0	100048
1610	100459	0	0	0	0	0	0	0	0	100460
1614	98832	0	0	0	0	0	0	0	69815	69815
1617	101842	0	0	0	0	0	0	0	0	101842
1623	99345	0	0	0	0	0	0	0	99345	99345
1624	101812	0	0	0	0	0	0	0	0	101540
1625	101996	0	0	0	0	0	0	0	0	101996
1634	102120	0	0	0	0	0	102116	0	0	0
1637	102160	0	0	0	0	0	0	102157	0	0
1644	102187	0	0	0	0	0	0	0	0	102443
1645	102303	0	0	0	0	0	0	0	102303	102303
1654	102416	0	0	0	0	0	0	0	0	65219
1655	102417	0	0	0	0	0	0	0	0	65219
1658	102223	0	0	0	0	0	0	0	0	102341
1659	102547	0	0	0	12	0	0	0	0	0
1660	102549	0	0	0	0	0	0	0	0	102549
1661	102632	0	0	0	0	0	0	0	102630	102630
1662	102762	0	0	0	0	0	0	102758	0	0
1665	99916	0	0	0	0	0	0	0	0	99916
1672	102865	0	0	0	0	0	102554	0	0	0
1673	102921	0	0	0	12	0	0	0	0	0
1675	102978	0	0	0	0	0	0	0	0	43415
1683	103538	0	0	0	0	0	0	0	103245	103245
1684	103419	0	0	0	0	0	0	0	103562	103562
1687	103684	0	0	0	0	0	0	0	0	103744
1689	103753	0	0	0	0	0	0	103570	0	0
1690	103781	0	0	0	0	0	0	0	0	103744
1693	103884	0	0	0	0	0	0	103885	0	0
1694	103999	0	0	0	0	0	0	0	103986	103986
1695	103977	0	0	0	0	0	0	0	103977	0
1696	104007	0	0	0	0	0	0	104016	0	0
1697	103924	0	0	0	0	0	0	104016	0	0
1698	104008	0	0	0	0	0	0	104016	0	0
1699	104011	0	0	0	0	0	0	104016	0	0
1700	104052	0	0	0	0	0	0	104016	0	0
1701	104056	0	0	0	0	0	0	104016	0	0
1702	104136	0	0	0	0	0	62388	0	0	0
1707	104324	0	0	0	0	0	0	104016	0	0
1708	104332	0	0	0	0	0	0	104334	0	0
1714	104387	0	0	0	0	0	0	0	0	104494
1726	104205	0	0	0	0	0	0	0	0	104494
1727	103913	0	0	0	0	0	0	0	0	102994
1729	79833	0	0	0	0	0	0	0	0	79061
1732	105031	0	0	0	0	0	104898	0	0	0
1734	105033	0	0	0	0	0	104897	0	0	105033
1739	105098	0	0	0	0	0	105089	0	0	0
1740	105112	0	0	0	0	0	0	98709	0	0
1744	105171	0	0	0	0	0	104896	0	0	0
1746	105241	0	0	0	0	0	0	105223	0	0
1748	105306	0	0	0	0	0	0	0	105305	105305
1753	105335	0	0	0	0	0	0	0	0	105335
1755	105419	0	0	0	0	0	0	0	0	105418
1756	105418	0	0	0	0	0	0	0	0	105419
1757	105438	0	0	0	0	0	0	0	0	105438
1759	105496	0	0	0	0	0	0	105493	0	0
1760	105520	0	0	0	0	0	0	0	105520	0
1764	100650	0	0	0	0	0	0	0	99846	0
1765	105573	0	0	0	0	0	0	0	0	77901
1766	105635	0	0	0	0	0	0	0	0	102994
1767	105637	0	0	0	0	0	104894	0	0	0
1769	105674	0	0	0	0	0	105089	0	0	0
1771	105695	0	0	0	0	0	0	0	0	105695
1772	105716	0	0	0	0	0	0	98709	0	0
1773	105034	0	0	0	0	0	105027	0	0	0
1774	105636	0	0	0	0	0	104894	0	0	0
1775	105748	0	0	0	0	22	0	0	0	0
1776	105749	0	0	0	0	22	0	0	0	105749
1777	105750	0	0	0	0	22	0	0	0	0
1788	105839	0	0	0	12	0	0	0	0	0
1790	105891	0	0	0	0	0	0	0	105890	105890
1791	105892	0	0	0	0	0	0	0	105889	105889
1792	105904	0	0	0	0	0	0	0	0	105354
1793	103635	0	0	0	0	0	0	0	0	105354
1795	105916	0	0	0	0	22	0	0	0	0
1796	104936	0	0	0	0	0	0	0	105828	0
1797	105065	0	0	0	0	0	0	0	105828	0
1798	105067	0	0	0	0	0	0	0	105828	0
1799	105069	0	0	0	0	0	0	0	105828	0
1809	106067	0	0	0	0	0	1784	0	0	0
1811	106077	0	0	0	0	0	0	0	106078	106078
1814	106080	0	0	0	0	0	0	93098	0	0
1816	106224	0	0	0	0	0	0	84840	0	0
1817	106226	0	0	0	0	0	0	84839	0	0
1818	106227	0	0	0	0	0	0	93099	0	0
1820	106248	0	0	0	0	0	105828	0	0	0
1823	106307	0	0	0	12	0	0	0	0	0
1824	106308	0	0	0	0	0	0	0	0	106341
1825	106368	0	0	0	0	0	0	0	0	106368
1828	106374	0	0	0	0	0	0	106368	106381	0
1829	106375	0	0	0	0	0	0	106368	0	0
1830	106380	0	0	0	0	0	0	0	106390	0
1831	106379	0	0	0	0	0	0	0	106390	0
1832	106378	0	0	0	0	0	0	0	106390	0
1833	106372	0	0	0	0	0	0	0	106390	0
1834	106376	0	0	0	0	0	0	0	106390	0
1835	106377	0	0	0	0	0	0	0	106390	0
1836	106423	0	0	0	0	0	0	106422	0	0
1837	106323	0	0	0	0	0	106424	0	0	0
1846	106455	0	0	0	0	0	106454	0	0	0
1848	106488	0	0	0	0	0	0	118961	0	0
1850	106514	0	0	0	0	0	0	106602	0	106615
1853	105710	0	0	0	0	0	0	0	0	105710
1854	106536	0	0	0	0	0	81355	0	0	0
1855	106442	0	0	0	0	0	0	0	105710	0
1856	105712	0	0	0	0	0	0	0	105710	0
1857	106443	0	0	0	0	0	0	0	105710	0
1858	105711	0	0	0	0	0	0	0	105710	0
1860	106560	0	0	0	0	0	0	0	0	106560
1866	106603	0	0	0	0	0	0	0	106603	106603
1869	106668	0	0	0	0	0	0	0	106663	0
1870	106666	0	0	0	0	0	0	0	0	106668
1871	106663	0	0	0	0	0	0	0	106668	0
1872	106669	0	0	0	0	0	0	0	0	106663
1873	106670	0	0	0	0	0	0	0	106672	0
1874	106672	0	0	0	0	0	0	0	106670	0
1875	106674	0	0	0	0	0	0	0	106676	0
1876	106676	0	0	0	0	0	0	0	106674	0
1877	106680	0	0	0	0	0	106620	0	0	0
1878	106681	0	0	0	0	0	0	0	106620	0
1879	106671	0	0	0	0	0	0	0	0	106672
1880	106682	0	0	0	0	0	0	0	0	106682
1883	106789	0	0	0	0	0	0	0	0	106791
1884	106723	0	0	0	0	0	0	0	106723	0
1885	106454	0	0	0	0	0	0	0	106454	0
1887	106330	0	0	0	0	0	0	118961	0	0
1891	106898	0	0	0	0	0	0	0	96223	0
1892	106901	0	0	0	0	0	101391	0	101392	0
1893	106903	0	0	0	0	0	101391	0	101392	0
1894	106905	0	0	0	0	0	101391	0	101392	0
1895	106906	0	0	0	0	0	101391	0	101392	0
1896	106907	0	0	0	0	0	101391	0	101392	0
1897	106908	0	0	0	0	0	101391	0	101392	0
1898	106910	0	0	0	0	0	101391	0	101392	0
1900	107016	0	0	0	0	0	0	0	0	106614
1901	102445	0	0	0	0	0	0	0	107058	107058
1903	107082	0	0	0	0	0	0	0	79636	0
1906	107125	0	0	0	0	0	101391	0	101392	0
1907	107126	0	0	0	0	0	101391	0	101392	0
1908	106677	0	0	0	0	0	0	0	0	106674
1909	107143	0	0	0	0	0	0	107147	0	0
1912	107177	0	0	0	0	0	101391	0	101392	0
1913	107178	0	0	0	0	0	101391	0	101392	0
1914	107179	0	0	0	0	0	101391	0	101392	0
1915	107180	0	0	0	0	0	101391	0	101392	0
1916	107181	0	0	0	0	0	101391	0	101392	0
1918	107183	0	0	0	0	0	101391	0	101392	0
1919	107185	0	0	0	0	0	101391	0	101392	0
1920	107186	0	0	0	0	0	101391	0	101392	0
1921	107189	0	0	0	0	0	101391	0	101392	0
1922	107190	0	0	0	0	0	101391	0	101392	0
1923	107191	0	0	0	0	0	101391	0	101392	0
1924	107192	0	0	0	0	0	101391	0	101392	0
1925	107193	0	0	0	0	0	101391	0	101392	0
1926	107194	0	0	0	0	0	101391	0	101392	0
1927	107195	0	0	0	0	0	101391	0	101392	0
1928	107196	0	0	0	0	0	101391	0	101392	0
1929	107198	0	0	0	0	0	101391	0	101392	0
1930	107204	0	0	0	0	0	101391	0	101392	0
1931	107207	0	0	0	0	0	101391	0	101392	0
1932	107208	0	0	0	0	0	101391	0	101392	0
1933	107209	0	0	0	0	0	101391	0	101392	0
1934	107210	0	0	0	0	0	101391	0	101392	0
1935	107211	0	0	0	0	0	101391	0	101392	0
1936	107212	0	0	0	0	0	101391	0	101392	0
1937	107213	0	0	0	0	0	101391	0	101392	0
1938	107218	0	0	0	0	0	101391	0	101392	0
1939	107296	0	0	0	0	0	101391	0	101392	0
1940	107298	0	0	0	0	0	101391	0	101392	0
1941	107299	0	0	0	0	0	101391	0	101392	0
1942	107300	0	0	0	0	0	101391	0	101392	0
1943	107301	0	0	0	0	0	101391	0	101392	0
1967	107344	0	0	0	0	0	101391	0	101392	0
