id	importance	normalIcon	normalIcon50%	normalIcon0%	hordeIcon	hordeIcon50%	hordeIcon0%	AllianceIcon	AllianceIcon50%	AllianceIcon0%	factionID	X	Y	Z	continentID	area	name	description	flags	worldstate	worldMapLink	
708	0	7	0	0	0	0	0	0	0	0	0	3556.64	-6232.79	1.401298E-45	516	1227	"Hetaera\'s Clutch"	""	0	0	0
2612	1	7	0	0	0	0	0	0	0	0	0	-442.1649	-1475.08	1.401298E-45	517	4709	"Honor\'s Stand"	""	0	0	0
2436	0	48	7	0	0	0	0	0	0	0	0	-1457.86	-88.8611	1.401298E-45	934	1638	"Hunter Rise"	""	5415	15093	0
2611	1	7	0	0	0	0	0	0	0	0	0	-789.2674	-1568.986	1.401298E-45	517	4709	"Hunter\'s Hill"	""	0	0	0
1114	0	7	0	0	0	0	0	0	0	0	0	-5848.05	-3412.38	1.401298E-45	516	2303	"Ironstone Camp"	""	0	0	0
1219	0	7	0	0	0	0	0	0	0	0	0	6481.87	-1571	1.401298E-45	516	1767	"Irontree Cavern"	""	0	0	0
2600	3	5	0	0	0	0	0	0	0	0	0	-977.8316	1640.688	1.401298E-45	525	405	"Karnum\'s Glade"	""	0	0	0
2616	3	5	0	0	0	0	0	0	0	0	0	902.5382	3.770833	1.401298E-45	525	406	"Krom\'gar Fortress"	""	0	0	0
1175	0	7	0	0	0	0	0	0	0	0	0	-4052.72	81.5525	1.401298E-45	516	1103	"Lariss Pavillion"	""	0	0	0
2599	3	5	0	0	0	0	0	0	0	0	0	7415.803	-272.474	1.401298E-45	525	148	"Lor\'danel"	""	0	0	0
1091	0	7	0	0	0	0	0	0	0	0	0	-3925.5	-2862.15	1.401298E-45	516	2302	"Lost Point"	""	0	0	0
1148	0	7	0	0	0	0	0	0	0	0	0	-1422.62	2918.45	1.401298E-45	516	607	"Maraudon"	""	0	0	0
1104	0	7	0	0	0	0	0	0	0	0	0	-6143.21	-1078.89	1.401298E-45	516	538	"Marshal\'s Refuge"	""	0	0	0
2625	3	5	0	0	0	0	0	0	0	0	0	-7504.564	-1503.879	1.401298E-45	525	490	"Marshal\'s Stand"	""	0	0	0
1110	0	7	0	0	0	0	0	0	0	0	0	-6239.42	-3973.12	1.401298E-45	516	439	"Mirage Raceway"	""	0	0	0
1217	0	7	0	0	0	0	0	0	0	0	0	7123.02	-4631.57	1.401298E-45	516	2255	"Moon Horror Den"	""	0	0	0
1512	0	7	0	0	0	0	0	0	0	0	0	1035.13	-2113.34	1.401298E-45	516	1703	"Mor\'shan Base Camp"	""	0	0	0
2083	3	5	0	0	0	0	0	0	0	0	0	-4590.83	-3182.5	1.401298E-45	525	4010	"Mudsprocket"	""	0	0	0
1247	3	5	0	0	0	0	0	0	0	0	0	7961.75	-2491.77	1.401298E-45	525	656	"Nighthaven"	""	0	0	0
799	3	5	0	0	0	0	0	0	0	0	0	202.521	1308.24	1.401298E-45	525	405	"Nijel\'s Point"	""	0	0	0
2606	3	5	0	0	0	0	0	0	0	0	0	5523.938	-3609.866	1.401298E-45	525	616	"Nordrassil"	""	0	0	0
1089	0	7	0	0	0	0	0	0	0	0	0	-2884.79	-3429.99	1.401298E-45	516	496	"North Point Tower"	""	0	0	0
2613	1	7	0	0	0	0	0	0	0	0	0	-2171.91	-3632.043	1.401298E-45	517	4709	"Northwatch Hold"	""	0	0	0
2609	1	7	0	0	0	0	0	0	0	0	0	1169.868	-3390.976	1.401298E-45	517	17	"Nozzlepot\'s Outpost"	""	0	0	0
2623	1	7	0	0	0	0	0	0	0	0	0	-8340.511	788.2864	1.401298E-45	517	5034	"Oasis of Vir\'sar"	""	0	0	0
1094	0	7	0	0	0	0	0	0	0	0	0	-4698.06	-3720.58	1.401298E-45	516	511	"Onyxia\'s Lair"	""	0	0	0
33	3	6	0	0	0	0	0	0	0	0	83	1381.77	-4371.16	1.401298E-45	541	14	"Orgrimmar"	""	0	0	0
1690	0	7	0	0	0	0	0	0	0	0	0	-7586.17	226.396	1.401298E-45	516	2744	"Ortell\'s Hideout"	""	0	0	0
2438	0	48	7	0	0	0	0	0	0	0	0	-1058.27	194.363	1.401298E-45	934	1638	"Pools of Vision"	""	5417	15140	0
1168	0	7	0	0	0	0	0	0	0	0	0	-3842.71	1738.94	1.401298E-45	516	1119	"Rage Scar Hold"	""	0	0	0
2622	3	5	0	0	0	0	0	0	0	0	0	-9440.91	-958.6354	1.401298E-45	525	5034	"Ramkahen"	""	0	0	0
39	3	5	0	0	0	0	0	0	0	0	0	-951.364	-3680.07	1.401298E-45	525	392	"Ratchet"	""	0	0	0
1171	0	7	0	0	0	0	0	0	0	0	0	-6206.25	1766.95	1.401298E-45	516	2740	"Ravaged Twilight Camp"	""	0	0	0
31	3	7	0	0	0	0	0	0	0	0	83	312.659	-4745.52	1.401298E-45	517	362	"Razor Hill"	""	0	0	0
913	0	7	0	0	0	0	0	0	0	0	0	636.963	-4534.04	1.401298E-45	516	410	"Razorwind Canyon"	""	0	0	0
1216	0	7	0	0	0	0	0	0	0	0	0	2195.67	-6438.33	1.401298E-45	516	1256	"Rethress Sanctum"	""	0	0	0
1109	0	7	0	0	0	0	0	0	0	0	0	-5466.71	-1636.27	1.401298E-45	516	483	"Roguefeather Den"	""	0	0	0
1169	0	7	0	0	0	0	0	0	0	0	0	-4852.91	3616.63	1.401298E-45	516	1117	"Ruins of Solarsal"	""	0	0	0
1724	0	42	0	0	0	0	0	0	0	0	0	-6548.72	1150.51	1.401298E-45	646	1377	"Sandworm!"	"A Silithyst beast has surfaced"	2322	15019	0
1725	0	42	0	0	0	0	0	0	0	0	0	-7786.01	978.815	1.401298E-45	646	1377	"Sandworm!"	"A Silithyst beast has surfaced"	2323	14906	0
1726	0	42	0	0	0	0	0	0	0	0	0	-7463.3	1411.7	1.401298E-45	646	1377	"Sandworm!"	"A Silithyst beast has surfaced"	2324	14913	0
1727	0	42	0	0	0	0	0	0	0	0	0	-7377.08	447.046	1.401298E-45	646	1377	"Sandworm!"	"A Silithyst beast has surfaced"	2325	15194	0
1211	0	7	0	0	0	0	0	0	0	0	0	3705.1	-6043.45	1.401298E-45	516	1227	"Scalebeard\'s Cave"	""	0	0	0
2624	3	5	0	0	0	0	0	0	0	0	0	-10676.9	1052.095	1.401298E-45	525	5034	"Schnottz\'s Landing"	""	0	0	0
1150	0	7	0	0	0	0	0	0	0	0	0	-1407.87	1493.13	1.401298E-45	516	602	"Scrabblescrew\'s Camp"	""	0	0	0
34	3	7	0	0	0	0	0	0	0	0	83	-819.492	-4918.24	1.401298E-45	516	367	"Sen\'jin Village"	""	0	0	0
1097	0	7	0	0	0	0	0	0	0	0	0	-3476.59	-4109.08	1.401298E-45	516	502	"Sentry Point"	""	0	0	0
795	3	5	0	0	0	0	0	0	0	0	0	-1657.85	3097.92	1.401298E-45	525	405	"Shadowprey Village"	""	0	0	0
908	0	7	0	0	0	0	0	0	0	0	0	10756.2	921.301	1.401298E-45	516	188	"Shadowthread Cave"	""	0	0	0
1087	0	7	0	0	0	0	0	0	0	0	0	-3723.63	-2535.18	1.401298E-45	516	2302	"Shady Rest Inn"	""	0	0	0
1187	0	7	0	0	0	0	0	0	0	0	0	-5492.37	3622.79	1.401298E-45	516	1121	"Shalzaru\'s Lair"	""	0	0	0
2608	1	7	0	0	0	0	0	0	0	0	0	4919.508	-2727.566	1.401298E-45	517	616	"Shrine of Aviana"	""	0	0	0
1246	0	7	0	0	0	0	0	0	0	0	0	7856.18	-2215.45	1.401298E-45	516	656	"Shrine of Remulos"	""	0	0	0
1242	1	7	0	0	0	0	0	0	0	0	0	2130.27	-1190.25	1.401298E-45	517	421	"Silverwind Refuge"	""	0	0	0
1513	0	7	0	0	0	0	0	0	0	0	0	1462.48	-1858.93	1.401298E-45	516	422	"Silverwing Grove"	""	0	0	0
1240	0	7	0	0	0	0	0	0	0	0	0	1776.64	-2065.15	1.401298E-45	516	422	"Silverwing Outpost"	""	0	0	0
1227	0	7	0	0	0	0	0	0	0	0	0	515.845	624.05	1.401298E-45	516	2541	"Sishir Canyon"	""	0	0	0
2437	0	48	7	0	0	0	0	0	0	0	0	-974.498	283.786	1.401298E-45	934	1638	"Spirit Rise"	""	5416	15094	0
1471	3	5	0	0	0	0	0	0	0	0	0	2286.41	-2564.67	1.401298E-45	525	331	"Splintertree Post"	""	0	0	0
1112	0	7	0	0	0	0	0	0	0	0	0	-5065.61	-2367.61	1.401298E-45	516	481	"Splithoof Hold"	""	0	0	0
1688	0	7	0	0	0	0	0	0	0	0	0	-6517.49	97.5554	1.401298E-45	516	3426	"Staghelm Point"	""	0	0	0
2604	1	7	0	0	0	0	0	0	0	0	0	-4573.439	1832.96	1.401298E-45	517	357	"Stonemaul Hold"	""	0	0	0
1093	0	7	0	0	0	0	0	0	0	0	0	-4346.02	-3321.15	1.401298E-45	516	510	"Stonemaul Ruins"	""	0	0	0
44	3	5	0	0	0	0	0	0	0	0	84	2658.78	1449.71	1.401298E-45	0	467	"Stonetalon Peak"	""	0	0	0
1248	0	7	0	0	0	0	0	0	0	0	0	7564.51	-2951.72	1.401298E-45	516	656	"Stormrage Barrow Dens"	""	0	0	0
701	1	7	0	0	0	0	0	0	0	0	0	936.308	910.974	1.401298E-45	517	406	"Sun Rock Retreat"	""	0	0	0
1111	0	7	0	0	0	0	0	0	0	0	0	-6490.61	-3449.15	1.401298E-45	516	439	"Sunken Dig Site"	""	0	0	0
1098	0	7	0	0	0	0	0	0	0	0	0	-2949.47	-3893.5	1.401298E-45	516	502	"Swamplight Manor"	""	0	0	0
1116	0	7	0	0	0	0	0	0	0	0	0	-6569.91	-3894.97	1.401298E-45	516	439	"Tahonda Ruins"	""	0	0	0
2602	1	7	0	0	0	0	0	0	0	0	0	6197.865	-1931.347	1.401298E-45	517	361	"Talonbranch Glade"	""	0	0	0
1215	0	7	0	0	0	0	0	0	0	0	0	2707.72	-3869.25	1.401298E-45	516	1235	"Talrendis Point"	""	0	0	0
707	0	7	0	0	0	0	0	0	0	0	0	3549.15	-5359.12	1.401298E-45	516	1221	"Temple of Zin-Malor"	""	0	0	0
2619	1	7	0	0	0	0	0	0	0	0	0	2127.559	1592.045	1.401298E-45	517	406	"Thal\'darah Overlook"	""	0	0	0
45	3	5	0	0	0	0	0	0	0	0	84	-4510.03	-779.474	1.401298E-45	0	489	"Thalanaar"	""	0	0	0
912	0	7	0	0	0	0	0	0	0	0	0	10316.4	1200.62	1.401298E-45	516	266	"The Cleft"	""	0	0	0
2481	0	48	7	0	0	0	0	0	0	0	0	1773.42	-4336.81	1.401298E-45	934	1637	"The Cleft of Shadow"	""	5465	15227	0
35	3	5	0	0	0	0	0	0	0	0	83	-455.9	-2652.15	1.401298E-45	525	17	"The Crossroads"	""	0	0	0
32	3	7	0	0	0	0	0	0	0	0	83	-604.098	-4202.92	1.401298E-45	517	364	"The Den"	""	0	0	0
1241	0	7	0	0	0	0	0	0	0	0	0	1776.23	-2678.36	1.401298E-45	516	422	"The Dor\'Danil Barrow Den"	""	0	0	0
2482	0	48	7	0	0	0	0	0	0	0	0	1841.67	-4519.81	1.401298E-45	934	1637	"The Drag"	""	5466	15138	0
2500	0	48	7	0	0	0	0	0	0	0	0	1581.96	-4204.51	1.401298E-45	934	1637	"The Goblim Slums"	""	5463	15139	0
1213	0	7	0	0	0	0	0	0	0	0	0	6426.76	-4304.99	1.401298E-45	516	2251	"The Ruins of Kel\'Theril"	""	0	0	0
1232	0	7	0	0	0	0	0	0	0	0	0	3493.89	-119.601	1.401298E-45	516	413	"The Ruins of Ordil\'Aran"	""	0	0	0
1472	0	7	0	0	0	0	0	0	0	0	0	-7066.79	731.852	1.401298E-45	516	3425	"The Swarming Pillar"	""	0	0	0
1231	0	7	0	0	0	0	0	0	0	0	0	2416.89	1792.39	1.401298E-45	516	467	"The Talon Den"	""	0	0	0
1230	0	7	0	0	0	0	0	0	0	0	0	1531.94	-576.57	1.401298E-45	516	461	"The Talondeep Path"	""	0	0	0
1245	0	7	0	0	0	0	0	0	0	0	0	1930.26	-732.677	1.401298E-45	516	421	"The Talondeep Path"	""	0	0	0
1113	0	7	0	0	0	0	0	0	0	0	0	-5213.85	-2794.53	1.401298E-45	516	481	"The Weathered Nook"	""	0	0	0
791	3	5	0	0	0	0	0	0	0	0	0	-3680.17	-4388.51	1.401298E-45	525	15	"Theramore Isle"	""	0	0	0
29	3	6	0	0	0	0	0	0	0	0	83	-1205.41	29.4214	1.401298E-45	541	215	"Thunder Bluff"	""	0	0	0
2439	0	48	7	0	0	0	0	0	0	0	0	-1197.69	30.8854	1.401298E-45	934	1638	"Thunder Bluff"	""	5413	15145	0
1092	0	7	0	0	0	0	0	0	0	0	0	-4300.98	-4062.71	1.401298E-45	516	511	"Tidefury Cove"	""	0	0	0
1212	0	7	0	0	0	0	0	0	0	0	0	6900.63	-2298.18	1.401298E-45	516	2246	"Timbermaw Hold"	""	0	0	0
1218	0	7	0	0	0	0	0	0	0	0	0	6817.78	-2097.68	1.401298E-45	516	1762	"Timbermaw Hold"	""	0	0	0
929	0	7	0	0	0	0	0	0	0	0	0	726.297	-4242.41	1.401298E-45	516	369	"Tor\'kren Farm"	""	0	0	0
1687	0	7	0	0	0	0	0	0	0	0	0	-6996.15	1195.01	1.401298E-45	516	2739	"Twilight Base Camp"	""	0	0	0
1173	0	7	0	0	0	0	0	0	0	0	0	-7929.11	1833.28	1.401298E-45	516	2743	"Twilight Outpost"	""	0	0	0
1172	0	7	0	0	0	0	0	0	0	0	0	-6740.04	1636.32	1.401298E-45	516	3098	"Twilight Post"	""	0	0	0
1689	0	7	0	0	0	0	0	0	0	0	0	-6310.14	136.591	1.401298E-45	516	3426	"Twilight\'s Run"	""	0	0	0
1107	0	7	0	0	0	0	0	0	0	0	0	-9635.41	-2787.2	1.401298E-45	516	990	"Uldum"	""	0	0	0
1696	3	41	0	0	0	0	0	0	0	0	0	6519.57	-4117.1	1.401298E-45	152	-1	"Under Attack"	"Winterspring"	2259	15037	0
1697	3	41	0	0	0	0	0	0	0	0	0	3366.79	-6226.81	1.401298E-45	152	-1	"Under Attack"	"Azshara"	2260	15002	0
1700	3	41	0	0	0	0	0	0	0	0	0	-8277.12	-3484.09	1.401298E-45	152	-1	"Under Attack"	"Tanaris Desert"	2263	14870	0
1151	0	7	0	0	0	0	0	0	0	0	0	-2251.19	1513.55	1.401298E-45	516	602	"Valley of Bones"	""	0	0	0
1567	0	7	0	0	0	0	0	0	0	0	0	-6404.33	-292.647	1.401298E-45	516	2738	"Valor\'s Rest"	""	0	0	0
1047	0	7	0	0	0	0	0	0	0	0	0	-1501.49	-1036.19	1.401298E-45	516	820	"Venture Co. Mine"	""	0	0	0
1068	0	7	0	0	0	0	0	0	0	0	0	-837.968	-2037	1.401298E-45	516	387	"Wailing Caverns"	""	0	0	0
1268	0	7	0	0	0	0	0	0	0	0	0	1575.91	-2463.94	1.401298E-45	516	422	"Warsong Labor Camp"	""	0	0	0
1106	0	7	0	0	0	0	0	0	0	0	0	-7693.45	-4878.96	1.401298E-45	516	1336	"Wavestrider Beach"	""	0	0	0
1115	0	7	0	0	0	0	0	0	0	0	0	-5799.94	-3899.53	1.401298E-45	516	439	"Weazel\'s Crater"	""	0	0	0
2601	3	5	0	0	0	0	0	0	0	0	0	6089.463	-871.8021	1.401298E-45	525	361	"Whisperwind Grove"	""	0	0	0
767	0	7	0	0	0	0	0	0	0	0	0	-4917.35	-1375.5	1.401298E-45	516	480	"Whitereach Post"	""	0	0	0
1049	0	7	0	0	0	0	0	0	0	0	0	5056.04	220.755	1.401298E-45	516	448	"Wildbend River"	""	0	0	0
2617	3	5	0	0	0	0	0	0	0	0	0	1202.004	443.184	1.401298E-45	525	406	"Windshear Hold"	""	0	0	0
1229	0	7	0	0	0	0	0	0	0	0	0	981.949	-358.9	1.401298E-45	516	461	"Windshear Mine"	""	0	0	0
1475	0	7	0	0	0	0	0	0	0	0	0	-4835.2	863.048	1.401298E-45	516	1101	"Woodpaw Den"	""	0	0	0
1174	0	7	0	0	0	0	0	0	0	0	0	-4915.81	199.275	1.401298E-45	516	1101	"Woodpaw Hills"	""	0	0	0
1237	0	7	0	0	0	0	0	0	0	0	0	2936.56	-2822.67	1.401298E-45	516	430	"Xavian"	""	0	0	0
1234	3	5	0	0	0	0	0	0	0	0	0	3362.22	1010.16	1.401298E-45	525	414	"Zoram\'gar Outpost"	""	0	0	0
1102	0	2	0	0	0	0	0	0	0	0	0	-946.912	-195.454	4.203895E-44	644	0	"Coldtooth Mine"	"Horde Controlled"	1356	15185	0
1358	0	3	0	0	0	0	0	0	0	0	0	-948.309	-193.286	4.203895E-44	644	0	"Coldtooth Mine"	"Alliance Controlled"	1355	14874	0
1359	0	1	0	0	0	0	0	0	0	0	0	-948.542	-193.079	4.203895E-44	644	0	"Coldtooth Mine"	"Kobold Controlled"	1357	14940	0
1328	0	7	0	0	0	0	0	0	0	0	0	693.095	-19.197	4.203895E-44	516	0	"Dun Baldar"	""	0	0	0
1250	0	11	0	0	0	0	0	0	0	0	0	668.04	-128.176	4.203895E-44	644	0	"Dun Baldar North Bunker"	"Alliance Controlled"	1362	15229	0
1352	0	6	0	0	0	0	0	0	0	0	0	678.076	-137.378	4.203895E-44	644	-1	"Dun Baldar North Bunker"	"Destroyed"	1371	15187	0
1353	0	9	0	0	0	0	0	0	0	0	0	678.437	-137.095	4.203895E-44	644	0	"Dun Baldar North Bunker"	"In Conflict"	1375	15007	0
1354	0	12	0	0	0	0	0	0	0	0	0	678.371	-137.14	4.203895E-44	644	0	"Dun Baldar North Bunker"	"In Conflict"	1379	15059	0
1249	0	11	0	0	0	0	0	0	0	0	0	571.535	-80.543	4.203895E-44	644	0	"Dun Baldar South Bunker"	"Alliance Controlled"	1361	15021	0
1355	0	6	0	0	0	0	0	0	0	0	0	557.858	-88.1394	4.203895E-44	644	-1	"Dun Baldar South Bunker"	"Destroyed"	1370	15188	0
1356	0	9	0	0	0	0	0	0	0	0	0	557.849	-88.2827	4.203895E-44	644	0	"Dun Baldar South Bunker"	"In Conflict"	1374	14939	0
1357	0	12	0	0	0	0	0	0	0	0	0	557.752	-88.2432	4.203895E-44	644	0	"Dun Baldar South Bunker"	"In Conflict"	1378	14873	0
1255	0	10	0	0	0	0	0	0	0	0	0	-1302.65	-305.886	4.203895E-44	644	-1	"East Frostwolf Tower"	"Horde Controlled"	1383	15064	0
1362	0	6	0	0	0	0	0	0	0	0	0	-1301.22	-306.564	4.203895E-44	644	5481	"East Frostwolf Tower"	"Destroyed"	1366	15076	0
1363	0	9	0	0	0	0	0	0	0	0	0	-1301.4	-307.196	4.203895E-44	644	-1	"East Frostwolf Tower"	"In Conflict"	1388	14875	0
1364	0	12	0	0	0	0	0	0	0	0	0	-1301.47	-307.241	4.203895E-44	644	-1	"East Frostwolf Tower"	"In Conflict"	1393	15075	0
1210	0	13	0	0	0	0	0	0	0	0	0	-1083.31	-307.402	4.203895E-44	644	0	"Frostwolf Graveyard"	"Horde Controlled"	1338	14953	0
1368	0	15	0	0	0	0	0	0	0	0	0	-1083.54	-307.433	4.203895E-44	644	0	"Frostwolf Graveyard"	"Alliance Controlled"	1337	15230	0
1369	0	4	0	0	0	0	0	0	0	0	0	-1083.49	-307.617	4.203895E-44	644	-1	"Frostwolf Graveyard"	"In Conflict"	1339	15068	0
1370	0	14	0	0	0	0	0	0	0	0	0	-1083.67	-307.436	4.203895E-44	644	0	"Frostwolf Graveyard"	"In Conflict"	1340	14886	0
1103	0	7	0	0	0	0	0	0	0	0	0	-1369.01	-225.37	4.203895E-44	516	0	"Frostwolf Keep"	""	0	0	0
1351	0	13	0	0	0	0	0	0	0	0	0	-1415.05	-305.986	4.203895E-44	644	0	"Frostwolf Relief Hut"	"Horde Controlled"	1330	15073	0
1371	0	15	0	0	0	0	0	0	0	0	0	-1414.93	-305.602	4.203895E-44	644	0	"Frostwolf Relief Hut"	"Alliance Controlled"	1329	15231	0
1372	0	14	0	0	0	0	0	0	0	0	0	-1414.79	-306.018	4.203895E-44	644	0	"Frostwolf Relief Hut"	"In Conflict"	1332	14834	0
1373	0	4	0	0	0	0	0	0	0	0	0	-1414.89	-306.056	4.203895E-44	644	0	"Frostwolf Relief Hut"	"In Conflict"	1331	14993	0
1101	0	7	0	0	0	0	0	0	0	0	0	-537.807	-168.363	4.203895E-44	516	0	"Iceblood Garrison"	""	0	0	0
1349	0	13	0	0	0	0	0	0	0	0	0	-531.316	-405.584	4.203895E-44	644	0	"Iceblood Graveyard"	"Horde Controlled"	1347	14872	0
1374	0	15	0	0	0	0	0	0	0	0	0	-531.344	-405.273	4.203895E-44	644	0	"Iceblood Graveyard"	"Alliance Controlled"	1346	15020	0
1375	0	4	0	0	0	0	0	0	0	0	0	-531.402	-405.326	4.203895E-44	644	0	"Iceblood Graveyard"	"In Conflict"	1348	14829	0
1376	0	14	0	0	0	0	0	0	0	0	0	-531.425	-405.326	4.203895E-44	644	0	"Iceblood Graveyard"	"In Conflict"	1349	15039	0
1252	0	10	0	0	0	0	0	0	0	0	0	-562.172	-273.554	4.203895E-44	644	-1	"Iceblood Tower"	"Horde Controlled"	1385	15081	0
1377	0	6	0	0	0	0	0	0	0	0	0	-560.3	-271.439	4.203895E-44	644	-1	"Iceblood Tower"	"Destroyed"	1368	15080	0
1378	0	12	0	0	0	0	0	0	0	0	0	-560.261	-271.528	4.203895E-44	644	-1	"Iceblood Tower"	"In Conflict"	1395	14954	0
1379	0	9	0	0	0	0	0	0	0	0	0	-560.376	-271.281	4.203895E-44	644	-1	"Iceblood Tower"	"In Conflict"	1390	15061	0
1251	0	11	0	0	0	0	0	0	0	0	0	217.425	-359.764	4.203895E-44	644	0	"Icewing Bunker"	"Alliance Controlled"	1363	15186	0
1380	0	6	0	0	0	0	0	0	0	0	0	209.101	-367.837	4.203895E-44	644	-1	"Icewing Bunker"	"Destroyed"	1372	14909	0
1381	0	9	0	0	0	0	0	0	0	0	0	208.785	-367.938	4.203895E-44	644	0	"Icewing Bunker"	"In Conflict"	1376	15054	0
1382	0	12	0	0	0	0	0	0	0	0	0	209.023	-368.034	4.203895E-44	644	0	"Icewing Bunker"	"In Conflict"	1380	14887	0
1569	0	7	0	0	0	0	0	0	0	0	0	276.056	61.1517	4.203895E-44	516	2959	"Icewing Cavern"	""	0	0	0
1099	0	3	0	0	0	0	0	0	0	0	0	793.751	-330.197	4.203895E-44	644	0	"Irondeep Mine"	"Alliance Controlled"	1358	14882	0
1383	0	2	0	0	0	0	0	0	0	0	0	801.661	-330.015	4.203895E-44	644	0	"Irondeep Mine"	"Horde Controlled"	1359	14835	0
1384	0	1	0	0	0	0	0	0	0	0	0	801.41	-330.128	4.203895E-44	644	0	"Irondeep Mine"	"Trogg Controlled"	1360	15018	0
1550	0	4	0	0	0	0	0	0	0	0	0	451.372	-127.12	4.203895E-44	644	-1	"Pre-alliance POI test"	""	1665	14857	0
1209	0	13	0	0	0	0	0	0	0	0	0	-202.695	-112.569	4.203895E-44	644	0	"Snowfall Graveyard"	"Horde Controlled"	1342	14959	0
1386	0	15	0	0	0	0	0	0	0	0	0	-202.963	-112.575	4.203895E-44	644	0	"Snowfall Graveyard"	"Alliance Controlled"	1341	14856	0
1387	0	14	0	0	0	0	0	0	0	0	0	-203.153	-112.587	4.203895E-44	644	0	"Snowfall Graveyard"	"In Conflict"	1344	15189	0
1388	0	4	0	0	0	0	0	0	0	0	0	-203.09	-112.598	4.203895E-44	644	0	"Snowfall Graveyard"	"In Conflict"	1343	14836	0
1682	0	8	0	0	0	0	0	0	0	0	0	-202.932	-112.716	4.203895E-44	644	-1	"Snowfall Graveyard"	"Uncontrolled"	1966	14925	0
1347	0	11	0	0	0	0	0	0	0	0	0	-160.17	-454.107	4.203895E-44	644	0	"Stonehearth Bunker"	"Alliance Controlled"	1364	15038	0
1389	0	6	0	0	0	0	0	0	0	0	0	-160.264	-454.198	4.203895E-44	644	-1	"Stonehearth Bunker"	"Destroyed"	1373	14984	0
1390	0	9	0	0	0	0	0	0	0	0	0	-160.169	-454.076	4.203895E-44	644	0	"Stonehearth Bunker"	"In Conflict"	1377	15032	0
1391	0	12	0	0	0	0	0	0	0	0	0	-160.403	-454.183	4.203895E-44	644	0	"Stonehearth Bunker"	"In Conflict"	1381	15190	0
1350	0	15	0	0	0	0	0	0	0	0	0	65.9825	-415.573	4.203895E-44	644	0	"Stonehearth Graveyard"	"Alliance Controlled"	1302	15056	0
1392	0	13	0	0	0	0	0	0	0	0	0	65.9149	-415.562	4.203895E-44	644	0	"Stonehearth Graveyard"	"Horde Controlled"	1301	15208	0
1393	0	4	0	0	0	0	0	0	0	0	0	65.8907	-415.551	4.203895E-44	644	0	"Stonehearth Graveyard"	"In Conflict"	1304	14933	0
1394	0	14	0	0	0	0	0	0	0	0	0	65.8889	-415.616	4.203895E-44	644	0	"Stonehearth Graveyard"	"In Conflict"	1303	14896	0
1100	0	7	0	0	0	0	0	0	0	0	0	1.66764	-292.675	4.203895E-44	516	0	"Stonehearth Outpost"	""	0	0	0
1348	0	15	0	0	0	0	0	0	0	0	0	640.261	-18.6661	4.203895E-44	644	0	"Stormpike Aid Station"	"Alliance Controlled"	1325	14864	0
1395	0	13	0	0	0	0	0	0	0	0	0	641.501	-17.3997	4.203895E-44	644	0	"Stormpike Aid Station"	"Horde Controlled"	1327	15191	0
1396	0	4	0	0	0	0	0	0	0	0	0	640.908	-18.1867	4.203895E-44	644	0	"Stormpike Aid Station"	"In Conflict"	1326	14994	0
1397	0	14	0	0	0	0	0	0	0	0	0	640.699	-18.1078	4.203895E-44	644	0	"Stormpike Aid Station"	"In Conflict"	1328	15034	0
1208	0	15	0	0	0	0	0	0	0	0	0	666.927	-305.544	4.203895E-44	644	0	"Stormpike Graveyard"	"Alliance Controlled"	1333	14966	0
1398	0	13	0	0	0	0	0	0	0	0	0	666.642	-305.542	4.203895E-44	644	0	"Stormpike Graveyard"	"Horde Controlled"	1334	14897	0
1399	0	4	0	0	0	0	0	0	0	0	0	666.699	-305.533	4.203895E-44	644	0	"Stormpike Graveyard"	"In Conflict"	1335	15074	0
1400	0	14	0	0	0	0	0	0	0	0	0	666.571	-305.432	4.203895E-44	644	0	"Stormpike Graveyard"	"In Conflict"	1336	14944	0
1254	0	10	0	0	0	0	0	0	0	0	0	-760.664	-347.326	4.203895E-44	644	-1	"Tower Point"	"Horde Controlled"	1384	15132	0
1405	0	6	0	0	0	0	0	0	0	0	0	-759.186	-348.19	4.203895E-44	644	-1	"Tower Point"	"Destroyed"	1367	14922	0
1406	0	12	0	0	0	0	0	0	0	0	0	-759.141	-348.12	4.203895E-44	644	-1	"Tower Point"	"In Conflict"	1394	14914	0
1407	0	9	0	0	0	0	0	0	0	0	0	-759.266	-348.044	4.203895E-44	644	-1	"Tower Point"	"In Conflict"	1389	14995	0
1527	0	10	0	0	0	0	0	0	0	0	0	-1297.9	-266.613	4.203895E-44	644	-1	"West Frostwolf Tower"	"Horde Controlled"	1382	14839	0
1528	0	6	0	0	0	0	0	0	0	0	0	-1297.92	-266.629	4.203895E-44	644	-1	"West Frostwolf Tower"	"Destroyed"	1365	14991	0
1529	0	12	0	0	0	0	0	0	0	0	0	-1298.02	-266.508	4.203895E-44	644	-1	"West Frostwolf Tower"	"In Conflict"	1392	15052	0
1530	0	9	0	0	0	0	0	0	0	0	0	-1298.09	-266.702	4.203895E-44	644	-1	"West Frostwolf Tower"	"In Conflict"	1387	14838	0
1568	0	7	0	0	0	0	0	0	0	0	0	-1436.1	-455.651	4.203895E-44	516	2978	"Wildpaw Cavern"	""	0	0	0
20	0	1	0	0	0	0	0	0	0	0	0	-448.982	-1028.22	5.184804E-44	1	0	"Alliance"	""	0	0	0
