newField1	newField2	newField3	newField4	newField5	newField6	newField7	newField8	newField9	newField10	newField11	newField12	newField13	newField14	newField15	newField16	newField17	newField18	newField19	newField20	newField21	newField22	newField23	newField24	newField25	newField26	newField27	newField28	newField29	newField30	newField31	newField32	newField33	newField34	newField35	newField36	newField37	newField38	newField39	newField40	newField41	newField42	newField43	newField44	newField45
409	0.5875	0.079925	0	0.85	240	300	1008	96	27	0	7	4	10	10	0.6	0.6485	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	19	5.407	4	3,85E-31	2,80E-39	3555	1	2	0
410	0.7045	0.375	0.01	-0.5	2000	200	3107	96	0	0	3	3	0	0	0	0.75	0	0	1.45	0.3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	40	5	NaN	4,20E-39	0	0	2	0
411	0.334	0.3	0	0.1	1000	0	256	54	27	0.07	3	4	3.7	8.45	0.18	0.0891	0.23	0.72	0	1.194	6.8	0	0	0	0	1	-3.142	3.142	0	0	0	0.3	0.5	0.4	0.65	100	2.5	15	-1,07E+43	4,20E-39	3564	1	2	0
412	2.78	0.15485	0.01	-0.55	1000	200	946	100	0	0	3	3	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33	1.809	8.6	1,71E+44	4,20E-39	0	0	2	0
413	0.1975	0.129875	0.002	1.2	1002	300	132	104	27	0	3	3	2	4	0	0.7524	0	0	0.3	1.602	10	0	0	0	0	0	0	0	2.89	0	0	0	0	0	0	20	0.9096	1.4	-6,78E+24	4,20E-39	0	0	2	0
414	1	0.079925	0	0	1000	300	1067	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	0.0007133483	4,20E-39	0	0	2	0
415	1	0.129875	0	0	1002	300	345	64	27	0	3	3	2	4	0	0.7524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	7,49E-31	4,20E-39	3593	0	2	0
416	1	0.129875	0	0	1002	300	345	64	27	0	3	3	2	4	0	0.7524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,75E+44	4,20E-39	3602	0	2	0
417	1	0.079925	0	0	1000	300	1067	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-2,66E+43	4,20E-39	0	0	2	0
418	0.5875	0.2048	0	0.85	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	0	0.1571	-1,00E-06	0	0	0	0	4.7	0	0	0	0	0	0.48	0.66	0.26	0.55	24	9.006	8	3,57E-37	2,80E-39	3611	0	2	0
419	0.1	0.3047	0	0.7	2000	200	2723	448	27	0	3	3	2	4	0	0.698	0.66	1.42	0.25	0	4.4	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	10	12	1	NaN	2,80E-39	0	0	2.009	0
420	0.1	0.3047	0	0.7	2000	200	2723	448	27	0	3	3	2	4	0	0.698	0.66	1.42	0.25	0	4.4	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	10	12	1	NaN	2,80E-39	0	0	2.009	0
421	0.1	0.125	0	5	999	300	3620	33	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	25	2	1,33E+13	4,20E-39	0	0	2	0
422	1	0.079925	0.00875	1	164	0	1168	20	0	0.13	3	3	0	0	0.48	0.75	0.15	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0.06	0.12	0	0	0	-3,56E+20	4,20E-39	0	0	2	0
423	1	0.3	0	1.2	1000	300	3107	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	1	-3.142	-3.142	0	0	0	0	0	0	0	5	10	2	NaN	4,20E-39	0	0	2	0
424	1.309	0.5045	0.003	2.45	1000	300	1168	70	27	0.155	5	5	4.85	1.55	0	0	0.18	0.46	0	0	-0.8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	4	1	-3,38E+44	4,20E-39	3656	0	2	0
425	0.5875	0.2048	0	-0.85	87	300	1695	232	27	0	7	4	10	10	0	0.75	0	0	1.3	0.6283	-4.4	0	0	0	0	1	0.09425	0.5341	0	0	0	0.48	0.66	0.26	0.55	-32.5	4.308	7.4	7,13E-22	4,20E-39	3661	0	2	0
426	1	0.5045	0	1.2	1002	300	1168	114	27	0.0225	3	6	4.45	5.6	1.2	0.1436	0.02	0.02	0	0	0	0	0	0	0	2	0	0	0	0	0	0.25	0.51	0	0	60	1.509	1	-4,31E+43	4,20E-39	0	0	2	0
427	0.1	0.129875	0	-0.6	2000	200	3107	192	27	0	3	3	2	4	0	0.698	0.66	1.42	0.2	1.257	6.8	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	9,18E-35	4,20E-39	0	0	2	0
428	0.1	0.229775	0	-0.6	2000	200	2826	192	27	0	3	3	2	4	0	0.698	0.66	1.42	0.2	1.257	6.8	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	0	0	2	0
429	0.1	0.229775	0	-0.6	2000	200	2826	192	27	0	3	3	2	4	0	0.698	0.66	1.42	0.2	1.257	6.8	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	1,34E-27	8,41E-39	0	0	2	0
430	2.78	0.25	0.0355	-2.9	1000	200	1	4	0	0.305	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	4,20E-39	0	0	2	0
431	0.5875	0.279725	0	0.85	4010	300	1727	40	27	0	7	4	10	10	0	0.75	0	0	2.55	0.1571	-1,00E-06	0	0	0	0	5	0	0	0	0	0	0.48	0.66	0.26	0.55	10	3.708	4	NaN	4,20E-39	3670	0	2	0
432	0.5875	0.279725	0	0.85	4010	300	1727	40	27	0	7	4	10	10	0	0.75	0	0	2.55	0.1571	0	0	0	0	0	5	0	0	0	0	0	0.48	0.66	0.26	0.55	17	4.008	4	NaN	4,20E-39	0	0	2	0
433	0.5875	0.279725	0	0.85	4010	300	1727	40	27	0	7	4	10	10	0	0.75	0	0	2.55	0.1571	0	0	0	0	0	5	0	0	0	0	0	0.48	0.66	0.26	0.55	32.5	2.909	4	NaN	4,20E-39	0	0	2	0
434	0.3	0.5	0	1.2	7999	300	3679	64	27	0	3	3	2	4	0	0.75	0	0	1	0.6283	40	0	0	0	0	2	-0.6981	0.6981	-6.283	6.283	0	0	0	0	0	20	10	1	4,37E-25	2,80E-39	3713	0	2	0
436	0.5875	0.15485	0	0.15	317	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	3.3	0.5655	-1,00E-06	0	0	0	0	0	0	0	0	0.6283	0	0.48	0.66	0.26	0.55	7	0.6097	1.4	-1,04E+39	4,20E-39	3730	0	2	0
437	0.5875	0.379625	0	0.25	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.75	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	7.5	2.609	2.9	-1,04E+40	4,20E-39	0	0	2	0
438	0.5875	0.35465	0	0.3	240	369	1727	104	27	0	7	4	10	10	0	0.75	0	0	2.45	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	6	2.009	1.1	-1,02E+37	4,20E-39	0	0	2	0
439	0.5875	0.729275	0	0.85	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	3.9	0.09425	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	-24	16.3	2.2	1,36E-13	4,20E-39	0	0	2	0
440	0.5875	0.85415	0	0.85	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.9	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	-27	12.6	3.4	2,51E-09	4,20E-39	0	0	2	0
441	0.5875	0.45455	0	0.85	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	-19	14.9	4	3,85E-11	4,20E-39	3775	0	2	0
442	0.5875	0.15485	0	0	240	338	1727	104	27	0	7	4	10	10	0	0.75	0	0	2.3	0.377	2	0	0	0	0	0	0	0	0	0.377	0	0.48	0.66	0.26	0.55	11	2.009	1.7	-2.053.812	4,20E-39	0	0	2	0
443	0.5875	0.35465	0	0.25	240	338	1727	104	27	0	7	4	10	10	0	0.75	0	0	2.3	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	1.5	2.009	1.7	-2.053.812	4,20E-39	0	0	2	0
444	0.334	0.025	0	0.7	125	299	1168	6	0	0.04	3	3	2	3.25	0.18	0	0.18	0.48	0	0.5341	20.4	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	0	0.15	0.46	0.22	0.75	0	0	0	-1,09E+37	4,20E-39	0	0	2	0
445	1	0.55445	0.002	1	1002	300	2758	65	27	0.1575	3	3	2	4	0	0.7079	0	0	0.15	0.09425	-1.2	0	0	0	0	1.6	0.06283	0.3456	0	0	0	0.82	1.45	0.15	0.31	29	8.006	0.5	1,30E-31	4,20E-39	0	0	2	0
446	0.1	0.3047	0	0.3	1002	300	2758	96	2	0	3	3	2	4	0	0.7079	0	0	0.15	0.09425	-1.2	-1.257	0	0.377	0	0	-1.791	0.3456	0	0	0	0.82	1.45	0.15	0.31	13	5.107	0.5	-6,96E-29	4,20E-39	3784	0	2	0
447	1	0.3047	0	0.25	1002	300	2758	96	2	0	3	3	2	4	0	0.7079	0	0	0	0.9111	-1.2	0	0	0	0	0.6	-0.6283	0.3456	0	0	0	0.82	1.45	0.15	0.31	13	5.107	0.5	2,33E-09	4,20E-39	0	0	2	0
448	1	0.379625	0	0.25	1002	300	2758	96	2	0	3	3	2	4	0	0.7079	0	0	0.15	0.09425	-1.2	0	0	0	0	0.55	-3.142	-3.142	0	0	0	0.82	1.45	0.15	0.31	13	5.107	0.5	2,33E-09	4,20E-39	0	0	2	0
449	1	0.429575	0	0.25	1002	300	2758	96	2	0	3	3	2	4	0	0.7079	0	0	0.15	0.09425	-1.2	0	0	0	0	0.15	-0.6283	0.3456	0	0	0	0.82	1.45	0.15	0.31	13	5.107	0.5	2,33E-09	4,20E-39	0	0	2	0
450	1	0.379625	0	0.25	1002	300	2758	96	2	0	3	3	2	4	0	0.7079	0	0	0.15	0.09425	-1.2	0	0	0	0	0.3	-3.142	-3.142	0	0	0	0.82	1.45	0.15	0.31	13	5.107	0.5	2,33E-09	4,20E-39	0	0	2	0
451	2	0.35465	0.0135	1.66	1878	200	42	172	0	0.155	3	3	0	0	0	0	0	0	0.4	2.859	40	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	75	100	20	5,02E+39	4,20E-39	3801	0	2	0
453	0.763	0.429575	0	5	2000	200	42	36	0	0	3	3	2	4	3	0.99	0.03	0.14	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	75	90	5.8	5,02E+38	4,20E-39	0	0	2	0
454	1	0.3	0	0.8	1000	300	2826	96	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	5	-1.047	1.047	0	0	0	0	0	0	0	15	8	5	NaN	4,20E-39	3814	0	2	0
455	1	0.3	0	0.8	1000	300	2826	96	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	5	-0.8727	0.8727	0	0	0	0	0	0	0	12	8	1	NaN	4,20E-39	0	0	2	0
456	1	0.3	0	0.8	1000	300	2826	96	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	5	-0.8727	0.8727	0	0	0	0	0	0	0	9	8	1	NaN	4,20E-39	0	0	2	0
457	1	0.3	0	0.8	1000	300	2826	96	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	5	-0.8727	0.8727	0	0	0	0	0	0	0	6	8	1	NaN	4,20E-39	0	0	2	0
458	0.1	0.229775	0	0	2000	200	2723	321	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	2	0	0	0	0	0.4	-3.142	-3.142	0	0	0	0	0	0	0	20	100	1	NaN	2,80E-39	0	0	2.809	0
459	0.9775	0.229775	0	0.45	697	199	1727	64	27	0	3	3	2	4	0	0.3812	0	0	0.2	1.257	-3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.5	5.507	13	-2,65E+21	4,20E-39	3827	0	2	0
460	1	0.3	0	1.2	1000	300	1	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
461	0.607	147.853	0	-0.1	9998999	0	1727	4	20	0	3	3	2	4	0	0.381	0.66	1.42	0.2	1.257	-3.2	0	0	0	0	1.4	1.005	1.948	0	0	10000	1.2	1.42	0.03	0.74	-25	120	0.3	-1,71E+44	4,20E-39	3836	0	20	0
462	0.4	0.2	0	-0.1	355	300	302	0	27	0	3	3	0	0	0	0.75	0	0	0.6	1.257	-3.6	-1.162	0.7854	0	0	3.25	-2.168	-2.168	0	0	0	0	0	0	0	0	0	0	-1,36E+25	4,20E-39	0	0	2	0
463	0.4	0.2	0	-0.15	355	300	302	0	2	0	3	3	2	4	0	0.7524	2	4	0.7	1.257	-3.6	-2.262	0.8796	0	0	3.25	2.147	2.147	0	0	0	0	0	0	0	0	0	0	-1,36E+25	4,20E-39	0	0	2	0
464	0.607	147.853	0	-0.1	9998999	0	1727	4	20	0	3	3	2	4	0	0.381	0.66	1.42	0.2	1.257	-3.2	0	0	0	0	1.4	-1.822	-1.508	0	0	10000	1.2	1.42	0.03	0.74	-25	120	0.3	-1,71E+44	4,20E-39	3849	0	20	0
465	0.997	0.3	0	0.8	1000	300	2826	72	27	0	3	3	2	4	0	0.75	0	0	0.5	1.257	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	5	NaN	4,20E-39	0	0	2	0
466	1	0.5045	0	-1.25	5000	300	82	0	27	0	3	3	2	4	0	0.75	0	0	4	0	0	0	0	0	0	2	0.06283	0.1571	0	0	0	0.89	1.86	0.03	0.03	-30	3.808	1.8	2,22E-08	4,20E-39	0	0	2	0
467	0.5875	0.2048	0	0.85	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	1.9	0	0	0	0	0	0.48	0.66	0.26	0.55	41.5	4.308	8.2	NaN	4,20E-39	0	0	2	0
468	0.5875	0.2048	0	-0.25	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	-35.5	4.308	8.2	-131876	4,20E-39	3862	0	2	0
469	0.5875	0.2048	0	0.25	240	300	1727	56	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0	0	31	4.308	8.2	-131876	4,20E-39	0	0	2	0
470	0.5875	0.2048	0	-0.25	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	-35.5	4.308	8.2	-131876	4,20E-39	0	0	2	0
471	1	0.15485	0	-1.3	1000	300	3871	452	3	0.0625	1	2	6	4	0.255	0.5495	0.11	0.8	0	0	0	0	0	0	0	0.4	0	0	0	5.027	400	0	0	0	0	20	4	1	NaN	8,41E-39	0	0	1.509	0
472	2.089	0.779225	0	0.15	240	300	1727	96	27	0	7	4	10	10	0	0.75	0	0	1.45	0.1571	0	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	19	20	3.1	-131876	4,20E-39	0	0	2	0
473	0.49	0.035	0	0	1000	200	845	768	8	0	3	3	0	0	0	0.7772	0	0	0	0	0	0	0	0	0	0.2	-3.142	-3.142	0	0	0	0	0	0	0	0	0	0	4,19E-03	2,80E-39	0	0	1.5	0
474	0.5875	0.2048	0	-0.25	240	300	132	104	27	0	7	4	10	10	0	0.75	0	0	1.45	0.2513	0	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	-13	4.308	8.2	0.0007104128	4,20E-39	3921	0	2	0
475	0.607	0.429575	0.007	-3.9	2000	200	3871	260	27	0.3075	3	3	0	0	0	0.8663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,53E-24	4,20E-39	0	0	2.209	0
476	0.49	0.129875	0	3	279	300	2897	70	0	0.04	2	6	2.45	9.3	0	0.3366	2	0.88	0.25	1.194	14.8	-0.09425	-0.1571	0	0	0	0	0	-12.57	12.57	0	0	0	0	0	3.2	0	0	4,39E-10	5,61E-39	3930	0	2	0
477	0.334	0.025	0	2.1	202	299	1168	6	0	0.04	7	6	4	4	0.765	0	0.18	0.8	0	0.5341	20.4	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	15	0.15	0.46	0.22	0.75	0	0	0	3,72E-31	4,20E-39	0	0	2	0
479	1	0.15485	0	-3.25	1000	300	3939	452	3	0.0625	3	7	2	0.9	0.09	0.5495	1.02	0.8	0.85	0.1571	0	0	0	0	0	0.9	-1.979	1.257	0	5.027	400	0.4	0.8	0.4	1.2	20	4	1	-2,18E+17	4,20E-39	0	0	2.009	0
480	1	0.15485	0	-3.75	1000	300	3107	460	3	0.0625	3	7	2	0.9	0.09	0.5495	1.02	0.8	0.85	0.1571	0	0	0	0	0	0.9	-1.979	1.257	0	5.027	400	0.4	0.8	0.4	1.2	-17	4	1	1,73E+44	4,20E-39	3972	0	2.009	0
481	1	0.129875	0	-3.25	1000	300	2791	484	3	0.0625	3	7	2	0.9	0	0.5495	1.02	0.8	0.6	0.1571	-6.8	0	0	0	0	0.55	-1.979	1.257	0	5.027	400	0.4	0.8	0.4	1.2	-17.5	4	1	-2,14E+44	4,20E-39	0	0	2.009	0
482	1	0.15485	0	-1.75	1000	300	3107	460	3	0	3	7	2	0.9	0.045	0.5495	1.02	0.8	1.45	0	-2	0	0	0	0	0.6	-1.979	1.257	0	5.027	400	0.4	0.8	0.4	1.2	20	4	1	NaN	4,20E-39	0	0	2.009	0
483	1	0.125	0	1.2	1000	300	172	64	27	0	3	3	2	4	0	0.75	0	0	0.5	0.9425	5	0	0	12.57	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,71E-19	4,20E-39	2175	0	2	0
484	1	0.125	0	1.2	1000	300	172	64	27	0	3	6	6	6	0	0.75	0.4	1.2	0.5	0.9425	10	0	0	12.57	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,07E-19	4,20E-39	0	0	2	0
485	1	0.125	0	1.2	1000	300	172	64	27	0	3	3	2	4	0	0.75	0	0	0.5	0.9425	15	0	0	12.57	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,07E-19	4,20E-39	3981	0	2	0
486	0.4315	0.5045	0	-0.15	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	10	0.8796	-0.4	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	-1.5	1.509	1.5	2,16E+15	4,20E-39	3990	0	2	0
487	31.615	0.129875	0	0	1000	154	345	36	0	0	3	3	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9999	0	NaN	2,80E-39	0	0	2	0
488	1	0.079925	0	-1.55	999	254	385	77	27	0.1075	7	6	8	8	0	0.5495	1.2	0.45	0.25	0.3456	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-3,76E-19	4,20E-39	0	0	2	0
489	1	0.3047	0.0035	0.85	1000	300	1168	97	16	0.055	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	5.707	4.8	3,84E-28	4,20E-39	3995	0	11.5	0
490	1	0.35465	0.0035	-0.85	1000	300	1168	97	16	0.055	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	4	1	3,84E-28	4,20E-39	4008	0	11.5	0
491	4	0.425	0.0065	-5	999	300	302	38	27	0.5	10	10	0	0	0	0	0.08	0.11	0.75	0	-21.6	0	0	0	0	2.5	0	0	0	0	1000	1.31	0	3	3	-99	0.2099	1.2	7,08E+31	4,20E-39	0	0	2	0
492	0.1	0.375	0	1.55	9998999	0	3107	324	20	0	3	3	2	4	1.575	0.95	0.66	1.42	0	0.1571	1.2	0	0	0	0	0	2.136	-2.576	0.754	-1.005	10000	0	0	0	0	-25	150	2	5,69E-34	4,20E-39	4021	0	8.906	0
493	0.256	0.625	0	3	1000	300	3620	71	27	0.5	4	4	1	5	3	0.8	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
494	24.985	0.2048	0.01775	1.1	1000	200	1481	36	0	0.15	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4.908	1	-7,19E+18	4,20E-39	0	0	2	0
495	0.1	0.429575	0	-0.6	2000	200	2723	840	27	0	3	3	2	4	0	0.698	0.66	1.42	0.1	1.257	-24	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	2,80E-39	0	0	5.907	0
496	14.455	0.379625	0	1.1	1002	300	302	86	27	0.5	6	4	6.55	10	0	0	0.12	0.32	0	0	-1,00E-06	0	0	0	0	0	0	0	0	0	0	0.11	0.32	0	0.78	20	4	1	1,17E-06	4,20E-39	0	0	2	0
497	0.5	0.4	0.00625	2	1000	300	946	70	27	0.3	3	3	1	3	0	0.4208	0.01	0.1	0	6.126	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,83E+44	4,20E-39	0	0	2	0
498	1	0.125	0	5	1000	300	3939	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	6,69E-27	4,20E-39	0	0	2	0
499	0.1	0.35465	0	0.75	469	300	3071	76	48	0	7	4	10	10	0	0.99	0.38	0.48	1	1.257	0.8	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	4	14	3.8	3,17E+23	4,20E-39	0	0	2	0
500	1	0.425	0.0065	-5	2999	300	302	39	16	0.5	10	10	0	0	0	0	0.08	0.11	0.75	0	-21.6	0	0	0	0	2.5	0	0	0	0	1000	1.31	0	3	3	-99	199	0	7,08E+31	4,20E-39	4026	0	2	0
501	0.5875	0.425	0	1.3	240	300	132	72	27	0	7	4	10	10	0	0.75	0	0	0.5	0.1571	0	0	0	0	0	0	0	0	0	0	0	0.48	0.66	0.26	0.55	50	3.208	0.3	-2104000	4,20E-39	4035	0	2	0
502	0.1	0.35465	0	-1.4	2000	200	2723	449	27	0	4	5	4	6	0	0.99	1.46	1.01	0.25	0	4.4	0	0	0	0	0	0.2827	-1.257	1.508	-5.027	0	0	0	0	0	23	20	0	NaN	2,80E-39	0	0	3.108	0
503	1	0.3	0	1.2	1000	300	1	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
504	0.1	0.65435	0	0	2000	200	2965	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	2,80E-39	0	0	2	0
505	0.5875	0.2048	0	0.85	1099	0	1727	104	27	0	7	4	10	10	0	0.75	0	0	0.45	0.1571	0	0	0	0	0	0.45	0	0	0	0	0	0.48	0.66	0.26	0.55	41.5	4.308	8.2	NaN	4,20E-39	0	0	2	0
506	1	0.3	0	1	1000	300	1067	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,75E+44	4,20E-39	0	0	2	0
508	23.425	1.5	0.04	1.6	50	300	1785	69	7	0.245	6	8	8	8	0	0.75	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	1,38E-26	4,20E-39	4044	0	2	0
509	23.425	1.25	0.03075	1	50	300	1	92	27	0.3075	6	8	8	8	0	0.75	0	0	0.15	0.09425	-1,00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.08	20	4	1	-4,95E+36	4,20E-39	0	0	2	0
510	2.78	0.035	0.00275	0	1000	200	845	768	8	0	3	3	0	0	0	0.7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,20E-21	2,80E-39	0	0	1.5	0
511	2.78	0.035	0.00275	0	5000	0	845	800	8	0	3	3	0	0	0	0.7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	50	2	-1,20E-21	2,80E-39	0	0	1.5	0
512	0.1975	0.75	0	2.6	2335	249	1168	160	27	0	3	3	2	4	0	0.7029	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	60	10	3	1,63E-21	4,20E-39	0	0	2	0
513	0.1975	0.2	0	2.6	2335	0	1168	128	27	0	3	3	2	4	0	0.7029	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	60	20	5	6,67E-35	4,20E-39	0	0	2	0
514	0.334	0.25	0	-0.9	1000	0	3871	71	18	0	9	4	3.7	8.45	0.27	0	2	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	0	0	2	0
515	17.575	0.7043	0	4.1	249	0	1168	140	27	0.1	3	3	2	4	0	0.7029	0.17	0.17	0.25	2.953	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	5	6,67E-35	4,20E-39	4053	0	2	0
516	1	1	0	1.5	1000	300	4058	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-2,28E+43	4,20E-39	3255	0	2	0
517	0.75	0.3	0	1.2	1000	300	946	72	27	0	3	3	2	4	0	0.75	0	0	0.25	6.126	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-1,83E+44	4,20E-39	2021	0	2	0
518	0.25	0.75	0	-1	1000	300	946	72	27	0	3	3	2	4	0	0.75	0.11	0.75	1	6.126	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	2,66E+33	4,20E-39	4093	0	2	0
519	0.1	0.875	0	-1.5	1000	300	946	64	27	0	3	3	2	4	0	0.75	0.11	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	5,95E-27	4,20E-39	4098	0	2	0
520	1	0.5	0	-5	1000	300	2758	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	1,75E-32	4,20E-39	4103	0	2	0
521	1	0.05495	0	1.2	202	300	42	85	27	0.1275	3	3	2	4	0.3	0.7524	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	2,29E-32	4,20E-39	4108	0	2	0
522	0.607	0.429575	0.007	-3.9	2000	200	3871	260	27	0.3075	3	3	0	0	0	0.8663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	8,41E-39	0	0	2.209	0
