field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16
3197	1	308	-1.795.674	-1.867.188	-7.148.249	0	0	0.143493	0.989651	1	5	1	1	0	0	Bloodhoof Village
3198	1	308	-2.376.427	-9.015.555	-659.151	0	0	-0.760406	0.649448	1	5	1	1	0	0	Bloodhoof Village
3199	1	308	-2.376.613	-9.042.656	-6.535.955	0	0	0.649448	0.760406	1	5	1	1	0	0	The Barrens
3202	0	309	-12167.85	-229.592	3.328.014	0	0	0.9600499	0.2798289	1	5	1	1	0	0	Grom\'gol
3203	0	309	-12167.74	-230.059	3.234.282	0	0	-0.8457277	0.5336146	1	5	1	1	0	0	Arena
3204	0	309	-12167.74	-2.300.781	3.328.585	0	0	-0.8457277	0.5336146	1	5	1	1	0	0	Booty Bay
3205	0	22	-12205.79	-5.366.424	2.919.445	0.05583	0.08211002	0.9416599	0.3215859	1	5	1	1	0	0	Arena
3206	0	22	-12205.6	-5.362.952	2.790.343	0.03313201	0.002429005	0.945127	0.3250099	1	5	1	1	0	0	Booty Bay
3207	0	22	-12205.74	-5.354.496	2.986.271	0.06297199	-0.04469097	-0.3230669	0.9432206	1	5	1	1	0	0	Duskwood
3208	0	309	-13338.16	6.786.979	2.572.888	0	0	0.911762	0.410719	1	5	1	1	0	0	Booty Bay
3209	0	309	-13337.75	6.747.569	2.564.831	0	0	-0.410719	0.911762	1	5	1	1	0	0	Grom\'Gol
3210	0	309	-13337.6	6.798.438	2.579.915	0	0	0.3542909	0.9351352	1	5	1	1	0	0	Arena
3211	0	22	-13331.6	620.174	232.462	0	0	0.935135	-0.354291	1	5	1	1	0	0	Duskwood
3212	0	22	-13332.1	618.611	217.726	0.08197	-0.0511	0.380991	0.919519	1	5	1	1	0	0	Booty Bay
3213	0	22	-13332.6	620.451	225.802	0	0	-0.410719	0.911762	1	5	1	1	0	0	Arena
3214	0	309	-14253.9	3.019.531	3.047.187	0	0	-0.678801	0.734322	1	5	1	1	0	0	Arena
3215	0	309	-14253.91	3.019.688	296.402	0	0	-0.678801	0.734322	1	5	1	1	0	0	Grom\'Gol
3216	0	22	-14238.79	301.408	2.787.196	0	0	0.999962	0.008727	1	5	1	1	0	0	Arena
3217	0	22	-14238.76	3.010.504	2.712.062	-0.003861	0.056728	0.998342	0.00896	1	5	1	1	0	0	Duskwood
3225	1	309	285.163	-3992	201.564	0	0	-0.740218	0.672367	1	5	1	1	0	0	Razor Hill
3226	1	309	3.066.233	-4.741.733	1.286.716	0	0	0.017452	0.999848	1	5	1	1	0	0	Orgrimmar
3227	1	309	3.058.281	-4741.75	1.285.134	0	0	0.999848	-0.017452	1	5	1	1	0	0	The Den
3228	1	309	3.061.736	-4.741.321	1.287.544	0	0	0.71934	0.694658	1	5	1	1	0	0	The Barrens
3229	1	309	-9.487.327	-4739.08	2.471.689	0	0	1	0	1	5	1	1	0	0	The Den
3230	1	309	-9.409.896	-4.738.997	2.466.403	0	0	0	1	1	5	1	1	0	0	Razor Hill
3231	1	309	-5.919.358	-4.300.304	4.037.638	0	0	-0.757565	0.65276	1	5	1	1	0	0	Razor Hill
3232	1	309	-6.026.945	-4.708.816	3.803.902	0	0	-0.300706	0.953717	1	5	1	1	0	0	Razor Hill
3233	1	309	-6.030.555	-4.708.276	3.811.488	0	0	0.768842	0.639439	1	5	1	1	0	0	The Den
3234	1	309	285.165	-3991.97	191.692	0	0	-0.740218	0.672367	1	5	1	1	0	0	Orgrimmar
3235	1	309	-9.413.021	-4739	2.383.315	0	0	0	1	1	5	1	1	0	0	Orgrimmar
3276	1	309	-6.033.281	-4.708.802	3.805.477	0	0	0.989651	-0.143493	1	5	1	1	0	0	Sen\'jin Village
3314	1	309	285.217	-3991.17	200.992	0	0	0.672367	0.740218	1	5	1	1	0	0	The Barrens
4097	1	308	-452.225	-2.664.516	9.811.682	0	0	0.707107	0.707107	1	5	1	1	0	0	Ratchet
4098	1	308	-4.509.957	-2.663.023	9.807.164	0	0	1	0	1	5	1	1	0	0	Durotar
4099	1	308	-4.537.031	-2.663.274	9.807.826	0	0	0	1	1	5	1	1	0	0	Mulgore
4100	1	308	-4.524.173	-2.661.852	980.802	0	0	-0.707107	0.707107	1	5	1	1	0	0	Stonetalon Mountains
4101	1	308	-9.582.309	-3.680.345	1.046.251	0	0	-0.71934	0.694658	1	5	1	1	0	0	Crossroads
4104	1	308	-4.509.967	-2.663.032	9.723.887	0	0	1	0	1	5	1	1	0	0	Ashenvale
4105	1	308	-4.537.394	-2.663.268	9.729.931	0	0	0	1	1	5	1	1	0	0	Dustwallow Marsh
4106	1	308	-453.727	-2.663.261	9.646.641	0	0	0	1	1	5	1	1	0	0	Thousand Needles
4115	1	308	-2.286.439	-2.170.929	9.852.444	0	0	0.961262	0.275637	1	5	1	1	0	0	The Crossroads
4116	1	308	-2.288.925	-2.171.017	9.859.141	0	0	0.207912	0.978148	1	5	1	1	0	0	Dustwallow Marsh
4117	1	308	-2.287.778	-2.168.835	9.863.802	0	0	-0.704015	0.710185	1	5	1	1	0	0	Mulgore
4118	1	308	-2.288.923	-2.171.015	9.775.798	0	0	0.207912	0.978148	1	5	1	1	0	0	Thousand Needles
4119	1	308	-2.286.458	-2.170.918	9.774.781	0	0	0.961262	0.275637	1	5	1	1	0	0	Durotar
4120	1	308	-3475.83	-2.045.368	9.908.103	0	0	1	0	1	5	1	1	0	0	Mulgore
4121	1	308	-3.477.104	-2.046.775	990.788	0	0	0.707107	0.707107	1	5	1	1	0	0	Dustwallow Marsh
4122	1	308	-3.478.568	-2.045.595	990.567	0	0	0	1	1	5	1	1	0	0	Thousand Needles
4123	1	308	-3.475.802	-2.045.368	982.476	0	0	1	0	1	5	1	1	0	0	The Crossroads
4132	1	308	4.817.188	-2.707.767	9.400.626	0	0	1	0	1	5	1	1	0	0	Ashenvale
4133	1	308	4.546.354	-2.708.017	940.023	0	0	0	1	1	5	1	1	0	0	The Crossroads
4134	1	308	4.694.271	-2709.26	9.400.138	0	0	0.707107	0.707107	1	5	1	1	0	0	Durotar
4135	1	308	3.137.934	-3.599.111	2.925.745	0	0	-0.398749	0.91706	1	5	1	1	0	0	The Crossroads
4136	1	308	3.147.865	-3601.51	2.930.366	0	0	0.694658	0.71934	1	5	1	1	0	0	Durotar
4137	1	308	3.138.281	-3.599.142	2.848.092	0	0	-0.402747	0.915311	1	5	1	1	0	0	Mulgore
4138	1	308	4.547.743	-2.708.007	9.316.898	0	0	0	1	1	5	1	1	0	0	Mulgore
12351	1	386	10374.57	7.432.435	1.322.146	0	0	0.902585	0.430511	1	5	1	1	0	0	Dolanaar
12352	1	386	10374.58	7.432.652	1.321.532	0	0	0.902585	0.430511	1	5	1	1	0	0	Starbreeze Village
12353	1	386	9.955.029	6.597.487	1.310.206	0	0	0.918791	-0.394744	1	5	1	1	0	0	Shadowglen
12354	1	386	9.955.029	6.597.487	1.309.539	0	0	0.918791	-0.394744	1	5	1	1	0	0	Aldrassil
12355	1	386	9.954.965	6.598.065	1.310.212	0	0	0.92881	0.370557	1	5	1	1	0	0	Starbreeze Village
12356	1	386	9.955.044	6.597.958	1.310.207	0	0	0.394744	0.918791	1	5	1	1	0	0	Dolanaar
12357	1	386	9.955.045	6.597.832	1.309.596	0	0	0.394744	0.918791	1	5	1	1	0	0	Darnassus
12358	1	386	9.891.843	9.197.804	1.307.556	0	0	0.986996	-0.160743	1	5	1	1	0	0	Starbreeze Village
12359	1	386	9.891.841	9.197.698	1306.89	0	0	0.986996	-0.160743	1	5	1	1	0	0	Shadowglen
12360	1	386	9.891.901	9.198.542	1.306.898	0	0	0.160742	0.986996	1	5	1	1	0	0	The Oracle Glade
12361	1	386	9.891.888	9.198.831	1.307.565	0	0	0.160742	0.986996	1	5	1	1	0	0	Dolanaar
12362	1	386	9.891.832	9.197.502	1.306.166	0	0	0.986996	-0.160743	1	5	1	1	0	0	Aldrassil
12363	1	386	9.891.887	9.198.821	1306.23	0	0	0.160742	0.986996	1	5	1	1	0	0	Darnassus
12364	1	386	10019.19	1.825.505	1.319.686	0	0	0.942641	-0.333807	1	5	1	1	0	0	Dolanaar
12365	1	386	10019.2	1.825.554	1.319.682	0	0	-0.430511	0.902585	1	5	1	1	0	0	The Oracle Glade
12366	1	386	10019.18	1.825.558	1.319.683	0	0	0.333807	0.942641	1	5	1	1	0	0	Darnassus
12893	1	388	5.010.108	2.284.219	3.412.197	0	0	0.976296	-0.21644	1	5	1	1	0	0	Grove of the Ancients
12894	1	388	5010.2	2.284.479	3.410.503	0	0	-0.537299	0.843392	1	5	1	1	0	0	Ameth\'Aran
12895	1	388	5.010.064	2.284.861	3.414.742	0	0	0.848048	0.52992	1	5	1	1	0	0	Ashenvale
12896	1	388	5010.22	2.284.913	3.313.233	0	0	-0.540974	0.841039	1	5	1	1	0	0	Auberdine
12897	1	388	5633.76	3.242.396	1.991.085	0	0	0.999657	0.026177	1	5	1	1	0	0	Ameth\'Aran
12898	1	388	5.633.668	324.349	1.997.634	0	0	0.688355	0.725374	1	5	1	1	0	0	Grove of the Ancients
12899	1	388	5.633.668	324.349	1.930.968	0	0	0.688355	0.725374	1	5	1	1	0	0	Ashenvale
12900	1	388	5.633.852	3.242.708	1.929.312	0	0	-0.725374	0.688355	1	5	1	1	0	0	Bashal\'Aran
12901	1	388	5.633.852	3.242.708	1.995.979	0	0	-0.725374	0.688355	1	5	1	1	0	0	Auberdine
12902	1	388	6.303.993	3.258.906	1.461.486	0	0	1	0	1	5	1	1	0	0	Bashal\'Aran
12903	1	388	6.303.993	3.258.906	1.368.436	0	0	1	0	1	5	1	1	0	0	Mathystra
12904	1	388	6.303.934	3.260.313	1.467.588	0	0	0.707107	0.707107	1	5	1	1	0	0	Ashenvale
12907	1	388	6825.58	-727.778	171.129	0	0	0.999534	0.0305378	1	5	1	1	0	0	Mathystra
12908	1	388	6825.59	-713.542	17.124	0	0	-0.030539	0.999534	1	5	1	1	0	0	Auberdine
12909	1	388	6825.53	-714.931	171.213	0	0	0.685183	0.728371	1	5	1	1	0	0	Bashal\'Aran
13348	1	386	3.230.698	2.333.819	1.020.932	0	0	-0.707107	0.707107	1	5	1	1	0	0	Darkshore
13349	1	386	3.230.655	2.334.219	1.022.275	0	0	0.707107	0.707107	1	5	1	1	0	0	Astranaar
13350	1	386	2.880.613	1.972.674	9.057.401	0	0	0.665882	0.746057	1	5	1	1	0	0	Astranaar
13351	1	386	2.880.661	1.971.302	9.058.644	0	0	-0.748956	0.66262	1	5	1	1	0	0	Darkshore
13352	1	386	2.880.611	1.972.656	9.057.424	0	0	-0.065403	0.997859	1	5	1	1	0	0	The Shrine of Aessina
13353	1	386	3.230.651	2.334.219	9.334.446	0	0	0.707107	0.707107	1	5	1	1	0	0	The Shrine of Aessina
13354	1	386	2.797.547	-2.985.816	1.063.717	0	0	-0.2840151	0.9588198	1	5	1	1	0	0	The Shrine of Aessina
13355	1	386	2.797.587	-2.986.181	107.129	0	0	-0.246153	0.9692309	1	5	1	1	0	0	Darkshore
13356	1	386	2667.99	-4.170.243	1.074.252	0	0	0.889017	0.4578741	1	5	1	1	0	0	The Barrens
13357	1	386	2.667.996	-4.170.365	1.068.125	0	0	0.889017	0.4578741	1	5	1	1	0	0	Felwood
13358	1	386	2.668.036	-4.169.896	1.060.936	0	0	0.889017	0.4578741	1	5	1	1	0	0	Azshara
13405	1	386	2.270.184	-1.739.424	1.125.963	0	0	0.994056	-0.108867	1	5	1	1	0	0	Felwood
13406	1	386	2.270.148	-1.739.354	1.125.996	0	0	0.108867	0.994056	1	5	1	1	0	0	Astranaar
13407	1	386	2.270.167	-1.739.405	1.125.963	0	0	0.779884	0.625924	1	5	1	1	0	0	The Barrens
13408	1	386	2.270.168	-1.739.391	1.119.858	0	0	0.779884	0.625924	1	5	1	1	0	0	Azshara
13409	1	386	1937.49	-2.171.997	944.651	0	0	1	0	1	5	1	1	0	0	Azshara
13410	1	386	1.937.481	-2.171.898	9.446.537	0	0	0.707107	0.707107	1	5	1	1	0	0	The Barrens
13411	1	386	1937.5	-2.171.931	9.446.629	0	0	0	1	1	5	1	1	0	0	Felwood
13412	1	386	1937.5	-2.171.931	9.385.518	0	0	0	1	1	5	1	1	0	0	Astranaar
16396	0	22	-9.979.234	1.007.139	3.113.727	0.08714797	0.001141002	0.01304004	0.9961094	1	5	1	1	0	0	Moonbrook
18033	1	308	-2348.22	-1.910.576	9.817.142	0	0	-0.7071069	0.7071066	1	5	1	1	0	0	Mulgore
18034	1	308	-2.347.997	-1913.21	9.819.682	0	0	0.707107	0.7071065	1	5	1	1	0	0	The Crossroads
19028	0	22	2654.7	-633.415	108.547	0	0	0.104528	0.994522	0.67	5	1	1	0	0	Scarlet Watch Post
19033	1	308	-1.795.641	-186.441	-8.207.746	0	0	0.152123	0.988362	1	5	1	1	0	0	The Barrens
19545	1	386	9.988.922	1.958.521	1.326.167	0	0	1	0	1	5	1	1	0	0	The Oracle Glade
19546	1	386	9.988.912	1.958.513	1.325.555	0	0	1	0	1	5	1	1	0	0	Dolanaar
19553	1	22	-2.476.944	-9.901.962	1.831.185	0.07795501	-0.008881997	-0.112854	0.990509	1	5	1	1	0	0	Greatwood Vale
19554	1	22	-2.477.899	-9.906.996	1.621.638	0	0	-0.08715601	0.9961947	1	5	1	1	0	0	Stonetalon Peak
19555	1	22	-2.476.858	-9.901.667	1.775.133	0.07795501	-0.008881997	-0.112854	0.990509	1	5	1	1	0	0	Windshear Crag
19556	1	22	-2.476.215	-9.900.521	1.723.478	0.10287	-0.02045501	-0.111672	0.9881946	1	5	1	1	0	0	The Charred Vale
19557	1	22	-249.25	-9.921.007	1.649.722	-0.143518	-0.084764	-0.574212	0.8015599	1	5	1	1	0	0	Welcome
19558	1	22	9.230.903	-5.557.465	4.578.622	0.073728	-0.026835	-0.340966	0.936796	1	5	1	1	0	0	Windshear Crag
19559	1	22	923.125	-5.553.993	4.635.039	0.073728	-0.026835	-0.340966	0.936796	1	5	1	1	0	0	Sun Rock Retreat
19560	1	22	9.243.924	-5.547.917	4.511.863	0.095253	-0.043904	-0.339276	0.934821	1	5	1	1	0	0	Stonetalon Peak
19561	1	22	9.258.854	-5.688.715	4.442.181	0.019279	0.081575	0.921872	0.378319	1	5	1	1	0	0	Greatwood Vale
19562	1	22	9.213.194	-5.732.813	4.376.933	0.063403	0.166318	0.910467	0.373321	1	5	1	1	0	0	The Barrens
19563	1	22	603.941	3.263.854	4.720.189	-0.005131	0.078291	0.994783	-0.065202	1	5	1	1	0	0	Windshear Crag
19564	1	22	6.030.191	3.258.767	4.672.472	0.081867	0.084447	0.73833	0.664105	1	5	1	1	0	0	Greatwood Vale
19565	1	22	6.028.577	3.272.656	4.551.808	0.118016	-0.007345	0.049178	0.991766	1	5	1	1	0	0	Sun Rock Retreat
19566	1	22	6.027.847	327.066	449.758	0.082431	0.015208	0.025001	0.996167	1	5	1	1	0	0	Desolace
19567	1	22	6.027.691	3.276.996	4.449.972	0.177768	0.00895	0.024983	0.983715	1	5	1	1	0	0	Stonetalon Peak
19568	1	22	6.033.594	3.258.368	4.605.443	0.034697	0.045045	0.741777	0.668232	1	5	1	1	0	0	The Barrens
19569	1	22	6.334.202	3.595.885	5.201.027	0.139589	0.115725	0.982528	-0.041978	1	5	1	1	0	0	End of Venture Co. Lands
19570	1	22	6.332.656	3.598.958	5.137.481	0.145749	0.068523	0.986307	-0.035498	1	5	1	1	0	0	DANGER!
19571	1	22	6.331.233	3.594.583	5.091.362	0.142918	0.137158	0.979124	-0.045578	1	5	1	1	0	0	KEEP OUT!
19572	1	388	1.576.587	1.026.497	1.370.526	0	0	-0.034899	0.999391	1	5	1	1	0	0	Desolace
19573	1	388	1.576.637	1.026.365	1.377.259	0	0	-0.731354	0.681998	1	5	1	1	0	0	Stonetalon Peak
19574	1	388	1.576.493	1.026.457	1.377.408	0	0	0.681998	0.731354	1	5	1	1	0	0	Windshear Crag
19575	1	388	1.576.493	1026.45	1.370.741	0	0	0.681998	0.731354	1	5	1	1	0	0	Greatwood Vale
19576	1	388	1.576.502	1.026.465	1.364.042	0	0	0.681998	0.731354	1	5	1	1	0	0	The Barrens
19578	1	388	2397.4	1168.34	311.887	0	0	0.99999	-0.004363	1	5	1	1	0	0	Windshear Crag
19579	1	388	2397.41	1168.34	311.221	0	0	0.99999	-0.004363	1	5	1	1	0	0	Desolace
19580	1	388	2397.39	1168.35	310.554	0	0	0.99999	-0.004363	1	5	1	1	0	0	Greatwood Vale
19581	1	388	2397.48	1168.49	311.887	0	0	0.00436304	0.99999	1	5	1	1	0	0	Stonetalon Peak
19583	1	309	1.015.174	-2.445.625	8.887.939	0	0	1	0	1	5	1	1	0	0	Sun Rock Retreat
19585	1	22	-2.489.323	-9.920.521	1.581.885	-0.08796491	-0.103015	-0.5697349	0.8105876	1	5	1	1	0	0	Venture Co. Stonetalon Mtns. Project
19839	1	308	-4.731.761	-1.811.676	-4.316.783	0	0	0.980785	0.19509	1	5	1	1	0	0	The Barrens
19840	1	308	-4.734.313	-1.810.873	-4.315.421	0	0	-0.19509	0.980785	1	5	1	1	0	0	Freewind Post
19841	1	308	-4.734.326	-1.810.848	-4.404.481	0	0	-0.19509	0.980785	1	5	1	1	0	0	The Shimmering Flats
19842	1	308	-4.971.377	-1716.99	-5.934.569	0	0	0.927184	-0.374607	1	5	1	1	0	0	Feralas
19843	1	308	-4.973.206	-1.719.143	-5.931.884	0	0	0.374607	0.927184	1	5	1	1	0	0	Freewind Post
19844	1	308	-4.971.299	-1.718.922	-5.937.918	0	0	0.920505	0.390731	1	5	1	1	0	0	The Great Lift
19845	1	308	-4.971.331	-1.718.896	-602.077	0	0	0.920505	0.390731	1	5	1	1	0	0	The Barrens
19846	1	308	-4.973.229	-1.719.169	-6.015.763	0	0	0.374607	0.927184	1	5	1	1	0	0	The Shimmering Flats
19847	1	388	-4.971.366	-1.714.062	-6.134.121	-0.314157	0.070458	-0.38768	0.863739	1	5	1	1	0	0	Thalanaar
19863	1	386	3.230.679	233.375	1.020.957	0	0	1	0	1	5	1	1	0	0	Maestra\'s Post
21053	1	150	-3.583.798	-4.305.525	6.547.855	0	0	-0.480989	0.876727	1	5	1	1	0	0	Sentry Point
21054	1	150	-3.583.807	-4.305.515	59.923	0	0	-0.480989	0.876727	1	5	1	1	0	0	North Point Tower
21055	1	150	-3583.81	-4.305.494	54.384	0	0	-0.480989	0.876727	1	5	1	1	0	0	The Barrens
21056	1	150	-3.583.856	-4.305.605	653.555	0	0	0.876727	0.480989	1	5	1	1	0	0	Theramore Isle
21057	1	26	-3.677.805	-4.399.561	1.120.705	0	0	1	0	1	5	1	1	0	0	Foothold Citadel
21058	1	26	-3.677.794	-4.399.548	1.070.476	0	0	1	0	1	5	1	1	0	0	The Docks
21059	1	26	-3.677.093	-4.397.974	1.116.168	0	0	-0.406737	0.913545	1	5	1	1	0	0	Dustwallow Marsh
21060	1	26	-3.687.769	-4.472.924	1.232.841	0	0	0.93358	0.358368	1	5	1	1	0	0	The Docks
21061	1	26	-3.686.358	-4.472.838	1.236.342	0	0	0.913545	-0.406737	1	5	1	1	0	0	Foothold Citadel
21062	1	26	-3.686.509	-4.471.489	1.232.841	0	0	-0.34202	0.939693	1	5	1	1	0	0	Dustwallow Marsh
21063	1	26	-3.790.345	-4.507.046	119.246	0	0	0.927184	-0.374607	1	5	1	1	0	0	Foothold Citadel
21064	1	26	-3.790.346	-4.507.044	1.136.905	0	0	0.927184	-0.374607	1	5	1	1	0	0	Dustwallow Marsh
21065	1	26	-3.791.746	-4.507.053	1.181.981	0	0	0.920505	0.390731	1	5	1	1	0	0	The Docks
21066	1	26	-3.795.556	-4.403.869	1.112.215	0	0	0.915312	0.402747	1	5	1	1	0	0	The Docks
21067	1	26	-3.795.583	-4.403.869	1.056.991	0	0	0.915312	0.402747	1	5	1	1	0	0	Foothold Citadel
21068	1	26	-3.794.166	-4.402.553	1.113.741	0	0	-0.402747	0.915312	1	5	1	1	0	0	Dustwallow Marsh
21069	1	150	-3.417.201	-4.173.465	1.034.232	0	0	0.906308	0.422618	1	5	1	1	0	0	Theramore Isle
21070	1	150	-3.417.163	-4.173.411	1.034.177	0	0	0.34202	0.939693	1	5	1	1	0	0	Sentry Point
21071	1	150	-3.417.044	-4.173.357	1.029.174	0	0	-0.422618	0.906308	1	5	1	1	0	0	North Point Tower
21072	1	150	-3.417.026	-4.173.336	9.791.736	0	0	-0.422618	0.906308	1	5	1	1	0	0	The Barrens
21073	1	150	-2.822.018	-3.416.966	3.412.035	0	0	0.996566	0.082808	1	5	1	1	0	0	Sentry Point
21074	1	150	-2.822.018	-3.416.966	3.362.035	0	0	0.996566	0.082808	1	5	1	1	0	0	Theramore Isle
21075	1	150	-2.822.124	-3.416.874	3.413.194	0	0	0.646124	0.763233	1	5	1	1	0	0	North Point Tower
21076	1	150	-2.822.023	-3.416.863	3.413.647	0	0	-0.082808	0.996566	1	5	1	1	0	0	The Barrens
21077	1	150	-2.822.029	-3.416.844	3.363.906	0	0	-0.082808	0.996566	1	5	1	1	0	0	Shady Rest Inn
21078	1	150	-3.649.695	-2.729.783	3.389.219	0	0	-0.707107	0.707107	1	5	1	1	0	0	North Point Tower
21079	1	150	-3.649.823	-2.729.861	3.381.368	0	0	0.999914	0.01309	1	5	1	1	0	0	Theramore Isle
21080	1	150	-3.649.814	-2.729.696	3.384.457	0	0	0	1	1	5	1	1	0	0	Shady Rest Inn
21081	1	150	-3.649.814	-2.729.713	3.324.178	0	0	0	1	1	5	1	1	0	0	The Barrens
21082	1	309	-3.367.023	-3.031.361	3.426.873	0	0	0.165048	0.986286	1	5	1	1	0	0	Brackenwall Village
21083	1	309	-3.367.534	-3.031.182	3.423.822	0	0	0.814116	0.580703	1	5	1	1	0	0	The Barrens
21084	1	309	-3.367.548	-3.031.159	3.340.342	0	0	0.814116	0.580703	1	5	1	1	0	0	Stonemaul
21085	1	309	-3.937.704	-2.767.511	3.668.601	0	0	0	1	1	5	1	1	0	0	The Barrens
21086	1	309	-3.937.734	-2.767.519	3.579.145	0	0	0	1	1	5	1	1	0	0	Brackenwall Village
21087	1	309	-3.938.545	-2767.51	3.668.894	0	0	0.99999	-0.004363	1	5	1	1	0	0	Stonemaul
21088	1	309	-4.108.342	-2.756.564	3.565.936	0	0	0.66262	0.748956	1	5	1	1	0	0	BEWARE!
21089	1	309	-4.108.267	-2.756.603	347.191	0	0	0.66262	0.748956	1	5	1	1	0	0	You are entering the Dragonmurk
21509	1	538	-3.695.834	-2.517.305	6.923.497	0	0	0.043619	0.999048	0.24	5	1	1	0	0	The Shady Rest Inn
38927	0	150	-6382.94	1252.1	822.664	0	0	-0.75471	0.656059	1	5	0	1	0	0	Newman\'s Landing
41195	0	681	-8.765.532	-5.206.463	125.021	0	0	-0.697791	0.716302	0.3	5	1	1	0	0	Southshore Town Hall
50484	1	686	-1.091.052	-0.07986111	1.405.343	0	0	0.999229	0.03925991	1	5	1	1	0	0	Cloudweaver\'s Baskets
50485	1	687	-1.118.264	3.828.472	1.413.028	0	0	0.9990482	-0.04361886	1	5	1	1	0	0	Dawnstrider Enchanters
50486	1	688	-1.103.191	2.078.472	1.404.407	0	0	0.97237	-0.2334448	1	5	1	1	0	0	Bena\'s Alchemy
50487	1	689	-1114.59	5.887.153	1.418.129	0	0	0.139173	0.9902681	1	5	1	1	0	0	Holistic Herbalism
50488	1	690	-1139.79	4.954.167	1.437.504	0	0	-0.1993681	0.9799247	1	5	1	1	0	0	Thunder Bluff Armorers
50489	1	691	-1.161.035	2.959.896	1.456.107	0	0	0.58425	0.8115737	1	5	1	1	0	0	Thunderhorn\'s Archery
50490	1	692	-1.148.177	2.709.549	1.449.954	0	0	0.672367	0.740218	1	5	1	1	0	0	Fruits and Vegetables
50491	1	692	-1.225.582	8.102.952	1.302.949	0	0	0.8191521	0.5735763	1	5	1	1	0	0	Breads and Grains
50492	1	693	-1.254.993	5.156.597	1.265.456	0	0	0.803857	0.5948226	1	5	1	1	0	0	Thunder Bluff Bank
50493	1	694	-1.235.285	8.378.819	1.301.134	0	0	-0.362438	0.9320078	1	5	1	1	0	0	Karn\'s Smithy
50494	1	308	-1.266.582	5.250.695	129.362	0	0	0.1865239	0.9824504	1	5	1	1	0	0	Hunter Rise
50495	1	308	-1.264.078	5.357.118	129.373	0	0	0.9930685	-0.1175372	1	5	1	1	0	0	Spirit Rise
50496	1	308	-1.265.764	5.437.674	1.293.087	0	0	-0.601815	0.7986355	1	5	1	1	0	0	Elevator to Mulgore
50497	1	308	-1.202.186	1.238.229	1.371.104	0	0	-0.716302	0.6977904	1	5	1	1	0	0	Spirit Rise
50498	1	308	-1.202.208	1.211.632	1.370.596	0	0	0.5983251	0.8012534	1	5	1	1	0	0	Hunter Rise
50499	1	308	-1.203.339	1.230.104	1.362.069	0	0	-0.258819	0.9659258	1	5	1	1	0	0	Elevator to Mulgore
50500	1	308	-1.284.061	1.218.281	1.335.443	0	0	0.9890159	-0.1478089	1	5	1	1	0	0	Spirit Rise
50501	1	308	-1.285.625	1.201.007	1.335.519	0	0	0.5373	0.8433912	1	5	1	1	0	0	Hunter Rise
50502	1	308	-1.285.609	1.226.997	1.335.502	0	0	-0.619094	0.7853169	1	5	1	1	0	0	Elevator to Mulgore
50503	1	695	-1.277.977	8.113.889	1.284.197	0	0	0.438371	0.8987941	1	5	1	1	0	0	Thunder Bluff Weapons
50504	1	694	-1.244.411	1.373.108	1.326.285	0	0	-0.6915131	0.7223639	1	5	1	1	0	0	Stonehoof Geology
50505	1	686	-1.289.738	1.319.219	1.311.512	0	0	0.346117	0.9381914	1	5	1	1	0	0	Thunder Bluff Civic Information
50506	1	308	-1.102.715	-1.182.292	143.546	0	0	0.9965655	0.08280794	1	5	1	1	0	0	Elevator to Mulgore
50507	1	308	-1103.97	-2.260.417	1.436.136	0	0	0.7313541	0.681998	1	5	1	1	0	0	Elder Rise
50508	1	308	-1.145.236	3.518.576	1.467.667	0	0	0.9483237	0.3173046	1	5	1	1	0	0	Elder Rise
50509	1	308	-1.145.231	3.517.708	1.459.328	0	0	0.9483237	0.3173046	1	5	1	1	0	0	Elevator to Mulgore
50510	1	308	-1.145.613	3.705.556	1.468.018	0	0	0.9025851	-0.4305114	1	5	1	1	0	0	Spirit Rise
50511	1	308	-1.128.389	5.730.208	1.453.596	0	0	-0.811574	0.5842497	1	5	1	1	0	0	Spirit Rise
50512	1	308	-1.128.129	5.494.445	1.453.397	0	0	0.8090171	0.5877852	1	5	1	1	0	0	Elder Rise
50513	1	308	-1.128.156	5.498.958	1.445.678	0	0	0.8090171	0.5877852	1	5	1	1	0	0	Elevator to Mulgore
50514	1	308	-1104.79	0.15625	1.435.927	0	0	-0.540974	0.8410394	1	5	1	1	0	0	Spirit Rise
50515	1	308	-1.091.135	809.375	1.424.456	0	0	-0.8064449	0.5913092	1	5	1	1	0	0	Hunter Rise
50516	1	308	-1.090.911	7.842.709	1.424.455	0	0	0.7960021	0.6052939	1	5	1	1	0	0	Elevator to Mulgore
50517	1	308	-1.090.918	7.843.229	141.613	0	0	0.7960021	0.6052939	1	5	1	1	0	0	Elder Rise
50518	1	308	-1.092.571	7.886.979	1.424.653	0	0	0.246153	0.9692309	1	5	1	1	0	0	Spirit Rise
50519	1	308	-1.200.833	1.226.563	1.370.457	0	0	1	4,37E-02	1	5	1	1	0	0	Elder Rise
50520	1	686	-1.041.882	-2.145.816	1.592.117	0	0	0.9930685	0.1175372	1	5	1	1	0	0	Elder Rise Drums
50521	1	692	-1.186.863	-3.738.542	1.629.339	0	0	0.9612619	-0.2756368	1	5	1	1	0	0	Kodo Steak and Ribs
