field0	field1	field2	field3	field4	field5	field6	field7	
1079	644	-1	500	5	"Setesh"	33055	0
1078	644	-1	1000	4	"Rajh"	33177	0
1040	645	-1	-3000	4	"Rom\'ogg Bonecrusher"	33147	0
1038	645	-1	-2000	2	"Corla, Herald of Twilight"	31546	0
1039	645	-1	-1500	3	"Karsh Steelbender"	31710	0
1037	645	-1	-1000	1	"Beauty"	34433	0
1036	645	-1	0	0	"Ascendant Lord Obsidius"	36465	0
1088	649	-1	0	3	"Northrend Beasts"	21601	0
1087	649	-1	2000	2	"Lord Jaraxxus"	29615	0
1086	649	-1	3000	1	"Faction Champions"	33909	0
1089	649	-1	4000	4	"Val\'kyr Twins"	29240	0
1085	649	-1	5000	0	"Anub\'arak"	29268	0
334	650	0	0	0	"Grand Champions"	0	0
336	650	1	1000	0	"Grand Champions"	0	0
338	650	0	1000	1	"Argent Champion"	0	0
339	650	1	2000	1	"Argent Champion"	0	0
340	650	0	2000	2	"The Black Knight"	0	0
341	650	1	3000	2	"The Black Knight"	0	0
1043	657	-1	-1000	2	"Grand Vizier Ertan"	35181	0
1041	657	-1	0	0	"Altairus"	34265	0
1042	657	-1	1000	1	"Asaad"	35388	0
833	658	0	0	0	"Forgemaster Garfrost"	0	0
834	658	1	1000	0	"Forgemaster Garfrost"	0	0
835	658	0	1000	1	"Krick"	0	0
836	658	1	2000	1	"Krick"	0	0
837	658	0	2000	2	"Scourgelord Tyrannus"	0	0
838	658	1	3000	2	"Scourgelord Tyrannus"	0	0
842	668	1	0	1	"Falric"	0	0
841	668	0	500	1	"Falric"	0	0
840	668	1	1000	0	"Marwyn"	0	0
839	668	0	1500	0	"Marwyn"	0	0
843	668	0	2000	2	"Escaped from Arthas"	0	0
844	668	1	3000	2	"Escaped from Arthas"	0	0
1027	669	-1	-1000	5	"Omnotron Defense System"	32688	0
1024	669	-1	-500	2	"Magmaw"	35496	0
1022	669	-1	0	0	"Atramedes"	34547	0
1023	669	-1	1000	1	"Chimaeron"	33308	0
1025	669	-1	3000	3	"Maloriak"	33186	0
1026	669	-1	4000	4	"Nefarian\'s End"	32716	0
1051	670	-1	-2000	3	"General Umbriss"	31498	0
1050	670	-1	-1000	2	"Forgemaster Throngus"	33429	0
1048	670	-1	0	0	"Drahga Shadowburner"	31792	0
1049	670	-1	1000	1	"Erudax"	33428	0
1030	671	-1	-1000	2	"Halfus Wyrmbreaker"	34816	0
1032	671	-1	1500	4	"Theralion and Valiona"	34812	0
1028	671	-1	2000	0	"Ascendant Council"	35064	0
1029	671	-1	2500	1	"Cho\'gall"	34576	0
1082	671	2	3500	3	"Sinestra"	34335	0
1083	671	3	3500	3	"Sinestra"	34335	0
1197	720	-1	-4000	1	"Beth\'tilac"	38227	0
1204	720	-1	-3000	4	"Lord Rhyolith"	38414	0
1205	720	-1	-2375	5	"Shannox"	38448	0
1206	720	-1	-1750	6	"Alysrazor"	38044	0
1200	720	-1	-1000	2	"Baleroc"	38621	0
1185	720	-1	0	0	"Majordomo Staghelm"	37953	0
1203	720	-1	2000	3	"Ragnaros"	37875	0
1147	724	-1	0	0	"Baltharus the Warborn"	31761	0
1149	724	-1	500	2	"Saviana Ragefire"	31577	0
1148	724	-1	1000	1	"General Zarithrian"	32179	0
1150	724	-1	2000	3	"Halion"	31952	0
1056	725	-1	0	0	"Corborus"	33477	0
1059	725	-1	250	3	"Slabhide"	36476	0
1058	725	-1	500	2	"Ozruk"	36475	0
1057	725	-1	1000	1	"High Priestess Azil"	26448	0
1035	754	-1	-1000	1	"Conclave of Wind"	35232	0
1034	754	-1	0	0	"Al\'Akir"	35248	0
1052	755	-1	0	0	"General Husam"	34743	0
1053	755	-1	1000	1	"High Prophet Barim"	34744	0
1054	755	-1	2000	2	"Lockmaw"	33438	0
1055	755	-1	3000	3	"Siamat"	35231	0
1033	757	-1	0	0	"Argaloth"	35426	0
1250	757	-1	1000	1	"Occu\'thar"	37876	0
1332	757	-1	2000	2	"Alizabal"	21252	0
1178	859	-1	0	0	"High Priest Venoxis"	37788	0
1179	859	-1	1000	1	"Bloodlord Mandokir"	11288	0
1188	859	-1	1500	5	"Cache of Madness"	37831	0
1180	859	-1	2000	2	"High Priestess Kilnara"	37805	0
1181	859	-1	3000	3	"Zanzil"	37813	0
1182	859	-1	4000	4	"Jin\'do the Godbreaker"	37789	0
1269	938	-1	2000	2	"First Echo"	38791	0
1268	938	-1	2500	1	"Second Echo"	17369	0
1271	938	-1	4000	4	"Murozond"	38931	0
1272	939	-1	0	0	"Peroth\'arn"	39182	0
1273	939	-1	1000	1	"Queen Azshara"	38863	0
1274	939	-1	2000	2	"Mannoroth"	38996	0
1337	940	-1	0	0	"Arcurion"	39397	0
1340	940	-1	500	2	"Asira Dawnslayer"	38995	0
1339	940	-1	1000	1	"Archbishop Benedictus"	38991	0
1303	959	-1	0	0	"Gu Cloudstrike"	39489	0
1304	959	-1	1000	1	"Master Snowdrift"	0	0
1305	959	-1	2000	2	"Sha of Violence"	18083	0
1306	959	-1	3000	3	"Taran Zhu"	27920	0
1418	960	-1	-1000	3	"Wise Mari"	41125	0
1416	960	-1	1000	1	"Liu Flameheart"	39487	0
1417	960	-1	2000	2	"Lorewalker Stonestep"	0	0
1439	960	-1	3000	0	"Sha of Doubt"	40904	0
1412	961	-1	0	0	"Ook-Ook"	39498	0
1413	961	-1	1000	1	"Hoptallus"	40339	0
1414	961	-1	2000	2	"Yan-Zhu the Uncasked"	40825	0
1397	962	-1	0	0	"Saboteur Kip\'tilak"	11097	0
1405	962	-1	1000	1	"Strike Ga\'dok"	0	0
1406	962	-1	2000	2	"Commander Ri\'mok"	0	0
1419	962	-1	3000	3	"Raigonn"	0	0
1292	967	-1	-1000	1	"Morchok"	34255	0
1294	967	-1	-500	2	"Warlord Zon\'ozz"	39138	0
1295	967	-1	-250	3	"Yor\'sahj the Unsleeping"	32501	0
1296	967	-1	-125	4	"Hagara"	39318	0
1297	967	-1	-62	5	"Ultraxion"	39099	0
1298	967	-1	-31	6	"Warmaster Blackhorn"	39399	0
1291	967	-1	0	0	"Spine of Deathwing"	35361	0
1299	967	-1	1000	7	"Madness of Deathwing"	40087	0
1442	994	-1	-1000	2	"Mogu Clan Leaders"	42059	0
1440	994	-1	0	0	"Gekkan"	41920	0
1441	994	-1	1000	1	"King Everything"	41987	0
1409	996	-1	0	0	"Jinyu Council (PH)"	41503	0
1431	996	-1	1000	1	"Sha of Fear"	41772	0
1422	1001	-1	-1000	2	"Houndmaster Braun"	42264	0
1421	1001	-1	-500	1	"Armsmaster Harlan"	40293	0
1420	1001	-1	0	0	"Flameweaver Koegler"	40597	0
1399	1004	0	0	0	"Brother Korlof"	0	0
1423	1004	-1	0	0	"Thalnos the Soulrender"	0	0
1424	1004	-1	1000	1	"Brother Korlof"	0	0
1402	1004	0	2000	2	"Commander Durand"	0	0
1425	1004	-1	2000	2	"Commander Durand"	0	0
1426	1007	-1	0	0	"Instructor Chillheart"	40301	0
1427	1007	-1	1000	1	"Jandice Barov"	40639	0
1428	1007	-1	2000	2	"Rattlegore"	31092	0
1429	1007	-1	3000	3	"Lilian Voss"	40256	0
1430	1007	-1	4000	4	"Darkmaster Gandling"	0	0
1395	1008	-1	-1000	1	"The Stone Guard"	41155	0
1390	1008	-1	0	0	"Feng the Accursed"	41192	3957
1434	1008	-1	500	3	"Gara\'jal the Spiritbinder"	41256	0
1436	1008	-1	2000	4	"Four Kings"	41812	0
1407	1008	-1	3000	2	"Will of the Emperor"	41391	0
1447	1011	-1	0	0	"Mantid General [PH]"	42105	0
