m_ID	m_reputationIndex	m_reputationRaceMask_1	m_reputationRaceMask_2	m_reputationRaceMask_3	m_reputationRaceMask_4	m_reputationClassMask_1	m_reputationClassMask_2	m_reputationClassMask_3	m_reputationClassMask_4	m_reputationBase_1	m_reputationBase_2	m_reputationBase_3	m_reputationBase_4	m_reputationFlags_1	m_reputationFlags_2	m_reputationFlags_3	m_reputationFlags_4	m_parentFactionID	spilloverRate1	spilloverRate2	spilloverMaxRank	spilloverRank_unk	m_name_lang_1	m_name_lang_2	m_name_lang_3
932	58	2097663	1024	512	0	0	0	0	0	0	3500	-3500	0	80	80	80	0	936	-1.1	1	7	7	The Aldor	An ancient order of draenei priests once run by Velen, the Aldor are currently led by High Priestess Ishanah.  They are servants of the naaru in Shattrath City known as the Sha\'tar.  Rivals of the Scryers.	0
933	60	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	7	7	The Consortium	Led by Nexus-Prince Haramad, the Consortium is a loosely affiliated cartel of ethereal smugglers, traders and thieves that has come to Outland to benefit from its riches.	0
934	62	2097663	1024	512	0	0	0	0	0	0	-3500	3500	0	80	80	80	0	936	-1.1	1	7	7	The Scryers	Voren\'thal the Seer leads the dissident blood elves who\'ve rejected Kael\'thas\' path to power.  They\'ve joined forces with the naaru of Shattrath City, much to the dismay of the Aldor.	0
935	39	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	936	0.5	0	4	3	The Sha\'tar	The Sha\'tar are a group of powerful naaru who rule over a rebuilt Shattrath City.  With the help of the Aldor and the Scryers, they lead the battle against Illidan and the Burning Legion.	0
936	59	2047	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	980	0	0	7	7	Shattrath City		0
937	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Troll, Forest		0
938	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	The Omenai		0
939	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	DEPRECATED		0
940	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	The Sons of Lothar		0
941	61	33555378	18875469	0	0	0	0	0	0	-500	-42000	0	0	16	6	0	0	980	0	0	5	5	The Mag\'har	This reclusive group of brown-skinned orcs has escaped any form of demonic corruption.  They have retained their traditional way of life in the face of great changes in Outland.	0
942	64	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	5	5	Cenarion Expedition	An exploratory force sent to Outland by the Cenarion Circle to study surviving life forms.  The Cenarion Expedition has quickly gained in size and autonomy since the opening of the Dark Portal.	0
943	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Fel Orc		0
944	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Fel Orc Ghost		0
945	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Sons of Lothar Ghosts		0
946	38	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	0	0	0	980	0	0	5	5	Honor Hold	Vestiges of the Sons of Lothar, veterans of the Alliance that first came into Draenor, have steadfastly held on to this Hellfire outpost.  They are now joined by the armies from Stormwind and Ironforge.	0
947	37	946	18875469	0	0	0	0	0	0	0	-42000	0	0	16	0	0	0	980	0	0	5	5	Thrallmar	The expedition sent through the Dark Portal by Thrall has built a stronghold in Hellfire Peninsula.  Thrallmar serves as a base of operations for much of the Horde\'s activities in Outland.	0
948	86	32767	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	949	1	1	5	5	Test Faction 2		0
949	85	32767	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	1	5	5	Test Faction 1		0
950	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	ToWoW - Flag		0
951	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	ToWoW - Flag Trigger Alliance (DND)		0
952	87	32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	1	1	5	5	Test Faction 3		0
953	108	0	0	0	0	2047	0	0	0	0	0	0	0	4	0	0	0	0	1	1	5	5	Test Faction 4		0
954	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	ToWoW - Flag Trigger Horde (DND)		0
955	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Broken		0
956	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ethereum		0
957	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Earth Elemental		0
958	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Fighting Robots		0
959	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Actor Good		0
960	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Actor Evil		0
961	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Stillpine Furbolg		0
962	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Crazed Owlkin		0
963	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Chess Alliance		0
964	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Chess Horde		0
965	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster Spar		0
966	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster Spar Buddy		0
967	63	2101247	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	5	5	The Violet Eye	A secret sect of the Kirin Tor founded to spy on Medivh and his activities.	0
968	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Sunhawks		0
969	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Hand of Argus		0
970	65	2099199	0	0	0	0	0	0	0	-2500	0	0	0	0	0	0	0	980	0	0	5	5	Sporeggar	The sporelings are a mostly peaceful race of mushroom-men native to Outland. Their home is located in the southern bogs of Zangarmarsh. 	0
971	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Fungal Giant		0
972	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Spore Bat		0
973	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster, Predator		0
974	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster, Prey		0
975	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Void Anomaly		0
976	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Hyjal Defenders		0
977	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Hyjal Invaders		0
978	66	18875469	33555378	0	0	0	0	0	0	-1200	-42000	0	0	16	0	0	0	980	0	0	5	5	Kurenai	"Draenei for \redeemed.\""  These Broken have escaped the grasp of their various slavers in Outland and have made their home in Nagrand.  It is there that they seek to rediscover their destiny."""	0
979	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Earthen Ring, Old World		0
980	43	2099199	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	5	5	The Burning Crusade		1
981	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Arakkoa		0
982	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Zangarmarsh Banner (Alliance)		0
983	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Zangarmarsh Banner (Horde)		0
984	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Zangarmarsh Banner (Neutral)		0
985	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Caverns of Time - Thrall		0
986	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Caverns of Time - Durnholde		0
987	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Caverns of Time - Southshore Guards		0
988	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Shadow Council Covert		0
989	67	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	5	5	Keepers of Time	The Keepers of Time are bronze dragons hand-picked by Nozdormu to watch over the Caverns of Time.	0
990	57	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	5	5	The Scale of the Sands	A secretive subgroup of the Bronze Dragonflight, led by Soridormi, prime mate of Nozdormu.	0
991	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Dark Portal Defender, Alliance		0
992	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Dark Portal Defender, Horde		0
993	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Dark Portal Attacker, Legion		0
994	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Inciter Trigger	Used for the Blackheart the Inciter event.	0
995	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Inciter Trigger 2	Used for the Blackheart the Inciter event.	0
996	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Inciter Trigger 3	Used for the Blackheart the Inciter event.	0
997	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Inciter Trigger 4	Used for the Blackheart the Inciter event.	0
998	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Inciter Trigger 5	Used for the Blackheart the Inciter event.	0
999	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Mana Creature		0
1000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Khadgar\'s Servant		0
1001	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Bladespire Clan		0
1002	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ethereum Sparbuddy		0
1003	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Protectorate		0
1004	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Arcane Annihilator (DNR)		0
1005	68	8388607	0	0	0	1503	0	0	0	3000	0	0	0	20	0	0	0	0	1	1	5	5	Friendly, Hidden		0
1006	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Kirin\'Var - Dathric		0
1007	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Kirin\'Var - Belmara		0
1008	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Kirin\'Var - Luminrath		0
1009	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Kirin\'Var - Cohlien		0
1010	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Servant of Illidan		0
1011	69	2129919	0	0	0	1535	0	0	0	0	0	0	0	16	0	0	0	936	0	0	3	3	Lower City	The refugees of Shattrath come from diverse backgrounds and races.  Word of helpful deeds spreads quickly among the Denizens of Lower City.	0
1012	70	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	3	3	Ashtongue Deathsworn	The elite of the Broken tribe known as the Ashtongue, officially aligned with Illidan. The Deathsworn are Akama\'s most trusted lieutenants and are privy to their leader\'s mysterious motivations.	0
1013	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Spirits of Shadowmoon 1		0
1014	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Spirits of Shadowmoon 2		0
1015	71	2099199	0	0	0	1535	0	0	0	-42000	0	0	0	2	0	0	0	980	0	0	5	5	Netherwing	This unusual brood of dragons was spawned from the eggs of Deathwing\'s black dragonflight, and infused with raw nether-energies.  Now, they seek to find their identity beyond the shadows of their father\'s destructive heritage.	0
1016	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Wyrmcult		0
1017	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Treant		0
1018	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Leotheras Demon I		0
1019	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Leotheras Demon II		0
1020	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Leotheras Demon III		0
1021	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Leotheras Demon IV		0
1022	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Leotheras Demon V		0
1023	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Azaloth		0
1024	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Rock Flayer		0
1025	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Flayer Hunter		0
1026	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Shadowmoon Shade		0
1027	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Legion Communicator		0
1028	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ravenswood Ancients		0
1029	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Chess, Friendly to All Chess		0
1030	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Black Temple Gates - Illidari		0
1031	72	2099199	0	0	0	1535	0	0	0	0	0	0	0	16	0	0	0	936	0	0	5	5	Sha\'tari Skyguard	An airborne military force created by Shattrath City to deal with the threats that loom in the highest reaches of Outland.	0
1032	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Area 52		0
1033	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Maiev		0
1034	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Skettis Shadowy Arakkoa		0
1035	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Skettis Arakkoa		0
1036	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Dragonmaw Enemy		0
1037	88	2098253	690	0	0	0	0	0	0	0	0	0	0	136	6	0	0	1097	0	0	5	5	Alliance Vanguard	The combined forces of the Alliance in Northrend, lead by the Valiance Expedition, but also including civilian groups such as the Explorer\'s League.	0
1038	73	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	980	0	0	5	5	Ogri\'la	The enlightened denizens of Ogri\'la have made their dwelling in the western Blade\'s Edge Mountains, where proximity to apexis crystals has caused them to transcend their brutish ogre nature.	0
1039	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ravager		0
1040	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	REUSE		0
1041	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Frenzy		0
1042	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Skyguard Enemy		0
1043	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Skunk, Petunia		0
1044	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Theramore Deserter		0
1045	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul		0
1046	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Northsea Pirates		0
1047	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Tuskarr		0
1048	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	UNUSED		0
1049	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Troll, Amani		0
1050	74	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	6	0	0	1037	0.5	0.5	7	7	Valiance Expedition	The main armies of the Alliance in Northrend, moving against the Scourge and unified under King Varian Wrynn\'s command.	0
1051	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	UNUSED		0
1052	75	946	18875469	0	0	0	0	0	0	0	-42000	0	0	152	0	0	0	1097	0	0	5	5	Horde Expedition	The combined forces of the Horde in Northrend, spearheaded by the Warsong Offensive.	0
1053	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Westguard		0
1054	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Spotted Gryphon		0
1055	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Tamed Plaguehound		0
1056	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul (Ancient Spirit 1)		0
1057	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul (Ancient Siprit 2)		0
1058	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul (Ancient Siprit 3)		0
1059	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CTF - Flag - Alliance		0
1060	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Test		0
1061	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	vrykul		0
1062	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul Gladiator		0
1063	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Valgarde Combatant		0
1064	76	946	18875469	0	0	0	0	0	0	0	-42000	0	0	16	6	0	0	1052	0.5	0.5	7	7	The Taunka	These hardy people are cousins of the Tauren and have become valuable scouts for the armies of the Horde as they march northward.	0
1065	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster, Zone Force Reaction 1		0
1066	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster, Zone Force Reaction 2		0
1067	77	946	18875469	0	0	0	0	0	0	0	-42000	0	0	16	0	0	0	1052	0.5	0.5	7	7	The Hand of Vengeance	The Forsaken tasked by Sylvanas Windrunner with enacting Undercity\'s vengeance against Arthas by delivering the latest strain of their deadly Plague.	0
1068	78	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	6	0	0	1037	0.5	0.5	7	7	Explorers\' League	This organization seeks to find the origin of the dwarven race by collecting Titan artifacts.  Their most recent research has led them to various archeological sites in Northrend.	0
1069	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ram Racing Powerup DND		0
1070	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Ram Racing Trap DND		0
1071	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Craig\'s Squirrels	A test faction.	0
1072	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	REUSE		0
1073	79	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1097	0	0	5	5	The Kalu\'ak	The tuskarr are a tough but peaceful people who derive their livelihood from fishing and whaling.  Their settlements have recently come under fierce attack and welcome any allies who would come to their aid.	0
1074	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Holiday - Water Barrel		0
1075	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Holiday - Generic		0
1076	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Iron Dwarves		0
1077	80	2129919	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	936	0	0	5	5	Shattered Sun Offensive	Shattrath City\'s final push against Prince Kael\'thas\' operations in the Sunwell.	0
1078	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Fighting Vanity Pet		0
1079	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Murloc, Winterfin		0
1080	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Friendly, Force Reaction		0
1081	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Object, Force Reaction		0
1082	82	1101	690	0	0	0	0	0	0	0	-42000	0	0	4	2	0	0	0	1	1	5	5	REUSE		0
1083	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	REUSE		0
1084	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Vrykul, Sea		0
1085	81	18875469	946	0	0	0	0	0	0	-42000	0	0	0	6	16	0	0	1052	0.5	0.5	7	7	Warsong Offensive	Garrosh Hellscream commands the Horde\'s main expeditionary forces as they make their way into Northrend to face Arthas and the armies of the Scourge.	0
1086	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Poacher		0
1087	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Holiday Monster		0
1088	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Furbolg, Redfang		0
1089	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Furbolg, Frostpaw		0
1090	84	2098637	946	2098253	946	1407	1407	128	128	0	0	3000	3000	16	16	16	16	1097	0	0	5	5	Kirin Tor	The mages and archmages running the city of Dalaran.  Faced with the rising threats of the Blue Dragonflight and the Scourge, they\'ve transported their city to the heart of Northrend.	0
1091	83	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1097	0	0	5	5	The Wyrmrest Accord	With the Blue Dragonflight\'s violent upheaval against all mortal users of magic, the remaining dragonflights have banded under the leadership of the Red Dragonflight to combat their wayward kin.	0
1092	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Azjol-Nerub		0
1093	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	REUSE		0
1094	90	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	6	0	0	1037	0.5	0.5	7	7	The Silver Covenant	A militant core of high elves that rejects the admission of blood elves into the Kirin Tor.  They\'ve united under the banner of Vereesa Windrunner and joined the Alliance forces in Northrend.	0
1095	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Grizzly Hills Trapper		0
1096	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	REUSE		0
1097	89	2097663	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	5	Wrath of the Lich King		2
1098	91	0	0	0	0	32	1503	0	0	3200	0	0	0	16	16	0	0	1097	1	1	5	5	Knights of the Ebon Blade	Freed from the grasp of the Lich King, his former Death Knights have regrouped against him under the banner of Highlord Darion Mograine.	0
1099	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Wrathgate Scourge		0
1100	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Wrathgate Alliance		0
1101	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Wrathgate Horde		0
1102	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CTF - Flag - Horde		0
1103	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CTF - Flag - Neutral		0
1104	92	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1117	-2.2	1	7	7	Frenzyheart Tribe	Driven from their lands by the Scourge, this fierce tribe of wolvar stumbled upon Sholazar Basin, where they intend to make their new home.  Their aggressive nature has put them at odds with the various gorloc tribes known collectively as the Oracles.	0
1105	93	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1117	-2.2	1	7	7	The Oracles	The gorlocs of Sholazar Basin are a race of reptilian creatures who see themselves as guardians of the titan technology that remains in the zone (though they understand little of it).  They find themselves in an escalating territorial war with the wolvar.	0
1106	94	2129919	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1097	0	0	5	5	Argent Crusade	Led by Tirion Fordring, the Argent Crusade combines the reformed Order of the Silver Hand with the Argent Dawn in one final push against the forces of the Lich King.	0
1107	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Troll, Drakkari		0
1108	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CoT Arthas		0
1109	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CoT Stratholme Citizen		0
1110	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CoT Scourge		0
1111	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Freya		0
1112	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Mount - Taxi - Alliance		0
1113	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Mount - Taxi - Horde		0
1114	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Mount - Taxi - Neutral		0
1115	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Elemental, Water		0
1116	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Elemental, Air		0
1117	95	2099199	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1097	0	0	5	5	Sholazar Basin		0
1118	96	2099199	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	5	Classic		0
1119	97	2099199	0	0	0	0	0	0	0	-42000	0	0	0	0	0	0	0	1097	0	0	5	5	The Sons of Hodir	The frost giants of the Storm Peaks are a war-like race that makes their home in Dun Niffelem.	0
1120	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Iron Giants		0
1121	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Frost Vrykul		0
1122	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Earthen		0
1123	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Monster Referee		0
