field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24
12016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85738	0	0	18211	24615	0	0	0	0	0
12017	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	130077	130104	0	0	0	0	0	0	0
12018	0	0	0	0	103659	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130131	0	0	0	0
12021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129982	0	0	0
12024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	105830	0	104424	104457	0	0	0	0	0
12025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122662	125326	0	122372	122400	0	0	0	0	0
12026	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	122688	122713	0	0	0	0	0
12027	0	0	0	0	0	0	2	0	0	0	0	0	0	0	112317	113013	0	52016	52040	0	0	0	0	0
12028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112343	112368	0	0	0	0	0
12029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113095	116356	0	113122	30675	0	0	0	0	0
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16429	0	0	30648	0	0	0	0	0	0
12032	0	0	0	0	0	0	1	0	0	0	0	0	0	0	111596	113234	0	111621	111645	0	0	0	0	0
12033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113095	116356	0	0	0	0	0	0	0	0
12034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44517	0	0	38745	38768	0	0	0	0	0
12035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7675	10405	0	7701	7726	0	0	0	0	0
12036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130160	0	0	0	0
12037	0	0	0	0	0	0	2	1	0	0	0	0	0	0	100376	100400	0	100424	100447	0	0	0	0	0
12038	0	0	0	0	0	0	2	0	0	0	0	0	0	0	48894	48920	0	48946	48971	0	0	0	0	0
12039	34069	34096	121639	121639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87802	88030	0	87832	87861	0	0	0	0	0
12041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91808	91834	0	0	0	0	0
12043	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	21694	88059	0	0	0	0	0	0	0
12044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122123	125326	0	122147	122170	0	0	0	0	0
12045	0	0	0	0	7992	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	49259	45726	0	0
12046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130178	0	0	0	0	0	0	0	0
12047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113095	0	0	113122	48697	0	0	0	0	0
12048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48672	0	0	0	0	0	0
12049	0	0	0	0	648	0	1	0	0	0	0	7	0	0	130203	130228	0	130253	130277	0	0	0	0	0
12050	0	0	0	0	9575	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	92122	0	0
12053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130301	0	0	0	0
12054	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	130323	130346	0	0	0	0	0	0	0
12055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111999	112026	0	112053	112079	0	0	0	0	0
12056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24461	0	0	24513	24538	0	0	0	0	0
12057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111596	113234	0	0	111645	0	0	0	0	0
12058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42325	23518	0	26453	26480	0	0	0	0	0
12059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130369	0	0	15857	15882	0	0	0	0	0
12060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130394	130418	0	0	0	0	0
12061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43990	0	0	12302	12327	0	0	0	0	0
12062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130442	2855	0	1861	0	0	0	0	0	0
12063	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2878	0	0	0	0	0	0	0
12066	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	81202	81226	0	0
12068	0	0	0	0	2600	0	0	0	0	0	0	10	0	0	0	130465	130490	0	0	0	0	0	0	0
12070	0	0	0	0	7992	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	95182	95210	0	0
12073	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	116499	55343	0	0	0	0	0	0	0
12074	50669	50694	26742	26742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116530	51384	0	0	0	0	0
12086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130515	0	0	0	0
12087	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130537	130559	0	0
12090	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	56044	55022	0	0	0	0	0	0	0
12092	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	50937	50965	0	0	0	0	0	0	0
12093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130581	0	0	24513	50801	0	0	0	0	0
12094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130607	0	0	0	0
12095	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130631	130655	0	0
12096	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	130679	130704	0	0	0	0	0	0	0
12097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130729	0	0	0	0	0	0	0	0
12098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130755	0	0	82503	0	0	0	0	0	0
12099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104132	104165	0	0	0	0	0
12100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118466	120579	0	78668	78699	0	0	0	0	0
12101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	130779	130808	0	0	0
12102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95650	0	0
12105	0	0	0	0	64269	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
12106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54470	0	0	0	0	0	0	0	0	0
12107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128669	0	0
12110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69534	0	0	0	0	0	0
12112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130837	121912	0	0	0	0	0	0	0
12113	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130870	118691	0	0
12114	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	130837	121912	0	0	0	0	0	0	0
12115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130902	130932	0	0	0	0	0
12116	0	0	0	0	11434	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	130962	0	0	0
12117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114806	0	0	0	0	0	0	0	0
12118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119255	0	0	123222	123252	0	0	0	0	0
12119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130993	0	0	0	0
12121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72173	0	0
12122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123282	0	0	0	0	0	0	0	0
12123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80216	0	0	96099	96128	0	0	0	0	0
12124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90669	0	0	78307	78335	0	0	0	0	0
12125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71571	0	0
12126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131022	0	0	0	0	0	0	0	0
12127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92194	0	0	99480	99511	0	0	0	0	0
12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96411	96438	0	0	0
12129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106513	0	0
12130	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	93320	70696	0	0
12131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131052	0	0	0	0
12132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57019	57047	0	0
12133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	131087	131118	0	0	0	0	0	0	0
12134	41233	41260	72624	72624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69888	0	0	131149	0	0	0	0	0	0
12136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131183	0	0	0	0
12137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55243	55276	0	0
12138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55309	55343	0	0	0	0	0	0	0
12139	125450	0	131216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12140	30778	30805	40744	40744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95680	0	0	112423	112452	0	0	0	0	0
12142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112393	0	0	77477	77508	0	0	0	0	0
12143	17722	0	131241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123835	0	0	111881	111911	0	0	0	0	0
12145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123866	123896	0	0	0	0	0
12146	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	106239	106268	0	0
12147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131267	0	0	0	0	0	0	0	0
12148	38319	0	17742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78790	0	0	0	0	0	0	0	0	0
12150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116499	0	0	0	0	0	0	0	0
12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78824	0	0	0	0	0	0	0	0
12157	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26244	26271	0	122372	122713	0	0	0	0	0
12158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38443	0	0	122688	0	0	0	0	0	0
12159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130442	2855	0	1861	1883	0	0	0	0	0
12160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16429	0	0	0	0	0	0	0	0	0
12161	0	0	0	0	8613	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2464	29230	0	0
12162	0	0	0	0	0	0	1	1	0	0	0	0	0	0	130203	130228	0	130253	130277	0	0	0	0	0
12163	38319	0	53260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12164	39300	39325	24738	24738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131298	0	0	131322	131345	0	0	0	0	0
12167	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28500	110697	0	0	0	0	0	0	0
12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131368	0	0	125154	125179	0	0	0	0	0
12169	0	0	0	0	7751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131394	131418	0	0	0
12175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101057	0	9998	10022	0	0	0	0	0
12176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38965	0	0	39017	39042	0	0	0	0	0
12177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38721	0	0	38471	38498	0	0	0	0	0
12178	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	91246	13478	0	0	0
12179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112679	112709	0	112739	112768	0	0	0	0	0
12180	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	42619	42646	0	0
12181	0	0	0	0	0	0	1	0	0	0	0	0	0	0	113095	116356	0	113122	113148	0	0	0	0	0
12182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38443	0	0	38471	38498	0	0	0	0	0
12183	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39017	39042	0	0	0	0	0
12184	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	131442	131464	0	0
12185	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	102700	102726	0	0
12186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127552	0	0	0	0	0	0	0	0
12187	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	124342	124369	0	0	0	0	0	0	0
12188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128231	0	0	45003	45027	0	0	0	0	0
12192	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75751	41653	0	0
12193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55048	0	0	122935	122965	0	0	0	0	0
12194	0	0	0	0	0	0	2	0	0	0	0	0	0	0	112317	113013	0	65729	65752	0	0	0	0	0
12195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131486	131513	0	131540	48166	0	0	0	0	0
12196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52894	0	0	48143	0	0	0	0	0	0
12197	0	0	0	0	9575	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	86982	87014	0	0
12198	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	86787	131566	0	0	0	0	0	0	0
12199	0	0	0	0	0	0	2	0	0	0	0	0	0	0	114021	114045	0	31528	31550	0	0	0	0	0
12201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108156	0	0	0	0	0	0	0
12202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124369	0	0	0	0	0	0	0
12204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83758	0	0	0	0	0	0	0	0	0
12205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116383	0	0	0	0	0	0	0	0	0
12206	0	0	0	0	131599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12218	23996	0	27694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12219	0	0	0	0	0	0	2	0	0	0	0	0	0	0	131624	131656	0	131688	131719	0	0	0	0	0
12221	0	0	0	0	131750	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
12222	0	0	0	0	67128	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
12223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112797	0	0	131774	131804	0	0	0	0	0
12224	0	0	0	0	0	0	2	0	0	0	0	0	0	0	25854	25886	0	47352	25949	0	0	0	0	0
12225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25918	0	0	0	0	0	0
12226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22324	0	0	0	0	0	0	0
12228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131834	0	0	0	0	0	0	0	0
12229	0	0	0	0	648	0	2	0	0	0	0	7	0	0	131864	131895	0	131926	131956	0	0	0	0	0
12230	0	0	0	0	648	0	0	0	0	0	0	7	0	0	131864	131895	0	131926	131956	0	0	0	0	0
12231	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	54776	110697	0	0	0	0	0	0	0
12232	0	0	0	0	648	0	0	0	0	0	0	7	0	0	131864	131895	0	131926	0	0	0	0	0	0
12233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69031	69061	0	69091	0	0	0	0	0	0
12234	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	55994	69205	0	0
12235	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55994	69205	0	0
12236	58731	0	58754	0	63609	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63140	63169	0	0	0	0	0
12238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101269	128577	0	101301	101332	0	0	0	0	0
12239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118466	0	0	0	0	0	0	0	0	0
12240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38443	0	0	63140	63169	0	0	0	0	0
12241	0	0	0	0	5495	0	0	0	0	0	0	7	0	0	66570	0	0	8866	8893	0	0	0	0	0
12242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131986	0	0	66604	66637	0	0	0	0	0
12244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44183	44208	0	63140	63169	0	0	0	0	0
12247	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	95620	75979	0	0
12248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117828	0	0	0	0	0	0	0	0
12249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54776	49884	0	0	0	0	0	0	0
12250	0	0	0	0	5495	0	0	0	0	0	0	7	0	0	127123	0	0	127158	0	0	0	0	0	0
12251	0	0	0	0	648	0	0	0	0	0	0	7	0	0	105314	0	0	63140	63169	0	0	0	0	0
12252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94576	117003	0	0	0	0	0	0	0
12254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115303	0	0
12255	0	0	0	0	0	0	2	0	0	0	0	0	0	0	122314	122343	0	122372	122713	0	0	0	0	0
12256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52894	0	0	122688	0	0	0	0	0	0
12257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104070	120861	0	0
12259	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	65647	11170	0	0	0	0	0	0	0
12261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132009	132040	0	0	0	0	0
12262	0	0	0	0	9575	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	94882	94058	0	0
12263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63080	0	0	63140	63169	0	0	0	0	0
12264	50669	50694	66238	66238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	0	0	78857	78890	0	0	0	0	0
12266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45194	45216	0	0	0	0	0
12269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127485	0	0	0	0	0	0	0
12271	0	0	0	0	5495	0	0	0	0	0	0	7	0	0	0	0	0	81468	81491	0	0	0	0	0
12273	97112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12274	11984	0	12007	0	1791	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12277	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31482	31505	0	112739	31550	0	0	0	0	0
12279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31482	31505	0	112739	31550	0	0	0	0	0
12280	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	31528	0	0	0	0	0	0
12281	0	0	0	0	5495	0	0	0	0	0	0	7	0	0	0	0	0	40074	40096	0	0	0	0	0
12282	0	0	0	0	108181	0	0	0	0	0	0	10	0	0	132071	0	0	132097	132122	0	0	0	0	0
12284	35813	0	132147	0	35654	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99360	99386	0	0	0	0	0
12286	132170	0	132193	0	132218	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
12287	41410	41435	52181	52181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95856	0	0
12289	32399	0	31900	0	132231	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
12290	132245	0	132264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12291	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46327	46352	0	46377	112368	0	0	0	0	0
12292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46401	0	0	0	0	0
12293	0	0	0	0	7992	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	124085	0	0
12294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69031	69061	0	69091	69120	0	0	0	0	0
12295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132284	0	0	132308	132331	0	0	0	0	0
12296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	132354	132377	0	0	0	0	0	0	0
12299	0	0	0	0	132400	0	1	0	0	0	0	10	0	0	0	21694	21719	0	0	0	0	0	0	0
12302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	75830	0	0	0	0	0	0	0
12303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9042	7511	0	123018	9097	0	0	0	0	0
12304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9070	0	0	0	0	0	0
12305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61808	0	0	0	67403	0	0	0	0	0
12307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74603	0	0	60347	19674	0	0	0	0	0
12308	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	60499	39522	0	0	0	0	0	0	0
12309	0	0	0	0	132417	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
12310	0	0	0	0	132439	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
12311	0	0	0	0	132461	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
12312	58731	0	58754	0	132477	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
12313	58731	0	58754	0	132477	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
12320	0	0	0	0	0	0	2	0	1	0	0	0	0	0	132491	57947	0	132517	132542	0	0	0	0	0
12321	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	132567	132591	0	0	0
12322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67500	0	0
12323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51286	0	0	0	0	0	0	0
12326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132615	132640	0	132665	91934	0	0	0	0	0
12327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91911	0	0	0	0	0	0
12328	0	0	0	0	2811	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
12330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132689	0	0	0
12331	0	0	0	0	132716	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
12332	0	0	0	0	132727	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
12333	0	0	0	0	132716	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
12334	0	0	0	0	132727	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
12335	0	0	0	0	132738	0	0	0	0	0	0	7	0	0	0	0	0	0	0	29256	0	0	0	0
12336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26244	26271	0	15428	15453	0	0	0	0	0
12337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100061	0	0	0	0	0	0	0	0	0
12338	0	0	0	0	33881	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	29204	29230	0	0
12340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131864	0	0	131926	131956	0	0	0	0	0
12341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132750	132780	0	0	0
12342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114602	0	0	0	0	0	0	0	0
12343	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	111172	0	0	0	0	0	0
12344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132810	132841	0	132872	132902	0	0	0	0	0
12345	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	132932	132960	0	0	0
12346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118153	0	0	54502	54533	0	0	0	0	0
12347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93403	0	51611	51639	0	0	0	0	0
12348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129888	0	0	120611	120642	0	0	0	0	0
12349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111596	113234	0	56189	56214	0	0	0	0	0
12350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76735	0	0	0	0	0	0	0
12351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131926	131956	0	0	0	0	0
12352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128722	126786	0	127012	127036	0	0	0	0	0
12353	0	0	0	0	648	0	0	0	0	0	0	7	0	0	128722	0	0	131926	131956	0	0	0	0	0
12355	0	0	0	0	648	0	0	0	0	0	0	7	0	0	128722	126786	0	131926	131956	0	0	0	0	0
12356	0	0	0	0	2249	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	107899	0	0
12357	0	0	0	0	0	0	2	0	0	0	0	0	0	0	83278	83302	0	83326	83349	0	0	0	0	0
12359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132872	132902	0	0	0	0	0
12360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132988	133016	0	0	0
12361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112936	0	0	9523	9549	0	0	0	0	0
12362	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	76161	9613	0	0
12363	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	76213	9497	0	0	0	0	0	0	0
12364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132810	132841	0	75619	75646	0	0	0	0	0
12365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75591	0	0	75619	0	0	0	0	0	0
12366	0	0	0	0	0	0	2	0	0	0	0	0	0	0	111596	113234	0	111621	111645	0	0	0	0	0
12368	0	0	0	0	88674	0	0	0	0	0	0	7	0	0	0	0	0	104424	104457	0	0	0	0	0
