field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12
597	15473	0	0	0	0	0	0	0	1076258406	0	0	0
598	15487	0	0	0	0	0	0	0	1063675494	0	0	0
599	15493	0	0	150	0	0	0	0	0	0	0	0
600	15497	0	0	90	0	0	0	0	0	0	0	0
601	15498	0	0	75	0	0	0	0	0	0	0	0
602	15499	0	0	115	0	0	0	0	0	0	0	0
603	15500	0	0	135	0	0	0	0	0	0	0	0
604	15501	0	0	130	0	0	0	0	0	0	0	0
605	15507	0	0	5	5	0	0	0	0	0	0	0
606	15530	0	0	90	0	0	0	0	0	0	0	0
607	15531	0	0	75	0	0	0	0	0	0	0	0
608	15532	0	0	75	0	0	0	0	0	0	0	0
609	15537	0	0	90	0	0	0	0	0	0	0	0
610	15585	0	0	400	0	0	0	0	0	0	0	0
611	15586	0	0	215	0	0	0	0	0	0	0	0
612	15587	0	0	110	0	0	0	0	0	0	0	0
613	15592	0	0	18	0	0	0	0	0	0	0	0
614	15605	0	0	135	0	0	0	0	0	0	0	0
615	15616	0	0	110	0	0	0	0	0	0	0	0
616	15653	0	0	90	4	0	0	0	0	0	0	0
617	15654	0	0	95	0	0	0	0	0	0	0	0
618	15659	0	0	150	0	0	0	0	0	0	0	0
619	15662	0	0	45	0	0	0	0	0	0	0	0
620	15665	0	0	110	0	0	0	0	0	0	0	0
621	15729	0	0	60	0	0	0	0	0	0	0	0
622	15735	0	0	235	0	0	0	0	0	0	0	0
623	15743	0	0	0	0	0	0	0	1103626240	0	0	0
625	15783	0	0	8	8	0	0	0	0	0	0	0
626	15784	0	0	10	5	0	0	0	0	0	0	0
627	15785	0	0	95	0	0	0	0	0	0	0	0
629	15787	0	0	200	0	0	0	0	0	0	0	0
630	15790	0	0	235	0	0	0	0	0	0	0	0
631	15798	0	0	95	0	0	0	0	0	0	0	0
632	15799	0	0	150	0	0	0	0	0	0	0	0
633	15800	0	0	95	5	0	0	0	0	0	0	0
634	15801	0	0	90	0	0	0	0	0	0	0	0
635	15859	0	0	30	0	0	0	0	0	0	0	0
636	15867	0	0	65	0	0	0	0	0	0	0	0
637	15869	0	0	30	0	0	0	0	0	0	0	0
638	15968	0	0	65	0	0	0	0	0	0	0	0
639	15969	0	0	65	0	0	0	0	0	0	0	0
640	15970	0	0	90	5	0	0	0	0	0	0	0
641	15979	0	0	90	0	0	0	0	0	0	0	0
642	15981	0	0	90	0	0	0	0	0	0	0	0
643	15982	0	0	145	0	0	0	0	0	0	0	0
644	16006	0	0	150	0	0	0	0	0	0	0	0
645	16033	0	0	150	0	0	0	0	0	0	0	0
646	16034	0	0	135	0	0	0	0	0	0	0	0
647	16067	0	0	80	0	0	0	0	0	0	0	0
648	16097	0	0	120	0	0	0	0	0	0	0	0
649	16102	0	0	260	0	0	0	0	0	0	0	0
650	16170	0	0	10	2	0	0	0	0	0	0	0
651	16231	0	0	70	0	0	0	0	0	0	0	0
652	16249	0	0	90	0	0	0	0	0	0	0	0
653	16250	0	0	90	0	0	0	0	0	0	0	0
654	16367	0	0	150	0	0	0	0	0	0	0	0
655	16407	0	0	80	0	0	0	0	0	0	0	0
656	16408	0	0	40	0	0	0	0	0	0	0	0
657	16409	0	0	40	0	0	0	0	0	0	0	0
658	16410	0	0	40	0	0	0	0	0	0	0	0
659	16412	0	0	45	0	0	0	0	0	0	0	0
660	16413	0	0	45	0	0	0	0	0	0	0	0
661	16415	0	0	45	0	0	0	0	0	0	0	0
664	16431	0	0	0	0	0	0	0	1092616192	0	0	0
665	16454	0	0	80	0	0	0	0	0	0	0	0
666	16511	0	3	30	0	0	0	0	0	0	0	0
667	16561	0	0	280	0	0	0	0	0	0	0	0
668	16568	0	0	60	0	0	0	0	0	0	0	0
669	16569	0	-2	75	0	75	0	0	0	0	0	0
670	16570	0	0	90	0	0	0	0	0	0	0	0
671	16583	0	0	135	0	0	0	0	0	0	0	0
672	16587	0	0	250	0	0	0	0	0	0	0	0
673	16588	0	0	215	0	0	0	0	0	0	0	0
674	16592	0	0	0	0	0	0	0	1109393408	0	0	0
675	16799	0	0	90	0	0	0	0	0	0	0	0
676	16827	0	2	25	0	0	0	0	0	0	0	0
679	16914	0	0	0	0	0	0	0	1117192192	0	0	0
681	17137	0	0	125	0	0	0	0	0	0	0	0
682	17138	0	0	125	0	0	0	0	0	0	0	0
683	17139	0	0	110	5	0	0	0	0	0	0	0
684	17140	0	0	115	0	0	0	0	0	0	0	0
685	17141	0	0	115	0	0	0	0	0	0	0	0
686	17142	0	0	115	0	0	0	0	0	0	0	0
687	17143	0	0	75	0	0	0	0	0	0	0	0
689	17146	0	0	95	0	0	0	0	0	0	0	0
690	17147	0	0	85	0	0	0	0	0	0	0	0
691	17149	0	0	85	0	0	0	0	0	0	0	0
694	17162	0	0	500	0	0	0	0	0	0	0	0
695	17165	0	0	60	0	0	0	0	0	0	0	0
696	17172	0	0	300	0	0	0	0	0	0	0	0
697	17173	0	0	75	5	0	0	0	0	0	0	0
698	17177	0	0	30	0	0	0	0	0	0	0	0
699	17194	0	0	110	0	0	0	0	0	0	0	0
700	17195	0	0	50	0	0	0	0	0	0	0	0
701	17201	0	0	75	0	0	0	0	0	0	0	0
702	17203	0	0	90	0	0	0	0	0	0	0	0
703	17234	0	0	135	0	0	0	0	0	0	0	0
704	17238	0	0	75	5	0	0	0	0	0	0	0
705	17243	0	0	75	6	0	0	0	0	0	0	0
706	17253	0	2	25	0	0	0	0	0	0	0	0
707	17273	0	0	130	0	0	0	0	0	0	0	0
708	17274	0	0	130	0	0	0	0	0	0	0	0
709	17281	0	0	40	2	0	0	0	0	0	0	0
710	17284	0	0	75	0	0	0	0	0	0	0	0
711	17286	0	0	50	0	0	0	0	0	0	0	0
712	17287	0	0	110	0	0	0	0	0	0	0	0
713	17289	0	0	135	0	0	0	0	0	0	0	0
714	17290	0	0	90	0	0	0	0	0	0	0	0
715	17364	0	0	0	0	0	0	0	1091987046	0	0	0
716	17366	0	0	95	0	0	0	0	0	0	0	0
718	17399	0	0	135	0	0	0	0	0	0	0	0
722	17439	0	0	135	0	0	0	0	0	0	0	0
723	17483	0	0	40	0	0	0	0	0	0	0	0
724	17503	0	0	90	0	0	0	0	0	0	0	0
725	17509	0	0	40	0	0	0	0	0	0	0	0
726	17613	0	0	215	0	0	0	0	0	0	0	0
727	17615	0	0	95	0	0	0	0	0	0	0	0
729	17620	0	0	75	5	0	0	0	0	0	0	0
730	17630	0	0	95	0	0	0	0	0	0	0	0
731	17633	0	0	10	2	0	0	0	0	0	0	0
732	17682	0	0	75	6	0	0	0	0	0	0	0
734	17735	0	3	40	0	0	0	0	0	0	0	0
735	17738	0	0	0	0	0	0	0	1092616192	0	0	0
736	17740	0	0	40	0	0	0	0	0	0	0	0
737	17741	0	0	40	0	0	0	0	0	0	0	0
738	17767	0	3	50	0	0	0	0	0	0	0	0
739	17771	0	0	75	0	0	0	0	0	0	0	0
740	17843	0	0	125	0	0	0	0	0	0	0	0
741	17877	0	14	10	0	0	0	0	0	0	0	0
744	18081	0	0	20	0	0	0	0	0	0	0	0
745	18082	0	0	45	0	0	0	0	0	0	0	0
746	18083	0	0	80	0	0	0	0	0	0	0	0
747	18085	0	0	80	0	0	0	0	0	0	0	0
748	18086	0	0	18	0	0	0	0	0	0	0	0
749	18089	0	0	20	0	0	0	0	0	0	0	0
750	18092	0	0	80	0	0	0	0	0	0	0	0
752	18100	0	0	10	5	0	0	0	0	0	0	0
753	18105	0	0	45	0	0	0	0	0	0	0	0
754	18108	0	0	45	0	0	0	0	0	0	0	0
755	18111	0	0	40	0	0	0	0	0	0	0	0
756	18112	0	0	18	0	0	0	0	0	0	0	0
757	18146	0	0	125	0	0	0	0	0	0	0	0
758	18159	0	0	0	0	0	0	0	1092616192	0	0	0
759	18164	0	0	90	0	0	0	0	0	0	0	0
760	18166	0	0	0	0	0	0	0	1092616192	0	0	0
761	18199	0	0	45	0	0	0	0	0	0	0	0
762	18204	0	0	80	0	0	0	0	0	0	0	0
763	18205	0	0	40	0	0	0	0	0	0	0	0
764	18211	0	0	40	0	0	0	0	0	0	0	0
765	18214	0	0	40	0	0	0	0	0	0	0	0
766	18217	0	0	40	0	0	0	0	0	0	0	0
767	18223	0	0	0	0	0	0	0	1073741824	0	0	0
768	18266	0	0	75	0	0	0	0	0	0	0	0
769	18267	0	0	105	5	0	0	0	0	0	0	0
770	18276	0	0	80	0	0	0	0	0	0	0	0
771	18278	0	0	30	0	0	0	0	0	0	0	0
774	18398	0	0	80	0	0	0	0	0	0	0	0
775	18399	0	0	260	0	0	0	0	0	0	0	0
776	18502	0	0	200	0	0	0	0	0	0	0	0
777	18503	0	0	20	0	0	0	0	0	0	0	0
778	18540	0	0	0	0	0	0	0	1103626240	0	0	0
779	18545	0	0	10	3	0	0	0	0	0	0	0
780	18557	0	0	75	5	0	0	0	0	0	0	0
781	18562	0	0	0	0	0	0	0	1091043328	0	0	0
784	18796	0	0	45	0	0	0	0	0	0	0	0
785	18833	0	0	80	0	0	0	0	0	0	0	0
786	18960	0	0	0	0	0	0	0	1036831949	0	0	0
787	18972	0	0	140	0	0	0	0	0	0	0	0
788	19028	0	0	0	0	0	0	0	1084227584	0	0	0
789	19137	0	0	140	0	0	0	0	0	0	0	0
791	19244	0	0	120	0	0	0	0	0	0	0	0
792	19260	0	0	80	0	0	0	0	0	0	0	0
794	19386	0	2	10	0	0	0	0	0	0	0	0
795	19434	0	2	50	0	0	0	0	0	0	0	0
796	19460	0	0	135	0	0	0	0	0	0	0	0
797	19463	0	0	90	4	0	0	0	0	0	0	0
798	19474	0	0	850	0	0	0	0	0	0	0	0
799	19476	0	0	120	0	0	0	0	0	0	0	0
800	19482	0	0	250	0	0	0	0	0	0	0	0
802	19505	0	3	20	0	0	0	0	0	0	0	0
805	19647	0	3	20	0	0	0	0	0	0	0	0
806	19714	0	0	250	0	0	0	0	0	0	0	0
807	19725	0	0	75	0	0	0	0	0	0	0	0
808	19740	0	0	0	0	0	0	0	1102210662	0	0	0
809	19750	0	0	0	0	0	0	0	1108423475	0	0	0
810	19775	0	0	500	0	0	0	0	0	0	0	0
811	19776	0	0	95	0	0	0	0	0	0	0	0
812	19777	0	0	250	0	0	0	0	0	0	0	0
813	19801	0	2	20	0	0	0	0	0	0	0	0
814	19816	0	0	90	0	0	0	0	0	0	0	0
815	19874	0	0	20	0	0	0	0	0	0	0	0
816	20066	0	0	0	0	0	0	0	1093182423	0	0	0
817	20116	0	0	0	0	0	0	0	1102053376	0	0	0
818	20154	0	0	0	0	0	0	0	1099117363	0	0	0
819	20164	0	0	0	0	0	0	0	1099117363	0	0	0
820	20165	0	0	0	0	0	0	0	1099117363	0	0	0
821	20166	0	0	0	0	0	0	0	1096810496	0	0	0
822	20216	0	0	0	0	0	0	0	1077936128	0	0	0
823	20217	0	0	0	0	0	0	0	1102210662	0	0	0
824	20240	0	1	1	0	0	0	0	0	0	0	0
826	20252	0	1	100	0	0	0	0	0	0	0	0
827	20271	0	0	0	0	0	0	0	1086115021	0	0	0
828	20277	0	0	50	0	0	0	0	0	0	0	0
829	20294	0	0	300	0	0	0	0	0	0	0	0
830	20295	0	0	90	0	0	0	0	0	0	0	0
831	20296	0	0	260	0	0	0	0	0	0	0	0
832	20297	0	0	90	0	0	0	0	0	0	0	0
833	20298	0	0	90	0	0	0	0	0	0	0	0
834	20299	0	0	150	0	0	0	0	0	0	0	0
835	20375	0	0	0	0	0	0	0	1096810496	0	0	0
836	20473	0	0	0	0	0	0	0	1096810496	0	0	0
838	20603	0	0	135	0	0	0	0	0	0	0	0
839	20604	0	0	30	0	0	0	0	0	0	0	0
840	20657	0	0	90	4	0	0	0	0	0	0	0
841	20663	0	0	90	5	0	0	0	0	0	0	0
842	20664	0	0	90	0	0	0	0	0	0	0	0
843	20665	0	0	280	0	0	0	0	0	0	0	0
844	20678	0	0	250	0	0	0	0	0	0	0	0
845	20679	0	0	150	0	0	0	0	0	0	0	0
846	20680	0	0	150	0	0	0	0	0	0	0	0
847	20681	0	0	200	0	0	0	0	0	0	0	0
848	20683	0	0	100	0	0	0	0	0	0	0	0
849	20687	0	0	500	0	0	0	0	0	0	0	0
850	20690	0	0	375	0	0	0	0	0	0	0	0
851	20694	0	0	315	0	0	0	0	0	0	0	0
852	20695	0	0	100	0	0	0	0	0	0	0	0
853	20696	0	0	100	0	0	0	0	0	0	0	0
854	20697	0	0	200	0	0	0	0	0	0	0	0
855	20698	0	0	200	0	0	0	0	0	0	0	0
856	20701	0	0	200	0	0	0	0	0	0	0	0
858	20740	0	0	30	0	0	0	0	0	0	0	0
859	20743	0	0	75	5	0	0	0	0	0	0	0
860	20754	0	0	15	15	0	0	0	0	0	0	0
862	20791	0	0	90	0	0	0	0	0	0	0	0
863	20792	0	0	90	0	0	0	0	0	0	0	0
864	20793	0	0	90	0	0	0	0	0	0	0	0
865	20794	0	0	260	0	0	0	0	0	0	0	0
866	20795	0	0	120	0	0	0	0	0	0	0	0
867	20797	0	0	110	0	0	0	0	0	0	0	0
868	20798	0	0	50	7	0	0	0	0	0	0	0
870	20801	0	0	20	0	0	0	0	0	0	0	0
871	20802	0	0	90	0	0	0	0	0	0	0	0
872	20805	0	0	90	0	0	0	0	0	0	0	0
873	20806	0	0	90	0	0	0	0	0	0	0	0
874	20807	0	0	90	0	0	0	0	0	0	0	0
875	20808	0	0	110	0	0	0	0	0	0	0	0
876	20811	0	0	90	0	0	0	0	0	0	0	0
877	20812	0	0	200	0	0	0	0	0	0	0	0
878	20813	0	0	260	0	0	0	0	0	0	0	0
879	20815	0	0	90	0	0	0	0	0	0	0	0
880	20816	0	0	90	0	0	0	0	0	0	0	0
881	20819	0	0	90	0	0	0	0	0	0	0	0
882	20820	0	0	75	0	0	0	0	0	0	0	0
883	20821	0	0	90	4	0	0	0	0	0	0	0
884	20822	0	0	90	0	0	0	0	0	0	0	0
885	20823	0	0	90	0	0	0	0	0	0	0	0
886	20824	0	0	90	0	0	0	0	0	0	0	0
887	20825	0	0	90	0	0	0	0	0	0	0	0
889	20827	0	0	260	0	0	0	0	0	0	0	0
890	20828	0	0	120	0	0	0	0	0	0	0	0
891	20829	0	0	90	0	0	0	0	0	0	0	0
892	20830	0	0	110	0	0	0	0	0	0	0	0
893	20831	0	0	150	0	0	0	0	0	0	0	0
894	20832	0	0	120	0	0	0	0	0	0	0	0
895	20869	0	0	80	0	0	0	0	0	0	0	0
896	20883	0	0	80	0	0	0	0	0	0	0	0
898	21030	0	0	115	0	0	0	0	0	0	0	0
899	21072	0	0	110	0	0	0	0	0	0	0	0
900	21096	0	0	8	8	0	0	0	0	0	0	0
901	21141	0	0	40	0	0	0	0	0	0	0	0
902	21151	0	0	40	0	0	0	0	0	0	0	0
903	21159	0	0	45	0	0	0	0	0	0	0	0
904	21162	0	0	45	0	0	0	0	0	0	0	0
905	21335	0	0	105	0	0	0	0	0	0	0	0
906	21367	0	0	150	0	0	0	0	0	0	0	0
907	21401	0	0	115	0	0	0	0	0	0	0	0
908	21562	0	0	0	0	0	0	0	1082969293	0	0	0
909	21668	0	0	100	0	0	0	0	0	0	0	0
910	21669	0	0	150	0	0	0	0	0	0	0	0
911	21670	0	0	50	0	0	0	0	0	0	0	0
912	21791	0	0	200	0	0	0	0	0	0	0	0
914	21807	0	0	75	0	0	0	0	0	0	0	0
915	21896	0	0	1	0	0	0	0	0	0	0	0
917	21963	0	0	50	0	0	0	0	0	0	0	0
918	21964	0	0	50	0	0	0	0	0	0	0	0
919	21968	0	0	50	0	0	0	0	0	0	0	0
920	22047	0	0	30	0	0	0	0	0	0	0	0
921	22128	0	0	105	0	0	0	0	0	0	0	0
922	22167	0	0	215	0	0	0	0	0	0	0	0
923	22168	0	0	5	5	0	0	0	0	0	0	0
924	22187	0	0	110	5	0	0	0	0	0	0	0
925	22206	0	0	95	0	0	0	0	0	0	0	0
926	22271	0	0	120	0	0	0	0	0	0	0	0
927	22272	0	0	235	0	0	0	0	0	0	0	0
928	22274	0	0	0	0	0	0	0	1092616192	0	0	0
929	22275	0	0	260	0	0	0	0	0	0	0	0
930	22336	0	0	90	0	0	0	0	0	0	0	0
931	22357	0	0	90	0	0	0	0	0	0	0	0
933	22373	0	0	280	0	0	0	0	0	0	0	0
934	22414	0	0	90	0	0	0	0	0	0	0	0
937	22460	0	0	390	0	0	0	0	0	0	0	0
938	22566	0	0	120	0	0	0	0	0	0	0	0
939	22568	0	3	25	0	0	0	0	0	0	0	0
940	22570	0	3	35	0	0	0	0	0	0	0	0
942	22575	0	0	135	0	0	0	0	0	0	0	0
944	22666	0	0	30	0	0	0	0	0	0	0	0
945	22677	0	0	90	0	0	0	0	0	0	0	0
947	22822	0	0	20	0	0	0	0	0	0	0	0
949	22883	0	0	215	0	0	0	0	0	0	0	0
950	22884	0	0	210	0	0	0	0	0	0	0	0
951	22885	0	0	130	0	0	0	0	0	0	0	0
953	22917	0	0	0	0	0	0	0	1109393408	0	0	0
958	22947	0	0	95	0	0	0	0	0	0	0	0
959	23038	0	0	110	0	0	0	0	0	0	0	0
961	23145	0	2	30	0	0	0	0	0	0	0	0
963	23206	0	0	150	0	0	0	0	0	0	0	0
964	23267	0	0	80	0	0	0	0	0	0	0	0
965	23380	0	0	95	0	0	0	0	0	0	0	0
966	23381	0	0	180	0	0	0	0	0	0	0	0
967	23411	0	0	400	0	0	0	0	0	0	0	0
968	23412	0	0	300	0	0	0	0	0	0	0	0
969	23413	0	0	400	0	0	0	0	0	0	0	0
970	23415	0	0	100	0	0	0	0	0	0	0	0
971	23419	0	0	640	0	0	0	0	0	0	0	0
972	23420	0	0	260	0	0	0	0	0	0	0	0
973	23422	0	0	125	0	0	0	0	0	0	0	0
974	23423	0	0	250	0	0	0	0	0	0	0	0
975	23592	0	0	20	0	0	0	0	0	0	0	0
976	23603	0	0	150	0	0	0	0	0	0	0	0
977	23848	0	1	300	0	0	0	0	0	0	0	0
978	23850	0	1	300	0	0	0	0	0	0	0	0
979	23858	0	0	315	0	0	0	0	0	0	0	0
980	23859	0	0	75	0	0	0	0	0	0	0	0
981	23860	0	0	115	0	0	0	0	0	0	0	0
983	23895	0	0	400	0	0	0	0	0	0	0	0
986	23947	0	0	1170	0	0	0	0	0	0	0	0
987	23948	0	0	1695	0	0	0	0	0	0	0	0
988	23951	0	0	450	0	0	0	0	0	0	0	0
989	23952	0	0	350	0	0	0	0	0	0	0	0
990	23953	0	0	100	0	0	0	0	0	0	0	0
991	23954	0	0	215	0	0	0	0	0	0	0	0
992	23959	0	3	60	0	0	0	0	0	0	0	0
993	23960	0	3	45	0	0	0	0	0	0	0	0
995	24006	0	0	60	0	0	0	0	0	0	0	0
996	24022	0	0	315	0	0	0	0	0	0	0	0
997	24042	0	1	300	0	0	0	0	0	0	0	0
998	24043	0	3	30	0	0	0	0	0	0	0	0
999	24053	0	0	300	0	0	0	0	0	0	0	0
1000	24185	0	0	200	0	0	0	0	0	0	0	0
1001	24208	0	0	215	0	0	0	0	0	0	0	0
1002	24209	0	0	215	0	0	0	0	0	0	0	0
1003	24212	0	0	350	0	0	0	0	0	0	0	0
1004	24238	0	3	30	0	0	0	0	0	0	0	0
1005	24275	0	0	0	0	0	0	0	1077936128	0	0	0
1006	24300	0	0	200	0	0	0	0	0	0	0	0
1007	24309	0	0	200	0	0	0	0	0	0	0	0
1008	24335	0	0	205	0	0	0	0	0	0	0	0
1009	24374	0	0	90	0	0	0	0	0	0	0	0
1010	24393	0	1	300	0	0	0	0	0	0	0	0
1011	24415	0	0	140	0	0	0	0	0	0	0	0
1013	24530	0	0	100	0	0	0	0	0	0	0	0
1015	24611	0	0	90	0	0	0	0	0	0	0	0
1016	24612	0	0	260	0	0	0	0	0	0	0	0
1017	24618	0	0	75	5	0	0	0	0	0	0	0
1018	24640	0	2	20	0	0	0	0	0	0	0	0
1019	24668	0	0	250	0	0	0	0	0	0	0	0
1020	24669	0	0	250	0	0	0	0	0	0	0	0
1021	24670	0	0	350	0	0	0	0	0	0	0	0
1022	24672	0	0	200	0	0	0	0	0	0	0	0
1023	24680	0	0	150	0	0	0	0	0	0	0	0
1024	24682	0	0	150	0	0	0	0	0	0	0	0
1025	24683	0	0	60	0	0	0	0	0	0	0	0
1026	24816	0	1	300	0	0	0	0	0	0	0	0
1027	24817	0	1	50	0	0	0	0	0	0	0	0
1029	24858	0	0	0	0	0	0	0	1091882189	0	0	0
1030	24942	0	0	90	0	0	0	0	0	0	0	0
1031	24947	0	0	215	0	0	0	0	0	0	0	0
1032	24957	0	0	95	0	0	0	0	0	0	0	0
1033	25024	0	0	30	0	0	0	0	0	0	0	0
1034	25052	0	0	90	4	0	0	0	0	0	0	0
1035	25054	0	0	75	0	0	0	0	0	0	0	0
1036	25055	0	0	90	0	0	0	0	0	0	0	0
1037	25058	0	0	90	0	0	0	0	0	0	0	0
1038	25260	0	0	210	0	0	0	0	0	0	0	0
1039	25263	0	0	150	0	0	0	0	0	0	0	0
1040	25514	0	0	200	0	0	0	0	0	0	0	0
1041	25515	0	0	50	0	0	0	0	0	0	0	0
1042	25602	0	0	15	2	0	0	0	0	0	0	0
1043	25603	0	0	40	0	0	0	0	0	0	0	0
1044	25641	0	0	25	0	0	0	0	0	0	0	0
1045	25672	0	0	25000	0	0	0	0	0	0	0	0
1046	25756	0	0	12000	0	0	0	0	0	0	0	0
1047	25774	0	0	100	0	0	0	0	0	0	0	0
1048	25815	0	0	210	0	0	0	0	0	0	0	0
1049	25816	0	0	320	0	0	0	0	0	0	0	0
1050	25817	0	0	200	0	0	0	0	0	0	0	0
1051	26006	0	0	90	0	0	0	0	0	0	0	0
1052	26042	0	0	210	0	0	0	0	0	0	0	0
1054	26097	0	0	145	0	0	0	0	0	0	0	0
1055	26098	0	0	90	0	0	0	0	0	0	0	0
1056	26192	0	0	20	0	0	0	0	0	0	0	0
1057	26194	0	0	130	0	0	0	0	0	0	0	0
1058	26226	0	2	40	0	0	0	0	0	0	0	0
1059	26458	0	0	24000	0	0	0	0	0	0	0	0
1060	26552	0	0	50000	0	0	0	0	0	0	0	0
1061	26573	0	0	0	0	0	0	0	1088421888	0	0	0
1062	26643	0	0	20	0	0	0	0	0	0	0	0
1064	26679	0	3	35	0	0	0	0	0	0	0	0
1065	26742	0	3	25	0	0	0	0	0	0	0	0
1066	27243	0	0	0	0	0	0	0	1090519040	0	0	0
1067	27286	0	0	100	0	0	0	0	0	0	0	0
1068	27527	0	0	250	0	0	0	0	0	0	0	0
1069	27530	0	0	500	0	0	0	0	0	0	0	0
1070	27532	0	0	90	0	0	0	0	0	0	0	0
1071	27565	0	0	100	0	0	0	0	0	0	0	0
1072	27567	0	0	150	0	0	0	0	0	0	0	0
1073	27605	0	0	470	0	0	0	0	0	0	0	0
1074	27606	0	0	365	0	0	0	0	0	0	0	0
1075	27607	0	0	500	0	0	0	0	0	0	0	0
1076	27608	0	0	380	0	0	0	0	0	0	0	0
1077	27609	0	0	0	0	0	0	0	1099956224	0	0	0
1078	27610	0	0	210	0	0	0	0	0	0	0	0
1079	27618	0	0	1400	0	0	0	0	0	0	0	0
1080	27619	0	0	15	0	0	0	0	0	0	0	0
1081	27621	0	0	250	0	0	0	0	0	0	0	0
1082	27623	0	0	640	0	0	0	0	0	0	0	0
1083	27624	0	0	380	0	0	0	0	0	0	0	0
1084	27626	0	0	0	0	0	0	0	1084227584	0	0	0
1085	27632	0	0	310	0	0	0	0	0	0	0	0
1086	27633	0	0	80	0	0	0	0	0	0	0	0
1087	27636	0	0	500	0	0	0	0	0	0	0	0
1088	27637	0	0	250	0	0	0	0	0	0	0	0
1089	27640	0	0	60	0	0	0	0	0	0	0	0
1090	27683	0	0	0	0	0	0	0	1084227584	0	0	0
1091	27737	0	0	150	0	0	0	0	0	0	0	0
1092	27746	0	0	10	0	0	0	0	0	0	0	0
1093	27753	0	0	100	0	0	0	0	0	0	0	0
1094	27759	0	0	10	0	0	0	0	0	0	0	0
1095	27760	0	0	0	0	0	0	0	1092616192	0	0	0
1096	27985	0	0	100	0	0	0	0	0	0	0	0
1097	27986	0	0	100	0	0	0	0	0	0	0	0
1098	27989	0	0	120	0	0	0	0	0	0	0	0
1100	28269	0	0	805	0	0	0	0	0	0	0	0
1101	28271	0	0	0	0	0	0	0	1073741824	0	0	0
1102	28272	0	0	0	0	0	0	0	1073741824	0	0	0
1103	28391	0	0	75	0	0	0	0	0	0	0	0
1104	28401	0	0	75	0	0	0	0	0	0	0	0
1105	28412	0	0	565	0	0	0	0	0	0	0	0
1106	28447	0	0	380	0	0	0	0	0	0	0	0
1107	28448	0	0	160	0	0	0	0	0	0	0	0
1108	28478	0	0	200	0	0	0	0	0	0	0	0
1109	28479	0	0	300	0	0	0	0	0	0	0	0
1110	28500	0	0	31	0	0	0	0	0	0	0	0
1111	28683	0	3	25	0	0	0	0	0	0	0	0
1112	28788	0	0	95	0	0	0	0	0	0	0	0
1113	28887	0	0	20	0	0	0	0	0	0	0	0
1114	28900	0	0	150	0	0	0	0	0	0	0	0
1115	28902	0	0	10	2	0	0	0	0	0	0	0
1116	29044	0	0	120	0	0	0	0	0	0	0	0
1117	29067	0	0	50	0	0	0	0	0	0	0	0
1118	29106	0	0	120	0	0	0	0	0	0	0	0
1119	29170	0	0	30	0	0	0	0	0	0	0	0
1120	29317	0	0	90	0	0	0	0	0	0	0	0
1121	29339	0	0	180	0	0	0	0	0	0	0	0
1122	29340	0	0	10	2	0	0	0	0	0	0	0
1123	29380	0	0	175	0	0	0	0	0	0	0	0
1124	29381	0	0	155	0	0	0	0	0	0	0	0
1125	29382	0	0	75	0	0	0	0	0	0	0	0
1126	29383	0	0	750	0	0	0	0	0	0	0	0
1127	29385	0	0	265	0	0	0	0	0	0	0	0
1128	29386	0	0	0	0	0	0	0	1082130432	0	0	0
1129	29405	0	0	80	0	0	0	0	0	0	0	0
1130	29406	0	0	0	0	0	0	0	1109393408	0	0	0
1131	29408	0	0	110	5	0	0	0	0	0	0	0
1132	29427	0	0	150	0	0	0	0	0	0	0	0
1133	29436	0	0	95	0	0	0	0	0	0	0	0
1134	29487	0	0	85	0	0	0	0	0	0	0	0
1135	29492	0	0	65	0	0	0	0	0	0	0	0
1136	29511	0	0	60	0	0	0	0	0	0	0	0
1137	29514	0	0	315	0	0	0	0	0	0	0	0
1138	29516	0	0	0	0	0	0	0	1103101952	0	0	0
1139	29522	0	0	75	0	0	0	0	0	0	0	0
1140	29539	0	0	0	0	0	0	0	1090519040	0	0	0
1141	29543	0	0	90	0	0	0	0	0	0	0	0
1142	29562	0	0	150	0	0	0	0	0	0	0	0
1143	29563	0	0	115	0	0	0	0	0	0	0	0
1144	29564	0	0	125	0	0	0	0	0	0	0	0
1145	29570	0	0	60	0	0	0	0	0	0	0	0
1146	29580	0	0	215	0	0	0	0	0	0	0	0
1147	29587	0	0	300	0	0	0	0	0	0	0	0
1148	29609	0	0	65	0	0	0	0	0	0	0	0
1149	29612	0	0	180	0	0	0	0	0	0	0	0
1150	29666	0	0	200	0	0	0	0	0	0	0	0
1151	29670	0	0	400	0	0	0	0	0	0	0	0
1152	29717	0	0	120	0	0	0	0	0	0	0	0
1153	29718	0	0	100	0	0	0	0	0	0	0	0
1154	29722	0	0	0	0	0	0	0	1084437299	0	0	0
1155	29858	0	-2	0	0	0	0	0	1090519040	0	0	0
1156	29880	0	0	40	0	0	0	0	0	0	0	0
1157	29881	0	0	100	0	0	0	0	0	0	0	0
1158	29883	0	0	75	0	0	0	0	0	0	0	0
1159	29884	0	0	75	0	0	0	0	0	0	0	0
1160	29885	0	0	90	0	0	0	0	0	0	0	0
1161	29893	0	0	0	0	0	0	0	1092616192	0	0	0
1162	29928	0	0	95	0	0	0	0	0	0	0	0
