field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14
654	530	524561.8	5.342.036	599998.9	2.233.115	3.540.388	558	518	558	518	3	0	0	0
655	530	515084.9	7.386.827	595262.1	2.446.229	3.722.662	558	518	558	518	3	0	0	0
657	530	352904.4	13093.87	559088.6	9908.5	12034.28	554	9	554	11	3	0	0	0
658	530	420884.1	9.505.787	469860.8	8.485.611	10797.3	525	9	525	11	3	0	0	0
659	530	418191.3	5.367.221	536322.4	5091.56	6.458.157	554	9	554	11	3	0	0	0
660	530	420771.7	4.747.286	546163.8	5091.56	6.458.157	554	9	554	11	3	0	0	0
661	530	363486.3	13151.19	507643.5	7.111.727	9.579.088	554	9	554	11	3	0	0	0
662	530	440430.3	10012.78	509485.6	3.406.132	4.292.577	554	538	554	11	3	0	0	0
663	530	530322	3.023.967	536448.6	6.141.605	7.351.604	539	553	539	553	3	0	0	0
666	530	506645.4	4.617.254	465269	9.799.184	10262.45	552	209	552	209	3	0	0	0
667	530	508660.5	4.310.913	455769	5.723.367	6.095.376	552	209	552	209	3	0	0	0
668	530	497460.7	4844.2	468157.6	5.951.357	6.439.241	552	209	552	209	3	0	0	0
669	530	506125.6	12387.4	465533.7	4.833.855	5.642.013	552	209	552	209	3	0	0	0
670	530	497348.9	5.992.589	444466.8	3.847.084	5.157.805	520	553	520	553	3	0	0	0
671	530	500967.8	6.135.943	444978.5	3.864.909	5.157.805	520	553	520	553	3	0	0	0
672	530	492136.1	5.903.568	455220	4.014.142	5.478.339	520	553	520	553	3	0	0	0
673	530	508402.7	5.130.603	489104.4	7080.14	7.320.245	552	209	552	209	3	0	0	0
674	530	517516.4	5.323.697	497231	3.661.166	4.375.748	520	553	520	553	3	0	0	0
675	530	517506.1	5.678.601	491884.3	1.847.758	2443.97	520	553	520	553	3	0	0	0
676	530	537276.5	2.730.945	533753.3	8.176.273	9.559.975	539	553	539	553	3	0	0	0
677	530	539937.3	3.233.101	524750.3	5.865.312	6.835.631	539	553	539	553	3	0	0	0
681	530	444946.7	5.559.703	545614.3	13331.63	16417.39	504	9	504	11	3	0	0	0
683	530	502708.3	12146.8	757399	10789.65	12946.74	435	441	435	441	3	0	0	0
694	530	502878.2	1.820.988	720536.8	6.456.407	8.219.057	559	526	547	526	3	0	0	0
695	530	490256.8	8.233.951	721279.6	4.127.178	6.664.988	435	441	435	441	3	0	0	0
702	530	516062.4	4.068.908	732134.1	12695.36	14526.96	563	526	563	526	3	0	0	0
709	530	516585.8	4.092.555	505615.6	1.597.194	2.186.995	520	553	520	553	3	0	0	0
710	530	518182.9	5.621.416	490348.5	1.597.194	2.186.995	520	553	520	553	3	0	0	0
718	530	478507	5.792.051	512891.6	26186.25	30022.75	508	553	508	553	3	0	0	0
721	530	443501	8.639.348	488107.7	13224.14	16380.18	438	9	438	11	3	0	0	0
722	540	0	0	0	10.201	1.205.089	384	9	384	11	3	0	0	0
723	530	275866.7	2.446.376	678830.1	3.151.417	4.031.916	555	519	555	519	3	0	0	0
729	560	0	0	0	9.643.213	10	122	123	10	123	3	0	0	0
730	560	534647.8	6.071.709	530605.1	31564.41	32422.55	557	123	557	123	3	0	0	0
732	560	534870.4	4.540.969	550587.9	31564.41	32422.55	557	123	557	123	3	0	0	0
734	530	412560.3	9.556.613	551829.6	3.380.352	4.698.964	560	9	560	11	3	0	0	0
735	530	415038.9	9.750.906	556669.5	4.528.967	5.659.513	560	9	560	11	3	0	0	0
736	530	421424.6	9.610.454	556385.1	4399.53	5.096.676	560	9	560	11	3	0	0	0
737	530	426508.4	9.610.027	554891.4	3725.17	4.812.248	560	9	560	11	3	0	0	0
742	530	457415	-3.345.776	759828.6	11060.83	15961.53	500	441	500	441	3	0	0	0
743	530	522214	3.244.273	751536.3	4.491.688	7.184.229	566	9	566	11	3	0	0	0
744	530	522359	5.254.833	758767.2	4.491.688	7.184.229	566	9	566	11	3	0	0	0
745	530	554881.2	5.894.167	773539.5	3.757.798	5.016.216	567	9	567	11	3	0	0	0
747	530	438516.7	9.641.054	482983.1	4.123.106	5.420.901	568	9	568	11	3	0	0	0
750	530	411256.4	6.670.645	759631.8	9.469.927	12900.16	500	441	500	441	3	0	0	0
751	530	390027.5	-1.156.182	762864	13386.8	17055.11	435	441	435	441	3	0	0	0
752	571	0	0	0	3.258.149	4.613.813	569	648	569	648	3	0	0	0
753	560	593093.8	-5.998.503	604070.8	30643.23	32722.54	557	557	557	557	3	0	0	0
754	560	566441.9	-2.411.674	585042.2	20143.33	23385.04	557	557	557	557	3	0	0	0
755	530	436394.7	-3.753.116	735553.2	7.860.122	9113.69	570	9	570	11	3	0	0	0
764	530	463117.3	166.319	778242.6	14698.29	16518.53	500	9	500	11	3	0	0	0
765	530	461585.6	1.248.784	751941.5	2.304.367	3.056.558	565	441	564	441	3	0	0	0
766	530	463290.7	-1.693.308	754674.4	2.304.367	3.056.558	565	441	564	441	3	0	0	0
767	530	500701.9	9.763.748	698011.4	1.959.967	2.269.803	511	441	511	441	3	0	0	0
769	530	502586.3	4.510.702	696959.8	2.149.177	2.574.959	511	441	511	441	3	0	0	0
770	530	500118.8	6.947.092	701139.3	1.377.576	1.629.258	511	441	511	441	3	0	0	0
772	530	503144	3.967.694	696776.4	2.149.177	2.574.959	511	441	511	441	3	0	0	0
773	530	527212.1	2.852.952	749539.6	2424.14	3.191.014	566	9	566	11	3	0	0	0
774	530	518697.8	2.878.185	712544.9	3.352.411	3878.68	446	9	446	11	3	0	0	0
775	530	522974.5	2.698.658	712751.6	3.346.102	3.778.019	446	9	446	11	3	0	0	0
777	530	526833.8	3.319.163	714231.6	2.447.726	3.028.092	446	9	446	11	3	0	0	0
778	530	529925.2	3.341.385	715336.4	2.141.452	2.829.418	446	9	446	11	3	0	0	0
779	530	533059.9	3.358.102	715886.6	2.141.452	2.829.418	446	9	446	11	3	0	0	0
780	530	536498	4.133.456	714750.8	2.141.452	2.829.418	446	9	446	11	3	0	0	0
781	530	539475.8	4.220.107	712750.3	2.141.452	2.829.418	446	9	446	11	3	0	0	0
782	530	543248.3	6.057.598	714147.4	3.461.527	4.020.728	446	9	446	11	3	0	0	0
783	530	523830.5	3.358.067	712531.6	1.311.364	1.451.619	446	9	446	11	3	0	0	0
784	530	553579.8	6.122.272	776642.6	3.757.798	5.016.216	567	9	567	11	3	0	0	0
793	530	435065.1	9.602.664	471080.5	5.898.601	7.729.644	525	225	525	225	3	0	0	0
794	530	403191.4	-7.976.945	738078.1	10879.78	16263.42	500	9	500	11	3	0	0	0
796	530	388829	-844.431	739697.8	6.886.056	9.427.451	500	9	500	11	3	0	0	0
797	530	428857.1	-4.789.158	716171.7	5.864.853	8.680.627	500	9	500	11	3	0	0	0
798	530	456926.1	-5.352.442	744196.1	7.714.275	10090.86	500	9	500	11	3	0	0	0
799	530	466980.8	1.250.879	731351.4	4.181.839	5.485.208	500	9	500	11	3	0	0	0
803	530	265258	7.227.451	665639.6	6.926.278	10460.93	575	491	575	491	3	0	0	0
809	530	534648	2258.49	726160	2685.28	3434.35	566	9	566	11	3	0	0	0
818	530	539042	4247.72	725069	2662.41	3724.19	566	9	566	11	3	0	0	0
820	530	541875.1	3.482.864	723003.8	1.973.779	2.506.843	566	9	566	11	3	0	0	0
825	571	646944.2	19930.2	468694	4.607.713	4.607.713	792	648	792	648	3	0	0	0
828	451	432703.5	-6.711.394	487782.3	28191.45	31158.19	586	586	582	615	3	0	0	0
833	530	413720.4	-4.629.808	488081.5	2.749.171	3.954.059	587	9	10	11	3	0	0	0
835	451	653544.9	-5.499.874	558281.5	20072.77	22365.98	579	9	10	11	3	0	0	0
836	451	665848.6	749.504	475713.8	15889.88	19357.33	579	9	10	11	3	0	0	0
862	571	814728.6	27640.01	586960.3	1.086.332	1.186.715	589	593	678	593	3	0	0	0
867	451	683565.5	-5.136.219	574343	8.447.145	9.473.406	594	9	594	11	3	0	0	0
868	451	682422.8	-5609.24	562061.9	8.447.145	9.473.406	594	9	594	11	3	0	0	0
869	451	681808.6	-7.514.822	549621.6	8.447.145	9.473.406	594	9	594	11	3	0	0	0
874	451	625609.3	8.479.331	412447	12485.23	14204.66	596	9	597	11	3	0	0	0
879	451	588313.9	9.374.713	395521.9	21445.25	23971.68	599	602	599	602	3	0	0	0
880	530	412309.9	9.642.792	470041.6	8.485.611	10797.3	525	9	525	11	3	0	0	0
881	451	498916.9	1.107.305	479885.1	21535.78	28335.84	600	9	600	11	3	0	0	0
882	530	355347.2	13133.48	522873.8	7.537.219	9.075.359	525	9	525	11	3	0	0	0
883	530	354999.9	13187.31	533177.9	7.537.219	9.075.359	525	9	525	11	3	0	0	0
884	530	352467.9	13123.98	542284	4.590.049	6.766.729	525	9	525	11	3	0	0	0
885	451	937204.8	5.248.441	725431.6	17998.19	20095.22	601	9	601	11	3	0	0	0
886	451	580139.7	9.908.114	494665.3	4.982.931	7.377.991	589	9	589	11	3	0	0	0
887	451	565384.5	-8.498.325	929565.7	42333.33	50740.39	579	9	579	11	3	0	0	0
888	451	664705.4	1.791.081	931842.4	19619	23113.12	599	602	599	11	3	0	0	0
890	572	554291.1	1.161.502	568209.3	37752.14	40006.79	605	9	605	11	3	0	0	0
891	571	773708.8	5.853.963	577375.6	4.584.423	6.689.596	646	647	646	647	3	0	0	0
892	571	773505.4	5.920.039	582877.5	4.549.555	7.852.072	646	647	646	647	3	0	0	0
893	451	688751.9	-6.702.117	922026.3	19668.04	25383.29	608	602	608	11	3	0	0	0
895	451	465949.3	8.109.201	990356.1	27497.95	29648.33	612	9	612	11	3	0	0	0
911	451	797000.6	-7.243.837	893273.4	33798.41	35711.77	614	581	614	581	3	0	0	0
912	571	779152.6	8.200.442	598806.1	4.815.883	6.717.763	646	647	646	647	3	0	0	0
914	571	447564.1	17545.49	473785.1	2.108.631	215.749	616	648	616	648	3	0	0	0
959	571	701965.7	12413.71	499756.6	3.238.708	3.238.708	672	782	672	782	3	0	0	0
987	451	583643.8	9.803.473	454571.2	19254.83	32983.9	652	613	610	610	3	0	0	0
1236	451	656237.1	3.346.278	699799.4	21101.56	25790.32	645	9	645	11	3	0	0	0
1237	451	598784.8	2.770.785	629979.2	35197.36	35197.36	645	9	645	11	3	0	0	0
1239	571	753123.3	5.814.825	576834.2	4.736.859	6.660.085	650	593	650	593	3	0	0	0
1243	451	1192299	2.384.067	1.986.197	4.681.568	9.037.385	8	9	10	11	3	0	0	0
1368	573	562618.9	-1.018.716	444567.5	3.773.542	1.195.687	8	9	10	11	3	0	0	0
1369	573	562486.6	2.134.411	446477.6	4.911.039	671.74	8	9	10	11	3	0	0	0
1370	573	593669.5	0.000243	473535.4	5	3.938.565	8	9	10	11	3	0	0	0
1374	571	776828.7	7477.52	541553.1	1.888.203	3274.05	653	648	653	648	3	0	0	0
1386	571	490559.7	2.662.644	481412.2	17078.02	23777.89	732	648	732	648	3	0	0	0
1400	580	0	0	0	4.119.013	6.717.808	379	9	503	11	2	0	0	0
1401	580	573742.6	3.243.298	563160.8	2130.51	2.219.329	657	9	10	11	3	0	0	0
1402	580	571478.1	3.003.434	564281.4	9.617.926	1.576.284	657	9	10	11	3	0	0	0
1403	580	572506.2	3.239.256	565628.9	1.135.408	1.504.302	657	9	10	11	3	0	0	0
1404	580	566142.1	9.194.575	559601.6	2.599.861	3.918.967	658	9	10	11	3	0	0	0
1406	571	763122	9.853.178	552863.8	5.012.602	6.002.817	661	593	661	593	3	0	0	0
1407	571	763740.4	7.769.021	546028.8	5.012.602	7.547.909	661	593	661	593	3	0	0	0
1408	571	798348.8	8.524.319	535665.7	1.742.806	2.603.326	664	9	664	11	3	0	0	0
1409	571	814335.7	6.704.066	579834.4	4.724.846	7.907.314	661	593	661	593	3	0	0	0
1410	571	805625.9	6.461.867	560730	3.554.291	6.160.071	661	593	661	593	3	0	0	0
1411	571	728622.6	5.914.952	531245.1	6.084.976	8.796.688	665	9	665	11	3	0	0	0
1414	571	743336.5	1076.36	556642.9	3.485.387	4.516.829	666	593	666	593	3	0	0	0
1417	571	738357	2.793.736	553553.7	1.705.403	2.222.174	666	9	666	11	3	0	0	0
1423	571	738411	1.900.361	557341	3.485.387	4.516.829	666	593	666	593	3	0	0	0
1424	571	731905.3	5.399.979	557956.6	4.092.999	4.854.421	666	593	666	593	3	0	0	0
1425	571	733650	1.413.316	552801.4	2.990.025	3.392.845	666	9	666	11	3	0	0	0
1426	571	738988.6	1.381.627	560163.8	3.106.858	3821.27	666	9	666	11	3	0	0	0
1427	451	271680.1	0.000686	584100.4	1.195.648	1.849.278	668	9	10	11	3	0	0	0
1435	571	747734.9	5.622.049	574613.5	4.736.859	6.660.085	650	593	650	593	3	0	0	0
1436	571	833891.4	6.123.434	547003.4	5.198.935	8173.88	669	593	669	593	3	0	0	0
1447	573	563164.1	-4.507.994	445918.4	5	8.728.625	8	9	10	11	3	0	0	0
1448	573	562329.6	8.056.771	446811.9	100	500	8	9	10	11	3	0	0	0
1450	573	563325.3	-8.570.222	445817.9	100	500	8	9	10	11	3	0	0	0
1452	574	0	0	0	5	1.584.438	589	593	589	593	3	0	0	0
1453	571	750246.4	-34261.79	514087.3	3.619.327	3.619.327	671	9	671	11	3	0	0	0
1455	451	968006.4	1.304.899	404630.5	19424.37	21246.31	673	9	673	11	3	0	0	0
1457	451	887267.8	2712.7	868590.8	4.311.541	5.745.712	674	9	10	11	3	0	0	0
1458	451	904975.8	2.705.622	868714.8	4.605.314	6.045.863	675	9	10	11	3	0	0	0
1483	451	297952.8	2.490.638	684290.6	2.495.634	5.528.235	677	9	677	11	3	0	0	0
1484	585	0	0	0	1.004.078	1.004.078	655	9	655	11	3	0	0	0
1486	451	935992.1	3.240.386	408132.8	19424.37	21246.31	683	9	673	11	3	0	0	0
1487	575	0	0	0	2.643.826	2.921.329	678	9	678	11	3	0	0	0
1496	451	318348.8	4.654.992	635562.2	13112.26	13540.01	655	9	10	11	3	0	0	0
1501	571	1083369	4.878.243	965532.4	5.654.071	6.897.704	792	705	792	705	3	0	0	0
1502	571	560816.1	4.807.519	457401.1	3.335.018	5.532.079	681	9	681	11	3	0	0	0
1503	571	563945.8	5.140.275	456803.3	2.056.427	4.292.774	681	9	681	11	3	0	0	0
1504	451	938341.1	4.975.912	381227.1	19424.37	21246.31	683	9	673	11	3	0	0	0
1505	571	562315.4	3.438.321	423006.8	4951.84	8.199.521	682	9	10	11	3	0	0	0
1506	571	564935.1	5.207.619	428785.4	4951.84	8.199.521	682	9	10	11	3	0	0	0
1585	451	48599.79	1.758.328	30559.25	4.871.885	6.894.193	2	9	10	11	3	0	0	0
1586	451	45958.42	1.268.431	30724.32	4.871.885	6.894.193	8	9	10	11	3	0	0	0
1589	571	706364.5	25894.76	416086	3.392.202	3.392.202	683	783	683	783	3	0	0	0
1600	451	635240.2	-0.000172	599430.7	6.197.075	8.016.052	8	9	10	11	3	0	0	0
1601	451	636755.4	0.000668	597222.7	2.720.532	3760.11	8	9	10	11	3	0	0	0
1606	530	869699.8	7.664.857	175374	9.935.062	11873.62	686	380	687	380	2	0	0	0
1607	595	0	0	0	1.574.842	419.89	690	387	691	387	4	0	0	0
1609	451	409435.1	-7925.87	988472.4	38162.55	42347.13	618	9	10	11	3	0	0	0
1610	597	0	0	0	1.722.192	2.367.831	694	693	693	693	694	0	0	0
1617	451	579823.7	30910.99	190919.3	127511.4	142004.5	700	699	699	699	3	0	0	0
1618	451	890075.2	9.372.772	210634.3	139363.5	140420.1	700	699	699	699	3	0	0	0
1619	451	330366.8	9.938.943	216125.7	116066	151329.7	700	699	699	699	3	0	0	0
1620	451	348200.8	11302.83	992552.9	2.909.044	4598.97	701	9	10	11	3	0	0	0
1631	571	738023	13530.56	387926.7	19345.71	26970.06	703	783	703	783	3	0	0	0
1633	571	778159.7	15871.16	360212.8	20391.23	27784.99	755	783	805	783	3	0	0	0
1635	451	507751.1	1.503.394	1004258	14886.7	16026.57	683	9	10	11	3	0	0	0
1636	571	762102.1	13530.56	407833.7	22460.19	28914.81	703	783	703	783	3	0	0	0
1638	571	565711.5	4.657.401	504530.3	7.106.477	9.259.211	792	705	792	705	3	0	0	0
1639	598	0	0	0	109.08	1.944.491	379	380	503	380	2	0	0	0
1640	451	395011.2	2061.52	929508.2	14743.77	29343.37	708	708	712	698	3	0	0	0
1642	451	300540	2.245.474	852251.1	13312.5	16237.41	710	708	708	11	3	0	0	0
1643	571	612533.5	-6.722.741	513169.4	5.212.869	6.432.887	711	593	711	593	3	0	0	0
1644	571	687335.3	11733.12	391987.6	5.156.244	8.610.011	704	783	704	783	3	0	0	0
1645	571	674426	11905.96	428208.3	4.133.849	5578.46	704	783	704	783	3	0	0	0
1646	451	425847.2	9.113.358	919869.9	23184.81	32419.9	708	9	10	11	3	0	0	0
1647	451	259880.7	1.989.452	853005	9.691.038	13129.18	710	9	10	11	3	0	0	0
1648	571	629001.5	4.040.753	466544.2	4.912.866	5.959.322	717	715	715	715	3	0	0	0
1673	595	550687.5	4861.23	524437.7	3.515.114	4.301.276	720	9	720	11	3	0	0	0
1674	571	626946.9	4.704.292	512112.4	5.940.254	8.271.581	735	648	735	648	3	0	0	0
1677	451	1201499	0.000137	1200954	7.231.343	9.917.042	701	9	10	11	3	0	0	0
1679	571	595786.9	6.966.876	502831	5.725.398	7005.75	726	9	726	11	3	0	0	0
1680	451	1209985	7.075.927	112829.6	21681.74	23883.53	379	9	379	11	3	0	0	0
1681	571	580052.6	2.029.468	478702	8.425.001	10994.64	729	730	729	11	3	0	0	0
1682	451	967240.8	0.000227	276543.2	25807.39	34193.66	650	9	10	11	3	0	0	0
1686	585	644158.2	-2.457.229	614739.2	7.385.696	9.107.619	686	9	687	11	3	0	0	0
1687	580	592195.6	9.035.986	560698.1	7.024.223	8.806.331	686	9	686	11	3	0	0	0
1688	571	406414.5	-2.585.842	434964.4	11465.21	14024.42	723	9	723	11	3	0	0	0
1689	571	416956.6	-1.521.753	442510.4	5.794.406	8.125.327	723	9	723	11	3	0	0	0
1690	571	400599.3	-1.737.488	410862.2	10431.11	13465.96	723	739	723	739	3	0	0	0
1691	571	596257.1	-2.637.143	459555.8	4.497.018	5.809.492	737	9	737	11	3	0	0	0
1694	571	524496	-5.468.013	493844.2	6452.43	8.053.131	726	9	726	11	3	0	0	0
1697	578	0	0	0	8.030.575	8.030.575	820	9	820	11	3	0	0	0
1698	571	460607.5	-1.719.007	386761	4.227.567	5.237.829	743	807	743	807	3	0	0	0
1699	571	452114.7	-1.514.961	378192.1	2.572.479	3.526.677	743	807	743	807	3	0	0	0
1700	571	415057.2	-3.243.026	430759	3116.35	3963.9	744	739	744	739	3	0	0	0
1701	571	534956.7	4.566.133	473053.7	11231.17	14415.95	745	747	745	747	3	0	0	0
1702	451	258869.1	-3.9E-05	644396.9	7.028.351	8.777.536	746	9	746	11	3	0	0	0
1703	571	576310.6	2.489.959	349945.1	8.194.006	8.194.006	748	648	779	648	3	0	0	0
1704	571	685458.1	7.433.136	462305.7	3.966.052	5.184.111	749	782	749	782	3	0	0	0
1708	451	84636.09	17997.71	657321.6	50565.82	55935.08	748	9	748	11	3	0	0	0
1709	451	82106.33	26281.37	720957.8	54286.85	64284.27	748	9	748	11	3	0	0	0
1710	451	80647.13	23426.48	813044.7	55090.71	63534.2	748	9	748	11	3	0	0	0
1711	600	0	0	0	9.702.989	2.241.462	754	9	683	11	3	0	0	0
1730	571	363079.6	16471.96	474827	24414.46	26112.45	660	9	660	11	3	0	0	0
1733	451	47767.71	1.333.612	28439.34	4.980.595	4.980.595	701	9	10	11	3	0	0	0
1740	571	614564.6	16024.32	417372.4	1.780.831	1.780.831	765	796	765	796	3	0	0	0
1747	451	1008086	-3.1E-05	1200962	3.311.927	4.591.208	8	9	10	11	3	0	0	0
1752	451	553215	4.226.892	738210.6	18808.99	21709.22	8	9	10	11	3	0	0	0
1753	451	662404.9	-4.012.041	662211.5	10810.34	11389.12	763	9	10	11	3	0	0	0
1761	451	469669.6	-41165.89	797723.7	64651.28	423275.9	579	9	579	11	3	0	0	0
1763	0	832692.2	2.992.302	545634.1	46080	59513	56	37	444	37	4	0	0	0
1764	609	806303.8	2.651.777	554154.6	5.428.483	7.437.109	776	33	776	33	3	775	0	0
1766	609	828800.3	4.557.022	556538.3	18286.78	21453.8	12	33	12	33	3	775	0	0
1767	609	833969.9	9.165.754	541949.8	18286.78	21453.8	12	33	12	33	3	775	0	0
1768	609	0	0	0	5.621.414	4.385.891	56	45	56	45	3	775	0	0
1769	615	0	0	0	1.020.125	1.734.616	767	9	10	11	3	0	0	0
1771	609	815224.3	17858.14	526100.1	8.941.755	10883.18	748	9	10	11	3	0	0	0
1773	616	0	0	0	23262.19	30725.88	8	9	8	11	3	8	0	0
1775	571	596329.4	14594.82	372269.7	8.101.279	9.128.985	774	9	774	11	3	0	0	0
1777	571	652257.9	51300.2	352937.3	4.857.882	4.921.416	810	9	810	11	3	810	0	0
1778	609	820136	6.961.672	500351.4	7.941.691	8.990.213	775	9	775	11	3	0	0	0
1780	571	438097.1	-2.859.393	377071.2	4.199.324	5.579.021	650	739	650	739	3	777	0	0
1781	571	382122.9	1563.37	528116.8	3326.77	4.121.523	778	9	778	11	3	0	0	0
1782	571	381458.4	1.508.005	523647.7	3.206.851	3968.99	778	9	778	11	3	0	0	0
1783	571	380469.9	1.518.386	518809.3	3.541.775	4256.23	778	9	778	11	3	0	0	0
1784	571	383065.4	1.636.829	530488.8	3326.77	4.121.523	778	9	778	11	3	0	0	0
1786	571	493124.6	24844.22	372541	10741.97	13482.09	774	9	774	11	3	0	0	0
1789	619	0	0	0	990.025	119.271	811	9	795	11	3	0	0	0
1790	571	545630.5	4.782.439	417450.8	2.629.594	3.091.284	748	9	10	11	3	0	0	0
1792	571	497298.3	24355.06	440945.4	2.810.641	2.810.641	588	785	788	786	3	0	0	0
1794	607	0	0	0	100.5	2.316.203	790	782	791	782	3	0	0	0
1796	571	444585.1	11889.21	415244.7	2.086.694	2.095.908	789	739	789	739	3	0	0	0
1797	571	424898.2	-4.969.229	418564.8	9.319.752	12125.02	781	739	781	739	3	0	0	0
1798	571	435393.2	-4.817.691	407504	5.271.475	7.808.546	781	739	781	739	3	0	0	0
1800	571	432926.5	-4894.44	426573.2	4484.15	6.790.022	781	739	781	739	3	0	0	0
1802	571	590413.8	27916.71	405705.3	14587.44	17163.29	793	794	793	794	3	0	0	0
1803	571	439879.8	-5084.61	428100.6	3.770.046	5.202.538	781	739	781	739	3	0	0	0
1804	571	446171.3	-4.805.441	426482.9	3.770.046	5.202.538	781	739	781	739	3	0	0	0
1805	571	449778.6	-4.663.592	418827.3	3.770.046	5.202.538	781	739	781	739	3	0	0	0
1806	571	447515.9	-4916.29	408415.3	5.271.475	7.808.546	781	739	781	739	3	0	0	0
1809	571	604752.9	5.826.446	412946.8	9415.08	12732	797	796	797	796	3	0	0	0
1810	571	592896.9	5654.42	405484.4	6.042.278	8.255.982	797	796	797	796	3	0	0	0
1811	571	580982.8	5.295.844	397882.7	9.671.326	11866.09	797	796	797	796	3	0	0	0
1812	571	579868.1	5.716.809	404355.3	9.671.326	11866.09	797	796	797	796	3	0	0	0
1813	571	535604	33742.44	397171.3	26452.53	29713.04	808	9	10	11	3	806	0	0
1814	609	815987.9	-1.358.323	521639.5	11630.2	13994.32	12	33	12	33	3	775	0	0
1815	609	808571.1	5786.72	514085	5.767.785	8.195.183	12	33	12	33	3	775	0	0
1816	609	839314.1	-8.812.911	513459.3	18286.78	21453.8	12	33	12	33	3	775	0	0
1817	571	438147.2	4.679.821	339370.5	12881.95	15867.03	735	705	735	705	3	0	0	0
1818	571	631522.2	30546.3	336886.7	371.374	5.093.773	700	9	800	11	3	810	0	0
1821	571	764621.6	9.664.772	432718	6.224.795	9.145.458	703	783	703	783	3	0	0	0
1822	616	583144.8	-2.176.231	564661.6	12337.82	14779.58	801	9	801	11	3	0	0	0
1823	616	544046.8	7.695.334	605838.4	12567	14715.33	802	9	802	11	3	0	0	0
1824	616	592758.4	-0.00168	594770.2	13030.84	15145.25	803	9	803	11	3	0	0	0
1825	616	570769.6	-0.000375	610585.4	9.885.564	11399.53	804	9	804	11	3	0	0	0
1826	601	0	0	0	33023.02	35539.34	812	9	10	11	3	0	0	0
1831	571	437743.5	-1.224.885	382487.9	3.758.554	4.884.295	650	9	650	11	3	777	0	0
1832	571	752668.8	13719.37	439425.3	3.633.903	4.802.846	813	9	813	11	3	0	0	0
1833	571	752825.8	12353.26	443821.8	1.748.169	3097.51	813	9	813	11	3	0	0	0
1834	618	0	0	0	7.849.139	8.106.625	192	9	192	11	3	0	0	0
1835	599	0	0	0	2.364.107	1.937.923	810	9	810	11	3	0	0	0
1836	602	0	0	0	99.5	1079.74	810	9	810	11	3	0	0	0
1838	595	583661.9	15453.17	570467.5	16345.54	18558.73	720	387	816	387	3	0	0	0
1839	595	602648.4	3.543.818	535585.2	21805.33	24420.06	720	387	816	387	3	0	0	0
1840	595	586732.3	3.906.167	545071.7	7.804.528	10156.09	720	387	816	387	3	0	0	0
1841	595	559935.4	3833.45	563788	13093.97	15668.61	720	387	816	387	3	0	0	0
1843	571	607109.4	47233.89	346426.6	24092.73	27436.7	818	818	818	818	3	0	0	0
1845	571	731811.1	31051.56	334434	9.653.136	13505.66	819	819	819	819	819	0	0	0
1846	571	745784.9	6.400.396	516371.6	10615.84	13662.69	671	9	671	11	3	0	0	0
1847	571	767192.3	4.864.283	529909.4	6.019.949	1.291.904	603	593	679	593	3	0	0	0
1848	571	476300.2	12793.96	443435.2	6.277.916	8.681.461	821	9	821	11	3	0	0	0
1849	595	610310.4	15441.71	566693.9	20104.77	21644.18	720	387	816	387	3	0	0	0
1850	595	556235	5.723.796	546383.8	9.161.918	11912.07	720	387	816	387	3	0	0	0
1851	595	607029.7	3.539.188	548539.6	13723.52	15781.66	720	387	816	387	3	0	0	0
1852	595	595275.2	13122.94	571101	13002.81	14990.05	720	387	816	387	3	0	0	0
1853	595	570798.4	4.192.315	572195.1	16327.12	18378.02	720	387	816	387	3	0	0	0
1854	595	576526.6	5.403.361	545232.1	6.903.657	8.558.093	720	387	816	387	3	0	0	0
1855	617	0	0	0	1.020.125	1.673.762	8	9	8	11	3	0	0	0
1856	571	740826.5	10259.62	433964.7	4.845.493	8.149.664	704	783	704	783	3	0	0	0
1857	571	509545.3	15293.73	328628.5	10976.08	12794.84	822	824	823	824	3	0	0	0
1858	571	500931.1	24165.72	379358.8	12325.51	14278.54	774	9	774	11	3	0	0	0
1859	571	477638.5	5.065.619	392127.9	15076.84	18445.68	743	807	743	807	3	0	0	0
1860	628	0	0	0	9.850.749	1.145.581	851	648	851	648	3	863	0	0
1861	603	615264.1	15208.25	528604.6	20619.48	28089.09	828	739	828	739	3	0	0	0
1862	603	0	0	0	9.620.142	1.374.716	829	9	829	11	3	0	0	0
1863	1	610351.5	1.880.232	435040.4	2.561.362	3.169.894	830	193	830	193	4	0	0	0
1864	1	624169.8	2.464.148	348897.1	4298.77	5.452.161	830	193	830	193	4	0	0	0
1865	1	598478.5	8.139.368	414206.9	4.486.356	5.366.418	831	193	831	193	4	0	0	0
1866	0	549114.1	11329.8	676272.1	459.86	459.86	832	845	832	845	3	0	0	0
1867	605	347312.8	4.010.645	269793.6	8.607.946	10086.29	832	832	10	11	3	0	0	0
1868	571	582171	19677.15	309970.4	8.994.784	11177.2	836	9	836	11	3	836	0	0
1869	603	605826.3	14366.99	593492	5.214.799	7.253.486	837	327	837	327	3	0	0	0
1870	1	535645.5	1.138.202	592570.5	7.888.169	10646.35	232	233	483	233	4	0	0	0
1871	1	657170.8	7.833.167	507909	9026.12	10890.62	839	195	839	195	3	0	0	0
