ID	Race	Gender	SkinColor	FaceType	HairType	HairStyle	BeardStyle	Helm	Shoulders	Shirt	Cuirass	Belt	Legs	Boots	Rings	Gloves	Wrist	Cape	CanEquip	Tecture	
4868	9	0	6	1	0	0	5	0	0	10381	0	10435	17977	3080	0	0	0	0	0	CreatureDisplayExtra-04868.blp	
4870	9	0	6	3	0	0	17	0	0	18036	0	9486	5346	4272	0	0	0	0	0	CreatureDisplayExtra-04870.blp	
4872	9	0	3	4	0	0	15	0	0	5872	0	5873	5874	18287	0	0	0	0	0	CreatureDisplayExtra-04872.blp	
4873	9	1	6	7	4	1	9	0	0	11311	0	9965	9487	12954	0	0	0	0	0	CreatureDisplayExtra-04873.blp	
4874	9	0	6	3	0	5	15	0	0	18288	0	4882	5870	9184	0	0	0	0	0	CreatureDisplayExtra-04874.blp	
4875	9	0	6	4	0	5	4	0	0	9583	0	8072	3173	4272	0	9526	0	0	0	CreatureDisplayExtra-04875.blp	
4876	9	0	6	2	0	0	13	0	0	8148	5864	10087	10098	18290	0	12741	0	0	0	CreatureDisplayExtra-04876.blp	
4877	9	0	6	2	0	0	13	0	0	7708	0	7766	8160	7768	0	9543	0	0	0	CreatureDisplayExtra-04877.blp	
4878	9	0	3	1	0	0	5	0	0	2645	9036	9903	4439	18293	8423	0	0	0	0	CreatureDisplayExtra-04878.blp	
4879	9	0	6	4	18	5	16	0	0	10991	9036	11347	6300	12116	0	18294	0	0	0	CreatureDisplayExtra-04879.blp	
4880	9	0	6	3	0	0	17	0	0	18295	9079	9045	8969	0	0	11617	0	0	0	CreatureDisplayExtra-04880.blp	
4881	9	0	3	2	0	5	16	0	6025	18296	18297	7796	2176	3710	0	3847	0	0	0	CreatureDisplayExtra-04881.blp	
4882	9	0	0	0	0	0	3	0	0	11186	0	7662	10254	6184	0	0	0	0	0	CreatureDisplayExtra-04882.blp	
4883	9	0	0	1	0	5	5	0	0	7754	0	7755	8155	9048	0	11849	0	0	0	CreatureDisplayExtra-04883.blp	
4884	9	0	2	0	0	0	0	0	0	6177	0	3872	18300	3549	14594	0	0	0	0	CreatureDisplayExtra-04884.blp	
4885	9	0	6	4	0	0	3	0	0	18301	5623	4306	12360	7458	0	0	0	0	0	CreatureDisplayExtra-04885.blp	
4886	9	0	0	3	0	5	6	0	0	5345	18202	8551	3179	7458	0	0	0	0	0	CreatureDisplayExtra-04886.blp	
4887	9	0	3	3	18	5	17	0	0	16139	8187	8139	8140	3066	0	8848	0	0	0	CreatureDisplayExtra-04887.blp	
4888	9	0	6	2	0	0	4	0	0	8141	0	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04888.blp	
4889	9	0	6	1	18	5	15	0	0	0	18302	6162	6163	17164	0	11153	0	0	0	CreatureDisplayExtra-04889.blp	
4890	9	0	0	0	0	0	0	0	0	3552	8187	8139	8140	3066	0	2057	0	0	0	CreatureDisplayExtra-04890.blp	
4891	9	0	6	3	0	0	3	0	0	0	8732	6162	6163	14960	0	7720	0	0	0	CreatureDisplayExtra-04891.blp	
4892	9	0	3	2	0	0	3	0	0	3552	8187	8139	8140	3066	0	6083	0	0	0	CreatureDisplayExtra-04892.blp	
4893	9	0	3	3	0	0	13	0	0	3552	8187	8139	8140	3066	0	7513	0	0	0	CreatureDisplayExtra-04893.blp	
4894	9	0	6	3	0	5	15	0	0	0	18303	6162	5297	6164	0	11149	0	0	0	CreatureDisplayExtra-04894.blp	
4895	9	0	0	0	0	0	0	0	0	9755	12793	11953	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04895.blp	
4896	9	0	1	0	0	0	0	0	0	9755	11155	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04896.blp	
4897	9	0	2	0	0	0	0	0	0	11770	13440	7700	9487	7307	0	0	0	0	0	CreatureDisplayExtra-04897.blp	
4898	9	0	1	0	0	0	0	0	0	18304	9755	6162	5297	17164	3704	18163	0	0	0	CreatureDisplayExtra-04898.blp	
4899	9	0	6	3	0	0	13	0	0	5345	0	6162	0	14960	0	7720	0	0	0	CreatureDisplayExtra-04899.blp	
4900	9	0	0	0	0	5	13	0	0	9031	7574	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04900.blp	
4901	9	0	1	0	0	0	0	0	0	2644	0	4297	5346	1981	1980	0	0	0	0	CreatureDisplayExtra-04901.blp	
4902	9	0	0	0	0	0	0	0	0	18137	0	14726	8842	14763	0	12468	0	0	0	CreatureDisplayExtra-04902.blp	
4903	9	0	1	0	0	0	0	0	0	18307	10682	6162	6163	17164	2561	18163	0	0	0	CreatureDisplayExtra-04903.blp	
4904	9	0	0	0	18	0	18	47480	0	0	4305	13378	3173	13379	0	17827	0	0	0	CreatureDisplayExtra-04904.blp	
4905	9	0	0	0	0	0	0	0	0	11307	10668	6121	5870	15619	7794	0	0	0	0	CreatureDisplayExtra-04905.blp	
4906	9	0	3	0	0	0	4	0	0	10428	0	8157	7781	7782	0	12620	0	0	0	CreatureDisplayExtra-04906.blp	
4907	9	0	0	0	0	0	0	0	0	6082	8187	8139	8140	3066	0	2057	0	0	0	CreatureDisplayExtra-04907.blp	
4908	9	0	3	3	0	5	4	0	0	5345	0	14963	3179	17513	0	16555	0	0	0	CreatureDisplayExtra-04908.blp	
4909	9	0	0	3	0	0	17	0	13801	18313	0	7662	10942	6301	3704	18314	0	0	0	CreatureDisplayExtra-04909.blp	
4911	9	0	1	0	0	0	0	0	0	7172	0	5742	5855	16808	0	11303	0	0	0	CreatureDisplayExtra-04911.blp	
4912	9	0	0	2	0	0	5	0	0	18315	0	6071	11845	17513	0	0	0	0	0	CreatureDisplayExtra-04912.blp	
4913	9	0	3	3	0	0	3	0	0	12613	0	10091	12614	9184	0	17689	0	0	0	CreatureDisplayExtra-04913.blp	
4914	9	0	6	0	0	5	14	0	0	11088	0	10083	8175	13379	18316	18317	0	0	0	CreatureDisplayExtra-04914.blp	
4915	9	0	0	4	0	5	14	0	0	25305	10706	3872	9187	6184	0	0	0	0	0	CreatureDisplayExtra-04915.blp	
4916	9	0	2	0	0	0	0	0	0	4311	0	4342	6300	21881	0	4313	0	0	0	CreatureDisplayExtra-04916.blp	
4917	9	0	0	4	18	0	3	0	0	18321	11824	7728	2311	9653	0	7731	0	0	0	CreatureDisplayExtra-04917.blp	
4918	9	0	0	1	0	0	16	0	0	9021	10883	9401	9187	3710	10090	0	0	0	0	CreatureDisplayExtra-04918.blp	
4919	9	0	0	4	0	5	18	0	0	2982	3816	2985	3826	17865	3829	0	0	0	0	CreatureDisplayExtra-04919.blp	
4920	9	0	0	0	0	0	14	0	0	0	6161	6162	6163	17164	0	11153	0	0	0	CreatureDisplayExtra-04920.blp	
4921	9	0	1	0	0	0	0	0	0	0	6161	6162	6163	14960	0	7720	0	0	0	CreatureDisplayExtra-04921.blp	
4922	9	0	6	3	0	0	4	0	0	0	6161	6162	11156	6164	0	7720	0	0	0	CreatureDisplayExtra-04922.blp	
4923	9	0	0	0	0	0	5	0	0	0	9755	6162	11156	6164	0	7720	0	0	0	CreatureDisplayExtra-04923.blp	
4924	9	0	1	0	0	0	0	0	0	0	6161	6162	6163	17164	0	7720	0	0	0	CreatureDisplayExtra-04924.blp	
4925	9	0	2	0	0	0	0	0	0	0	6161	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04925.blp	
4926	9	0	0	0	0	0	0	0	0	11158	8422	6162	6163	6164	0	11149	0	0	0	CreatureDisplayExtra-04926.blp	
4927	9	0	0	2	0	0	14	0	0	0	6161	6162	6163	6164	0	11157	0	0	0	CreatureDisplayExtra-04927.blp	
4928	9	0	0	3	0	0	16	0	0	10798	9755	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04928.blp	
4929	9	0	0	0	0	0	5	0	0	11159	8422	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04929.blp	
4930	9	0	0	0	18	5	3	0	0	0	6161	6162	6163	14960	0	11149	0	0	0	CreatureDisplayExtra-04930.blp	
4931	9	0	6	0	18	5	15	0	0	0	6161	6162	6163	6164	0	11153	0	0	0	CreatureDisplayExtra-04931.blp	
4932	9	0	0	2	0	0	17	0	0	0	6161	6162	6163	14960	0	11153	0	0	0	CreatureDisplayExtra-04932.blp	
4933	9	0	0	4	0	0	14	0	0	0	8422	6162	6163	17164	0	11149	0	0	0	CreatureDisplayExtra-04933.blp	
4934	9	0	3	1	0	5	17	0	0	0	6161	6162	6163	14960	0	7720	0	0	0	CreatureDisplayExtra-04934.blp	
4935	9	0	3	1	18	0	15	0	0	0	6161	6162	6163	6164	0	7720	0	0	0	CreatureDisplayExtra-04935.blp	
4936	9	0	0	2	0	5	3	0	0	18348	8422	6162	11156	6164	6165	0	0	0	0	CreatureDisplayExtra-04936.blp	
4937	9	0	3	0	0	0	3	0	0	18348	8422	6162	11156	6164	0	11153	0	0	0	CreatureDisplayExtra-04937.blp	
4938	9	0	0	3	0	5	13	0	0	0	9755	6162	11156	6164	0	11157	0	0	0	CreatureDisplayExtra-04938.blp	
4939	9	0	3	1	18	0	3	0	0	8444	0	5865	7587	8268	9894	0	0	0	0	CreatureDisplayExtra-04939.blp	
4940	9	0	0	3	0	5	13	0	0	0	6161	6162	6163	14960	0	11149	0	0	0	CreatureDisplayExtra-04940.blp	
4941	9	0	0	0	0	0	3	0	0	0	6161	6162	6163	6164	0	11149	0	0	0	CreatureDisplayExtra-04941.blp	
4942	9	0	6	0	0	0	18	0	0	0	6161	6162	6163	17164	0	11149	0	0	0	CreatureDisplayExtra-04942.blp	
4943	9	0	6	3	0	5	4	0	0	0	6161	6162	6163	14960	0	7720	0	0	0	CreatureDisplayExtra-04943.blp	
4944	9	0	6	2	0	0	5	0	0	0	6161	6162	6163	6164	0	11149	0	0	0	CreatureDisplayExtra-04944.blp	
4945	3	0	3	8	5	2	5	13800	13801	13802	13803	9045	5654	5489	0	13804	0	0	0	1284871069807051a1b40170c2089141.blp	
4946	4	0	3	2	2	2	2	0	4483	8548	0	8316	4497	8317	0	0	0	0	0	3a74957337db9215fdee63cefdb6a58b.blp	
4947	6	1	3	2	3	2	3	0	12916	12917	0	12918	5947	0	0	0	0	0	0	490331f2883090316d589c257e96b74d.blp	
4962	9	0	3	0	0	5	17	0	0	18401	0	8958	5479	18402	11222	0	0	0	0	CreatureDisplayExtra-04962.blp	
4963	3	0	16	3	0	0	4	21153	0	7787	0	5832	4304	21154	0	21155	0	0	0	38dee49ddd8d730a4f5913c0132df772.blp	
4964	4	1	8	1	0	5	9	24525	0	25537	0	0	25538	0	0	24922	0	0	0	fdf5bd71d648f9a719407fd2e18d3ca2.blp	
4982	1	0	2	4	6	2	6	0	0	8605	0	8606	8426	8354	0	10246	0	0	0	712fc20e9b65932204a612fc8baf571.blp	
4983	1	1	7	9	8	2	0	0	0	8605	0	8606	8426	8354	0	10246	0	0	0	35ceac7c3f6a44a6e591a7a29ee87416.blp	
4984	1	1	3	5	4	5	0	0	0	8605	0	8606	8426	8354	0	10246	0	0	0	67e74537e56145cdfa73e7d3a48aa7f.blp	
4985	1	0	7	11	2	7	3	0	0	8605	0	8606	8426	8354	0	10246	0	0	0	8722b7ff582bbef5bd6af7617813c29.blp	
5002	8	0	2	1	1	4	7	7707	9746	11027	18520	16931	11019	0	3704	18521	0	0	0	e45742b739f3d1dda1e4a1aeb7a7fdea.blp	
5003	9	0	0	1	18	0	14	0	0	7708	0	8159	9540	13318	0	9534	0	0	0	CreatureDisplayExtra-05003.blp	
5004	1	1	3	8	9	3	0	0	0	18534	2471	8551	2318	4272	0	0	0	0	0	ab9be6220c93513f944758caeba1bc8.blp	
5005	7	0	4	6	1	5	5	0	0	4635	10706	5461	17612	15454	0	0	0	0	0	83e1501243a2f6747bbb752b5e353941.blp	
5006	9	0	6	0	0	5	14	0	0	8145	0	10433	4365	5875	0	11303	0	0	0	CreatureDisplayExtra-05006.blp	
5007	9	0	0	2	0	5	6	0	0	12179	11186	10083	6189	12180	0	0	0	0	0	CreatureDisplayExtra-05007.blp	
5008	9	0	0	1	0	0	15	0	0	11094	0	9007	9541	10539	0	11952	0	0	0	CreatureDisplayExtra-05008.blp	
5009	9	0	0	1	18	5	17	0	0	15453	0	7519	7520	8959	0	7522	0	0	0	CreatureDisplayExtra-05009.blp	
5010	9	0	3	1	0	5	6	0	0	18549	0	8362	17977	18550	0	0	0	0	0	CreatureDisplayExtra-05010.blp	
5011	9	0	3	4	0	0	15	0	0	18551	18552	7662	7643	18167	0	8954	0	0	0	CreatureDisplayExtra-05011.blp	
5012	9	0	3	0	0	5	13	0	0	18553	8189	4297	6482	15603	0	0	0	0	0	CreatureDisplayExtra-05012.blp	
5013	9	0	2	0	0	0	0	0	0	11799	0	14853	18554	14842	0	11537	0	0	0	CreatureDisplayExtra-05013.blp	
5014	9	0	0	3	18	0	15	0	0	9265	9036	8606	7765	9653	0	7731	0	0	0	CreatureDisplayExtra-05014.blp	
5015	9	0	3	0	0	0	6	0	0	18202	0	13135	17932	18555	18556	0	0	0	0	CreatureDisplayExtra-05015.blp	
5016	9	0	3	0	18	0	14	0	0	18557	12327	3582	4617	4615	8147	0	0	0	0	CreatureDisplayExtra-05016.blp	
5017	8	0	10	0	3	2	5	0	0	18563	12598	12918	18564	18565	3704	18566	0	0	0	8c02e7c9d2ab92b3cec30ed123da5cf0.blp	
5018	9	0	6	4	0	0	15	0	0	3552	0	10078	18108	0	12743	0	0	0	0	CreatureDisplayExtra-05018.blp	
5019	9	0	0	0	0	5	3	0	0	10705	9548	7766	2308	12161	0	0	0	0	0	CreatureDisplayExtra-05019.blp	
5020	1	0	4	11	10	5	8	0	5818	7686	0	7687	7688	7689	0	7693	7690	0	0	ffba3b39455edad4fb29294e387abe7.blp	
5021	1	0	5	9	2	4	1	0	7685	7686	0	7687	7688	7689	0	7693	7690	0	0	da3bfff669175ff9793f99cc15d11e50.blp	
5022	6	0	5	4	2	1	5	0	4483	13330	10883	11014	11069	10089	8201	17941	0	0	0	fe0e23c67170f589477f2777e513ce7f.blp	
5023	6	1	8	3	3	0	1	0	0	12755	0	0	11542	11056	10075	0	0	0	0	7cc44e63e1f3de30b6e4ee58aca9c1f3.blp	
5024	6	0	10	1	0	2	2	0	4593	10066	7708	8159	8160	11001	18569	18570	0	0	0	98eec679b4324cb99bac68dba515d2e7.blp	
5025	6	1	6	1	5	1	2	0	0	11062	0	0	12101	0	10901	11393	0	0	0	62b50117efb859a6a809efa52c79480.blp	
5026	6	0	10	1	3	1	2	0	0	11885	0	6299	6300	12330	0	0	0	0	0	72c80c274934e96ac72c3076880d26dc.blp	
5027	2	0	6	3	5	5	5	0	0	8156	0	8157	6300	7782	0	7711	0	0	0	c488d5788855fd03a97cc1f52588da80.blp	
5028	6	0	17	2	2	2	7	0	12531	0	11067	13303	8223	10064	14535	18571	0	0	0	9b20583ab488b016ddac32a5829e8ba6.blp	
5029	6	1	3	1	3	1	1	0	12531	0	11067	13303	8223	10064	14535	18571	0	0	0	88af7129bfdd60dfb11358c3156cd10.blp	
5030	6	0	6	1	4	0	2	0	12531	0	11067	13303	8223	10064	14535	18571	0	0	0	1cefeac6fa5bdc261a5844a0edfde226.blp	
5031	6	1	6	2	5	0	2	0	12531	0	11067	13303	8223	10064	14535	18571	0	0	0	5a8c25653141a14b430b1f2bff25f.blp	
5032	1	0	9	3	9	0	0	14964	7541	7223	0	7224	7225	7255	0	7698	12806	0	0	1ac3540d6c234832ef38bba5874511b.blp	
5033	1	1	5	6	2	3	0	18585	7541	7223	0	7224	7225	7255	0	7698	12806	0	0	b5a8e5cbf19429cb68707135e312fdca.blp	
5034	6	0	12	4	1	2	3	0	0	14689	12348	8204	7765	14826	8197	0	0	0	0	e50fbaa217463c25fe5781a97593b74b.blp	
5035	1	1	1	5	10	2	0	0	0	2317	0	4297	2018	2366	0	0	0	0	0	d684554cde50b68c29e10aebbe441138.blp	
5036	6	0	10	1	3	1	0	18589	0	11530	0	12020	7011	12021	0	18590	0	0	0	fa4dbc9af666eaa331b68590c680e158.blp	
5037	2	0	3	1	1	0	7	0	12520	9194	0	9903	12526	12527	0	12528	0	0	0	ffc80ead83489d47897e20b4584f372e.blp	
5038	6	0	18	1	7	0	3	0	0	8215	18592	0	18593	13438	0	18594	0	0	0	605607266aca54dcbd7a1537c422eaa4.blp	
5039	6	0	15	2	4	1	5	0	0	8215	18592	0	18593	13438	0	18594	0	0	0	e8b7f10c403fd9ad97149482f11894a.blp	
5040	2	1	3	4	1	0	6	0	12520	9194	0	9903	12526	12527	0	12528	0	0	0	cae78111fc0abdce3e8658bf9da2e376.blp	
5041	6	1	9	1	3	0	1	0	0	8215	18592	0	18593	13438	0	18594	0	0	0	83665430a5554fa6c8c48128f28ea83d.blp	
5042	6	1	0	0	0	1	0	0	0	8215	18592	0	18593	13438	0	18594	0	0	0	64733405ffecff8070fe83745ebf2a23.blp	
5043	4	0	4	6	1	6	1	0	0	18598	0	5742	5743	15643	15410	0	0	0	0	752ca00717b79ecec75b8faa466a612d.blp	
5044	6	0	8	3	6	1	4	0	0	12551	8948	0	8166	0	0	12578	0	0	0	4af78b96263164cf92e97b6adddaf586.blp	
5063	6	0	0	0	0	1	0	0	0	6298	0	9464	10071	17789	10976	0	0	0	0	7c4dcd22dfd49a541cfb48988f6bb50c.blp	
5064	3	1	9	7	5	1	3	0	0	18599	18600	18601	18602	4484	0	1657	0	0	0	596964a751772d07875f893b1673ce22.blp	
5065	2	0	6	1	4	0	2	0	0	0	16318	7766	8160	11191	0	15413	0	0	0	50de88b3abf0b42d752cbb747dba5ff5.blp	
5066	3	0	16	0	5	1	3	0	0	0	0	8871	11219	18609	0	0	0	0	0	bf5d9c2a6a9bdea441638dd7101ccb11.blp	
5067	2	0	0	4	0	1	2	0	0	8150	0	0	7942	18629	8171	0	0	0	0	66ab0960b4e57b3176770f54910db9e3.blp	
5068	1	1	0	2	0	5	0	0	0	10486	0	5832	8337	9096	0	18631	0	0	0	b7ab3434b12ad8d7efd4c822c5a5f905.blp	
5083	7	0	0	4	0	0	0	0	0	19654	11332	0	11308	8262	0	19655	0	0	0	a8aa160256a138c8fb91edf531e4324.blp	
5103	9	0	3	2	18	0	13	0	0	3552	12359	8072	8152	7458	0	0	0	0	0	CreatureDisplayExtra-05103.blp	
5123	2	0	3	6	0	1	2	0	0	0	10113	10875	7710	7815	0	7816	0	0	0	822917984bcf27cade506cfdb81ba04c.blp	
5124	9	0	0	4	0	5	4	0	0	18941	0	4450	8420	5380	0	0	0	0	0	CreatureDisplayExtra-05124.blp	
5125	4	0	2	1	3	2	2	0	0	0	10515	4450	18942	9081	0	10303	0	0	0	CreatureDisplayExtra-05125.blp	
5126	6	0	9	3	5	1	3	0	0	6370	0	8173	6300	12742	7550	0	0	0	0	aa5194753f6cb109e2f7b9309c47aa8d.blp	
5127	1	0	6	11	0	0	8	15676	12074	16134	0	16036	15680	16059	9550	16060	0	0	0	438d8c715dab9ea2a399b447b99afce3.blp	
5128	1	0	4	5	1	0	8	0	0	8632	0	8611	8612	8613	0	8614	0	0	0	6fa53aebc914f74d33057e12d7a01873.blp	
5143	3	0	1	2	5	5	5	11663	0	19069	19070	0	19071	8262	0	9050	0	0	0	6f6810f343509589d98079a46d548e1e.blp	
5183	1	1	3	9	4	3	4	0	0	19150	0	19151	5874	6063	0	11303	0	0	0	65ff201f4269ae4e6b4cc9962b64380.blp	
5184	1	1	0	2	17	5	0	0	0	13213	18307	6121	5760	6092	0	10324	0	0	0	af21472b1563c3083f8e22f8079bc1c.blp	
5185	1	0	3	7	7	0	4	0	11432	19157	15516	7542	8963	6092	0	19158	0	0	0	429ababa82eb2fb8c513cdc469b18a29.blp	
5186	1	1	7	4	1	0	1	0	19154	19155	19156	4315	3173	2373	0	2375	0	0	0	5be4ce5f96f045f4ea2531e7e378a30c.blp	
5187	1	0	9	4	11	6	7	0	12867	19162	15842	4539	6114	5792	0	0	0	0	0	94d35715073b8c34767e2b89dc305bd.blp	
5188	1	0	2	4	1	0	2	16164	0	7621	15659	19163	15660	19164	19165	19166	0	0	0	22c62fdf4feef10348ede137bbc07371.blp	
5189	7	0	2	5	4	2	2	0	19169	19170	19168	4881	5726	19171	0	6095	0	0	0	ced773385db13f2c9d2924f1e10dca6e.blp	
5190	4	1	3	8	5	4	1	8380	5678	6029	0	17808	6030	19172	0	12092	0	0	0	e88ea11215391b2312fe5e87fb713ca.blp	
5191	4	1	6	6	1	6	5	8380	5678	6029	0	17808	6030	19172	0	12092	0	0	0	4b2dd32ed151a09ad736cd6dbbdb1174.blp	
5192	1	1	9	3	5	4	6	1166	0	19173	0	4444	19174	1861	0	0	0	0	0	e7ccac372e9be7ea4809848ba1f37e4b.blp	
5193	1	0	4	5	9	4	5	0	0	3552	10708	8606	8426	2342	0	19175	0	0	0	4695d35e4a31f1af90538a7fb09aae3d.blp	
5194	1	0	4	5	7	0	0	19176	0	0	0	4306	16534	0	3897	0	0	0	0	6a26d1cdc98a1a7ce791ac34bfb660.blp	
5195	1	1	4	3	15	3	4	16396	0	17128	0	4306	16534	0	3897	0	0	0	0	20e691812ad3e8e7be926bfee6504d44.blp	
5196	1	1	6	9	5	0	5	16396	0	17128	0	4306	16534	0	3897	0	0	0	0	81b8eaac14670286d6ec8c54fb0546d.blp	
5197	1	0	7	0	11	1	6	19176	0	0	0	4306	16534	0	3897	0	0	0	0	bf4af8a942f2c5bf99a3a42db25db93f.blp	
5198	1	0	7	6	6	7	8	16098	0	0	7599	3696	4439	2496	0	3377	0	0	0	6a8c88faeee323d5e7884581bbf789dd.blp	
5199	1	0	4	5	3	2	3	16098	0	0	7599	3696	4439	2496	0	3377	0	0	0	fd9f6786111ba3c2499f87fe4677908d.blp	
5200	1	1	9	3	7	2	3	16098	0	0	7599	3696	4439	2496	0	3377	0	0	0	d88136b0d8ffaf9d5b32ec38db18c0f4.blp	
5201	1	1	6	6	11	0	4	16098	0	0	7599	3696	4439	2496	0	3377	0	0	0	22fb9f8892c8663740e29a0727bff750.blp	
5202	5	0	4	7	5	7	2	0	0	19177	3686	19178	7788	19179	0	5268	0	0	0	CreatureDisplayExtra-05202.blp	
5203	6	1	7	1	5	0	2	0	4886	0	11901	8196	8160	17429	0	19180	0	0	0	23f3b49fc071e5832e7e468b919919df.blp	
5204	9	0	3	1	18	5	18	0	0	6816	0	8072	8073	2990	0	19181	0	0	0	CreatureDisplayExtra-05204.blp	
5205	6	1	6	1	4	2	4	0	0	10113	19182	0	12101	0	15785	0	0	0	0	90547d4d4d5a974da5c342e32d5ad886.blp	
5206	1	0	1	1	5	7	3	0	5116	6070	0	5832	6072	4835	0	0	0	0	0	3300893ec2099456104ecbf11704f09.blp	
5207	6	0	5	3	1	1	4	0	0	7944	0	8135	7781	19185	0	17425	0	0	0	ba5993523e7f72034bfa699925884b00.blp	
5208	6	0	7	4	4	1	5	0	0	8134	0	8135	7939	0	0	0	0	0	0	f32ce8e663642c08501b7e8ff28ccea.blp	
5209	6	1	8	2	2	0	2	0	0	8134	0	8135	7939	0	0	0	0	0	0	6c67d9b31e82ebc618a9d5d8c273f94f.blp	
5210	6	0	4	1	5	0	3	0	0	15743	0	6978	15765	19186	0	10890	0	0	0	CreatureDisplayExtra-05210.blp	
5211	6	0	16	1	5	0	0	0	0	4340	19187	4335	19188	19189	19190	0	0	0	0	19a397b0255a5b9c9c6b22b3b0efaf33.blp	
5212	6	1	1	2	6	1	1	0	0	8156	0	9211	9212	0	0	9214	0	0	0	259b1a2995accde417cde552faa667.blp	
5213	6	0	2	0	6	0	0	0	0	12261	10991	9183	8003	10993	10951	0	0	0	0	69fcca83322576f5c3e73df03b919257.blp	
5214	6	1	8	2	0	2	3	0	0	11015	10057	7894	10972	0	0	11091	0	0	0	7c62fe90e4f1adda3fa276092797e20e.blp	
5215	6	1	0	3	5	0	3	0	0	19192	12755	12020	11542	11056	10075	0	0	0	0	8f1ef82024863e892d3af024dea17ad8.blp	
5216	6	0	7	3	0	1	4	0	0	9171	16375	10061	6300	10004	10939	0	0	0	0	b2d1f1bced87db31ac9d2939699e649e.blp	
5217	6	0	6	0	0	0	5	0	0	11189	0	7728	19198	17464	0	11896	0	0	0	b41674cc11e4010a840e22ffe6dd1373.blp	
5218	8	0	2	1	5	4	3	0	0	9594	0	9398	11845	19199	2561	19200	0	0	0	165c2c2a75da66f1fc964225758575b6.blp	
5219	5	0	0	7	3	9	13	0	0	16868	11021	8151	8265	15485	0	10982	0	0	0	CreatureDisplayExtra-05219.blp	
5220	5	0	3	1	9	4	0	0	0	11307	5440	8551	11308	8262	0	0	0	0	0	CreatureDisplayExtra-05220.blp	
5223	1	0	0	7	9	0	8	0	19265	19270	18012	16460	12516	18013	18014	0	0	0	0	524a6c1e246ae2f395fe975aabc75136.blp	
5243	2	0	6	6	3	1	1	0	12525	69911	9194	9903	9195	9196	10097	9197	0	0	0	CreatureDisplayExtra-05243.blp	
5244	2	0	0	1	4	0	0	0	12525	69911	9194	9903	9195	9196	10097	9197	0	0	0	CreatureDisplayExtra-05244.blp	
5263	1	1	7	3	13	1	0	0	10827	19373	13388	13389	6114	10287	0	13392	0	0	0	73a997fd45a710bb6c294b4fb2d2d643.blp	
5264	1	1	4	13	15	0	2	0	10827	19373	13388	13389	6114	10287	0	13392	0	0	0	76f4ef0a90854523413ef1ff6c113223.blp	
5283	4	0	1	2	2	7	3	0	0	11463	13388	0	8342	13391	13397	0	0	0	0	1aac60fa92235bc17a6a21e2ff36f362.blp	
5284	9	0	0	3	0	0	16	0	0	10840	0	8139	8175	8262	16901	0	0	0	0	CreatureDisplayExtra-05284.blp	
5285	3	0	3	6	1	4	3	0	0	3552	0	10616	19410	12257	7082	0	0	0	0	c35f38c85ca72ff65d4af793f37a1e00.blp	
5286	3	0	5	9	6	5	10	0	0	3552	0	10616	19410	12257	7082	0	0	0	0	2007233f9dbfe68635f4eba146847ed2.blp	
5287	3	1	1	3	6	4	0	0	0	3552	0	10616	19410	12257	7082	0	0	0	0	7938718eab2815f62ce9661d1c4e49d.blp	
5288	3	1	4	8	7	5	0	0	0	3552	0	10616	19410	12257	7082	0	0	0	0	7dc80f4e9aeb6e79aacf046e8e7f3a91.blp	
5289	3	0	2	5	0	3	4	0	0	3552	7674	0	19410	0	0	0	0	0	0	29f1f538b5dfce47d6115afebc85f6a3.blp	
5290	3	0	9	10	9	9	0	19418	0	0	0	19419	16476	2373	0	2375	0	0	0	406794579b9e3c111b75669c873c4ec8.blp	
5291	3	0	5	1	2	9	6	0	0	4270	0	8072	3173	8262	0	0	0	0	0	8ff54674949534235b53021b58fabc23.blp	
5293	3	0	9	10	1	6	6	11324	0	0	0	19419	16476	2373	0	2375	0	0	0	c8397956b6b16d46b1061502eacf6572.blp	
5294	3	0	5	1	2	9	6	15298	19423	5741	0	7796	9676	19424	0	5268	0	0	0	5a388c20ac742c0d1214c72d9c954efd.blp	
5295	3	0	9	0	5	3	7	17725	0	1080	0	8072	3083	2373	0	19425	0	0	0	dca85f016bc098f2a4a9a791986a51f.blp	
5296	3	0	9	0	10	7	6	17725	0	1080	0	8072	3083	2373	0	19425	0	0	0	6d9aa7a862e8cd4849ea33969c1a5b1.blp	
5303	3	0	2	0	6	6	9	0	0	19429	11332	5865	7182	4921	0	0	0	0	0	2f5fd42c8d7db8acdd8b065a9cb3feb3.blp	
5323	7	0	4	2	6	1	5	8806	4924	3454	19449	0	19450	4835	0	8307	0	0	0	3fa325b7c5e51ffcfb889aa7460d2ba0.blp	
5324	3	0	9	0	4	5	2	0	8847	6082	17930	17798	3201	17860	0	17861	0	0	0	3f9843f3991bb9138ced43485e7607a2.blp	
5325	3	0	9	0	9	9	0	0	8847	6082	17930	17798	3201	17860	0	17861	0	0	0	a0431b30757e1fb923c587964f0c284.blp	
