m_ID	m_modalNextSpell	m_spellClassMask_1	m_spellClassMask_2	m_spellClassMask_3	m_spellClassSet	m_description
2960	0	0	0	0	0	5
2961	0	0	0	0	0	10
2962	0	0	0	0	0	11
2963	0	0	0	0	0	7
2964	0	0	0	0	0	10
2965	0	0	8192	0	0	6
2966	0	0	0	0	0	10
2967	0	0	0	0	0	10
2968	0	0	0	0	0	11
2969	0	8388608	0	0	0	6
2970	0	128	0	0	0	9
2971	0	8388608	0	0	0	6
2972	0	2097152	0	0	0	9
2973	0	0	0	0	0	5
2974	0	0	0	0	0	5
2975	0	0	0	0	0	5
2976	0	0	4	0	0	6
2977	0	262144	0	0	0	5
2978	0	262144	0	0	0	5
2980	0	69206016	0	0	0	4
2981	0	0	128	0	0	6
2982	0	0	0	0	0	8
2983	0	-2147483648	0	0	0	3
2984	0	-2147483648	0	0	0	3
2985	0	-2147483648	4194304	8	0	3
2986	0	0	0	0	0	7
2987	0	8388608	0	0	0	6
2988	0	1024	0	0	0	11
2989	0	65536	0	0	0	8
2990	0	8388608	8	0	0	8
2991	0	4	0	0	0	9
2992	0	131072	0	0	0	11
2993	0	4	0	0	0	9
2994	0	0	0	0	0	3
2995	0	0	0	0	0	3
2996	0	0	0	0	0	3
2997	0	0	0	0	0	3
2999	0	0	0	0	0	5
3000	0	1	0	0	0	9
3001	0	4194304	0	0	0	7
3002	0	65536	0	0	0	11
3003	0	0	0	0	0	11
3004	0	256	0	0	0	7
3005	0	0	0	0	0	8
3006	0	0	0	0	0	8
3007	0	268435456	0	0	0	10
3008	0	2097152	0	0	0	10
3009	0	0	0	0	0	10
3010	0	32	0	0	0	10
3011	0	0	0	0	0	10
3012	0	0	0	0	0	10
3013	0	0	8	0	0	10
3014	0	0	0	0	0	10
3016	0	0	0	0	0	5
3017	0	0	0	0	0	5
3018	0	131072	0	0	0	5
3019	0	0	0	0	0	5
3020	0	0	0	0	0	5
3021	0	0	0	0	0	5
3022	0	131072	0	0	0	5
3023	0	131072	0	0	0	5
3024	0	131072	0	0	0	5
3025	0	0	0	0	0	3
3026	0	16777216	0	0	0	3
3027	0	0	4	0	0	10
3028	0	0	0	8	0	5
3029	0	8388608	0	0	0	6
3030	0	0	0	0	0	5
3031	0	0	0	0	0	8
3032	0	0	0	0	0	5
3033	0	64	0	0	0	9
3034	0	8388610	0	0	0	8
3035	0	8388608	0	0	0	11
3037	0	0	0	0	0	3
3038	0	67108864	0	0	0	6
3039	0	8388608	0	0	0	6
3040	0	0	0	0	0	7
3041	0	32768	0	0	0	3
3042	0	0	0	0	0	3
3044	0	0	0	0	0	11
3045	0	0	0	0	0	11
3046	0	131072	0	0	0	6
3047	0	131072	0	0	0	6
3048	0	16777216	0	0	0	3
3049	0	16777216	0	0	0	3
3050	0	16777216	0	0	0	3
3051	0	16777216	0	0	0	3
3052	0	0	0	0	0	7
3053	0	0	0	0	0	11
3054	0	0	0	0	0	11
3055	0	0	0	0	0	3
3056	0	0	0	0	0	13
3057	0	131072	0	0	0	3
3058	0	0	0	0	0	5
3059	0	0	0	0	0	3
3060	0	0	32	0	0	6
3061	0	0	0	0	0	10
3062	0	0	32	0	0	6
3063	0	33554432	0	0	0	10
3064	0	0	0	0	0	5
3065	0	0	0	0	0	6
3066	0	0	0	0	0	6
3067	0	0	0	0	0	6
3068	0	0	0	0	0	6
3069	0	0	0	0	0	6
3070	0	0	4096	1024	0	6
3071	0	0	0	0	0	6
3072	0	0	0	0	0	6
3073	0	0	0	0	0	6
3074	0	0	0	0	0	6
3075	0	0	0	0	0	6
3076	0	0	0	0	0	6
3077	0	0	0	0	0	6
3078	0	0	0	0	0	6
3079	0	0	0	0	0	6
3080	0	0	0	0	0	6
3081	0	0	0	0	0	6
3082	0	0	0	0	0	6
3083	0	0	0	0	0	6
3084	0	0	0	0	0	6
3085	0	0	0	0	0	6
3086	0	0	0	0	0	6
3087	0	0	0	0	0	6
3088	0	0	0	0	0	6
3089	0	0	0	0	0	6
3090	0	0	268435456	0	0	6
3091	0	0	0	0	0	6
3092	0	0	0	0	0	6
3093	0	0	0	0	0	6
3094	0	0	0	0	0	6
3095	0	0	0	0	0	6
3096	0	0	0	0	0	6
3097	0	0	0	0	0	6
3098	0	0	0	0	0	6
3099	0	0	0	0	0	1
3100	0	0	0	0	0	1
3101	0	0	32	0	0	0
3102	0	0	0	0	0	6
3103	0	0	0	0	0	6
3104	0	0	0	512	0	3
3105	0	0	0	0	0	1
3106	0	0	0	0	0	1
3108	0	0	0	0	0	1
3109	0	0	0	0	0	1
3110	0	0	0	0	0	1
3111	0	0	0	0	0	1
3112	0	0	0	0	0	1
3113	0	0	0	0	0	1
3114	0	0	0	0	0	1
3115	0	0	0	0	0	1
3116	0	0	0	0	0	3
3118	0	0	0	4	0	3
3119	0	0	0	0	0	1
3120	0	0	0	0	0	1
3121	0	0	0	0	0	1
3122	0	0	0	0	0	1
3123	0	0	0	0	0	1
3124	0	0	0	0	0	1
3125	0	0	0	0	0	1
3126	0	0	0	0	0	1
3127	0	0	0	0	0	1
3128	0	0	0	0	0	1
3129	0	0	0	0	0	1
3130	0	0	0	0	0	1
3131	0	0	0	0	0	1
3132	0	0	0	0	0	1
3133	0	0	0	0	0	1
3134	0	0	0	0	0	1
3135	0	0	0	0	0	1
3136	0	0	0	0	0	1
3137	0	0	0	0	0	1
3138	0	0	0	0	0	1
3139	0	0	0	0	0	1
3140	0	0	0	0	0	1
3141	0	0	0	0	0	1
3142	0	0	0	0	0	1
3143	0	0	0	0	0	1
3144	0	0	0	0	0	1
3145	0	0	0	0	0	1
3146	0	0	0	0	0	1
3147	0	0	0	0	0	1
3148	0	0	0	0	0	1
3149	0	0	0	0	0	1
3150	0	0	0	0	0	1
3151	0	0	0	0	0	1
3152	0	0	0	0	0	3
3153	0	0	0	0	0	1
3154	0	0	0	0	0	1
3155	0	0	0	0	0	1
3156	0	0	0	0	0	1
3157	0	0	0	0	0	1
3158	0	0	0	0	0	1
3159	0	0	0	0	0	1
3160	0	0	0	0	0	1
3161	0	0	0	0	0	1
3162	0	0	0	0	0	1
3163	0	0	0	0	0	1
3164	0	0	0	0	0	1
3165	0	0	0	0	0	1
3166	0	0	0	0	0	1
3167	0	0	0	0	0	1
3168	0	0	0	0	0	4
3169	0	0	0	0	0	13
3170	0	0	0	0	0	3
3171	0	0	0	0	0	5
3172	0	0	0	0	0	3
3173	0	0	0	0	0	3
3174	0	0	0	0	0	3
3175	0	0	0	0	0	3
3176	0	0	0	0	0	3
3177	0	0	0	0	0	3
3178	0	0	0	0	0	11
3179	0	4096	0	0	0	10
3180	0	32	0	0	0	10
3181	0	268435456	0	0	0	10
3182	0	0	0	0	0	7
3183	0	536870912	0	0	0	11
3184	0	65536	0	0	0	11
3185	0	0	0	0	0	7
3186	0	0	0	0	0	7
3187	0	0	0	0	0	7
3188	0	0	0	0	0	7
3189	0	0	0	0	0	7
3190	0	0	0	0	0	7
3191	0	0	0	0	0	7
3192	0	0	0	0	0	7
3193	0	0	0	0	0	7
3194	0	0	0	0	0	7
3195	0	0	0	0	0	7
3196	0	0	0	0	0	7
3197	0	0	0	0	0	7
3198	0	0	16384	0	0	6
3199	0	0	0	0	0	11
3200	0	8388608	0	0	0	6
3203	0	268437504	0	0	0	6
3204	0	-2147483648	0	0	0	3
3205	0	-2147483648	0	0	0	3
3206	0	0	0	0	0	7
3207	0	4096	0	0	0	10
3208	0	0	0	0	0	11
3209	0	33554432	0	0	0	5
3210	0	1	0	0	0	4
3211	0	0	0	0	0	3
3212	0	1073741824	0	0	0	3
3213	0	0	2	0	0	4
3215	0	0	0	0	0	13
3217	0	0	0	0	0	8
3218	0	0	256	0	0	7
3219	0	8388608	0	0	0	11
3220	0	0	0	256	0	11
3221	0	0	16	0	0	7
3222	0	0	0	0	0	3
3223	0	0	4096	0	0	10
3224	0	0	0	0	0	7
3225	0	0	32	0	0	7
3226	0	262144	0	0	0	4
3227	0	1	0	0	0	9
3229	0	0	0	0	0	7
3230	0	0	512	0	0	7
3231	0	0	0	0	0	3
3232	0	0	0	0	0	3
3233	0	0	0	0	0	7
3234	0	0	0	0	0	7
3238	0	0	0	0	0	7
3239	0	0	0	0	0	7
3241	0	0	0	0	0	7
3242	0	0	0	0	0	7
3243	0	0	1024	0	0	7
3244	0	0	0	0	0	7
3245	0	0	64	0	0	7
3246	0	0	0	0	0	7
3247	0	0	0	0	0	7
3248	0	0	0	0	0	7
3249	0	0	0	0	0	7
3250	0	0	0	0	0	7
3251	0	0	0	0	0	7
3252	0	0	0	0	0	7
3253	0	0	0	0	0	7
3254	0	0	0	0	0	7
3255	0	0	0	0	0	7
3256	0	0	67584	0	0	7
3257	0	256	0	0	0	7
3258	0	256	0	0	0	7
3259	0	64	0	0	0	5
3260	0	0	134217728	0	0	7
3262	0	0	0	0	0	8
3263	0	0	0	0	0	3
3264	0	0	32768	0	0	7
3265	0	0	0	0	0	7
3266	0	0	0	0	0	7
3267	0	0	0	0	0	5
3268	0	1	0	0	0	4
3269	0	1	0	0	0	4
3270	0	0	0	0	0	3
3271	0	8388608	0	0	0	9
3272	0	0	0	0	0	3
3273	0	0	0	0	0	3
3274	0	0	2048	0	0	9
3275	0	0	2048	0	0	9
3276	0	0	0	0	0	7
3277	0	537133056	0	0	0	11
3278	0	-2147483648	0	0	0	8
3279	0	-2147483648	0	0	0	8
3280	0	8192	0	0	0	9
3282	0	32768	0	0	0	4
3283	0	2097152	0	0	0	8
3284	0	0	0	0	0	6
3285	0	0	0	0	0	7
3286	0	0	0	0	0	10
3287	0	0	0	0	0	5
3288	0	0	0	0	0	11
3289	0	0	0	0	0	11
3290	0	0	0	0	0	10
3291	0	0	0	0	0	5
3293	0	0	0	0	0	5
3294	0	0	0	0	0	5
3295	0	0	0	0	0	7
3296	0	0	0	0	0	7
3297	0	0	0	0	0	7
3298	0	0	0	0	0	3
3301	0	0	0	0	0	13
3302	0	8388608	0	0	0	6
3303	0	8388608	0	0	0	6
3304	0	8388608	0	0	0	6
3305	0	-2143289344	0	0	0	6
3306	0	8388608	0	0	0	6
3307	0	8388608	0	0	0	6
3308	0	8388608	0	0	0	6
3309	0	8388608	0	0	0	6
3310	0	8388608	0	0	0	6
3311	0	8388608	0	0	0	6
3312	0	0	0	0	0	11
3313	0	0	0	0	0	10
3314	0	0	0	0	0	10
3316	0	0	0	0	0	11
3317	0	0	0	0	0	7
3318	0	0	0	0	0	10
3319	0	0	0	0	0	7
3320	0	0	0	0	0	10
3321	0	0	0	0	0	10
3322	0	0	0	0	0	7
3323	0	0	0	0	0	3
3324	0	0	0	0	0	11
3325	0	0	0	0	0	3
3326	0	0	0	0	0	3
3327	0	0	0	0	0	7
3328	0	0	0	0	0	7
3329	0	0	0	0	0	7
3330	0	8388608	0	0	0	6
3331	0	0	0	0	0	11
3332	0	0	0	0	0	7
3333	0	0	0	0	0	3
3334	0	256	0	0	0	7
3335	0	4096	0	0	0	3
3336	0	8388608	0	0	0	6
3337	0	8388608	0	0	0	6
3338	0	8388608	0	0	0	6
3339	0	8388608	0	0	0	6
3340	0	4194304	0	0	0	7
3341	0	-2147483648	0	0	0	6
3344	0	8388608	0	0	0	6
3345	0	8388608	0	0	0	6
3346	0	8388608	0	0	0	6
3347	0	8388608	0	0	0	6
3348	0	8388608	0	0	0	6
3349	0	8388608	0	0	0	6
3351	0	-2147483648	0	0	0	3
3352	0	0	256	0	0	4
3353	0	8388608	0	0	0	6
3354	0	0	256	0	0	6
3355	0	0	0	0	0	5
3356	0	0	256	0	0	5
3357	0	0	256	0	0	5
3358	0	0	0	0	0	3
3359	0	0	0	0	0	3
3360	0	1	0	0	0	9
3361	0	0	0	0	0	9
3362	0	0	0	0	0	9
3363	0	0	0	0	0	9
3364	0	0	0	0	0	9
3365	0	0	0	0	0	9
3366	0	0	0	0	0	9
3367	0	0	0	0	0	9
3368	0	0	0	0	0	9
3369	0	0	0	0	0	9
3370	0	0	0	0	0	9
3371	0	0	0	0	0	9
3372	0	0	0	0	0	9
3373	0	0	0	0	0	9
3374	0	0	0	0	1024	9
3375	0	0	0	0	0	9
3376	0	0	0	0	0	9
3377	0	0	0	0	0	9
3378	0	0	0	0	0	9
3379	0	0	0	0	0	9
3380	0	0	1048576	0	0	9
3381	0	0	0	0	0	9
3382	0	0	0	0	0	9
3383	0	0	0	0	0	9
3384	0	0	0	0	0	9
3385	0	0	0	0	0	9
3386	0	0	0	0	0	9
3387	0	0	0	0	0	9
3388	0	0	0	0	0	9
3389	0	0	0	0	0	9
3390	0	0	0	0	0	9
3391	0	0	0	0	0	9
3392	0	262144	0	0	0	9
3393	0	0	0	0	0	9
3394	0	0	0	0	0	9
3395	0	0	0	0	0	9
3396	0	0	0	0	0	9
3397	0	0	0	0	0	9
3398	0	0	0	0	0	9
3399	0	0	-2139095040	0	0	9
3400	0	0	0	0	0	9
3401	0	0	0	0	0	9
3402	0	0	0	0	0	9
3403	0	0	0	0	0	9
3404	0	0	0	0	0	9
3405	0	0	0	0	0	9
3406	0	0	0	0	0	9
3407	0	0	0	0	0	10
3409	0	128	0	0	0	7
3413	0	1	0	0	0	9
3414	0	128	0	134217728	0	9
3415	0	0	0	0	0	3
3416	0	32768	0	0	0	8
3417	0	1	0	0	0	9
3419	0	131072	0	0	0	6
3420	0	131072	0	0	0	6
3421	0	0	0	0	0	9
3422	0	1	0	0	0	4
3423	0	-2130706432	0	0	0	8
3424	0	64	0	0	0	5
3425	0	64	0	0	0	5
3426	0	256	0	0	0	7
3427	0	0	0	0	0	9
3428	0	0	0	0	0	9
3429	0	0	0	0	0	9
3430	0	67108864	0	0	0	3
3431	0	0	0	0	0	9
3432	0	-2130706432	0	0	0	8
3433	0	0	0	0	0	3
3434	0	0	0	0	0	3
3436	0	0	0	0	0	3
3437	0	0	0	0	0	3
3438	0	1048576	0	0	0	3
3439	0	0	131072	0	0	6
3440	0	0	512	1024	0	6
3441	0	0	268435456	0	0	10
3442	0	0	268435456	0	0	10
3443	0	0	0	0	0	3
3445	75	2048	0	0	0	9
3446	0	0	0	0	0	9
3447	0	0	0	0	0	9
3448	0	0	0	0	0	9
3449	0	0	0	0	0	9
3450	0	0	0	0	0	9
3451	0	0	0	0	0	9
3452	0	0	0	0	0	9
3453	0	0	0	0	0	9
3454	0	0	0	0	0	3
3455	0	0	0	0	0	1
3456	0	0	0	0	0	1
3457	0	0	0	0	0	1
3458	0	0	0	0	0	1
3459	0	0	0	0	0	1
3460	0	0	0	0	0	1
3461	0	0	131072	0	0	6
3462	0	0	131072	0	0	6
3463	0	268435456	0	0	0	6
3464	0	0	0	0	0	3
3465	0	0	268435456	0	0	9
3466	0	262144	0	0	0	7
3467	0	0	0	0	0	6
3468	0	0	0	0	0	6
3469	0	0	0	0	0	6
3470	0	0	8	0	0	3
3471	0	0	1024	0	0	6
3472	0	0	0	0	0	3
3473	0	0	0	0	0	5
3474	0	0	0	0	0	3
3475	0	0	0	0	0	5
3476	0	-2143289344	0	0	0	6
3477	0	0	0	0	0	9
3478	0	0	0	0	0	9
3479	0	0	0	0	0	9
3480	0	0	0	0	0	9
3481	0	0	1	0	0	3
3483	0	0	0	0	0	3
3484	0	0	0	0	0	9
3485	0	0	0	0	0	9
3486	0	0	0	0	0	3
3487	0	0	0	0	0	3
3488	0	0	0	0	0	3
3489	0	0	0	0	0	9
3490	0	1	0	0	0	4
3491	0	0	0	0	0	3
3492	0	0	0	0	0	3
3493	0	0	0	0	0	3
3494	0	0	0	0	0	9
3496	0	268437504	0	0	0	6
3497	0	0	16777216	0	0	9
3498	0	0	16777216	0	0	9
3499	0	0	0	0	0	9
3500	0	0	0	0	0	9
3501	0	0	0	0	0	9
3502	0	0	0	0	0	9
3503	0	0	0	0	0	9
3504	0	0	0	0	0	12
3505	0	0	256	0	0	5
3506	0	524288	0	0	0	3
3507	0	0	1	0	0	5
3510	0	0	0	0	0	3
3511	0	4	0	0	0	7
3512	0	0	0	0	0	3
3513	0	-2143289344	0	0	0	6
3514	0	0	0	0	0	9
3515	0	0	0	0	0	3
3516	0	0	268435456	0	0	9
3517	0	1024	0	0	0	11
3518	0	0	0	0	0	5
3519	0	262144	0	0	0	7
3521	0	0	268435456	0	0	9
3522	0	0	0	0	0	4
3523	0	268435712	0	0	0	10
3525	0	0	0	0	0	7
3526	0	0	0	0	0	7
3527	0	0	4096	0	0	0
3528	0	131088	0	0	0	3
3529	0	0	0	0	0	9
3530	0	1	0	0	0	4
3531	0	0	0	0	0	9
3532	0	1	0	0	0	4
3533	0	0	268435456	0	0	9
3534	0	0	32768	0	0	10
3535	0	0	0	0	0	10
3536	0	0	0	0	0	10
3537	75	2048	0	0	0	9
3538	0	1	0	0	0	4
3539	0	8388608	0	0	0	6
3540	0	8388608	0	0	0	6
3541	0	0	0	0	0	4
3542	0	0	0	0	0	4
3543	0	0	0	0	0	4
3544	0	8388608	0	0	0	6
3546	0	1	0	0	0	4
3548	0	8388608	0	0	0	6
3550	0	8388608	0	0	0	6
3551	75	16384	0	0	0	9
3552	0	0	0	0	0	8
3553	0	0	0	0	0	8
3554	0	0	0	0	0	8
3556	0	256	0	0	0	9
3557	0	0	0	0	0	3
3558	0	0	0	0	0	3
3560	0	0	0	0	0	5
3561	0	0	0	0	0	5
3562	0	0	0	0	0	5
3563	0	0	8192	0	0	5
3564	0	0	0	0	0	3
3565	0	0	16384	0	0	5
3566	0	0	0	0	0	5
3567	0	-2147483648	0	0	0	3
3568	0	-2147483648	0	0	0	3
3569	0	1073741824	0	0	0	8
3570	0	4194304	0	0	0	6
3571	0	0	0	0	0	3
3572	0	0	0	0	0	3
3573	0	-2147483648	0	0	0	6
3574	0	1	0	0	0	4
3575	0	8388608	0	0	0	6
3577	0	0	0	0	0	10
3579	0	262144	0	0	0	3
3580	0	0	8	0	0	0
3581	0	262144	0	0	0	3
3582	0	8388608	0	0	0	6
3583	0	536870912	0	0	0	3
3584	0	8388608	0	0	0	9
3585	0	1	0	0	0	9
3586	0	8192	0	0	0	9
3587	0	0	0	0	0	5
3588	0	4	0	0	0	5
3589	0	8388608	0	0	0	6
3590	0	8388608	0	0	0	6
3591	0	8388608	0	0	0	6
3592	0	8388608	0	0	0	6
3593	0	0	0	0	0	3
3594	0	0	0	12	0	3
3595	0	1	0	0	0	4
3596	0	1	0	0	0	4
3597	0	0	0	0	0	3
3598	0	0	0	0	0	3
3599	0	0	0	0	0	3
3600	0	524416	0	0	0	3
3601	0	0	0	0	0	5
3602	0	1	0	0	0	4
3603	0	0	0	0	0	3
3604	0	0	0	0	0	5
3605	0	4096	0	0	0	5
3606	0	1073741824	0	0	0	5
3607	0	1073741824	0	0	0	5
3608	0	0	0	0	0	3
3609	0	131072	0	0	0	3
3610	0	2048	0	0	0	9
3612	0	64	0	0	0	5
3613	0	8388608	0	0	0	6
3614	0	4096	0	0	0	7
3615	0	131074	0	0	0	3
3616	0	2097152	0	0	0	10
3617	0	131072	0	0	0	3
3618	0	8388608	0	0	0	6
3619	0	1073741824	0	0	0	3
3620	0	0	0	0	0	9
3621	0	8388608	0	0	0	0
3622	0	8388608	0	0	0	6
3623	0	8388608	0	0	0	6
3624	0	8388608	0	0	0	6
3625	0	8388608	0	0	0	6
3626	0	0	0	0	0	6
3627	0	8388608	0	0	0	6
3628	0	8388608	0	0	0	6
3629	0	8388608	0	0	0	6
3630	0	0	0	0	0	3
3631	0	8	0	0	0	4
3632	0	8	0	0	0	4
3633	0	33554432	0	0	0	5
3634	0	32	0	0	0	10
3635	0	8388608	0	0	0	6
3639	0	67108864	0	0	0	3
3640	0	8388608	0	0	0	6
3641	0	1	0	0	0	4
3642	0	0	1	0	0	3
3643	0	0	0	0	0	3
3644	0	0	512	0	0	5
3645	0	0	0	0	0	3
3646	0	0	512	0	0	8
3647	0	0	0	0	0	8
3648	0	0	0	0	0	3
3649	0	8388608	0	0	0	6
3650	0	0	0	0	0	11
3651	0	1	0	0	0	4
3652	0	0	0	0	0	3
3653	75	2048	0	0	0	9
3654	0	2097152	0	0	0	9
3655	75	2048	0	0	0	9
3656	0	1	0	0	0	9
3657	0	131072	0	0	0	3
3658	0	0	0	0	0	6
3659	0	1073741824	0	0	0	5
3660	0	8388608	0	0	0	6
3661	0	0	0	0	0	3
3662	0	262144	0	0	0	9
3663	0	0	0	0	0	13
3664	0	0	0	0	0	13
3665	0	131088	0	0	0	3
3666	0	0	0	0	0	3
3668	0	0	512	0	0	5
3669	0	0	64	0	0	5
3670	0	1	0	0	0	4
3671	0	8388610	0	0	0	8
3672	0	16384	0	0	0	8
3673	0	8388608	0	0	0	6
3674	0	1073741824	0	0	0	3
3675	0	1024	0	0	0	3
3676	0	34078720	0	0	0	3
3677	0	1073741824	0	0	0	3
3678	0	131072	0	0	0	6
3679	0	268435712	0	0	0	10
3680	0	0	0	0	0	3
3681	0	0	0	0	0	3
3682	0	4096	0	0	0	5
3683	0	4096	0	0	0	5
3684	0	8388608	0	0	0	5
3685	0	0	0	0	0	3
3686	0	0	1	0	0	3
3687	0	8388608	0	0	0	6
3688	0	8388608	0	0	0	6
3689	0	8388608	0	0	0	6
3690	0	0	0	0	0	11
3691	0	0	2	0	0	10
3692	0	32	0	0	0	10
3693	0	1048576	0	0	0	6
3695	0	0	0	0	0	8
3697	0	1	0	0	0	9
3698	75	16384	0	0	0	9
3699	0	-2143289344	0	0	0	6
3700	0	0	0	0	0	3
3701	0	524416	0	0	0	3
3702	0	524416	0	0	0	3
3703	0	0	0	0	0	8
3704	0	0	0	0	0	8
3705	0	131074	0	0	0	3
3707	0	4	0	0	0	7
3708	0	0	0	0	0	4
3709	0	0	0	0	0	4
3710	0	0	0	0	0	4
3711	0	0	0	0	0	4
3712	0	0	0	0	0	4
3713	0	0	0	0	0	4
3714	0	1	0	0	0	4
3715	0	0	0	0	0	8
3716	0	0	0	0	0	8
3717	0	0	0	0	0	8
3718	0	0	0	0	0	8
3719	0	0	0	0	0	8
3720	0	0	0	0	0	8
3721	0	0	0	0	0	8
3722	0	0	0	0	0	8
3723	0	0	0	0	0	8
3724	0	0	0	0	0	10
3725	0	0	0	0	0	10
3726	0	0	0	0	0	10
3727	0	0	0	0	0	10
3728	0	0	0	0	0	10
3729	0	0	0	0	0	10
3730	0	0	0	0	0	10
3731	0	0	0	0	0	10
3732	0	0	0	0	0	10
3733	0	0	0	0	0	10
3734	0	0	0	0	0	10
3735	0	0	0	0	0	10
3736	0	0	0	0	0	10
3737	0	0	0	0	0	10
3738	0	0	0	0	0	10
3739	0	0	0	0	0	10
3740	0	0	0	0	0	10
3741	0	8388608	0	0	0	6
3742	0	1073741824	0	0	0	5
3743	0	0	0	0	0	11
3744	0	0	0	0	0	11
3745	0	0	0	0	0	11
3746	0	0	0	0	0	11
3747	0	0	0	0	0	11
3748	0	0	0	0	0	11
3749	0	0	0	0	0	11
3750	0	8388608	0	0	0	6
3751	0	0	0	0	0	11
3752	0	0	0	0	0	11
3753	0	0	0	0	0	11
3754	0	0	0	0	0	11
3755	0	0	0	0	0	11
3756	0	0	0	0	0	11
3757	0	0	0	0	0	11
3758	0	0	0	0	0	11
3759	0	0	0	0	0	11
3760	0	0	0	0	0	11
3761	0	0	0	0	0	11
3762	0	0	0	0	0	10
3763	0	0	0	0	0	10
3764	0	0	0	0	0	10
3765	0	1573376	0	0	0	3
3766	0	8388608	0	0	0	6
3767	0	0	0	0	0	7
3768	0	0	0	0	0	7
3769	0	0	0	0	0	7
3770	0	0	0	0	0	3
3771	0	0	0	0	0	7
3772	0	0	0	0	0	7
3773	0	0	0	0	0	7
3774	0	0	0	0	0	7
3775	0	0	0	0	0	7
3776	0	0	0	0	0	7
3777	0	0	0	0	0	7
3778	0	0	0	0	0	7
3779	0	0	0	0	0	7
3780	0	0	0	0	0	7
3781	0	0	0	0	0	7
3782	0	4	0	0	0	4
3783	0	0	0	0	0	7
3784	0	0	0	0	0	7
3785	0	0	0	0	0	7
3786	0	8388608	0	0	0	6
3787	0	0	0	0	0	7
3788	0	0	0	0	0	7
3789	0	0	0	0	0	7
3790	0	0	0	0	0	7
3791	0	0	0	0	0	7
3792	0	0	0	0	0	7
3793	0	0	0	0	0	7
3794	0	1	0	0	0	4
3795	0	128	0	0	0	9
3796	0	8388608	0	0	0	6
3797	0	0	0	0	0	5
3798	0	0	0	0	0	5
3799	0	0	0	0	0	5
3800	0	0	0	0	0	5
3801	0	0	0	0	0	5
3802	0	0	0	0	0	5
3803	0	0	0	0	0	5
3804	0	1024	0	0	0	6
3805	0	0	0	0	0	3
3806	0	0	0	0	0	5
3807	0	0	0	0	0	5
3808	0	1073741824	0	0	0	3
3809	0	0	0	0	0	3
3810	0	0	0	0	0	3
3811	0	0	0	0	0	3
3812	0	0	0	0	0	3
3813	0	0	0	0	0	3
3814	0	0	0	0	0	3
3815	0	0	0	0	0	3
3816	0	0	0	0	0	3
3817	0	0	0	0	0	3
3818	0	0	0	0	0	3
3819	0	0	0	0	0	3
3820	0	0	0	0	0	9
3821	0	0	0	0	0	8
3822	0	0	0	0	0	9
3823	0	0	0	0	0	9
3824	0	0	0	0	0	9
3825	0	32768	0	0	0	4
3826	0	0	0	0	0	9
3827	0	0	0	0	0	9
3828	0	1024	0	0	0	9
3829	0	0	0	0	0	9
3830	0	262144	0	0	0	9
3831	0	0	0	0	0	9
3832	0	0	0	0	0	9
3833	0	1	0	0	0	4
3834	0	0	0	0	0	4
3835	0	0	0	0	0	4
3836	0	0	0	0	0	4
3837	0	0	0	0	0	4
3838	0	0	0	0	0	4
3839	0	0	0	0	0	4
3840	0	0	0	0	0	4
3841	0	0	0	0	0	4
3842	0	0	0	0	0	4
3843	0	0	0	0	0	10
3844	0	0	0	0	0	4
3845	0	0	0	0	0	4
3846	0	0	0	0	0	4
3847	0	0	0	0	0	4
3848	0	0	0	0	0	4
3849	0	256	0	0	0	6
3850	0	32768	0	0	0	4
3851	75	0	128	0	0	9
3852	0	32	0	0	0	10
3853	0	134217728	0	0	0	10
3854	0	0	0	0	0	6
3855	0	262144	0	0	0	10
3856	0	0	0	0	0	6
3857	0	0	0	0	0	6
3858	0	0	0	0	0	6
3859	0	0	0	0	0	6
3860	0	0	0	0	0	6
3861	0	0	0	0	0	6
3862	0	0	0	0	0	9
3863	0	0	0	0	0	6
3864	0	0	0	0	0	6
3865	0	0	0	0	0	6
3866	0	0	0	0	0	6
3867	0	0	0	0	0	6
3868	0	0	0	0	0	6
3869	0	0	0	0	0	6
3870	0	0	0	0	0	6
3871	0	0	0	0	0	6
3872	0	0	0	0	0	6
3873	0	0	0	0	0	6
3874	0	0	0	0	0	6
3875	0	0	0	0	0	6
3876	0	0	0	0	0	6
3877	0	0	0	0	0	6
3878	0	0	0	0	0	6
3879	0	8388608	0	0	0	6
3880	0	8388608	0	0	0	6
3881	0	0	0	0	0	10
3882	0	0	0	0	0	10
3883	0	0	0	0	0	11
3885	0	-2143289344	0	0	0	6
3886	0	32	0	0	0	8
3887	0	0	0	0	0	10
3888	0	0	0	0	0	6
3889	0	0	0	0	0	7
3890	0	0	0	0	0	11
3891	0	0	0	0	0	10
3892	0	0	0	0	0	7
3893	0	0	0	0	0	7
3894	0	0	0	0	0	11
3895	0	0	0	0	0	10
3896	0	0	0	0	0	11
3897	0	0	0	0	0	10
3898	0	0	0	0	0	7
3899	0	0	0	0	0	11
3900	0	0	0	0	0	10
3901	0	1	0	0	0	9
3902	0	1	0	0	0	4
3903	0	0	0	0	0	3
3904	0	131080	0	0	0	3
3905	0	0	0	0	0	10
3906	0	0	0	0	0	7
3907	0	0	0	0	0	10
3908	0	0	0	0	0	6
3909	0	0	0	0	0	11
3911	0	512	0	0	0	5
3912	0	0	1024	0	0	9
3913	0	8388608	0	0	0	6
3914	0	131074	0	0	0	3
