field0	field1	field2	field3	field4	field5	field6	field7	field8
1921	0	0	20	-1	1	0	0	0
1925	0	0	20	10	1	0	0	0
1926	0	0	20	-2	1	0	0	0
1927	0	0	20	-2	1	0	0	0
1928	0	0	20	-2	1	0	0	0
1929	0	0	20	-2	1	0	0	0
1930	0	0	20	-2	1	0	0	0
1931	0	0	20	-2	1	0	0	0
1932	0	0	20	-2	1	0	0	0
1933	0	0	20	-2	1	0	0	0
1934	0	0	20	-2	1	0	0	0
1936	0	0	20	-2	1	0	0	0
1937	0	0	20	-2	1	0	0	0
1938	0	0	20	-2	1	0	0	0
1939	0	0	20	-2	1	0	0	0
1940	0	0	20	-2	1	0	0	0
1941	0	0	20	-2	1	0	0	0
1942	0	0	20	-2	1	0	0	0
1943	0	0	20	-2	1	0	0	0
1944	0	0	20	-2	1	0	0	0
1945	0	0	20	-2	1	0	0	0
1946	0	0	20	-2	1	0	0	0
1947	0	0	20	-2	1	0	0	0
1948	0	0	20	-2	1	0	0	0
1949	0	0	20	-2	1	0	0	0
1950	0	0	20	10	1	0	0	0
1951	0	0	20	-2	1	0	0	0
1952	0	0	20	-2	1	0	0	0
1953	1500	3000	20	-2	1	0	0	0
1954	0	0	20	-2	1	0	0	0
1955	0	0	20	-2	1	0	0	0
1956	0	0	20	-2	1	0	0	0
1957	0	0	20	-2	1	0	0	0
1958	0	0	20	-2	1	0	0	0
1959	0	0	20	9	1	0	0	0
1960	0	0	20	-2	1	0	0	0
1961	0	0	20	-2	1	0	0	0
1962	0	0	20	-2	1	0	0	0
1963	0	0	20	-2	1	0	0	0
1964	0	0	20	-2	1	0	0	0
1965	0	0	20	-2	1	0	0	0
1966	0	0	20	-2	1	0	0	0
1967	0	0	20	-2	1	0	0	0
1968	0	0	20	-2	1	0	0	0
1969	0	0	20	-2	1	0	0	0
1970	0	0	20	-2	1	0	0	0
1971	0	0	20	-2	1	0	0	0
1972	0	0	20	-2	1	0	0	0
1973	0	0	20	-2	1	0	0	0
1974	1500	3000	20	-2	1	0	0	0
1975	0	0	20	-2	1	0	0	0
1976	1500	3000	20	-2	1	0	0	0
1977	0	0	20	-2	1	0	0	0
1978	0	0	20	-2	1	0	0	0
1979	1500	3000	20	-2	1	0	0	0
1980	0	0	20	-2	1	0	0	0
1981	0	0	20	-2	1	0	0	0
1983	600	600	20	9	1	0	0	0
1984	0	0	20	9	1	0	0	0
1985	600	600	20	9	1	0	0	0
1986	0	0	20	10	1	0	0	0
1987	0	0	20	10	1	0	0	0
1988	0	0	20	10	1	0	0	0
1989	0	0	20	10	1	0	0	0
1990	0	0	20	10	1	0	0	0
1991	0	0	20	-2	1	0	0	0
1992	0	0	20	10	1	0	0	0
1993	0	0	20	2	0	0	0	0
1996	0	0	20	-2	1	0	0	0
1999	0	0	20	10	1	0	0	0
2000	0	0	20	10	1	0	0	0
2006	0	0	20	10	1	0	0	0
2007	0	0	20	10	1	0	0	0
2008	0	0	20	10	1	0	0	0
2009	0	0	20	10	1	0	0	0
2010	1500	3000	20	10	1	0	0	0
2011	0	0	20	10	1	0	0	0
2012	0	0	20	10	1	0	0	0
2013	0	0	20	10	1	0	0	0
2014	0	0	20	10	1	0	0	0
2015	0	0	20	10	1	0	0	0
2017	0	0	20	10	1	0	0	0
2018	0	0	20	10	1	0	0	0
2029	0	0	20	9	0	0	0	0
2030	0	0	20	10	1	0	0	0
2031	0	0	20	10	1	0	0	0
2032	0	0	20	8	1	0	0	0
2047	0	0	20	5	1	0	0	0
2048	0	0	20	9	1	0	0	0
2049	0	0	20	2	1	0	0	0
2051	0	0	20	10	1	0	0	0
2052	0	0	20	10	1	0	0	0
2053	0	0	20	10	1	0	0	0
2054	0	0	20	10	1	0	0	0
2055	0	0	20	10	1	0	0	0
2057	0	0	20	10	1	0	0	0
2066	0	0	20	10	1	0	0	0
2067	0	0	0	-2	1	0	0	0
2068	0	0	0	-2	1	0	0	0
2069	0	0	0	-3	0.1	20	0	0
2070	0	0	20	1	1	0	0	0
2071	0	0	20	5	1	0	0	0
2075	2000	2000	20	7	1	0	0	0
2080	0	0	20	5	1	0	0	0
2081	0	0	20	5	1	0	0	0
2084	0	0	20	5	1	0	0	0
2085	0	0	20	5	1	0	0	0
2086	0	0	20	5	1	0	0	0
2139	0	0	20	5	1	0	0	0
2140	1500	3000	20	5	1	0	0	0
2141	1500	3000	20	5	1	0	0	0
2142	1500	3000	20	5	1	0	0	0
2143	0	0	0	2	0	0	0	0
2144	0	0	20	11	1	0	0	0
2145	0	0	20	10	1	0	0	0
2146	0	0	20	10	1	0	0	0
2147	0	0	20	10	1	0	0	0
2157	0	0	20	4	0	0	0	0
2162	300000	300000	20	5	1	0	0	0
2175	0	0	20	9	1	0	0	0
2183	0	0	20	10	1	0	0	0
2185	0	0	20	10	1	0	0	0
2186	0	0	20	10	1	0	0	0
2192	500	500	20	4	1	0	0	0
2199	0	0	20	10	1	0	0	0
2212	0	0	20	10	1	0	0	0
2213	0	0	0	-4	1	0	0	0
2214	0	0	0	-4	1	0	0	0
2215	0	0	0	-4	1	0	0	0
2216	0	0	0	-4	1	0	0	0
2217	0	0	0	-4	1	0	0	0
2218	0	0	0	-4	1	0	0	0
2219	0	0	0	-4	1	0	0	0
2220	0	0	0	-4	1	0	0	0
2223	0	0	20	2	1	0	0	0
2224	0	0	20	10	1	0	0	0
2238	0	0	20	10	1	0	0	0
2239	0	0	20	5	1	0	0	0
2240	0	0	20	10	1	0	0	0
2241	1500	3000	20	2	1	0	0	0
2242	0	0	20	3	1	0	0	0
2244	0	0	20	10	1	0	0	0
2247	0	0	20	7	1	0	0	0
2248	0	0	20	6	1	0	0	0
2249	1500	2000	20	11	1	0	0	0
2250	0	0	20	9	1	0	0	0
2252	0	0	20	5	1	0	0	0
2253	0	0	20	5	1	0	0	0
2254	0	0	20	10	1	0	0	0
2255	0	0	20	10	1	0	0	0
2256	0	0	20	10	1	0	0	0
2257	500	500	20	4	1	0	0	0
2258	2000	2000	20	7	1	0	0	0
2261	0	0	20	7	1	0	0	0
2275	0	0	20	5	1	0	0	0
2276	0	0	20	10	1	0	0	0
2277	0	0	20	9	1	0	0	0
2278	0	0	20	9	1	0	0	0
2279	0	0	20	5	1	0	0	0
2280	0	0	20	5	1	0	0	0
2281	1500	1500	20	10	1	0	0	0
2282	0	0	20	10	1	0	0	0
2284	0	0	20	10	1	0	0	0
2285	0	0	20	10	1	0	0	0
2286	0	0	20	10	1	0	0	0
2287	0	0	20	10	1	0	0	0
2288	0	0	20	10	1	0	0	0
2290	0	0	20	8	1	0	0	0
2291	0	0	20	3	1	0	0	0
2292	0	0	20	3	1	0	0	0
2295	0	0	20	10	1	0	0	0
2296	0	0	20	10	1	0	0	0
2297	0	0	20	10	1	0	0	0
2298	0	0	20	-1	1	0	0	0
2299	0	0	20	10	1	0	0	0
2300	0	0	20	10	0.88	80	0	0
2301	0	0	20	9	1	0	0	0
2302	0	0	20	10	1	0	0	0
2303	0	0	20	10	1	0	0	0
2304	0	0	20	10	1	0	0	0
2305	0	0	20	10	1	0	0	0
2310	0	0	20	-1	1	0	0	0
2311	0	0	20	-1	1	0	0	0
2312	3000	3000	20	-1	1	0	0	0
2313	0	0	20	-1	1	0	0	0
2314	0	0	20	10	1	0	0	0
2315	1500	1500	20	10	1	0	0	0
2316	0	0	20	10	1	0	0	0
2317	1000	1000	20	10	1	0	0	0
2318	0	0	20	5	1	0	0	0
2319	0	0	20	10	1	0	0	0
2320	0	0	20	10	1	0	0	0
2321	0	0	20	10	1	0	0	0
2322	0	0	20	10	1	0	0	0
2323	1500	3000	20	1	1	0	0	0
2324	0	0	20	10	1	0	0	0
2325	0	0	20	10	1	0	0	0
2326	0	0	20	10	1	0	0	0
2327	0	0	20	10	1	0	0	0
2328	0	0	20	10	1	0	0	0
2330	0	0	20	10	1	0	0	0
2331	0	0	20	10	1	0	0	0
2332	0	0	20	5	1	0	0	0
2333	0	0	20	10	1	0	0	0
2334	0	0	20	5	1	0	0	0
2335	1500	1500	20	5	1	0	0	0
2336	0	0	20	5	1	0	0	0
2337	0	0	20	5	1	0	0	0
2338	0	0	20	5	1	0	0	0
2341	0	0	20	5	1	0	0	0
