field0	field1	field2	field3
87909	2117	-2783	27018
87910	1746	-2684	27018
87911	1721	-2850	27018
87912	1721	-2985	27018
87913	1952	-5284	27019
87914	2246	-5152	27019
87915	2384	-5049	27019
87916	2412	-5019	27019
87917	2515	-4253	27019
87918	2386	-4117	27019
87919	2351	-4084	27019
87920	2148	-3952	27019
87921	2053	-3917	27019
87922	1852	-4850	27019
87923	1816	-5080	27019
87936	2784	-3618	27021
87937	2847	-3413	27021
87938	2753	-3315	27021
87939	2715	-3350	27021
87940	2627	-3449	27021
87941	2678	-3519	27021
87942	2879	-5148	27022
87943	2918	-5121	27022
87944	2948	-5081	27022
87945	3115	-4846	27022
87946	3282	-4415	27022
87947	3160	-4005	27022
87948	2750	-3880	27022
87949	2651	-4117	27022
87950	2551	-4450	27022
87951	2481	-4816	27022
87952	2484	-4883	27022
87953	2513	-4922	27022
87954	2674	-2477	27023
87961	1683	-3879	27030
87962	1681	-3814	27030
87963	1650	-3717	27030
87964	1585	-3850	27030
87965	1745	-3084	27031
87966	1884	-2884	27031
87967	1853	-2728	27031
87968	1746	-2684	27031
87969	1686	-2918	27031
87970	1719	-3050	27031
87971	1886	-3882	27032
87972	2080	-3879	27032
87973	2111	-3848	27032
87974	2220	-3415	27032
87975	2220	-3350	27032
87976	2150	-3219	27032
87977	2085	-3150	27032
87978	1815	-3415	27032
87979	1815	-3482	27032
87980	1816	-3815	27032
87981	1821	-3881	27032
87982	2147	-3081	27033
87983	2220	-3017	27033
87984	2182	-2849	27033
87985	2117	-2783	27033
87986	1988	-2849	27033
87987	1949	-2948	27033
87988	2018	-3016	27033
87989	2492	-2514	27034
87990	2615	-2479	27034
87991	2716	-2449	27034
87992	2683	-2428	27034
87993	2616	-2428	27034
87994	2415	-2481	27034
87995	2381	-2513	27034
87996	1617	-3615	27035
87997	1680	-3614	27035
87998	1684	-3546	27035
87999	1687	-3484	27035
88000	1683	-3417	27035
88001	1652	-3386	27035
88002	1617	-3419	27035
88003	1587	-3453	27035
88004	2674	-2477	27036
88026	2674	-2477	27042
88027	-9351	-1421	27043
88028	-9106	-1243	27043
88029	-9383	-1101	27043
88030	-9425	-1127	27043
88031	-9406	-1217	27043
88032	-9389	-1296	27043
88033	-9364	-1387	27043
88034	-9470	-1289	27044
88035	-1468	1734	27045
88036	-1928	1757	27046
88037	-1922	1809	27046
88038	-1986	1944	27046
88039	-2068	1845	27046
88040	-1334	1707	27047
88041	2260	-5339	27048
88042	1456	-3596	27049
88043	9676	900	27050
88044	9905	985	27051
88045	9905	985	27052
88046	-9461	33	27053
88047	-9515	-136	27054
88048	-9461	33	27055
88049	-5669	-454	27056
88050	-5591	-530	27057
88051	-5591	-530	27058
88052	9665	2520	27059
88053	9665	2520	27060
88054	9665	2520	27061
88055	9665	2520	27062
88056	9665	2520	27063
88057	9665	2520	27064
88058	9665	2520	27065
88059	-8512	862	27066
88060	-8512	862	27067
88061	-8512	862	27068
88062	-8512	862	27069
88063	-8512	862	27070
88064	-8512	862	27071
88065	-8512	862	27072
88066	-4612	-909	27073
88067	1452	-4180	27074
88068	1452	-4180	27075
88069	1768	401	27076
88070	-4612	-909	27077
88071	1768	401	27078
88072	-4612	-909	27079
88073	171	-4770	27080
88074	295	-4831	27081
88075	295	-4831	27082
88076	2437	359	27083
88077	2265	251	27084
88078	2265	251	27085
88079	1452	-4180	27086
88080	1452	-4180	27087
88081	1452	-4180	27088
88082	1452	-4180	27089
88083	1452	-4180	27090
88084	1452	-4180	27091
88085	1768	401	27092
88086	1768	401	27093
88087	1768	401	27094
88088	1768	401	27095
88089	1768	401	27096
88090	1768	401	27097
88091	9665	2520	27098
88092	9665	2520	27099
88093	9665	2520	27100
88094	-8512	862	27101
88095	-8512	862	27102
88096	-8512	862	27103
88097	9665	2520	27104
88098	9665	2520	27105
88099	9665	2520	27106
88100	9665	2520	27107
88101	-8512	862	27108
88102	-8512	862	27109
88103	-8512	862	27110
88104	1768	401	27111
88105	1452	-4180	27112
88106	9665	2520	27113
88107	9665	2520	27114
88108	9665	2520	27115
88109	-8512	862	27116
88110	-8512	862	27117
88111	1452	-4180	27118
88112	1452	-4180	27119
88113	1768	401	27120
88114	1768	401	27121
88115	9665	2520	27122
88116	9665	2520	27123
88117	9665	2520	27124
88118	-8512	862	27125
88119	-8512	862	27126
88120	1452	-4180	27127
88121	1452	-4180	27128
88122	1768	401	27129
88123	1768	401	27130
88124	1768	401	27131
88125	1768	401	27132
88126	1452	-4180	27133
88127	1452	-4180	27134
88128	4391	-127	27135
88129	4451	-67	27135
88130	4391	-7	27135
88131	4331	-67	27135
88132	3261	166	27136
88133	1445	-3701	27137
88134	1456	-3596	27138
88144	-1055	-215	27142
88145	-1055	-215	27143
88146	1288	334	27144
88147	877	-4230	27145
88148	1929	-4159	27146
88149	1928	-4158	27147
88150	1801	-4375	27148
88151	1924	-4160	27149
88152	-452	1753	27150
88153	-362	2485	27151
88154	2674	-2477	27152
88155	1801	-4375	27153
88156	-11629	-55	27154
88157	-11629	-55	27155
88158	1572	-3257	27156
88159	2674	-2477	27157
88160	965	-1418	27158
88161	1752	-730	27159
88162	965	-1418	27160
88164	-9479	53	27162
88173	-1402	1497	27164
88174	-5581	-541	27165
88175	9840	946	27166
88176	350	-4676	27167
88177	-2328	-382	27168
88178	2923	-4946	27169
88179	2674	-2477	27170
88180	1206	-2412	27171
88181	2286	248	27172
88182	2674	-2477	27173
88183	1135	-1767	27174
88184	2943	-1390	27175
88185	-8396	-3179	27176
88186	-8319	-3163	27176
88187	-8207	-3029	27176
88188	-8201	-3016	27176
88189	-8236	-2904	27176
88190	-8278	-2864	27176
88191	-8500	-2816	27176
88192	-8597	-2835	27176
88193	-8604	-2849	27176
88194	-8539	-3007	27176
88195	-8448	-3154	27176
88196	-9250	-3149	27177
88197	-9152	-3115	27177
88198	-9117	-3082	27177
88199	-9117	-3016	27177
88200	-9118	-2950	27177
88201	-9149	-2917	27177
88202	-9250	-2883	27177
88203	-9284	-2916	27177
88204	-9318	-2950	27177
88205	-9317	-3082	27177
88206	-9284	-3117	27177
88207	-8985	-3551	27178
88208	-8849	-3550	27178
88209	-8816	-3517	27178
88210	-8783	-3482	27178
88211	-8784	-3417	27178
88212	-8817	-3317	27178
88213	-8918	-3352	27178
88214	-8949	-3384	27178
88215	-8986	-3484	27178
88216	-8396	-3179	27179
88217	-8319	-3163	27179
88218	-8207	-3029	27179
88219	-8201	-3016	27179
88220	-8236	-2904	27179
88221	-8278	-2864	27179
88222	-8500	-2816	27179
88223	-8597	-2835	27179
88224	-8604	-2849	27179
88225	-8539	-3007	27179
88226	-8448	-3154	27179
88227	-9250	-3149	27180
88228	-9152	-3115	27180
88229	-9117	-3082	27180
88230	-9117	-3016	27180
88231	-9118	-2950	27180
88232	-9149	-2917	27180
88233	-9250	-2883	27180
88234	-9284	-2916	27180
88235	-9318	-2950	27180
88236	-9317	-3082	27180
88237	-9284	-3117	27180
88238	-8985	-3551	27181
88239	-8849	-3550	27181
88240	-8816	-3517	27181
88241	-8783	-3482	27181
88242	-8784	-3417	27181
88243	-8817	-3317	27181
88244	-8918	-3352	27181
88245	-8949	-3384	27181
88246	-8986	-3484	27181
88247	-8534	-3082	27182
88248	-7135	-3863	27183
88249	-4602	-1835	27184
88250	3805	-1473	27185
88251	3805	-1473	27186
88252	3805	-1473	27187
88253	3805	-1473	27188
88254	3805	-1473	27189
88255	3949	-1047	27190
88256	3949	-1047	27191
88257	3949	-1047	27192
88258	3949	-1047	27193
88259	3949	-1047	27194
88260	900	-479	27195
88261	950	-458	27195
88262	964	-442	27195
88263	961	-332	27195
88264	907	-323	27195
88265	825	-320	27195
88266	793	-326	27195
88267	818	-457	27195
88268	588	-46	27196
88269	-948	-209	27197
88270	-832	-155	27197
88271	-821	-136	27197
88272	-850	-21	27197
88273	-863	0	27197
88274	-916	-37	27197
88275	-976	-83	27197
88276	-962	-169	27197
88277	-1294	-194	27198
88278	1658	-730	27199
88279	2449	-1662	27200
88280	935	-1450	27201
88281	2449	-1662	27202
88282	8020	-2679	27203
88283	8020	-2679	27204
88284	10179	2564	27205
88285	10179	2564	27206
88286	10179	2564	27207
88287	-1039	-282	27208
88288	-1039	-282	27209
88289	-1039	-282	27210
88290	8020	-2679	27211
88291	8020	-2679	27212
88292	10179	2564	27213
88293	-1039	-282	27214
88294	1453	-1280	27215
88295	1462	-3587	27216
88304	-1402	1497	27218
88309	2427	-1936	27220
88310	1871	-3213	27221
88311	5261	-4989	27222
88312	5386	-4884	27222
88313	5451	-4617	27222
88314	5445	-4557	27222
88315	5387	-4461	27222
88316	5349	-4452	27222
88317	5284	-4450	27222
88318	5251	-4480	27222
88319	5084	-4719	27222
88320	5118	-4950	27222
88321	5261	-4989	27223
88322	5386	-4884	27223
88323	5451	-4617	27223
88324	5445	-4557	27223
88325	5387	-4461	27223
88326	5349	-4452	27223
88327	5284	-4450	27223
88328	5251	-4480	27223
88329	5084	-4719	27223
88330	5118	-4950	27223
88331	8067	-3862	27224
88332	10179	2564	27225
88333	-1039	-282	27226
88334	1479	446	27227
88335	1879	-1368	27228
88336	1906	-1353	27228
88337	1913	-1322	27228
88338	1894	-1301	27228
88339	1866	-1296	27228
88340	1844	-1310	27228
88341	1838	-1336	27228
88342	1852	-1361	27228
88343	2080	-1849	27229
88344	2119	-1843	27229
88345	2131	-1813	27229
88346	2107	-1776	27229
88347	2064	-1799	27229
88348	2065	-1831	27229
88349	1879	-1368	27230
88350	1906	-1353	27230
88351	1913	-1321	27230
88352	1894	-1301	27230
88353	1866	-1296	27230
88354	1844	-1309	27230
88355	1838	-1336	27230
88356	1851	-1361	27230
88357	2080	-1849	27231
88358	2119	-1843	27231
88359	2131	-1813	27231
88360	2107	-1776	27231
88361	2064	-1799	27231
88362	2065	-1831	27231
88363	2297	-1905	27232
88364	2343	-1883	27232
88365	2333	-1865	27232
88366	2196	-1728	27232
88367	2162	-1713	27232
88368	2142	-1733	27232
88369	2297	-1905	27233
88370	2343	-1883	27233
88371	2333	-1865	27233
88372	2196	-1728	27233
88373	2162	-1713	27233
88374	2142	-1733	27233
88375	2421	-1731	27234
88376	2466	-1611	27234
88377	2377	-1536	27234
88378	2375	-1700	27234
88379	2562	-1816	27235
88389	1609	-3249	27239
88390	2150	-5265	27240
88391	2083	-4614	27241
88392	2114	-4583	27241
88393	2123	-4547	27241
88394	2117	-4482	27241
88395	2045	-4388	27241
88396	1979	-4415	27241
88397	1917	-4446	27241
88398	1916	-4483	27241
88399	1920	-4549	27241
88400	1952	-4584	27241
88413	1871	-3213	27243
88414	2332	-2070	27244
88415	2690	-1955	27245
88416	2562	-1816	27246
88417	3377	-4916	27247
88418	1576	-3271	27248
88419	2843	-1598	27249
88420	2888	-1553	27249
88421	2887	-1545	27249
88422	2842	-1500	27249
88423	2832	-1495	27249
88424	2787	-1540	27249
88425	2798	-1553	27249
88426	2562	-1816	27250
88427	2303	-5306	27251
88428	253	2964	27252
88429	-362	2485	27253
88430	972	-1431	27254
88431	1775	-726	27255
88432	2256	-5338	27256
88433	7026	-2136	27257
88434	7026	-2136	27258
88435	2303	-5306	27259
88436	2083	-5283	27260
88437	2216	-5218	27260
88438	2349	-5153	27260
88439	2413	-5019	27260
88440	2413	-4952	27260
88441	2349	-4683	27260
88442	2280	-4683	27260
88443	2090	-4684	27260
88444	2015	-4685	27260
88445	1818	-4881	27260
88446	1816	-5080	27260
88447	1952	-5284	27260
88448	2185	-4585	27261
88449	2252	-4582	27261
88450	2350	-4549	27261
88451	2446	-4449	27261
88452	2515	-4253	27261
88453	2386	-4117	27261
88454	2351	-4084	27261
88455	2118	-3920	27261
88456	2053	-3917	27261
88457	2815	-4283	27262
88458	2844	-4252	27262
88459	2892	-4035	27262
88460	2772	-3881	27262
88461	2750	-3880	27262
88462	2686	-3883	27262
88463	2651	-4117	27262
88464	2648	-4184	27262
88465	2721	-4250	27262
88466	2948	-4353	27263
88467	3081	-4350	27263
88468	3180	-4252	27263
88469	3160	-4005	27263
88470	3083	-4017	27263
88471	3050	-4049	27263
88472	2954	-4217	27263
88473	2950	-4283	27263
88474	3281	-2988	27264
88475	3212	-2924	27264
88476	3114	-2886	27264
88477	3082	-2918	27264
88478	3051	-2950	27264
88479	3149	-2983	27264
88480	2784	-3618	27265
88481	2816	-3384	27265
88482	2753	-3315	27265
88483	2715	-3350	27265
88484	2627	-3449	27265
88485	2780	-5047	27266
88486	2815	-5019	27266
88487	3052	-4783	27266
88488	3083	-4751	27266
88489	3115	-4716	27266
88490	3251	-4515	27266
88491	3082	-4490	27266
88492	2947	-4483	27266
88493	2814	-4553	27266
88494	2653	-4651	27266
88495	2618	-4682	27266
88496	2513	-4922	27266
88497	1871	-3213	27267
88498	-2180	-409	27268
88499	275	-4704	27269
88500	9812	929	27270
88501	-5619	-454	27271
88502	-2180	-409	27272
88503	-2180	-409	27273
88504	-2180	-409	27274
88505	275	-4704	27275
88506	275	-4704	27276
88507	275	-4704	27277
88508	9812	929	27278
88509	9812	929	27279
88510	9812	929	27280
88511	-5619	-454	27281
88512	-5619	-454	27282
88513	-5619	-454	27283
88514	2101	-4607	27284
88515	275	-4704	27285
88516	275	-4704	27286
88517	-5619	-454	27287
88518	-5619	-454	27288
88519	-5022	-1274	27289
88520	-2180	-409	27290
88521	-2180	-409	27291
88522	-1475	-81	27292
88523	9812	929	27293
88524	9812	929	27294
88525	10178	2511	27295
88526	8020	-2679	27296
88527	6558	473	27297
88528	6143	-67	27298
88529	6335	94	27298
88530	6335	111	27298
88531	6039	166	27298
88532	6008	-29	27298
88533	6006	-46	27298
88534	6558	473	27299
88535	6645	-209	27300
88536	10179	2564	27301
88537	8020	-2679	27302
88538	336	-2280	27303
88539	-1084	-3085	27304
88540	-1084	-2948	27304
88541	-1318	-2584	27304
88542	-1417	-2615	27304
88543	-1482	-2815	27304
88544	-1485	-2948	27304
88545	283	-1847	27305
88546	220	-1651	27305
88547	149	-1582	27305
88548	-16	-1484	27305
88549	-83	-1550	27305
88550	718	-2950	27306
88551	886	-2917	27306
88552	682	-2717	27306
88553	-545	-2673	27307
88554	-745	-3284	27308
88555	-1039	-282	27309
88556	3749	-1215	27310
88557	3749	-1048	27310
88558	3716	-1015	27310
88559	3688	-1020	27310
88560	3655	-1033	27310
88561	3617	-1049	27310
88562	3526	-1108	27310
88563	3534	-1150	27310
88564	3621	-1211	27310
88565	3619	-1189	27311
88566	3710	-1141	27311
88567	3661	-1047	27311
88568	3553	-1085	27311
88569	3557	-1117	27311
88570	3749	-1215	27312
88571	3749	-1048	27312
88572	3716	-1015	27312
88573	3688	-1020	27312
88574	3655	-1033	27312
88575	3617	-1049	27312
88576	3581	-1084	27312
88577	3580	-1117	27312
88578	3585	-1176	27312
88579	3628	-1189	27312
88580	3875	-1287	27313
88585	-1401	2083	27315
88586	3314	-4275	27316
88587	3397	-4270	27316
88588	3369	-4143	27316
88589	3323	-4146	27316
88590	3280	-4160	27316
88591	3240	-4174	27316
88592	3240	-4190	27316
88593	3314	-4275	27317
88594	3397	-4270	27317
88595	3386	-4211	27317
88596	3369	-4143	27317
88597	3323	-4146	27317
88598	3280	-4160	27317
88599	3240	-4174	27317
88600	3240	-4190	27317
88601	3314	-4275	27318
88602	3397	-4270	27318
88603	3384	-4210	27318
88604	3369	-4143	27318
88605	3323	-4146	27318
88606	3280	-4160	27318
88607	3240	-4174	27318
88608	3240	-4190	27318
88609	3328	-4204	27319
88610	1871	-3213	27320
88611	-2267	1309	27321
88612	-2256	1312	27321
88613	-2246	1315	27321
88614	-2238	1323	27321
88615	-2301	1395	27321
88616	-2311	1387	27321
88617	-2318	1379	27321
88618	-2317	1358	27321
88619	-2310	1348	27321
88620	-2286	1324	27321
88621	-2276	1316	27321
88622	-1401	2083	27322
88623	2164	-3314	27323
88624	1871	-3213	27324
88625	2978	-4247	27325
88626	1871	-3213	27326
88627	215	1243	27327
88628	-285	2586	27328
88629	-221	2654	27328
88630	-277	2847	27328
88631	-330	2886	27328
88632	-761	3161	27328
88633	-818	3150	27328
88634	-923	3119	27328
88635	-980	3089	27328
88636	-589	2648	27328
88637	-1705	3215	27329
88638	-52	2424	27330
88639	79	2481	27330
88640	247	2883	27330
88641	280	2981	27330
88642	149	3014	27330
88643	82	2984	27330
88644	-241	2809	27330
88645	-273	2779	27330
88646	-245	2684	27330
88647	-82	2449	27330
88648	183	2449	27331
88649	215	2451	27331
88650	278	2519	27331
88651	298	2647	27331
88652	271	2752	27331
88653	255	2784	27331
88654	169	2747	27331
88655	147	2711	27331
88656	-84	2350	27332
88657	-85	2414	27332
88658	-159	2598	27332
88659	-186	2637	27332
88660	-284	2747	27332
88661	-415	2620	27332
88662	-149	2354	27332
88663	-85	2414	27333
88664	183	2449	27333
88665	44	2710	27333
88666	14	2762	27333
88667	-17	2814	27333
88668	-120	2850	27333
88669	-214	2820	27333
88670	-241	2809	27333
88671	-273	2779	27333
88672	-318	2586	27333
88673	-219	2483	27333
88674	311	2584	27334
88675	298	2647	27334
88676	274	2681	27334
88677	193	2641	27334
88678	-1733	3185	27335
88679	1288	334	27336
88680	3315	-3380	27337
88681	1871	-3213	27338
88682	1571	-5605	27339
88683	1871	-3213	27340
88684	1639	-5464	27341
88685	1871	-3213	27342
88686	-1951	3055	27343
88687	-1883	3060	27343
88688	-1115	3213	27343
88689	-1084	3251	27343
88690	-1117	3285	27343
88691	-1617	3447	27343
88692	-2014	3451	27343
88693	-2081	3448	27343
88694	-2115	3418	27343
88695	-2187	3350	27343
88696	-2215	3316	27343
88697	-584	2650	27344
88698	-481	2686	27344
88699	-417	2746	27344
88700	-351	2818	27344
88701	-380	2849	27344
88702	-748	3153	27344
88703	-986	3149	27344
88704	-981	3083	27344
88705	-84	2350	27345
88706	215	2451	27345
88707	278	2519	27345
88708	311	2584	27345
88709	280	2981	27345
88710	149	3014	27345
88711	82	2984	27345
88712	-241	2809	27345
88713	-273	2779	27345
88714	-415	2620	27345
88715	-149	2354	27345
88716	191	2884	27346
88717	3519	-1132	27347
88718	5112	-359	27348
88719	1871	-3213	27349
88720	2998	-2860	27350
88721	2936	-2745	27351
88722	-10628	1037	27352
88724	-8815	362	27354
88725	944	-1458	27355
88726	1739	-3301	27356
88727	1865	-3237	42900
88728	1867	-3301	42901
88729	1869	-3265	42902
88730	944	-1458	27357
88731	6873	-2039	27358
88732	6811	-2685	27359
88733	6847	-2491	27359
88734	6817	-2449	27359
88735	6783	-2418	27359
88736	6750	-2616	27359
88737	6790	-2671	27359
88738	6515	-3270	27360
88739	6514	-3139	27360
88740	6453	-3115	27360
88741	6415	-3116	27360
88742	6811	-2685	27361
88743	6847	-2491	27361
88744	6817	-2449	27361
88745	6783	-2418	27361
88746	6750	-2616	27361
88747	6790	-2671	27361
88748	6879	-5190	27362
88749	6915	-5150	27362
88750	6917	-5082	27362
88751	6914	-5016	27362
88752	6884	-4986	27362
88753	6765	-4959	27362
88754	6818	-5083	27362
88755	6849	-5150	27362
88756	6515	-3270	27363
88757	6514	-3139	27363
88758	6453	-3115	27363
88759	6415	-3116	27363
88760	6783	-2783	27364
88761	6822	-2714	27364
88762	6882	-2547	27364
88763	6887	-2516	27364
88764	6850	-2451	27364
88765	6783	-2517	27364
88766	6749	-2684	27364
88767	6493	-3350	27365
88768	6518	-3319	27365
88769	6517	-3214	27365
88770	6510	-3084	27365
88771	6418	-3283	27365
88772	6450	-3319	27365
88773	6900	-2286	27366
88774	-8836	490	27367
88775	-8702	382	27368
88776	824	1516	27369
88777	852	1519	27369
88778	920	1534	27369
88779	995	1642	27369
88780	1034	1728	27369
88781	850	1817	27369
88782	749	1684	27369
88783	758	1645	27369
88784	824	1516	27370
88785	852	1519	27370
88786	920	1534	27370
88787	995	1642	27370
88788	1034	1728	27370
88789	850	1817	27370
88790	749	1684	27370
88791	758	1645	27370
88792	618	1751	27371
88793	683	1751	27371
88794	716	1785	27371
88795	717	1882	27371
88796	695	1965	27371
88797	606	1936	27371
88798	772	1423	27372
88799	715	1517	27372
88800	702	1533	27372
88801	649	1550	27372
88802	616	1549	27372
88803	649	1450	27372
88804	670	1440	27372
88805	618	1751	27373
88806	683	1751	27373
88807	716	1785	27373
88808	717	1882	27373
88809	695	1965	27373
88810	606	1936	27373
88811	772	1423	27374
88812	715	1517	27374
88813	702	1533	27374
88814	649	1550	27374
88815	616	1549	27374
88816	649	1450	27374
88817	670	1440	27374
88818	925	941	27375
88819	889	1743	27376
88820	925	941	27377
88821	512	709	27378
88822	925	941	27379
88823	-10501	1022	27380
88824	1749	883	27381
88825	1695	966	27381
88826	1591	1001	27381
88827	1513	1009	27381
88828	1622	899	27381
88829	1529	718	27382
88830	1726	773	27382
88831	1473	902	27382
88832	1448	817	27382
88833	1016	928	27383
88835	1567	266	27385
88836	1610	283	27386
88838	9915	2632	27388
88839	6400	533	27389
88840	9752	903	27390
88841	9873	976	27391
88843	-1239	39	27393
88844	-1197	26	27394
88847	761	1400	27397
88848	922	1575	27397
88849	918	1716	27397
88850	675	1827	27397
88851	594	1799	27397
88852	514	1759	27397
88853	494	1462	27397
88854	1016	928	27398
88855	2311	-2555	27399
88856	2311	-2555	27400
88857	1573	-4439	27401
88858	1802	-4366	27402
88859	-404	-2709	27403
88861	-4821	-1152	27405
88862	935	-1450	27406
88863	1658	-730	27407
88864	-4708	-1121	27408
88866	585	1450	27410
88867	817	1483	27410
88868	849	1584	27410
88869	850	1850	27410
88870	751	1882	27410
88871	551	1816	27410
88872	517	1782	27410
88873	487	1618	27410
88874	517	1515	27410
88875	1284	1416	27411
88876	1349	1418	27411
88877	1384	1448	27411
88878	1353	1484	27411
88879	1184	1516	27411
88880	1217	1418	27411
88881	1483	1017	27412
88882	1617	1084	27412
88883	1583	1116	27412
88884	1511	1056	27412
88885	824	934	27413
88886	-88	-4275	27414
88887	-612	-4322	27415
88888	1877	1625	27416
88889	1982	1377	27417
88890	1848	1639	27418
88891	1016	928	27419
88892	-9017	453	27420
88893	-49	247	27421
88894	-39	249	27421
88895	-13	313	27421
88896	0	357	27421
88897	12	448	27421
88898	-15	452	27421
88899	-123	402	27421
88900	-141	377	27421
88901	-89	256	27421
88902	2	352	27422
88903	53	403	27422
88904	2	454	27422
88905	-49	403	27422
88906	831	940	27423
88907	2752	-3085	27424
88908	3046	-2821	27424
88909	3042	-2798	27424
88910	3039	-2788	27424
88911	2943	-2755	27424
88912	2898	-2774	27424
88913	2746	-2884	27424
88914	2719	-2914	27424
88915	2670	-3023	27424
88916	2684	-3050	27424
88917	2625	-2282	27425
88918	2649	-2259	27425
88919	2684	-2151	27425
88920	2687	-2120	27425
88921	2585	-2115	27425
88922	2506	-2117	27425
88923	2475	-2149	27425
88924	2483	-2157	27425
88925	2310	-2513	27426
88926	4118	1214	27427
88927	4189	1249	27427
88928	4251	1316	27427
88929	4248	1351	27427
88930	4117	1413	27427
88931	4085	1382	27427
88932	4050	1318	27427
88933	4018	1251	27427
88934	4051	1215	27427
88935	4050	783	27428
88936	4081	785	27428
88937	4149	1048	27428
88938	4146	1081	27428
88939	3717	1255	27428
88940	3550	1284	27428
88941	3451	1253	27428
88942	3449	1014	27428
88943	3484	918	27428
88944	3652	818	27428
88945	3331	1026	27429
88946	583	281	27430
88947	483	575	27430
88948	448	638	27430
88949	435	628	27430
88950	382	351	27430
88951	433	300	27430
88952	518	573	27431
88953	547	573	27431
88954	560	664	27431
88955	510	683	27431
88956	460	696	27431
88957	454	668	27431
88963	951	83	27433
88964	1050	252	27433
88965	948	352	27433
88966	750	280	27433
88967	751	216	27433
88973	917	614	27435
88974	1112	646	27435
88975	1151	692	27435
88976	1075	716	27435
88977	882	683	27435
88978	-178	-233	27436
88979	3361	-770	27437
88980	3458	-661	27437
88981	3482	-618	27437
88982	3386	-573	27437
88983	3359	-600	27437
88984	3314	-676	27437
88985	3302	-705	27437
88986	3329	-758	27437
88987	3044	-542	27438
88988	2	430	27439
88989	831	940	27440
88994	2331	-2574	27442
88995	6110	-4189	27443
88996	6110	-4189	27444
88997	2058	-2733	27445
88998	2063	-2690	27445
88999	1973	-2243	27445
89000	1861	-2240	27445
89001	1766	-2308	27445
89002	1745	-2393	27445
89003	1784	-2563	27445
89004	1853	-2691	27445
89005	2334	-2542	27446
89006	1938	-2337	27447
89007	1288	334	27448
89008	1288	334	27449
89013	-265	-943	27451
89014	1246	-2253	27452
89015	1246	-2253	27453
89016	1246	-2253	27454
89021	2272	-2511	27456
89022	3358	995	27457
89023	2838	-3761	27458
89024	2051	-2397	27459
89025	193	-907	27460
89026	140	-796	27460
89027	111	-736	27460
89028	-27	-483	27460
89029	-213	-687	27460
89030	157	-891	27460
89031	170	-898	27460
89032	193	-907	27461
89033	140	-796	27461
89034	111	-736	27461
89035	-27	-483	27461
89036	-213	-687	27461
89037	157	-891	27461
89038	170	-898	27461
89039	-265	-943	27462
89040	4107	899	27463
89041	-1088	-225	27464
89042	3355	1033	27465
89043	4257	741	27466
89044	4343	858	27466
89045	4348	881	27466
89046	4278	915	27466
89047	4178	946	27466
89048	4154	940	27466
89049	4186	750	27466
89050	3355	1033	27467
89051	3355	1033	27468
89052	3355	1033	27469
89053	1928	-4168	27470
89054	-1648	3076	27471
89055	1135	-1767	27472
89056	1135	-1767	27473
89057	-5103	-3950	27474
89058	2494	-2166	27475
89059	2502	-2124	27475
89060	2488	-2132	27475
89061	2477	-2155	27475
89062	2784	-3012	27476
89063	2792	-2957	27476
89064	2751	-2915	27476
89065	2712	-2920	27476
89066	2741	-2986	27476
89067	3374	-770	27477
89068	3453	-663	27477
89069	3497	-561	27477
89070	3511	-492	27477
89071	3453	-366	27477
89072	3414	-321	27477
89073	3212	-131	27477
89074	3047	-47	27477
89075	2945	-76	27477
89076	2914	-120	27477
89077	3218	-607	27477
89078	3323	-738	27477
89079	2215	-1616	27478
89080	2284	-1546	27478
89081	2336	-1395	27478
89082	2378	-1221	27478
89083	2380	-1195	27478
89084	2351	-1150	27478
89085	2315	-1151	27478
89086	2285	-1185	27478
89087	2182	-1411	27478
89088	2181	-1522	27478
89089	2181	-1551	27478
89090	2183	-1583	27478
89091	2073	-2417	27479
89092	2310	-2513	27480
89093	-5103	-3950	27481
89094	-5103	-3950	27482
89095	-5103	-3950	27483
89096	-5103	-3950	27484
89097	-1648	3076	27485
89098	-1648	3076	27486
89099	6396	-2537	27487
89100	7093	-4019	27488
89101	5127	-325	27489
89102	6721	-4713	27490
89103	-4139	-4060	27491
89104	-4139	-4060	27492
89105	-4139	-4060	27493
89106	-7168	-3850	27494
89107	-7168	-3850	27495
89108	-7168	-3850	27496
89118	-1019	-3509	27500
89119	-1019	-3509	27501
89128	-3747	-4532	27504
89129	-3747	-4532	27505
89130	-4846	-2328	27506
89131	-4458	-2311	27506
89132	-4367	-2229	27506
89133	-4307	-2109	27506
89134	-4300	-2040	27506
89135	-4322	-2017	27506
89136	-4463	-2008	27506
89137	-4622	-2085	27506
89138	-4847	-2205	27506
89139	-4739	-2312	27507
89140	-4561	-2309	27507
89141	-4448	-2307	27507
89142	-4370	-2236	27507
89143	-4310	-2114	27507
89144	-4308	-2021	27507
89145	-4484	-2021	27507
89146	-4622	-2085	27507
89147	-4840	-2199	27507
89148	-4844	-2307	27507
89149	-4656	-2486	27508
89150	-4370	-2236	27508
89151	-4307	-2109	27508
89152	-4313	-2027	27508
89153	-4487	-2062	27508
89154	-4840	-2199	27508
89155	-4847	-2205	27508
89156	-4845	-2299	27508
89167	-4802	-2344	27513
89168	1429	-602	27514
89169	1459	319	27515
89170	113	-351	27516
89171	-11	-784	27517
89172	126	-647	27517
89173	214	-467	27517
89174	102	-241	27517
89175	-49	-504	27517
89176	-265	-943	27518
89181	3358	995	27520
89257	107	-1492	27540
