m_id	m_dungeonMapId	newField1	m_unkFloat1	m_unkFloat2	m_sectionId	m_instanceId	m_index	newField2	m_name	m_description
371	200	704	0.535002	0.573466	4626	228	3	-1	Houndmaster Grebmar	NYI
372	200	704	0.497785	0.645796	4547	228	4	3	Ring of Law	NYI
373	201	704	0.54918	0.94877	4496	228	5	-29	Pyromancer Loregrain	NYI
374	200	704	0.564208	0.311475	4476	228	6	3	Lord Incendius	NYI
375	201	704	0.602459	0.659836	4386	228	7	-1	Warder Stilgiss	NYI
376	200	704	0.635246	0.211066	4538	228	8	-1	Fineous Darkvire	NYI
377	200	704	0.251366	0.534836	4532	228	9	3	Bael\'Gar	NYI
378	201	704	0.363388	0.82377	4508	228	10	3	General Angerforge	General Angerforge starts with 4 Anvilrage Reservists at his side.
379	201	704	0.364754	0.651639	4501	228	11	3	Golem Lord Argelmach	NYI
380	201	704	0.505668	0.704778	4494	228	12	3	Hurley Blackbreath	NYI
381	201	704	0.458206	0.564745	4504	228	13	3	Phalanx	NYI
382	201	704	0.525456	0.625386	4492	228	14	3	Ribbly Screwspigot	NYI
383	201	704	0.47722	0.657122	4485	228	15	3	Plugger Spazzring	NYI
384	201	704	0.538251	0.485656	4482	228	16	-29	Ambassador Flamelash	NYI
385	201	704	0.538251	0.247951	4471	228	17	3	The Seven	Seven dwarf ghosts [ph]
386	201	704	0.796448	0.118852	4480	228	18	-29	Magmus	NYI
387	201	704	0.909836	0.118852	4645	228	19	3	Emperor Dagran Thaurissan	NYI
388	208	721	0.386612	0.590164	4523	229	1	-1	Highlord Omokk	NYI
389	207	721	0.553279	0.692623	4525	229	2	-1	Shadow Hunter Vosh\'gajin	NYI
390	202	721	0.52459	0.545082	4527	229	3	-1	War Master Voone	NYI
391	207	721	0.620736	0.741415	4543	229	4	-1	Mother Smolderweb	NYI
392	209	721	0.454918	0.557377	4552	229	5	-1	Urok Doomhowl	NYI
393	210	721	0.539617	0.844263	4568	229	6	-1	Quartermaster Zigris	NYI
394	210	721	0.379781	0.840164	4572	229	7	-1	Halycon	NYI
395	210	721	0.394808	0.793032	4584	229	8	-1	Gizrul the Slavener	NYI
396	211	721	0.575137	0.60041	4587	229	9	-1	Overlord Wyrmthalak	NYI
397	211	721	0.303279	0.266393	4617	229	10	-1	Pyroguard Emberseer	NYI
398	211	721	0.36612	0.381148	4625	229	11	-1	Solakar Flamewreath	NYI
399	212	721	0.486339	0.245902	4634	229	12	-1	Warchief Rend Blackhand	NYI
400	212	721	0.642077	0.319672	4649	229	13	-1	The Beast	NYI
401	212	721	0.349727	0.497951	4657	229	14	-1	General Drakkisath	NYI
402	267	699	0.575137	0.743852	4655	230	1	3	Zevrim Thornhoof	NYI
403	267	699	0.536885	0.715164	5004	230	2	-1	Hydrospawn	NYI
404	266	699	0.438525	0.481557	4994	230	3	-1	Lethtendris	NYI
405	267	699	0.56694	0.288934	4921	230	4	-1	Alzzin the Wildshaper	"NYI
Alzzin the Wildshaper begins the encounter in Satyr form but can change his form to either a Dire Wolf or a Tree."
406	263	699	0.336066	0.536885	4913	230	5	-1	Tendris Warpwood	NYI
407	263	699	0.203552	0.77664	4906	230	6	-1	Illyanna Ravenoak	NYI
408	264	699	0.338798	0.45082	4836	230	7	-1	Magister Kalendris	NYI
409	265	699	0.349727	0.57582	4822	230	8	-1	Immol\'thar	NYI
410	265	699	0.622951	0.231557	4752	230	9	-1	Prince Tortheldrin	NYI
411	262	699	0.695355	0.760246	4740	230	10	-1	Guard Mol\'dar	NYI
412	262	699	0.612022	0.692623	4734	230	11	-1	Stomper Kreeg	NYI
413	262	699	0.494536	0.780738	4725	230	12	-29	Guard Fengus	NYI
414	262	699	0.266393	0.571721	4716	230	13	-29	Guard Slip\'kik	NYI
415	262	699	0.318306	0.506148	4705	230	14	3	Captain Kromcrush	NYI
416	262	699	0.319542	0.303693	4673	230	15	3	Cho\'Rush the Observer	NYI
417	262	699	0.319544	0.229482	4666	230	16	-1	King Gordok	NYI
418	170	691	0.431694	0.883197	4670	231	4	-1	Crowd Pummeler 9-60	NYI
419	168	691	0.778688	0.670082	4690	231	1	-1	Grubbis	NYI
420	169	691	0.759563	0.465164	4691	231	2	-1	Viscous Fallout	nyi
421	169	691	0.243169	0.684426	4692	231	3	-1	Electrocutioner 6000	NYI
422	172	691	0.311475	0.303279	4702	231	5	-1	Mekgineer Thermaplugg	NYI
423	256	750	0.362022	0.0983607	4709	232	1	-1	Noxxion	NYI
424	256	750	0.166667	0.344262	4713	232	2	-1	Razorlash	nyi
425	256	750	0.509563	0.530738	4721	232	3	-1	Tinkerer Gizlock	nyi
426	162	688	0.543284	0.564179	4377	227	3	-31	Gelihast	Dual wielding murloc [ph]
427	256	750	0.378415	0.704918	4730	232	4	-1	Lord Vyletongue	nyi
428	257	750	0.245902	0.143443	4745	232	5	-1	Celebras the Cursed	NYI
429	257	750	0.40847	0.487705	4749	232	6	-1	Landslide	nyi
430	257	750	0.413934	0.817623	4757	232	7	-1	Rotgrip	nyi
431	257	750	0.258197	0.788934	4759	232	8	-1	Princess Theradras	nyi
432	150	760	0.594262	0.340164	4763	233	1	-1	Tuten\'kash	nyi
433	150	760	0.860656	0.467213	4767	233	2	-1	Mordresh Fire Eye	NYI
434	150	760	0.342896	0.668033	4769	233	3	-1	Glutton	nyi
435	150	760	0.445355	0.604508	4772	233	4	-1	Amnennar the Coldbringer	nyi
436	162	688	0.11194	0.389552	4379	227	2	1	Lady Sarevess	Naga caster boss
437	163	688	0.52388	0.808209	4382	227	5	1	Twilight Lord Kelris	Twilight Orc
438	149	761	0.872951	0.422131	4776	234	1	-1	Death Speaker Jargba	nyi
439	149	761	0.801913	0.516393	4778	234	2	-1	Aggem Thorncurse	nyi
440	149	761	0.571038	0.305328	4781	234	3	-1	Overlord Ramtusk	nyi
441	149	761	0.0806012	0.688525	4786	234	4	-1	Agathelos the Raging	nyi
442	149	761	0.217213	0.313525	4790	234	5	-1	Charlga Razorflank	nyi
443	155	765	0.605191	0.313524	4794	236	1	-1	Hearthsinger Forresten	nyi
444	163	688	0.855224	0.864179	4383	227	6	1	Aku\'mai	Three-Headed Hydra
445	155	765	0.499999	0.178279	4799	236	2	-1	Timmy the Cruel	nyi
446	155	765	0.0478142	0.506148	4807	236	4	-1	Willey Hopebreaker	nyi
447	164	688	0.586567	0.308955	4385	227	4	1	Old Serra\'kis	Thresher of the Forgotten Pool.
448	155	765	0.277323	0.754099	4808	236	5	-1	Instructor Galford	nyi
449	155	765	0.204918	0.821721	4828	236	6	-1	Balnazzar	nyi
450	155	765	0.734973	0.204918	4833	236	7	-1	The Unforgiven	nyi
451	156	765	0.745902	0.469262	4841	236	8	-1	Baroness Anastari	nyi
452	156	765	0.572404	0.461065	4845	236	9	-1	Nerub\'enkan	nyi
453	156	765	0.674864	0.227459	4851	236	10	-1	Maleki the Pallid	nyi
454	156	765	0.56694	0.161885	4855	236	11	-1	Magistrate Barthilas	nyi
455	156	765	0.456284	0.198771	4859	236	12	-1	Ramstein the Gorger	nyi
456	156	765	0.386612	0.20082	4862	236	13	-1	Lord Aurius Rivendare	nyi
457	176	687	0.243169	0.459016	4903	237	1	-1	Avatar of Hakkar	nyi
458	176	687	0.760929	0.459016	4934	237	2	-1	Jammal\'an the Prophet	nyi
459	176	687	0.499151	0.870309	6114	237	3	-1	Wardens of the Dream	nyi
463	176	687	0.670765	0.877049	4950	237	7	-1	Shade of Eranikus	nyi
464	165	690	0.218579	0.262295	4811	238	1	-1	Hogger	nyi
465	165	690	0.784153	0.452869	4814	238	2	-1	Lord Overheat	nyi
466	165	690	0.497268	0.221312	4817	238	3	-1	Randolph Moloch	nyi
467	171	692	0.534153	0.72541	4820	239	1	-1	Revelosh	nyi
468	171	692	0.584699	0.920082	4869	239	2	-1	The Lost Dwarves (HORDE ONLY)	nyi
469	171	692	0.372951	0.739754	4876	239	3	-1	Ironaya	nyi
470	171	692	0.47541	0.440574	4879	239	5	-1	Ancient Stone Keeper	nyi
471	171	692	0.26776	0.327869	4880	239	6	-1	Galgann Firehammer	nyi
472	171	692	0.219945	0.256148	4886	239	7	-1	Grimlok	nyi
473	180	692	0.553279	0.504098	4894	239	8	-1	Archaedas	nyi
474	28	749	0.306011	0.430328	4954	240	1	-1	Lady Anacondra	nyi
475	28	749	0.166667	0.567623	4958	240	3	-1	Lord Cobrahn	nyi
476	28	749	0.191257	0.395492	4965	240	2	-1	Lord Pythas	nyi
477	28	749	0.385246	0.360656	4969	240	4	-1	Kresh	nyi
478	28	749	0.622951	0.743853	4970	240	5	-1	Skum	nyi
479	28	749	0.61612	0.538935	4971	240	6	-1	Lord Serpentis	nyi
480	28	749	0.554645	0.465164	4974	240	7	-1	Verdan the Everliving	nyi
481	28	749	0.345628	0.137295	4975	240	8	-1	Mutanus the Devourer	nyi
482	0	686	0.336212	0.44841	4978	241	1	-1	Hydromancer Velratha	nyi
483	0	686	0.280942	0.382783	4981	241	2	-1	Ghaz\'rilla	nyi
484	0	686	0.646175	0.276639	4986	241	3	-1	Antu\'sul	nyi
485	0	686	0.531421	0.262295	5005	241	4	-1	Theka the Martyr	nyi
486	0	686	0.442623	0.17623	5011	241	5	-1	Witch Doctor Zum\'rah	nyi
487	0	686	0.296448	0.17418	5019	241	6	-1	Nekrum Gutchewer and Shadow Priest Sezz\'ziz	nyi
489	0	686	0.422131	0.329918	5025	241	8	-1	Chief Ukorz Sandscalp	nyi
523	215	722	0.463115	0.680327	5038	247	1	-1	Shirrak the Dead Watcher	nyi
524	215	722	0.739071	0.508196	5042	247	2	-1	Exarch Maladaar	nyi
527	219	797	0.729508	0.313525	5049	248	1	-1	Watchkeeper Gargolmar	nyi
528	219	797	0.39071	0.204918	5057	248	2	-1	Omor the Unscarred	nyi
529	219	797	0.355191	0.827869	5064	248	3	-1	Vazruden the Herald	nyi
530	237	798	0.424864	0.223361	5078	249	1	-1	Selin Fireheart	nyi
531	237	798	0.8347	0.264344	5082	249	2	-1	Vexallus	nyi
532	236	798	0.397541	0.557377	5090	249	3	-1	Priestess Delrissa	nyi
533	236	798	0.0860656	0.502049	5166	249	4	-1	Kael\'thas Sunstrider	nyi
534	238	732	0.479508	0.297131	5188	250	1	-1	Pandemonius	nyi
535	238	732	0.609289	0.741804	5191	250	2	-1	Tavarok	nyi
536	238	732	0.356557	0.608607	5194	250	3	-2	Yor	nyi
537	238	732	0.32377	0.491803	5196	250	4	-1	Nexus-Prince Shaffar	nyi
538	0	734	0.754098	0.661885	5205	251	1	-1	Lieutenant Drake	nyi
539	0	734	0.691257	0.696721	5210	251	2	-1	Captain Skarloc	nyi
540	0	734	0.508197	0.319672	5225	251	3	-1	Epoch Hunter	nyi
541	216	723	0.487705	0.680328	5230	252	1	-1	Darkweaver Syth	nyi
542	217	723	0.326503	0.545082	5248	252	2	-2	Anzu	nyi
543	217	723	0.326503	0.276639	5256	252	3	-1	Talon King Ikiss	nyi
544	218	724	0.218579	0.395492	5261	253	1	-1	Ambassador Hellmaw	nyi
545	218	724	0.26776	0.704918	5263	253	2	-1	Blackheart the Inciter	nyi
546	218	724	0.531421	0.540983	5266	253	3	-1	Grandmaster Vorpil	nyi
547	218	724	0.808743	0.391393	5272	253	4	-1	Murmur	nyi
548	233	731	0.592896	0.243853	5279	254	1	-1	Zereketh the Unbound	nyi
549	234	731	0.363388	0.782787	5283	254	2	-1	Dalliah the Doomsayer	nyi
550	234	731	0.199454	0.786885	5291	254	3	-1	Wrath-Scryer Soccothrates	nyi
551	235	731	0.61612	0.307377	5298	254	4	-1	Harbinger Skyriss	nyi
552	0	733	0.45082	0.620901	5336	255	1	-1	Chrono Lord Deja	nyi
553	0	733	0.54918	0.618853	5340	255	2	-1	Temporus	nyi
554	0	733	0.480874	0.745902	5344	255	3	-1	Aeonus	nyi
555	221	725	0.386612	0.418033	5356	256	1	-1	The Maker	nyi
556	221	725	0.43306	0.219262	5367	256	2	-1	Broggok	nyi
557	221	725	0.583333	0.411885	5382	256	3	-1	Keli\'dan the Breaker	nyi
558	230	729	0.442623	0.233607	5401	257	1	-1	Commander Sarannis	nyi
559	230	729	0.241803	0.227459	5418	257	2	-1	High Botanist Freywinn	nyi
560	230	729	0.0737704	0.481557	5460	257	3	-1	Thorngrin the Tender	nyi
561	230	729	0.340164	0.862706	5463	257	4	-1	Laj	nyi
562	230	729	0.342896	0.368853	5476	257	5	-1	Warp Splinter	nyi
563	231	730	0.513661	0.315574	5479	258	1	-1	Mechano-Lord Capacitus	nyi
564	232	730	0.478142	0.202869	5484	258	2	-1	Nethermancer Sepethrea	nyi
565	232	730	0.271858	0.610656	5489	258	3	-1	Pathaleon the Calculator	nyi
566	222	710	0.333333	0.620902	5497	259	1	-1	Grand Warlock Nethekurse	nyi
568	222	710	0.54235	0.342213	5893	259	3	-1	Warbringer O\'mrogg	nyi
569	222	710	0.673497	0.545082	5898	259	4	-1	Warchief Kargath Bladefist	nyi
570	228	728	0.490437	0.270492	5902	260	1	-1	Mennu the Betrayer	nyi
571	228	728	0.580601	0.405738	5907	260	2	-1	Rokmar the Crackler	nyi
572	228	728	0.821038	0.768442	5977	260	3	-1	Quagmirran	nyi
573	226	727	0.54235	0.137295	5982	261	1	-1	Hydromancer Thespia	nyi
574	226	727	0.34153	0.819672	5996	261	2	-1	Mekgineer Steamrigger	nyi
575	226	727	0.759563	0.436475	6001	261	3	-1	Warlord Kalithresh	nyi
576	223	726	0.693989	0.89959	6006	262	1	-1	Hungarfen	nyi
577	223	726	0.786885	0.288935	6009	262	2	-1	Ghaz\'an	nyi
578	223	726	0.4153	0.241803	6013	262	3	-1	Swamplord Musel\'ek	nyi
579	223	726	0.247268	0.456967	6036	262	4	-1	The Black Stalker	nyi
580	50	522	0.696721	0.270492	6041	271	1	-1	Elder Nadox	nyi
581	50	522	0.631147	0.495901	6050	271	2	-1	Prince Taldaram	nyi
582	50	522	0.48224	0.72541	6055	271	3	-1	Jedoga Shadowseeker	nyi
583	50	522	0.672131	0.786885	6060	271	4	-2	Amanitar	
584	50	522	0.236339	0.504098	6067	271	5	-1	Herald Volazj	nyi
585	49	533	0.501366	0.45082	6073	272	1	-1	Krik\'thir the Gatewatcher	nyi
586	48	533	0.431694	0.594262	6351	272	2	-1	Hadronox	nyi
587	47	533	0.621585	0.487705	6355	272	3	-1	Anub\'arak	nyi
588	37	534	0.565574	0.182377	6370	273	1	-1	Trollgore	nyi
589	37	534	0.702186	0.479508	6375	273	2	-1	Novos the Summoner	nyi
590	37	534	0.612022	0.862705	6390	273	3	-1	King Dred	nyi
591	38	534	0.476776	0.133197	6396	273	4	-1	The Prophet Tharon\'ja	nyi
592	36	530	0.539617	0.485656	6411	274	1	-1	Slad\'ran	nyi
593	36	530	0.465847	0.655737	6418	274	2	-1	Drakkari Colossus	nyi
594	36	530	0.393442	0.489754	0	274	3	-1	Moorabi (needs abilities)	nyi
595	36	530	0.251366	0.704918	0	274	4	-2	Eck the Ferocious (needs abilities)	nyi
596	36	530	0.465847	0.270492	0	274	5	-1	Gal\'darah (needs abilities)	nyi
597	54	525	0.435792	0.372951	0	275	1	-1	General Bjarngrim (needs abilities)	nyi
598	55	525	0.377049	0.209017	0	275	2	-1	Volkhan (needs abilities)	nyi
599	55	525	0.614754	0.77459	0	275	3	-1	Ionar (needs abilities)	nyi
600	55	525	0.189891	0.522541	0	275	4	-1	Loken (needs abilities)	nyi
601	102	603	0.352459	0.75	0	276	1	-1	Falric (needs abilities)	nyi
602	102	603	0.434426	0.627049	0	276	2	-1	Marwyn (needs abilities)	nyi
603	102	603	0.105191	0.27459	0	276	3	-1	Escape from Arthas (needs abilities)	nyi
604	53	526	0.401639	0.604508	0	277	1	-1	Krystallus (needs abilities)	nyi
605	53	526	0.502732	0.862705	0	277	2	-1	Maiden of Grief (needs abilities)	nyi
606	53	526	0.845629	0.760246	0	277	3	-1	Tribunal of Ages (needs abilities and creature)	nyi
607	53	526	0.497268	0.137295	0	277	4	-1	Sjonnir the Ironshaper (needs abilities)	nyi
608	0	602	0.680328	0.553278	0	278	1	-1	Forgemaster Garfrost (needs abilities)	nyi
609	0	602	0.47541	0.397541	0	278	2	-1	Ick & Krick (needs abilities)	nyi
610	0	602	0.441257	0.266394	0	278	3	-1	Scourgelord Tyrannus (needs abilities)	nyi
611	34	521	0.56694	0.592213	0	279	1	-1	Meathook (needs abilities)	nyi
612	34	521	0.59153	0.401638	0	279	2	-1	Salram the Fleshcrafter (needs abilities)	nyi
613	34	521	0.65847	0.258197	0	279	3	-1	Chrono-Lord Epoch (needs abilities)	nyi
614	34	521	0.325136	0.459016	0	279	4	-1	Mal\'ganis (needs abilities)	nyi
615	101	601	0.435793	0.495902	0	280	1	-1	Bronjahm (needs abilities)	nyi
616	101	601	0.434426	0.120902	0	280	2	-1	Devourer of Souls (needs abilities)	nyi
617	25	520	0.187159	0.506146	0	281	1	-2	Frozen Commander (needs abilities)	nyi
618	25	520	0.275956	0.39959	0	281	2	-1	Grand Magus Telestra (needs abilities)	nyi
619	25	520	0.620218	0.221312	0	281	3	-1	Anomalus (needs abilities)	nyi
620	25	520	0.562842	0.727459	0	281	4	-1	Ormorok the Tree-Shaper (needs abilities)	nyi
621	25	520	0.362022	0.67418	0	281	5	-1	Keristrasza (needs abilities)	nyi
622	42	528	0.491803	0.762295	0	282	1	-1	Drakos the Interrogator (needs abilities)	nyi
623	43	528	0.461749	0.192623	0	282	2	-1	Varos Cloudstrider (needs abilities)	nyi
624	45	528	0.70765	0.27459	0	282	3	-1	Mage-Lord Urom (needs abilities)	nyi
625	46	528	0.469945	0.209016	0	282	4	-1	Ley-Guardian Eregos (needs abilities)	nyi
626	52	536	0.275956	0.622951	0	283	1	-1	Erekem (needs abilities)	nyi
627	52	536	0.678962	0.528688	0	283	2	-1	Moragg (needs abilities)	nyi
628	52	536	0.556011	0.403688	0	283	3	-1	Ichoron (needs abilities)	nyi
629	52	536	0.330601	0.452869	0	283	4	-1	Xevozz (needs abilities)	nyi
630	52	536	0.618852	0.75	0	283	5	-1	Lavanthor (needs abilities)	nyi
631	52	536	0.271858	0.336066	0	283	6	-1	Zuramat the Obliterator (needs abilities)	nyi
632	52	536	0.45082	0.551229	0	283	7	-1	Cyanigosa (needs abilities)	nyi
633	96	542	0.512295	0.526639	0	284	1	-1	Grand Champions (Alliance) (needs abilities)	nyi
634	96	542	0.512295	0.526639	0	284	2	-1	Grand Champions (Horde) (needs abilities)	nyi
635	96	542	0.513661	0.52459	0	284	3	-1	Eadric the Pure (needs abilities)	nyi
636	96	542	0.512295	0.528688	0	284	4	-1	Argent Confessor Paletress (needs abilities)	nyi
637	96	542	0.513661	0.526639	0	284	5	-1	The Black Knight (needs abilities)	nyi
638	1	523	0.289618	0.627049	0	285	1	-1	Prince Keleseth (needs abilities)	nyi
639	2	523	0.587431	0.620901	0	285	2	-1	Skarvold & Dalronn (needs abilities)	nyi
640	41	523	0.724043	0.381148	0	285	3	-1	Ingvar the Plunderer (needs abilities)	nyi
641	39	524	0.363388	0.706967	0	286	1	-1	Svala Sorrowgrave (needs abilities)	nyi
642	40	524	0.606558	0.688525	0	286	2	-1	Gortok Palehoof (needs abilities)	nyi
643	40	524	0.684426	0.362705	0	286	3	-1	Skadi the Ruthless (needs abilities)	nyi
644	40	524	0.415301	0.534836	0	286	4	-1	King Ymiron (needs abilities)	nyi
649	649	875	0.441137	0.606901	5034	303	4	-1	Raigonn	PH
654	640	871	0.618823	0.447748	5376	311	2	-1	Armsmaster Harlan	PH
655	649	875	0.461435	0.878891	5390	303	1	-1	Saboteur Kip\'tilak	PH
656	640	871	0.393775	0.156292	5395	311	2	-1	Flameweaver Koegler	Ashamed of their past, the Scarlet Crusade has tasked Flameweaver Koegler to erase any past transgressions of the Crusade, which involves burning the pages of history.
657	652	877	0.239513	0.259811	5435	312	2	-1	Master Snowdrift	PH
658	633	867	0.480379	0.5318	5501	313	3	-1	Liu Flameheart	PH
659	151	763	0.652879	0.604144	5524	246	1	-1	Instructor Chillheart	
660	639	871	0.548038	0.288227	5606	311	1	-1	Houndmaster Braun	PH
663	152	763	0.599743	0.1831	5532	246	2	3	Jandice Barov	PH After years of being ignored in the basement of Scholomance, Jandice has returned. She has been doing quite a bit of study in the field of Arcana.
664	633	867	0.261164	0.751015	5536	313	2	3	Lorewalker Stonestep	The Sha have infested the library of the Temple of the Jade Serpent. They have taken form of the various characters of Pandaren lore. You must defeat them in order to bring peace to the ancient library.
665	152	763	0.484438	0.26184	5552	246	3	3	Rattlegore	PH
666	152	763	0.518268	0.470907	5558	246	4	3	Lilian Voss	PH
668	636	876	0.55751	0.491204	5586	302	1	3	Ook-Ook	PH
669	637	876	0.38295	0.456698	5590	302	2	3	Hoptallus	PH
670	638	876	0.488498	0.517592	5595	302	3	3	Yan-Zhu the Uncasked	PH
671	648	874	0.493976	0.524096	5600	316	2	-1	Brother Korloff	
672	633	867	0.445196	0.192828	5612	313	1	-1	Wise Mari	PH
673	651	877	0.450609	0.243572	5621	312	1	-1	Gu Cloudstrike	PH
674	648	874	0.490964	0.804217	5635	316	3	3	High Inquisitor Whitemane	PH
675	650	875	0.491204	0.271989	5642	303	2	-1	Striker Ga\'dok	PH
676	649	875	0.462787	0.237483	5666	303	3	-1	Commander Ri\'mok	PH
677	110	604	0.500329	0.45809	5670	317	6	-1	Will of the Emperor	PH
679	132	754	0.2455094	0.7020959	5691	317	1	-1	The Stone Guard	PH
682	132	754	0.2455094	0.7020959	5742	317	3	-1	Gara\'jal the Spiritbinder	PH
683	0	886	0.7659	0.489175	5818	320	1	-1	Protectors of the Endless	PH
684	154	763	0.502029	0.324763	5795	246	5	3	Darkmaster Gandling	The Darkmaster attacks players with Incinerate and Immolate and periodically assigns one a Harsh Lesson, sending the player to a side room to fight Expired Test Subjects. When a tank or healer is sent, Gandling channels Rise!
685	653	877	0.474966	0.608931	5810	312	3	3	Sha of Violence	PH
686	0	877	0.721245	0.474967	5827	312	4	-1	Taran Zhu	PH
687	191	766	0	0	5835	317	4	-1	The Spirit Kings	PH
688	641	874	0.262048	0.456325	5862	316	1	-1	Thalnos the Soulrender	PH
689	191	766	0	0	5871	317	2	-1	Feng the Accursed	PH
690	655	885	0.447903	0.759134	5911	321	2	-1	Gekkan	[PH] Leader of the Glintrok clan, Gekkan is an expert at rallying his subordinates and never travels without an entourage.
691	0	809	0.676254	0.746318	5937	322	1	-1	Sha of Anger	PH
692	191	766	0	0	5955	324	3	-1	General Pa\'valak	
693	191	766	0	0	5957	324	1	-1	Vizier Jin\'bak	PH
694	136	680	0.69273	0.650206	5961	226	1	-1	Adarogg	nyi
695	136	680	0.540467	0.300412	5963	226	2	-1	Dark Shaman Koranthal	nyi
696	136	680	0.40878	0.574074	5965	226	3	-1	Slagmaw	nyi
697	136	680	0.342936	0.816872	5967	226	4	-1	Lava Guard Gordoth	nyi
698	656	885	0.402832	0.861004	5970	321	3	3	Xin the Weaponmaster	PH
708	654	885	0.401895	0.70433	6015	321	0	-1	Trial of the King	PH
709	0	886	0.308525	0.493234	6086	320	4	-1	Sha of Fear	"*Face your fears in up to 3 epic battles!
*Become the Champion of the Light!
*Waffles not included."
713	0	747	0.819691	0.45809	6122	330	4	-1	Garalon	[PH] LOL LOOK AT HIS TINY WINGS
725	0	807	0.716849	0.644829	6141	322	1	-1	Salyis\' Warband	[PH] What if we just put cannons on everything?
726	191	766	0	0	6171	317	5	-1	Elegon	PH
727	191	766	0	0	6204	324	4	-1	Wing Leader Ner\'onok	PH
728	222	710	0.296846	0.146568	6216	259	2	-1	Blood Guard Porung	nyi
729	0	886	0.538566	0.493234	6219	320	3	-1	Lei Shi	Lei Shi casts Spray instead of attacking normally. She periodically casts Hide and Get Away! At specific health values she casts Protect and summons Animated Protectors to defend her.
737	191	766	0	0	6243	330	5	-1	Amber-Shaper Un\'sok	Mantid vivimancer [PH]
738	191	766	0	0	6274	324	2	-1	Commander Vo\'jak	A veteran of the mantid army, Commander Vo\'jak stands defending the rear of the siege. PH
741	191	766	0	0	6328	330	4	-1	Wind Lord Mel\'jarak	nyi
742	0	886	0.690121	0.493234	6310	320	2	-1	Nalomoni	PH
743	191	766	0	0	6336	330	6	-1	Grand Empress Shek\'zeer	PH - Not Complete
744	191	766	0	0	6345	330	0	-1	Blade Lord Ta\'yak	The martial grandmaster of the Mantid empire, he has no equal with the blade. His role is now to teach young mantid warriors the combat arts of the Mantid. He truly enjoys matching blades with opponents, and has a very odd and even temper. He�s the kind of opponent that analyzes and determines the weakness of an opponent, and only then strikes. He�s very patient, doesn�t fluster, and waits for the perfect opportunity.
745	191	766	0	0	6424	330	1	-1	Imperial Vizier Zor\'lok	Not just a fanclub member, the fanclub _president_
748	171	692	0.289425	0.597403	6448	239	4	-1	Obsidian Sentinel	nyi
749	155	765	0.29932	0.411874	6452	236	3	-1	Commander Malor	
