field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34
11648	0	0	0	0	0	0	10755	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	10750	0	0	0	0	0	0	0
11649	0	0	10751	0	3949	0	10752	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11650	0	171	172	0	0	0	0	1	8907	0	1	3318	0	0	0	6785	-1	0	300	750	4	23	0	0	0	0	0	0	0	0	0	0	0	0
11651	0	10753	1165	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11652	0	7742	8712	527	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11653	0	0	10906	10611	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11654	0	124	893	283	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11655	0	124	893	283	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11656	0	1187	0	0	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	10754	0	0	0	0	0	0	0	0	0
11657	0	0	10904	282	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11658	0	0	0	283	0	0	0	1	157	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11659	0	0	10760	0	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11660	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	10756	0	0	0	0	0	0	0	0	0
11661	0	0	0	0	10757	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11662	0	0	10758	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11663	0	0	801	10759	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11664	0	726	10761	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	7526	0	0	0	0	0	0	0
11665	0	0	6924	0	0	0	0	0	0	0	1	0	0	0	0	283	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11666	0	223	10747	0	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	9161	0	0	0	0	0	0	0	0	0
11667	0	0	0	10765	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11668	0	0	0	0	10764	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11669	0	8052	8224	0	0	0	0	1	3032	0	2	7140	0	37	0	0	4	0	300	750	4	881	0	0	0	0	0	0	0	0	0	0	0	0
11670	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11671	0	0	10766	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11672	0	7714	10767	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11673	0	7714	10767	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11674	0	10905	10767	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11677	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	10770	0	0	0	0	0	0	0	0	0
11678	0	0	0	283	0	0	0	1	157	0	2	35	0	0	0	0	-1	0	300	750	4	542	0	0	0	0	0	0	0	0	0	0	0	0
11679	0	0	0	0	0	0	10771	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11680	0	223	10774	0	0	0	10773	0	0	0	1	3015	0	1	0	348	1	0	300	750	7	1462	0	0	0	0	0	0	0	0	0	0	0	0
11681	0	0	10772	12178	668	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11682	0	137	138	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	9166	0	0	0	0	0	0	0	0
11683	0	0	10776	0	10775	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11684	0	195	10786	0	285	0	0	0	0	0	1	0	0	0	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11685	0	0	369	507	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11686	0	0	0	0	0	0	10777	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11687	0	403	9579	0	0	0	0	1	4518	0	5	7140	0	0	0	0	4	0	300	750	4	0	0	0	0	9343	0	0	0	0	0	0	0	0
11688	0	0	0	0	0	0	0	0	4518	0	1	7140	0	0	0	0	-1	0	300	750	4	224	0	0	0	9343	0	0	0	0	0	0	0	0
11689	0	0	0	0	0	0	10635	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11690	0	403	9579	0	0	0	0	1	4518	0	5	7140	0	0	0	0	4	0	300	750	4	125	0	0	0	9343	0	0	0	0	0	0	0	0
11691	0	0	10784	728	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11692	0	726	7717	3031	221	0	0	1	675	0	1	0	0	1	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11693	0	171	172	8364	0	0	0	1	4523	0	1	7140	0	0	0	0	-1	0	300	750	4	38	0	0	0	0	0	0	0	0	0	0	0	0
11694	0	9954	9909	10303	0	0	0	1	4060	0	1	3015	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11695	0	0	0	0	10669	0	0	0	4060	0	1	3015	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11696	0	0	0	283	0	0	0	1	157	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11697	0	0	0	283	0	0	0	1	157	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11698	0	0	7552	0	7349	0	0	0	0	0	1	0	0	0	0	326	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11699	0	0	0	0	235	0	0	0	0	0	2	0	0	0	0	10790	2	0	300	750	4	0	0	0	0	10079	0	0	0	0	0	0	0	0
11700	0	0	12016	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11701	0	0	93	283	360	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11702	0	10791	10792	0	0	0	0	1	4527	0	1	0	0	32	0	0	5	0	300	750	4	0	8729	0	0	0	0	0	0	0	0	0	0	0
11703	0	0	0	216	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	10793	0	0	0	0	0	0	0	0	0
11704	0	10833	9579	0	0	0	0	1	4065	0	1	3011	0	36	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11705	0	0	0	0	10794	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11706	0	0	10810	0	10795	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11707	0	10796	0	10440	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11708	0	0	10798	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11709	0	0	0	0	10799	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11710	0	171	172	8792	0	0	0	1	258	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11711	0	0	10801	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	10802	0	0	0	0	0	0	0	0
11712	0	0	0	0	10803	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11713	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	10804	0	0	0	0	0	0	0	0	0
11714	0	10805	0	0	0	0	0	1	188	0	2	3011	0	5	0	0	6	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
11715	0	10805	0	0	0	0	0	1	188	0	2	3011	0	5	0	0	4	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
11716	0	0	0	0	10806	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11717	0	338	10807	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11718	0	338	10807	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11719	0	0	0	0	10809	0	0	1	4542	0	0	0	0	1	0	0	1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
11720	0	0	2229	10811	108	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11721	0	0	10812	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11722	0	10814	10859	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11723	0	358	10815	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11724	0	10817	10818	687	0	0	0	1	4058	0	1	11571	0	5	0	0	-1	0	300	750	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11725	0	0	0	0	0	0	0	1	4361	0	1	13160	0	0	0	10453	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11726	0	0	0	0	7535	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11727	0	0	0	0	285	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11728	0	0	10820	0	0	0	0	0	0	0	1	0	0	5	326	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11729	0	0	0	0	0	0	10823	0	0	0	1	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11730	0	345	181	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11731	0	0	10825	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11732	0	0	0	10467	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	10662	10662	0	0	0	0	0	0	0	0
11733	0	7071	6697	0	0	0	0	1	3088	0	1	3011	0	36	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11734	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	10827	0	0	0	0	0	0	0	0	0
11735	0	0	0	0	10829	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11736	0	819	0	437	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11737	0	10831	0	0	746	0	0	1	618	0	1	0	0	1	0	0	6	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11738	0	0	0	0	10830	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11739	0	0	10849	10832	787	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11740	0	8004	172	437	0	0	0	1	4550	0	5	0	0	0	0	0	-1	0	300	750	4	23	0	0	0	0	0	0	0	0	0	0	0	0
11741	0	0	0	0	0	0	10834	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11742	0	0	0	0	0	0	0	1	4551	0	1	0	0	0	0	0	-1	0	300	750	4	1601	0	0	0	10836	0	0	0	0	0	0	0	0
11743	0	0	10837	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11744	0	0	0	8294	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	9318	0	0	0	0	0	0	0	0	0
11745	0	0	0	0	10838	0	0	0	0	0	1	0	0	2	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11746	0	0	0	10839	108	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11747	0	10840	0	5930	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11748	0	0	8418	431	0	0	0	0	0	0	1	0	0	2	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11749	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11750	0	0	0	0	10841	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11751	0	10842	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11752	0	0	0	10843	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11753	0	0	17708	0	17283	0	0	1	3408	0	2	0	0	0	0	0	1	0	300	750	4	224	0	0	0	0	17495	0	0	0	0	0	0	0
11754	0	0	10844	11430	0	0	0	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11755	0	223	10747	0	10845	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11756	0	0	10846	10847	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11757	0	10848	0	0	5090	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11758	0	8004	172	437	0	0	0	1	4558	0	1	0	0	0	0	0	-1	0	300	750	4	1621	0	0	0	0	0	0	0	0	0	0	0	0
11759	0	11701	0	10851	0	0	0	0	0	0	2	0	0	0	0	0	3	0	300	750	4	24	0	0	0	0	0	0	0	0	0	0	0	0
11760	0	0	10552	8369	349	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11761	0	0	7667	498	10310	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11762	0	0	0	0	0	0	10852	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11763	0	0	10853	7628	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11764	0	0	10855	0	10854	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11765	0	0	0	0	10856	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11766	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	10857	0	0	0	0	0	0	0	0	0
11767	0	345	10942	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11768	0	358	10860	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11769	0	0	0	0	0	0	10861	0	0	0	2	0	0	1	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11770	0	10863	0	0	10864	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11771	0	0	0	6599	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11772	0	0	0	0	10864	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11773	0	10867	0	10874	10873	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11774	0	0	0	0	10933	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11775	0	0	0	0	10872	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11776	0	61	0	145	0	0	0	1	3333	0	1	1454	0	1	0	0	4	0	300	750	4	1041	0	0	0	0	0	0	0	0	0	0	0	0
11777	0	0	10875	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11778	0	0	0	0	0	0	10876	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11779	0	0	0	0	0	0	0	1	4248	0	1	0	0	0	0	0	1	0	300	750	4	621	0	0	0	0	0	0	0	0	0	0	0	0
11780	0	0	0	0	0	0	0	1	4564	0	1	3013	0	1	0	10877	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11781	0	0	0	10724	10878	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11782	0	10205	4749	7387	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11783	0	10879	7667	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11784	0	114	10880	7775	0	0	0	1	3493	0	1	3015	0	5	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11785	0	0	0	0	10881	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11786	0	0	0	608	0	0	0	0	503	0	1	3011	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11787	0	9954	9909	10303	0	0	0	1	4247	0	1	13080	0	5	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11788	0	0	0	0	0	0	10401	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	10750	0	0	0	0	0	0	0
11789	0	0	0	0	10882	0	0	0	0	0	0	0	0	0	10297	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11790	0	0	0	10884	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11791	0	0	0	10885	10886	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11792	0	0	10992	11005	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11793	0	0	0	10884	10887	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11794	0	0	0	489	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11795	0	0	0	0	10888	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11796	0	0	0	0	7284	0	10889	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11797	0	0	10890	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	9238	0	0	0	0	0	0	0
11798	0	10891	0	6536	7776	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11799	0	0	0	0	10892	0	10889	0	0	0	1	0	0	0	0	0	13	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11800	0	0	3010	0	3009	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11801	0	0	0	0	10893	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11802	0	0	0	3109	10894	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11803	0	171	172	507	0	0	0	1	8905	0	1	11649	0	0	0	0	-1	100	300	750	6	38	0	0	0	0	0	0	0	0	0	0	0	0
11804	0	0	0	0	10896	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11805	0	0	0	0	10149	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11806	0	217	218	0	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11807	0	0	10935	10898	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	581	0	0	0	0	0	0	0	0	0	0	0	0
11808	0	0	172	0	0	0	0	1	4114	0	1	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
11809	0	80	110	390	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11810	0	0	10899	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11811	0	0	10900	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11812	0	0	10901	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11813	0	0	207	0	3709	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11814	0	0	0	0	10902	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11815	0	0	179	362	7776	0	0	0	0	0	1	1454	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11816	0	0	0	10908	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11817	0	99	417	10909	11101	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11818	0	0	0	10910	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11819	0	0	0	10911	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11820	0	0	10925	10920	0	0	0	0	0	0	1	3011	0	0	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11821	0	0	0	0	10912	0	0	0	0	0	0	0	0	0	10913	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11822	0	0	0	10915	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11823	0	0	0	10916	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11824	0	0	0	10917	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11825	0	0	10918	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11826	0	0	0	10919	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11827	0	0	0	10921	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11828	0	0	0	10924	0	0	0	1	4586	0	1	13589	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11829	0	0	0	0	10926	0	0	0	0	0	0	0	0	0	0	0	0	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11830	0	0	10533	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11831	0	0	10971	0	0	0	0	0	0	0	1	0	0	0	0	10927	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11832	0	0	324	10928	288	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11833	0	114	11403	0	0	0	0	0	0	0	1	3015	0	0	0	0	-1	0	300	750	4	0	0	0	0	10930	0	0	0	0	0	0	0	0
11834	0	0	0	0	10932	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11835	0	0	366	348	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	9193	0	0	0	0	0	0	0	0	0
11836	0	266	267	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11837	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11838	0	0	0	10936	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
