field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18
1340	12359	20520	6037	12810	0	0	0	0	12	6	6	2	0	0	0	0	0	0
1341	12359	20520	6037	11754	0	0	0	0	16	8	8	1	0	0	0	0	0	0
1342	12359	20520	6037	0	0	0	0	0	20	10	10	0	0	0	0	0	0	0
1343	2319	7286	4231	2321	0	0	0	0	8	8	1	2	0	0	0	0	0	0
1344	20606	20608	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1345	22448	22446	21886	0	0	0	0	0	4	2	8	0	0	0	0	0	0	0
1346	22448	14344	12808	0	0	0	0	0	3	10	6	0	0	0	0	0	0	0
1347	22448	14344	7080	0	0	0	0	0	3	10	4	0	0	0	0	0	0	0
1348	22448	14344	7078	0	0	0	0	0	2	10	4	0	0	0	0	0	0	0
1349	22448	14344	12811	0	0	0	0	0	3	8	1	0	0	0	0	0	0	0
1350	22448	22446	22451	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0
1351	22448	22446	7078	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0
1352	22448	22446	12803	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0
1353	22448	22446	22794	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0
1354	22448	22446	22456	0	0	0	0	0	4	2	8	0	0	0	0	0	0	0
1355	22448	22446	22452	0	0	0	0	0	3	3	8	0	0	0	0	0	0	0
1356	6265	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1357	10940	0	3371	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
1358	11083	0	3371	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
1359	11137	0	3371	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
1360	11176	8831	3371	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0
1361	16204	4625	3371	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0
1362	14344	4625	3371	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0
1363	14344	8831	3371	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0
1364	7077	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1365	2840	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1366	2841	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1367	2842	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1368	774	2840	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
1369	5498	20817	2840	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
1370	1210	20817	20816	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0
1371	2842	20817	1206	1705	0	0	0	0	2	1	1	1	0	0	0	0	0	0
1372	2842	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1373	1210	2841	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
1374	3577	1206	3391	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
1375	1705	5498	11083	2842	3827	0	0	0	3	3	4	4	2	0	0	0	0	0
1376	1705	3824	3575	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0
1377	1705	20817	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
1378	2841	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1379	20816	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1380	3575	5637	20817	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0
1381	1206	20817	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1382	3575	3391	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
1383	1529	3577	20816	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
1384	1206	1529	2842	20817	0	0	0	0	1	1	2	2	0	0	0	0	0	0
1385	3860	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1386	3864	20963	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1387	1529	20963	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
1388	1529	7067	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
1389	6037	20963	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
1390	3864	0	3860	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
1391	3864	7070	3577	20817	0	0	0	0	1	2	2	1	0	0	0	0	0	0
1392	0	9061	8150	21024	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1393	21040	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1394	21071	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1395	21103	21104	21105	21106	21107	21108	21109	21110	1	1	1	1	1	1	1	1	0	0
1396	21171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1397	21153	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1398	15407	15994	7079	18631	10558	0	0	0	1	4	2	2	1	0	0	0	0	0
1400	14048	8170	7972	14341	0	0	0	0	6	4	2	1	0	0	0	0	0	0
1401	14256	12810	20520	14227	0	0	0	0	12	6	2	4	0	0	0	0	0	0
1402	14256	17012	0	7078	14227	0	0	0	20	16	0	4	4	0	0	0	0	0
1403	7912	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1404	6371	4625	3371	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0
1405	12810	0	7082	0	14227	0	0	0	6	0	4	0	2	0	0	0	0	0
1406	14048	4625	2604	14341	0	0	0	0	4	2	2	1	0	0	0	0	0	0
1407	14048	4625	2604	14341	0	0	0	0	4	2	2	1	0	0	0	0	0	0
1408	4364	2319	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1409	4364	2319	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1410	4364	2319	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1411	4377	4234	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1412	4377	4234	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1413	4377	4234	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1414	10505	4304	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1415	10505	4304	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1416	10505	4304	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1417	15992	8170	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1418	15992	8170	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1419	15992	8170	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1420	9060	9061	10560	10561	0	0	0	0	1	1	1	1	0	0	0	0	0	0
1421	10561	9061	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1425	21877	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
1426	21840	14341	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
1427	21840	22445	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
1428	21842	21881	22446	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0
1429	21840	21882	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0
1430	21842	21886	21885	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1431	24271	21884	21881	0	0	0	0	0	4	10	2	0	0	0	0	0	0	0
1432	24271	21884	21881	0	0	0	0	0	8	12	4	0	0	0	0	0	0	0
1433	24271	21884	21881	0	0	0	0	0	14	16	4	0	0	0	0	0	0	0
1434	24271	22446	21881	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0
1435	24272	21885	21881	0	0	0	0	0	4	10	2	0	0	0	0	0	0	0
1436	24272	21885	21881	0	0	0	0	0	8	12	2	0	0	0	0	0	0	0
1437	24272	21885	21881	0	0	0	0	0	14	16	4	0	0	0	0	0	0	0
1438	24272	21881	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0
1439	21845	21881	21886	0	0	0	0	0	4	2	8	0	0	0	0	0	0	0
1440	21845	21881	21886	0	0	0	0	0	8	2	8	0	0	0	0	0	0	0
1441	21845	22457	21881	0	0	0	0	0	14	12	4	0	0	0	0	0	0	0
1442	21845	21881	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0
1443	21840	14341	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
1444	21840	14341	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
1445	21840	21887	14341	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0
1446	21840	14341	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0
1447	21840	21887	14341	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0
1448	21840	14341	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
1449	21840	14341	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
1450	21842	21881	14341	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0
1451	21842	21887	21881	14341	0	0	0	0	4	6	2	1	0	0	0	0	0	0
1452	21842	21881	14341	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0
1453	21842	21881	14341	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0
1454	21844	21887	14341	0	0	0	0	0	5	6	4	0	0	0	0	0	0	0
1455	21844	14341	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0
1456	21844	14341	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0
1457	21840	22445	14341	0	0	0	0	0	6	12	2	0	0	0	0	0	0	0
1458	21840	22445	14341	0	0	0	0	0	8	16	2	0	0	0	0	0	0	0
1459	21840	22445	14341	0	0	0	0	0	12	20	2	0	0	0	0	0	0	0
1460	1529	6037	11137	20963	0	0	0	0	4	2	4	4	0	0	0	0	0	0
1461	3577	3864	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
1462	7909	52188	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
1463	7971	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1464	7909	20963	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
1465	7910	7971	6037	21752	6149	0	0	0	2	2	4	4	4	0	0	0	0	0
1466	12359	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1467	7909	6037	7075	7079	0	0	0	0	2	4	2	2	0	0	0	0	0	0
1468	7910	6037	7077	7081	0	0	0	0	2	4	2	2	0	0	0	0	0	0
1469	7910	21752	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1470	6037	10286	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
1471	7909	21752	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1472	7909	3864	21752	6037	0	0	0	0	2	2	4	2	0	0	0	0	0	0
1473	12799	21752	6037	11178	20963	0	0	0	2	2	4	2	2	0	0	0	0	0
1474	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1475	7910	7078	0	6037	0	0	0	0	2	2	0	2	0	0	0	0	0	0
1476	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1477	12799	21752	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1478	12361	6037	21752	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0
1479	12364	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1480	12800	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1481	12364	12799	12361	12360	12359	0	0	0	2	2	2	2	2	0	0	0	0	0
1482	21752	12804	7076	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1483	12361	12808	0	21752	0	0	0	0	1	1	0	1	0	0	0	0	0	0
1484	12364	12360	12359	12804	0	0	0	0	2	2	2	4	0	0	0	0	0	0
1485	12363	12808	12662	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
1486	12364	12803	12804	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0
1487	18335	11754	12800	12360	12359	0	0	0	4	4	2	2	4	0	0	0	0	0
1488	11371	12360	7910	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0
1489	12800	21752	12360	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0
1490	21929	7078	12803	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0
1491	12360	7076	7082	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0
1492	12359	11382	7910	12938	0	0	0	0	8	2	4	2	0	0	0	0	0	0
1493	20816	2840	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
1494	2840	20816	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
1495	2841	1210	20816	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1496	818	2840	20816	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0
1497	21877	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1498	21877	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1499	18335	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1500	18335	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1501	18335	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1502	22047	22046	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1503	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1504	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1505	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1506	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1507	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1508	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1509	9061	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1510	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1511	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1512	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1513	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1514	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1515	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1516	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1517	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1518	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1519	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1520	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1521	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1522	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1523	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1524	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1525	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1526	21815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1527	22202	12655	7076	0	0	0	0	0	14	4	2	0	0	0	0	0	0	0
1528	22203	22202	12655	7076	0	0	0	0	8	24	8	4	0	0	0	0	0	0
1529	22203	22202	12655	7076	12364	0	0	0	18	40	12	10	4	0	0	0	0	0
1530	22202	12810	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0
1531	22203	22202	12810	13512	0	0	0	0	8	24	8	1	0	0	0	0	0	0
1532	22203	22202	12810	12809	12800	0	0	0	15	36	12	10	4	0	0	0	0	0
1533	4339	11137	8343	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0
1534	14048	16203	14341	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0
1535	14048	14344	12810	14227	0	0	0	0	6	4	4	4	0	0	0	0	0	0
1536	22284	22283	22285	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1537	22288	22286	22287	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1538	22291	22290	22289	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1539	22133	22132	22131	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1540	22136	22135	22134	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1541	22292	22294	22293	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1542	22296	22295	22297	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1543	22298	22299	22300	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1544	22176	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1545	22143	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1546	22117	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1547	22141	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1548	22119	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1549	22173	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1550	21960	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1551	22140	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1552	22120	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1553	22142	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1554	22175	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1555	22123	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1556	22177	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1557	22144	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1558	22122	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1559	22174	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1560	22145	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1561	22121	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1562	14048	8831	0	14341	0	0	0	0	5	10	0	2	0	0	0	0	0	0
1563	14048	14342	13468	14227	0	0	0	0	6	2	1	4	0	0	0	0	0	0
1564	22047	21984	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1565	21984	22046	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1567	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1568	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1569	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1570	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1571	12360	12655	7076	13510	0	0	0	0	12	20	10	2	0	0	0	0	0	0
1572	12360	11371	12808	20520	15417	0	0	0	15	10	20	20	10	0	0	0	0	0
1573	12360	20725	13512	12810	0	0	0	0	12	2	2	4	0	0	0	0	0	0
1574	14344	7082	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0
1575	22445	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
1576	22445	22447	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0
1577	22448	22445	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0
1578	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1579	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1580	22446	21886	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
1581	22446	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
1582	22449	22446	22445	0	0	0	0	0	1	10	20	0	0	0	0	0	0	0
1583	22449	21884	21885	0	0	0	0	0	6	6	6	0	0	0	0	0	0	0
1584	22449	22445	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0
1585	0	22446	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1586	22449	22446	22445	0	0	0	0	0	2	3	5	0	0	0	0	0	0	0
1587	22450	22449	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
1588	22445	22452	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0
1589	22446	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1590	22445	22446	22452	0	0	0	0	0	12	4	10	0	0	0	0	0	0	0
1591	22449	22573	22574	22572	22578	0	0	0	2	1	1	1	1	0	0	0	0	0
1592	22445	13446	13444	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0
1593	22445	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
1594	22446	22445	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0
1595	22450	22449	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
1596	22445	13446	14344	0	0	0	0	0	8	4	2	0	0	0	0	0	0	0
1597	34054	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
1598	22449	22445	22446	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0
1599	22445	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
1600	22446	21884	22451	22452	21885	0	0	0	4	4	4	4	4	0	0	0	0	0
1601	14344	12808	12803	0	0	0	0	0	6	6	6	0	0	0	0	0	0	0
1602	22449	22446	22445	0	0	0	0	0	2	6	6	0	0	0	0	0	0	0
1603	22449	22446	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0
1604	22449	22445	0	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0
1605	22449	22446	22445	0	0	0	0	0	4	5	20	0	0	0	0	0	0	0
1606	22449	22446	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0
1607	22449	22446	22445	0	0	0	0	0	8	6	20	0	0	0	0	0	0	0
1608	22450	22449	22446	21884	23571	0	0	0	12	10	8	6	1	0	0	0	0	0
1609	22450	22449	22446	21885	22456	0	0	0	12	10	8	6	6	0	0	0	0	0
1610	22450	22449	22446	22445	0	0	0	0	6	10	8	40	0	0	0	0	0	0
1611	17056	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1612	17056	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1613	22449	22446	22445	0	0	0	0	0	12	10	20	0	0	0	0	0	0	0
1614	22450	22449	21885	0	0	0	0	0	8	8	2	0	0	0	0	0	0	0
1615	22445	22791	3371	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
1616	22445	22792	3371	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
1617	12363	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1618	22448	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1619	22449	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1620	22450	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1621	22484	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1622	22572	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1623	22573	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1624	22574	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1625	22578	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1626	22577	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1627	22576	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1628	22575	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
1629	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1630	22682	14048	7080	14227	0	0	0	0	5	4	4	4	0	0	0	0	0	0
1631	22682	14048	7080	14227	0	0	0	0	7	8	6	8	0	0	0	0	0	0
1632	22682	14048	7080	14227	0	0	0	0	5	4	2	4	0	0	0	0	0	0
1633	22682	14048	7080	14227	0	0	0	0	4	2	2	4	0	0	0	0	0	0
1634	0	14048	12803	14227	0	0	0	0	0	3	5	4	0	0	0	0	0	0
1635	22682	12810	7080	15407	14227	0	0	0	7	16	2	4	4	0	0	0	0	0
1636	22682	12810	7080	15407	14227	0	0	0	5	12	2	3	4	0	0	0	0	0
1637	22682	12810	7080	15407	14227	0	0	0	4	12	2	2	4	0	0	0	0	0
1638	22682	15408	7080	15407	14227	0	0	0	7	24	2	4	4	0	0	0	0	0
1639	22682	15408	7080	15407	14227	0	0	0	5	16	2	3	4	0	0	0	0	0
1640	22682	15408	7080	15407	14227	0	0	0	4	16	2	2	4	0	0	0	0	0
1641	22682	12359	12360	7080	0	0	0	0	7	16	2	4	0	0	0	0	0	0
1642	22682	12359	12360	7080	0	0	0	0	5	12	2	2	0	0	0	0	0	0
1643	22682	12359	12360	7080	0	0	0	0	4	12	2	2	0	0	0	0	0	0
1644	22484	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1645	22644	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1646	22726	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
1647	3860	10558	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
1648	9282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1649	12655	0	12360	12803	0	0	0	0	6	0	2	2	0	0	0	0	0	0
1650	12655	0	12803	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0
1651	12655	12803	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
1652	8170	0	12803	15407	0	0	0	0	12	0	2	2	0	0	0	0	0	0
1653	12810	0	12803	15407	0	0	0	0	6	0	3	2	0	0	0	0	0	0
1654	12810	12803	15407	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0
1655	14048	0	12803	14227	0	0	0	0	4	0	2	2	0	0	0	0	0	0
1656	14048	14342	12803	14227	0	0	0	0	4	2	2	2	0	0	0	0	0	0
1657	14048	12803	14227	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0
1658	22787	22785	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1659	13465	22785	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1660	13464	22786	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1661	22787	22785	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1662	22578	22790	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1663	22789	3371	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
1664	22791	22785	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1665	22787	22789	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1666	22789	22785	3371	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
1667	22787	22791	3371	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
1668	22786	22785	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1669	22574	22790	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1670	22790	22789	3371	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
1671	22790	22792	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1672	22786	22792	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1673	22789	22790	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1674	22789	22791	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1675	22792	22791	3371	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
1676	22451	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1677	22452	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1678	21884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1679	21885	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1680	22790	22791	3371	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
